search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/kaya-toast,https://cdn.tasteatlas.com//Images/Dishes/a96df6400e87437c8e39a51701c2ab3a.jpg?mw=660,11,Sandwich,https://www.tasteatlas.com/sandwiches,Kaya Toast,,Best in   (Singapore),Chin Mee Chin Confectionery,https://www.tasteatlas.com/ChinMeeChinConfectionery,"Kaya toast is a popular Malaysian and Singaporean breakfast consisting of two slices of toasted bread filled with , a traditional spread made with sugar, eggs, coconut milk, and  flavoring. The dish is typically served ...",https://www.tasteatlas.com/kaya-toast/wheretoeat,,,,,,,,,,,,,kaya,n/a
https://www.tasteatlas.com/kway-chap,https://cdn.tasteatlas.com//images/dishes/16df9f4ae1834d77a475c666590e90c4.jpg?mw=660,12,Stew,https://www.tasteatlas.com/Stews,Kway chap,,Best in   (Singapore),Jin Ji Teochew Braised Duck and Kway Chap,https://www.tasteatlas.com/JinJiTeochewBraisedDuckAndKwayChap,"Kway chap is a traditional Singaporean dish consisting of flat rice sheets in a soy sauce broth and an array of sides such as pig tongue, offal, pork rinds, pork belly, hard-boiled eggs, fishcakes, or preserved vegetables. The meat is usually brai...",https://www.tasteatlas.com/kway-chap/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/star-anises,https://cdn.tasteatlas.com/images/ingredientgroups/4b484164b7d34a489be78cea8d98149f.png?h=120&w=120,,n/a
https://www.tasteatlas.com/roti-prata,https://cdn.tasteatlas.com//Images/Dishes/21c2611c24664052bf170f4e6ad4457f.jpg?mw=660,13,Pancake,https://www.tasteatlas.com/pancakes,Roti prata,,Best in   (Singapore),Mr and Mrs Mohgan's Super Crispy Roti Prata,https://www.tasteatlas.com/mr-and-mrs-mohgans-super-crispy-roti-prata,"Roti prata is a Singaporean specialty consisting of a ghee-flavored pancake that is crispy on the outside and soft on the inside. It is typically served with mutton curry or various fish dishes. There are many prata stalls throughout Singapore, so...",https://www.tasteatlas.com/roti-prata/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,n/a
https://www.tasteatlas.com/black-pepper-crab,https://cdn.tasteatlas.com//Images/Dishes/00ca8edd7594474da82e3a964fbb41a9.jpg?mw=660,14,Crab Dish,https://www.tasteatlas.com/crab-dishes,Black Pepper Crab,,Best in   (Singapore),Eng Seng Restaurant,https://www.tasteatlas.com/EngSengRestaurant,"Black pepper crab is the unofficial national dish of Singapore, made by stir-frying crab pieces with black pepper, garlic, shallots, and oyster sauce over high heat. The dish is seldom prepared at home, but people can easily find it at numerous st...",https://www.tasteatlas.com/black-pepper-crab/wheretoeat,https://www.tasteatlas.com/crabs,https://cdn.tasteatlas.com/images/ingredientgroups/37e8f7030f474704ac241bb0695a92f9.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/oyster-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/3fcc75346cd44dda81650ed14e70ad48.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/mooncake-singapore,https://cdn.tasteatlas.com//Images/Dishes/76c513e6c3214386b6c1dd9c98a564cc.jpg?mw=660,15,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Mooncake,3.4,,,,"An ancient Chinese delicacy eaten during the Mid-August Festival or Moon Festival, known as mooncake, is a pie-like pastry made with a shortcrust base called that is traditionally filled with black sesame seed or lotus seed past...",https://www.tasteatlas.com/mooncake-singapore/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/lye-water,https://cdn.tasteatlas.com/images/ingredientgroups/ffa9e3d74c7f49b7a956a749bdff29ae.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,yueh ping,
https://www.tasteatlas.com/roti-john,https://cdn.tasteatlas.com//images/dishes/482a2d478d564350a978bdfb1ad3da7e.jpg?mw=660,16,Sandwich,https://www.tasteatlas.com/sandwiches,Roti John,,Best in   (Singapore),Shukor Stall Makanan Istimewa,https://www.tasteatlas.com/shukor-stall-makanan-istimewa,"This classic street food item consists of a French loaf that is sliced lengthwise and generously doused with a mixture of lightly beaten eggs, minced meat, onions, and various combination of spices and vegetables. The bread is then fried top-down,...",https://www.tasteatlas.com/roti-john/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/har-cheong-gai,https://cdn.tasteatlas.com//images/dishes/6ab3b54b0e154a9b8016e111fedfa4c9.jpg?mw=660,17,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,Har cheong gai,,Best in   (Singapore),Ka-Soh Restaurant,https://www.tasteatlas.com/ka-soh-restaurant,"The name of this Singaporean dish translates as . It consists of chicken wings (or drumsticks) that are dipped in a classic combination of eggs, flour, and starch, and a marinade consisting of shrimp paste, rice wine, ...",https://www.tasteatlas.com/har-cheong-gai/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/starches,https://cdn.tasteatlas.com/images/ingredientgroups/6cd25d6c7477415eb731bb579b6a80c4.png?h=120&w=120,https://www.tasteatlas.com/shrimp-paste,https://cdn.tasteatlas.com/images/dishes/bc7f81b6fdb74746a59d2abb0835c07c.png?h=120&w=120,https://www.tasteatlas.com/rice-wine,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,shrimp paste chicken,n/a
https://www.tasteatlas.com/ngoh-hiang,https://cdn.tasteatlas.com//images/dishes/5b167f5b51a34e1ea03afb140fb514e6.jpg?mw=660,18,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Ngoh hiang,,Best in   (Singapore),Chui Huay Lim,https://www.tasteatlas.com/chui-huay-lim,Loh bak or ngo hiang is a dish that presumably originated among Teochew and Hokkien communities. It consists of various meat and vegetable fillings that are wrapped in bean curd skins before they are deep-fried until crispy. The main ingredient us...,https://www.tasteatlas.com/ngoh-hiang/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/cereal-prawns,https://cdn.tasteatlas.com//images/dishes/ad96e8fd615949ae99b04abbbf9351ac.jpg?mw=660,19,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Cereal Prawns,,Best in   (Singapore),Red House Seafood Restaurant,https://www.tasteatlas.com/RedHouseSeafoodRestaurant,"This Singaporean dish consists of crispy fried prawns that are doused in a rich combination of butter, crushed and toasted cereals, curry leaves, and chilis. Even though it is easily prepared at home, the dish is a staple at hawker centers and res...",https://www.tasteatlas.com/cereal-prawns/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/beef-kway-teow,https://cdn.tasteatlas.com//images/dishes/42c9a73c416e47fda26e5516d9eac303.jpg?mw=660,20,Noodle Dish,https://www.tasteatlas.com/Noodles,Beef kway teow,,Best in   (Singapore),Geylang Famous Beef Kway Teow,https://www.tasteatlas.com/GeylangFamousBeefKwayTeow,"Beef kway teow is a Singaporean noodle dish that can be served either as a quick meal or as a side dish to bigger meals. In order to prepare it, broad and flat rice noodles are stir-fried and topped with slices of beef. The dish can then be served...",https://www.tasteatlas.com/beef-kway-teow/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/Bean-sprouts,https://cdn.tasteatlas.com/images/ingredientgroups/cb386a4f4d0b44c3be41be20a039b18b.png?h=120&w=120,https://www.tasteatlas.com/sesame-oils,https://cdn.tasteatlas.com/images/ingredientgroups/de788b76d4ea4a90a26c86b261c2fd7c.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,,n/a
https://www.tasteatlas.com/satay-bee-hoon,https://cdn.tasteatlas.com//images/dishes/4e71779513914f599c3245aff97186fb.jpg?mw=660,21,Noodle Dish,https://www.tasteatlas.com/Noodles,Satay bee hoon,,Best in   (Singapore),Sin Chew Satay Beehoon,https://www.tasteatlas.com/sin-chew-satay-beehoon,"This hawker-style Singaporean dish earned its name because of the similarity between the peanut sauce used in it and  peanut sauce. Satay bee hoon consists of blanched  noodles (rice vermicelli) served with a sweet, ...",https://www.tasteatlas.com/satay-bee-hoon/wheretoeat,,,,,,,,,,,,,satay,n/a
https://www.tasteatlas.com/katong-laksa,https://cdn.tasteatlas.com//images/dishes/9ca23ddb79404f7b8ead3efc89927080.jpg?mw=660,22,Soup,https://www.tasteatlas.com/Soups,Katong laksa,,Best in   (Singapore),328 Katong Laksa,https://www.tasteatlas.com/328KatongLaksa,"As the name implies, this laksa variety hails from the Katong neighborhood of Singapore's Central Region. It is based on a spicy, shrimp-infused broth that's flavored with coconut milk and a special laksa paste consisting of dried shrimps, herbs, ...",https://www.tasteatlas.com/katong-laksa/wheretoeat,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,https://www.tasteatlas.com/galangal,https://cdn.tasteatlas.com/images/dishes/c52b694f5b164f788edfb48fc570081f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,n/a
https://www.tasteatlas.com/teochew-porridge,https://cdn.tasteatlas.com//images/dishes/dc81e7d82f1a4470bb44c767a3702274.jpg?mw=660,23,Assorted Small Dishes or Ritual,https://www.tasteatlas.com/small-dishes,Teochew Porridge,,Best in   (Singapore),Ye Shang Hai,https://www.tasteatlas.com/YeShangHai1,Teochew porridge is a banquet-style meal where bowls of plain white rice porridge are served accompanied by a variety of side dishes – from meats and fish to eggs and vegetables. The porridge is typically prepared with firmer rice grains whi...,https://www.tasteatlas.com/teochew-porridge/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sambal-stingray,https://cdn.tasteatlas.com//images/dishes/ccfb2b1de1a947d1a119f47059464860.jpg?mw=660,24,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Sambal Stingray,,Best in   (Singapore),Chan BBQ,https://www.tasteatlas.com/chan-bbq,"This Singaporean and Malaysian classic dish couples grilled stingray and spicy  paste—the chili pepper-based sauce that may incorporate various other elements such as lime juice, shrimp paste, ginger, vinegar, or sugar. The th...",https://www.tasteatlas.com/sambal-stingray/wheretoeat,,,,,,,,,,,,,sambal,n/a
https://www.tasteatlas.com/vegetarian-bee-hoon,https://cdn.tasteatlas.com//images/dishes/28dec857999c47a585b12b67a1174f54.jpg?mw=660,25,Noodle Dish,https://www.tasteatlas.com/Noodles,Vegetarian bee hoon,,Best in   (Singapore),Ruyi Yuan Vegetarian,https://www.tasteatlas.com/ruyi-yuan-vegetarian,"Vegetarian bee hoon is a hawker-style Singaporean dish that combines  noodles (rice vermicelli) and a mixture of stir-fried vegetables. Typical vegetables include cabbage, carrots, french beans, baby bok choy, and bean sprouts. Ot...",https://www.tasteatlas.com/vegetarian-bee-hoon/wheretoeat,,,,,,,,,,,,,bee hoon,n/a
https://www.tasteatlas.com/fish-soup-bee-hoon,https://cdn.tasteatlas.com//images/dishes/546b53dd86e34328bf578c7282318277.jpg?mw=660,26,Fish Soup,https://www.tasteatlas.com/fish-soups,Fish soup bee hoon,,Best in   (Singapore),Jin Hua Fish Head Bee Hoon,https://www.tasteatlas.com/jin-hua-fish-head-bee-hoon,"The main elements of this Singaporean soup include a flavorful fish-based broth that is enriched with milk and spices,  noodles (rice vermicelli), fried or boiled fish heads or fish slices, and mustard greens. Garoupa, snakehead, ...",https://www.tasteatlas.com/fish-soup-bee-hoon/wheretoeat,,,,,,,,,,,,,bee hoon,n/a
