search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/kaak,https://cdn.tasteatlas.com//Images/Dishes/9e43b5fb7b884ed6a11ac219e4ee8d74.jpg?mw=660,11,Bread,https://www.tasteatlas.com/Breads,Ka'ak,4.3,Best in   (Zahlé),Salon des Familles,https://www.tasteatlas.com/salon-des-familles,"Ka'ak is Lebanese street bread that is usually consumed as a snack, characterized by its circular appearance with a hollow part near its outer edge. The bread is traditionally sprinkled with sesame seeds on top. It is typically sold from tiny char...",,https://www.tasteatlas.com/kaak/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/fatteh,https://cdn.tasteatlas.com//Images/Dishes/3f381ba5a567437eacb6233464adce1a.jpg?mw=660,12,Breakfast,https://www.tasteatlas.com/Breakfast,Fatteh,4.3,Best in   (Beirut),Babel Bay,https://www.tasteatlas.com/babel-bay,"Fatteh is a Levantine specialty made by combining pieces of fresh, toasted, or stale flatbread with numerous other ingredients. The name of the dish means , referring to the process of tearing the flatbread. Fatte...",to tear into small pieces,https://www.tasteatlas.com/fatteh/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mujaddara,https://cdn.tasteatlas.com//images/dishes/a7adabed9df5481f98e3ce157202db03.jpg?mw=660,13,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Mujaddara,3.9,Best in   (Beirut),Enab Restaurant,https://www.tasteatlas.com/enab-restaurant,The vegetarian combination of lentils and rice is a classic Levantine fare that is best served with fresh salads. The dish is assembled with cooked rice and lentils that are enriched with generous amounts of onions sautéed in olive oil. Whe...,,https://www.tasteatlas.com/mujaddara/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/fatayer,https://cdn.tasteatlas.com//Images/Dishes/de13a38b590145e1a5d40b56062c161d.jpg?mw=660,14,Snack,https://www.tasteatlas.com/Snacks,Fatayer,4.5,Best in   (Beirut),Fern Ghattas,https://www.tasteatlas.com/FernGhattas,"Fatayer is an Arabic specialty consisting of pockets of dough that are filled with a variety of ingredients: spinach, cheeses such as  or , meat such as chicken, beef, or lamb, potatoes, or soft Arabic yogurt-based ch...",halloumi,https://www.tasteatlas.com/fatayer/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/toum,https://cdn.tasteatlas.com//images/dishes/36bd21d58e154aa088e704710c8180e9.jpg?mw=660,15,Sauce,https://www.tasteatlas.com/Sauces,Toum,4.6,,,,"Toum is an authentic Lebanese garlic paste. It is made with whole garlic cloves, which are slowly crushed using a mortar and pestle, or nowadays simply ground in a food processor. During this process, oil (preferably neutral oil such as canola, or...",,https://www.tasteatlas.com/toum/wheretoeat,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/canola-oils,https://cdn.tasteatlas.com/images/ingredientgroups/2f44fc8e9ce447e58ac245fd6f0f2f61.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,
https://www.tasteatlas.com/tahini-lebanon,https://cdn.tasteatlas.com//Images/Dishes/7e45878178134a20aaff2d2246fd500c.jpg?mw=660,16,Dip,https://www.tasteatlas.com/dips,Tahini,3.8,,,,"Tahini is a paste consisting of toasted and ground sesame seeds which are usually thinned with lemon juice and water. It is an incredibly versatile paste that can be served as a dip and consumed on its own, or as a condiment accompanying numerous ...",,https://www.tasteatlas.com/tahini-lebanon/wheretoeat,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,,,
https://www.tasteatlas.com/sayadieh,https://cdn.tasteatlas.com//images/dishes/2d2ea047405a4d2b95a67048e010ba94.jpg?mw=660,17,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sayadieh,,Best in   (Beirut),Le Chef,https://www.tasteatlas.com/le-chef,"This traditional combination of rice and fish is typically prepared with white fish such as sea bass or red snapper. The fish is fried or baked separately, while the rice is cooked in a special fish broth that is prepared with fried onions and",,https://www.tasteatlas.com/sayadieh/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/ashta,https://cdn.tasteatlas.com//images/dishes/20dc74a10e984c79abdfbba76f1ec42f.jpg?mw=660,18,Dessert,https://www.tasteatlas.com/Desserts,Ashta,,,,,"Ashta, also known as  or , is a variety of clotted cream mostly associated with Arab and Levantine countries. Traditionally, it is made with lightly sweetened full-fat milk and lemon juice which are slowly simmered un...",kashta,https://www.tasteatlas.com/ashta/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/labneh-lebanon,https://cdn.tasteatlas.com//Images/Dishes/86b988cf271f48ea8c19d0a352e5a635.jpg?mw=660,19,Dip,https://www.tasteatlas.com/dips,Labneh,4.2,Best in   (Byblos),Locanda A La Granda,https://www.tasteatlas.com/LocandaALaGranda,Creamy texture and mild flavor are the main attributes of labneh; a traditional Middle Eastern strained yogurt that is prepared with yogurt and salt. No strict guidelines are used to produce it; plain full-fat yogurt is mixed with salt and left to...,,https://www.tasteatlas.com/labneh-lebanon/wheretoeat,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/znoud-el-sit,https://cdn.tasteatlas.com//images/dishes/526d278f2ac847038e85893188547d78.jpg?mw=660,20,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Znoud el sit,,,,,This traditional Middle Eastern dessert is often enjoyed on Iftar (a fast-breaking meal) during the holy month of Ramadan. The dish is made with thin sheets of phyllo dough that are wrapped into small elongated rolls while the center is filled wit...,,https://www.tasteatlas.com/znoud-el-sit/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/layali-lubnan,https://cdn.tasteatlas.com//images/dishes/eba51c8e3d474504a5070108d99d4fd9.jpg?mw=660,21,Pudding,https://www.tasteatlas.com/puddings,Layali lubnan,,,,,"Translated as , this creamy and versatile dessert is made with a base of milk, semolina, and sugar. The ingredients are cooked into a creamy pudding that is left to set until it is firm and well-chilled. The pudding is usua...",Lebanese nights,https://www.tasteatlas.com/layali-lubnan/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mutabal,https://cdn.tasteatlas.com//images/dishes/16b7c00d2edd4d4da9657cc19e4e9d9a.jpg?mw=660,22,Dip,https://www.tasteatlas.com/dips,Mutabal,4.7,,,,,,https://www.tasteatlas.com/mutabal/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,
https://www.tasteatlas.com/sfouf,https://cdn.tasteatlas.com//images/dishes/f73eefda2aba43e6a47959f145b260e7.jpg?mw=660,23,Cake,https://www.tasteatlas.com/cakes,Sfouf,,Best in   (Beirut),Bou Melhem,https://www.tasteatlas.com/bou-melhem,"Sfouf is a popular Lebanese dessert that is mostly consumed during special occasions, be it a birthday, a family reunion, a religious holiday, or afternoon tea. The cake is characterized by its yellow color, largely due to the base of turmeric and...",,https://www.tasteatlas.com/sfouf/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mafroukeh,https://cdn.tasteatlas.com//images/dishes/3238d542be724ee4ae7017d923b76f2b.jpg?mw=660,24,Dessert,https://www.tasteatlas.com/Desserts,Mafroukeh,,Best in   (Tripoli),Abdul Rahman Al Hallab,https://www.tasteatlas.com/AbdulRahmanAlHallab,"Mafroukeh is a traditional Lebanese dessert that combines semolina dough and —clotted cream that is often flavored with orange blossom and rose water. The dough is usually made by blending semolina flour, orange blossom and ros...",ashta,https://www.tasteatlas.com/mafroukeh/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kibbeh-nayyeh,https://cdn.tasteatlas.com//images/dishes/b2b26c9e8cad4fbdbb02d6e0cf03f103.jpg?mw=660,25,Appetizer,https://www.tasteatlas.com/Appetizers,Kibbeh nayyeh,3.9,Best in   (Beirut),Tawlet Souk el Tayeb,https://www.tasteatlas.com/TawletSoukElTayeb,"Often compared to , this popular Lebanese delicacy incorporates raw lamb or beef, bulgur, finely chopped onions, and various spices such as cinnamon and allspice. Kibbeh nayyeh was traditionally prepared for special occasions...",steak tartare,https://www.tasteatlas.com/kibbeh-nayyeh/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,
https://www.tasteatlas.com/batata-harra,https://cdn.tasteatlas.com//images/dishes/fbc29f58a25e4837a422f1b851943b65.jpg?mw=660,26,Appetizer,https://www.tasteatlas.com/Appetizers,Batata harra,4.5,Best in   (Beirut),T-Marbouta,https://www.tasteatlas.com/TMarbouta,"Batata harra is a spicy Lebanese vegetable dish made by frying potatoes, garlic, chili, and coriander in olive oil. The dish is traditionally served in a flatbread as an appetizer, and it is often accompanied by tahini sauce or a salad on the side...",,https://www.tasteatlas.com/batata-harra/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,
https://www.tasteatlas.com/makanek,https://cdn.tasteatlas.com//images/dishes/620058a41a514dbab5d8085bda191a9b.jpg?mw=660,27,Sausage,https://www.tasteatlas.com/Sausages,Makanek,,,,,"Makanek are small Lebanese sausages made with lamb, beef, or a combination of both. The sausages are seasoned and spiced with cumin, cinnamon, nutmeg, pine nuts, vinegar, and white wine. The combination of ground meat and spices is stuffed into sh...",,https://www.tasteatlas.com/makanek/wheretoeat,,,,,,,,,,,,,n/a
