search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location src,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/yorkshire-pudding,https://cdn.tasteatlas.com//Images/Dishes/f2cc3141c16d451ebda809c71d61c5aa.jpg?mw=660,11,Side Dish,https://www.tasteatlas.com/Sides,Yorkshire Pudding,https://www.tasteatlas.com/york,,"York, England",4.1,Best in   (Westminster),Hawksmoor Air Street,https://www.tasteatlas.com/HawksmoorAirStreet,"Yorkshire pudding is a popular British side dish that is traditionally served during Sunday roasts. It is made from a creamy batter consisting of flour, eggs, and milk or water. While some might think of it as a dessert, in Britain, pudding was ty...",,READ MORE,https://www.tasteatlas.com/yorkshire-pudding/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,
https://www.tasteatlas.com/beef-wellington,https://cdn.tasteatlas.com//Images/Dishes/10af79aa36f244c5a38408bccf570ec6.jpg?mw=660,12,Beef Dish,https://www.tasteatlas.com/beef-dishes,Beef Wellington,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.9,Best in   (Westminster),Bob Bob Ricard,https://www.tasteatlas.com/BobBobRicard,"Beef Wellington is a dish consisting of a whole filet of beef that is coated with a  and , a combination of minced mushrooms, herbs, and shallots. The concoction is then wrapped in puff pastry and baked i...",pâté,READ MORE,https://www.tasteatlas.com/beef-wellington/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/foie-gras,https://cdn.tasteatlas.com/images/dishes/0221eb461819494ea8de62befbbb3275.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,
https://www.tasteatlas.com/shepherds-pie,https://cdn.tasteatlas.com//Images/Dishes/ba1114cafe034472b3a3cbdf5175f477.jpg?mw=660,13,Savory Pie,https://www.tasteatlas.com/savory-pies,Shepherd's Pie,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,4.0,Best in   (Camden),The Ivy,https://www.tasteatlas.com/the-ivy,"One of the most popular comfort foods in the United Kingdom is called shepherd's pie, a hot and savory dish reminiscent of a casserole, consisting of minced lamb or mutton meat, onions, carrots, Worcestershire sauce, thick gravy, and seasonings su...",,READ MORE,https://www.tasteatlas.com/shepherds-pie/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/worcestershire-sauce,https://cdn.tasteatlas.com/images/dishes/bd541fdde25746e991d836c691f315d2.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,
https://www.tasteatlas.com/pie-and-mash,https://cdn.tasteatlas.com//Images/Dishes/f53768d9d761471ca0309c69f4cf4e72.jpg?mw=660,14,Savory Pie,https://www.tasteatlas.com/savory-pies,Pie and Mash,https://www.tasteatlas.com/london,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,"London, England",3.9,Best in   (Greenwich),Goddards at Greenwich,https://www.tasteatlas.com/GoddardsAtGreenwich,"Pie and mash is a traditional English dish consisting of a pie filled with either chunks of beef or ground beef, and a side of mashed potatoes. Although the pies are nowadays filled with ground beef, in the past they were filled with eels from the...",,READ MORE,https://www.tasteatlas.com/pie-and-mash/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mince-pie,https://cdn.tasteatlas.com//Images/Dishes/9d392b0a65f2444ba60a9cb3f4bf7478.jpg?mw=660,15,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Mince Pie,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.5,Best in   (Buckfastleigh),Riverford Field Kitchen - Organic Restaurant,https://www.tasteatlas.com/RiverfordOrganicFarmersLtd,"Mince pie is a staple Christmas snack in England, consisting of a crumbly pastry shell filled with dried fruits and spices (often called ). Originally, the pies contained both sweet and savory ingredients such as ground meat, lar...",mincemeat,READ MORE,https://www.tasteatlas.com/mince-pie/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/plum-pudding,https://cdn.tasteatlas.com//images/dishes/2f65789d873541ae9dcc77f0a124bb91.jpg?mw=660,16,Pudding,https://www.tasteatlas.com/puddings,Plum Pudding,,,,,Best in   (Exeter),Figgy's,https://www.tasteatlas.com/figgys,"Plum pudding has roots in medieval English sausages when fruits, spices, and fat used to be combined with grains, meats, and vegetables, then packed into animal intestines in order to keep as long as possible. First records of plum puddings can be...",,READ MORE,https://www.tasteatlas.com/plum-pudding/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sticky-toffee-pudding,https://cdn.tasteatlas.com//Images/Dishes/b12914235425454fa07051b90bac4fff.jpg?mw=660,17,Dessert,https://www.tasteatlas.com/Desserts,Sticky Toffee Pudding,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,4.1,Best in   (Westminster),Hawksmoor Seven Dials,https://www.tasteatlas.com/HawksmoorSevenDials,"Sticky toffee pudding is a rich, moist sponge cake filled with dates, covered in a sticky toffee sauce. The dessert is traditionally served with custard or a scoop of vanilla ice cream on the side. Its origins are quite murky as some claim it orig...",,READ MORE,https://www.tasteatlas.com/sticky-toffee-pudding/wheretoeat,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/baking-soda,https://cdn.tasteatlas.com/images/ingredientgroups/eed7d6a3369340d6a1c6218e16f6cbe4.png?h=120&w=120,https://www.tasteatlas.com/dates,https://cdn.tasteatlas.com/images/ingredientgroups/015f4405f1d94b8ab3cebcd8a015ab2d.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,
https://www.tasteatlas.com/hot-cross-buns,https://cdn.tasteatlas.com//images/dishes/b03c087d90154e838245f104ca8d73fa.jpg?mw=660,18,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Hot Cross Buns,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.7,Best in   (Islington),Gail's Bakery,https://www.tasteatlas.com/gails-bakery,"Traditionally prepared and eaten on Good Friday and during Lent, these subtly sweet spiced buns are made with rich yeast dough and dry fruit such as raisins or currants. The top of each bun is marked with a cross, which is typically made from shor...",,READ MORE,https://www.tasteatlas.com/hot-cross-buns/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/pork-pie,https://cdn.tasteatlas.com//images/dishes/c63a9864cb6148d7be5e2bd5a02b8dea.jpg?mw=660,19,Savory Pie,https://www.tasteatlas.com/savory-pies,Pork Pie,,,,3.1,Best in   (Westminster),Fortnum & Mason,https://www.tasteatlas.com/Fortnum-Mason,"Pork pies are one of Britain's favorite dishes since the 1300s, when they were made in the kitchens of King Richard. Made from moist, juicy, seasoned, and minced or chopped pork, golden pork jelly, and thick, hot water crust pastry baked in small ...",,READ MORE,https://www.tasteatlas.com/pork-pie/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/crumpet,https://cdn.tasteatlas.com//images/dishes/2e42890ed8394f7ea44018ebc98d87fb.jpg?mw=660,20,Breakfast,https://www.tasteatlas.com/Breakfast,Crumpet,,,,4.0,Best in   (Southwark),Ask for Janice,https://www.tasteatlas.com/ask-for-janice,"A quintessential British teatime treat, crumpet is a small round bread or cake that is traditionally cooked in a special crumpet ring on a griddle. It is typically prepared with flour, milk or water, and yeast, though sugar, salt, and baking powde...",,READ MORE,https://www.tasteatlas.com/crumpet/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/bangers-and-mash,https://cdn.tasteatlas.com//Images/Dishes/aa41041b74394f84bb30e86be3954bca.jpg?mw=660,21,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Bangers and Mash,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.8,Best in   (Westminster),Mother Mash,https://www.tasteatlas.com/MotherMash,"Both a regular favorite for either lunch or dinner in many English pubs and a filling homemade meal, bangers and mash consist of large pork or beef sausages filled with savory juices, served on top of buttery mashed potatoes and accompanied by a b...",,READ MORE,https://www.tasteatlas.com/bangers-and-mash/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/scottish-shortbread,https://cdn.tasteatlas.com//Images/Dishes/49913e3d404742a0bba24928aa935bd2.jpg?mw=660,22,Cookie,https://www.tasteatlas.com/Cookies,Scottish Shortbread,https://www.tasteatlas.com/scotland,https://cdn.tasteatlas.com/images/emblems/8874a39214274a0ab487e92b829738bd.png,Scotland,4.5,Best in   (Edinburgh),Pinnies & Poppy Seeds,https://www.tasteatlas.com/pinnies--poppy-seeds,"Scottish shortbread is a decadent biscuit made with flour, sugar, and a generous amount of butter giving it a crunchy, crumbly texture with a melt-in-the-mouth feel. Traditionally, the biscuits are placed in circular moulds and baked in a round, f...",,READ MORE,https://www.tasteatlas.com/scottish-shortbread/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/black-pudding,https://cdn.tasteatlas.com//Images/Dishes/eaf3beb88ea948409201c58475b5fb8f.jpg?mw=660,23,Blood Sausage,https://www.tasteatlas.com/blood-sausages,Black Pudding,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.2,Best in   (Norden),Nutters,https://www.tasteatlas.com/NuttersRestaurant,"Black pudding is a famous British delicacy made from animal blood (usually from pigs), oatmeal, and fat. The combined ingredients are stuffed into a casing, and the sausage can then be fried, grilled, boiled, sliced, or crumbled. In Manchester, it...",,READ MORE,https://www.tasteatlas.com/black-pudding/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/scotch-egg,https://cdn.tasteatlas.com//images/dishes/9f28f4db53604ef0a491b3a5e497c8bf.jpg?mw=660,24,Snack,https://www.tasteatlas.com/Snacks,Scotch Eggs,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.3,Best in   (Bray),The Hinds Head,https://www.tasteatlas.com/TheHindsHead,"Scotch eggs are one of Britain's most popular snacks, consisting of hard-boiled eggs that are encased in sausage meat and coated in breadcrumbs. However, if desired, the eggs can be slightly runny. The combination of these ingredients is then deep...",,READ MORE,https://www.tasteatlas.com/scotch-egg/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Sausages,https://cdn.tasteatlas.com/images/dishgroups/ffcde30e795b4a6f85a482358723a706.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,
https://www.tasteatlas.com/egg-sandwich,https://cdn.tasteatlas.com//images/dishes/dd12496ac0df40b7b67895fe01a1746e.jpg?mw=660,25,Sandwich type,https://www.tasteatlas.com/sandwich-types,Egg Sandwich,https://www.tasteatlas.com/london,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,"London, England",2.9,,,,"An egg sandwich is an internationally popular breakfast staple that typically consists of eggs between slices of bread. The sandwich is usually enriched with cheese, and it's often complemented with some kind of meat such as cold cuts or sausage m...",,READ MORE,https://www.tasteatlas.com/egg-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Sausages,https://cdn.tasteatlas.com/images/dishgroups/ffcde30e795b4a6f85a482358723a706.png?h=120&w=120,,,,,
https://www.tasteatlas.com/flapjack,https://cdn.tasteatlas.com//images/dishes/633d77134cd24cd29a2da256434c0851.jpg?mw=660,26,Snack,https://www.tasteatlas.com/Snacks,Flapjack,https://www.tasteatlas.com/england,https://cdn.tasteatlas.com/images/emblems/2076f10d3a8048c2a2c5a03f02038538.png,England,3.6,Best in   (Studland),Joe's Cafe,https://www.tasteatlas.com/joes-cafe,"Flapjack is a blend of porridge oats, golden syrup, sugar, and melted butter that is baked to perfection, and then typically cut up into squares or rectangles. A touch of salt and ground ginger are often added to the oat mixture for extra flavor, ...",,READ MORE,https://www.tasteatlas.com/flapjack/wheretoeat,,,,,,,,,,,,,
