search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location,score-text--na
https://www.tasteatlas.com/arepa-reina-pepiada,https://cdn.tasteatlas.com//images/dishes/97dda5c0481348f1a0aa8f48c0e27fc9.jpg?mw=660,11,Sandwich,https://www.tasteatlas.com/sandwiches,Arepa reina pepiada,4.0,Best in   (Caracas),El Budare,https://www.tasteatlas.com/ElBudare,"Arepa reina pepiada is one of the most famous arepa varieties in Venezuela. This type of arepa is stacked and filled with a combination of avocado, shredded chicken pieces, lime, coriander, mayonnaise, and optional peas. The dish was invented by H...",https://www.tasteatlas.com/arepa-reina-pepiada/wheretoeat,https://www.tasteatlas.com/Avocados,https://cdn.tasteatlas.com/images/ingredientgroups/1a2a8fc0806246a492a2b86d39d87834.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Limes,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,,,,
https://www.tasteatlas.com/majarete,https://cdn.tasteatlas.com//Images/Dishes/8beff8cc6e004a56bad9e18cc6683233.jpg?mw=660,12,Pudding,https://www.tasteatlas.com/puddings,Majarete,,,,,"Majarete is a traditional Venezuelan dessert made with corn and coconut milk. This delicious concoction has a creamy consistency and resembles corn pudding. Traditionally, it was prepared with fresh corn, but modern varieties usually employ corn f...",https://www.tasteatlas.com/majarete/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tequenos,https://cdn.tasteatlas.com//images/dishes/3fe3a33644b7405aa865d37a6f1960bd.jpg?mw=660,13,Snack,https://www.tasteatlas.com/Snacks,Tequeños,4.8,,,,Tequeños are a traditional Venezuelan snack consisting of fried wonton wrappers or empanada dough filled with cheese. It is believed that this snack originated from the city of Los Teques. Tequeños are usually served with various sau...,https://www.tasteatlas.com/tequenos/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,https://www.tasteatlas.com/los-teques,Los Teques,
https://www.tasteatlas.com/cachapa,https://cdn.tasteatlas.com//Images/Dishes/d73bdee15af2408396ace1235aef6ef5.jpg?mw=660,14,Pancake,https://www.tasteatlas.com/pancakes,Cachapa,4.3,Best in   (Caracas),Cachapera Doña Ines,https://www.tasteatlas.com/cachapera-dona-ines,"These nutritious corn pancakes are a popular Venezuelan dish traditionally prepared with a thick batter consisting of fresh ground corn, oil, salt, sugar, and milk or water. Believed to have originated among the indigenous population, today they a...",https://www.tasteatlas.com/cachapa/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/guasacaca,https://cdn.tasteatlas.com//images/dishes/c90cb15fc18c454d9aaf89cd3edb9d2b.jpg?mw=660,15,Dip,https://www.tasteatlas.com/dips,Guasacaca,,,,,"Guasacaca is Venezuela's version of guacamole, although it is not as thick. This simple combination of avocado, coriander, parsley, bell peppers, onions, garlic, salt, oil, and vinegar is typically consumed with barbecued meats such as beef, chick...",https://www.tasteatlas.com/guasacaca/wheretoeat,https://www.tasteatlas.com/Avocados,https://cdn.tasteatlas.com/images/ingredientgroups/1a2a8fc0806246a492a2b86d39d87834.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/caraotas-negras,https://cdn.tasteatlas.com//images/dishes/5e548069e314409bbd743e53d3737796.jpg?mw=660,16,Side Dish,https://www.tasteatlas.com/Sides,Caraotas negras,,,,,"Caraotas negras is the Venezuelan name for black beans, also known as . They are a part of the Venezuelan national dish called pabellon criollo, but can also be included in various soups or side dishes, and when refried they a...",https://www.tasteatlas.com/caraotas-negras/wheretoeat,,,,,,,,,,,,,turtle beans,,,n/a
https://www.tasteatlas.com/arepa-frita,https://cdn.tasteatlas.com//Images/Dishes/c91926db10514090a5e9873bf1fa5d09.jpg?mw=660,17,Sandwich,https://www.tasteatlas.com/sandwiches,Arepa frita,4.1,,,,"Arepa frita is a variety of Venezuelan arepas that is popular throughout the country, especially in the Zulia region. The arepa is traditionally grilled, dipped in batter, then deep-fried in hot oil. When it develops a golden-brown color, arepa fr...",https://www.tasteatlas.com/arepa-frita/wheretoeat,https://www.tasteatlas.com/corn-flours,https://cdn.tasteatlas.com/images/ingredientgroups/aa0dbd7a5bac4bfa8e827a70993fe6f2.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/ketchup,https://cdn.tasteatlas.com/images/dishes/64adc6ca5bbd48e283fb1a4515c749f0.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,,https://www.tasteatlas.com/zulia,Zulia,
https://www.tasteatlas.com/arepa-andina,https://cdn.tasteatlas.com//Images/Dishes/0ebc8209bf364b9cbfcff4eb1c26cd0e.jpg?mw=660,18,Sandwich,https://www.tasteatlas.com/sandwiches,Arepa andina,,,,,"Arepa Andina is a variety of Venezuelan arepas, distinguished from the regular arepas by the usage of wheat flour rather than the standard corn flour. This variety of arepa is popular in the Andes region, near the Colombian border, especially in t...",https://www.tasteatlas.com/arepa-andina/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,,,,,,https://www.tasteatlas.com/merida-state,Mérida State,n/a
https://www.tasteatlas.com/bunuelos-de-yuca,https://cdn.tasteatlas.com//Images/Dishes/f2af6ff2e75548cea7c629b6b012bc29.jpg?mw=660,19,Deep-fried Dessert,https://www.tasteatlas.com/deep-fried-desserts,Buñuelos de yuca,,,,,"This unique version of the famous  fritters is prepared with puréed or grated cassava, eggs, sugar, baking powder, and occasionally grated cheese or wheat flour. Even though plain buñuelos originate from Spain...",https://www.tasteatlas.com/bunuelos-de-yuca/wheretoeat,,,,,,,,,,,,,buñuelos,,,n/a
https://www.tasteatlas.com/mandoca,https://cdn.tasteatlas.com//images/dishes/8d0e4dc512354addb0b8aac7e307560f.jpg?mw=660,20,Snack,https://www.tasteatlas.com/Snacks,Mandoca,3.5,,,,"Mandoca is a Venezuelan dish originating from the region of Zulia. These elongated rings are made with a combination of cornmeal, plantains, panela sugar, water, and queso fresco. Once prepared, the dough is fried in hot oil until golden-brown. Ma...",https://www.tasteatlas.com/mandoca/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/zulia,Zulia,
https://www.tasteatlas.com/sopa-de-cebollin,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,21,Soup,https://www.tasteatlas.com/Soups,Sopa de cebollin,,,,,"Sopa de cebollin is a traditional soup originating from Venezuela. Although there are some variations, the soup is usually prepared with chives, flour, butter, oil, white wine, beef stock, and cream. The chives are sautéed in butter and oil...",https://www.tasteatlas.com/sopa-de-cebollin/wheretoeat,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/beef-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f7fb38560fb04819821ba800ce8eaa84.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/polvorosa-de-pollo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,22,Savory Pie,https://www.tasteatlas.com/savory-pies,Polvorosa de pollo,,,,,"Polvorosa de pollo is a traditional chicken pot pie originating from Venezuela. The dish is especially popular in Caracas, but it's enjoyed throughout the country. It consists of fragile and delicate dough (hence the polvorosa in the name, from",https://www.tasteatlas.com/polvorosa-de-pollo/wheretoeat,https://www.tasteatlas.com/Chicken,,https://www.tasteatlas.com/Flour,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/Sugar,,https://www.tasteatlas.com/Onions,,https://www.tasteatlas.com/leeks,,,,,n/a
https://www.tasteatlas.com/torta-bejarana,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,23,Cake,https://www.tasteatlas.com/cakes,Torta Bejarana,,,,,"Torta Bejarana is a Venezuelan dessert with a long history that dates back to 18th century Caracas. The cake is based on a fragrant mixture of ripe, mashed plantains, toasted corn flour, butter, eggs, and spices such as cloves and cinnamon. It usu...",https://www.tasteatlas.com/torta-bejarana/wheretoeat,https://www.tasteatlas.com/Plantains,,https://www.tasteatlas.com/Eggs,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/corn-flours,,https://www.tasteatlas.com/molasses,,https://www.tasteatlas.com/panelas,,,https://www.tasteatlas.com/caracas,Caracas,n/a
