search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/tonkatsu,https://cdn.tasteatlas.com//images/dishes/bad3bf5847bc4dee9ad59f1d9ca84725.jpg?mw=660,11,Pork Dish,https://www.tasteatlas.com/pork-dishes,Tonkatsu,4.2,Best in   (Shibuya),Katsukura,https://www.tasteatlas.com/Katsukura,"The breaded, deep-fried pork cutlet  is a Japanese dish with a very recent history. It first appeared at the end of the 19th century as a type of  — the Western-influenced Japanese dishes — but with tim...",tonkatsu,READ MORE,https://www.tasteatlas.com/tonkatsu/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/dashi,https://cdn.tasteatlas.com//Images/Dishes/b66666ff20a6494b92b7bc365c4c3d73.jpg?mw=660,12,Soup,https://www.tasteatlas.com/Soups,Dashi,4.0,Best in   (Minato),Nihonryori Ryugin,https://www.tasteatlas.com/NihonryoriRyugin,"One of the fundamental ingredients in Japanese cuisine, dashi is a type of soup and cooking stock often used as the base for different miso and noodle soups,  or rice bowl dishes, stews and many other kinds of  or si...",donburi,READ MORE,https://www.tasteatlas.com/dashi/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/miso-soup,https://cdn.tasteatlas.com//images/dishes/1d294997f74843978bb2d48c0f83c6e6.jpg?mw=660,13,Soup,https://www.tasteatlas.com/Soups,Miso Soup,4.1,Best in   (Osaka),Endo Sushi,https://www.tasteatlas.com/EndoSushi,"Miso soup is a traditional Japanese soy-based soup made from a stock called , miso paste, and various additional ingredients such as seaweed or tofu. It is estimated that more than 70% of Japeanese people consume the soup for breakfa...",dashi,READ MORE,https://www.tasteatlas.com/miso-soup/wheretoeat,https://www.tasteatlas.com/dashi,https://cdn.tasteatlas.com/images/dishes/cafd4c368a0e4d1788cb4d7cbef93d42.png?h=120&w=120,https://www.tasteatlas.com/miso,https://cdn.tasteatlas.com/images/dishes/9c611a77b1964ff98045a78028d77478.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,,,,,,,,
https://www.tasteatlas.com/nigiri,https://cdn.tasteatlas.com//images/dishes/f3abe602fe794beba2f00deee03dee9e.jpg?mw=660,14,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Nigiri,4.4,Best in   (Chūō),Sushi Dai,https://www.tasteatlas.com/SushiDai,"Nigiri or nigirizushi is a special kind of hand-pressed sushi where the meat is sliced and pressed on top of sushi rice. It was developed in Tokyo (then called Edo) during the 1800s. Sometimes, nori seaweed is used to wrap the whole concoction and...",,READ MORE,https://www.tasteatlas.com/nigiri/wheretoeat,https://www.tasteatlas.com/uruchimai,https://cdn.tasteatlas.com/images/dishes/794ef7acaf054134a769205cef02e9ea.png?h=120&w=120,https://www.tasteatlas.com/rice-vinegar,https://cdn.tasteatlas.com/images/dishes/51e1fbbcc27f43d79c0358b91eef1496.png?h=120&w=120,https://www.tasteatlas.com/eels,https://cdn.tasteatlas.com/images/ingredientgroups/97750a0a685f41689d92c63e5dbd6725.png?h=120&w=120,https://www.tasteatlas.com/japanese-amberjack,https://cdn.tasteatlas.com/images/ingredientgroups/ec9724f3b4894386843dc5619547a96e.png?h=120&w=120,https://www.tasteatlas.com/octopuses,https://cdn.tasteatlas.com/images/ingredientgroups/bdce1ea248964158af865718ad3c7e84.png?h=120&w=120,https://www.tasteatlas.com/salmon,https://cdn.tasteatlas.com/images/ingredientgroups/22af2005e0a4498f999ee4db2d1eb02d.png?h=120&w=120,https://www.tasteatlas.com/tokyo,https://cdn.tasteatlas.com/images/emblems/a417352bf38448229a3da89f12df9dad.png,Tokyo,
https://www.tasteatlas.com/yakisoba,https://cdn.tasteatlas.com//Images/Dishes/730db49aee6c4842a719feec670e4709.jpg?mw=660,15,Noodle Dish,https://www.tasteatlas.com/Noodles,Yakisoba,4.2,Best in   (Chiyoda),Yakisoba Mikasa,https://www.tasteatlas.com/YakisobaMikasa,"Yakisoba is the Japanese variety of fried noodles. Originating from the Chinese , these noodles are usually mixed with a variety of meat and vegetables. Japanese favorites are usually pork, cabbage, onions, and carrots. The most ...",chow main,READ MORE,https://www.tasteatlas.com/yakisoba/wheretoeat,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,
https://www.tasteatlas.com/kare,https://cdn.tasteatlas.com//Images/Dishes/b7d669c3d75148cf826de81c9d7e9ac9.jpg?mw=660,16,Stew,https://www.tasteatlas.com/Stews,Karē,4.7,Best in   (Sapporo),Garaku Soup Curry,https://www.tasteatlas.com/GarakuSoupCurry,"Japanese-style curry known as karē is one of the most popular dishes in the country. It started gaining popularity in Japan during the Meiji period (1868-1912), when the British introduced it to the country. During its early years, karē with rice ...",,READ MORE,https://www.tasteatlas.com/kare/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kushiyaki,https://cdn.tasteatlas.com//images/dishes/5263555be7ba4c1ea3f7ee21a6e5465c.jpg?mw=660,17,Barbecue,https://www.tasteatlas.com/barbecue,Kushiyaki,4.7,Best in   (Shinagawa),Toriki Main,https://www.tasteatlas.com/TorikiMain,"Kushiyaki is a Japanese technique that includes various skewered and grilled meat, seafood, or even vegetables and tofu. The ingredients are placed on bamboo skewers and are typically seasoned with either salt (shio) or a reduced and sweetened ver...",,READ MORE,https://www.tasteatlas.com/kushiyaki/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/daifuku,https://cdn.tasteatlas.com//Images/Dishes/ee0231e3bea14f5b9e33f2df4edcda7f.jpg?mw=660,18,Dessert,https://www.tasteatlas.com/Desserts,Daifuku,4.1,Best in   (Kyoto),Demachi Futaba,https://www.tasteatlas.com/demachi-futaba,"Daifuku,often referred to as , is a popular Japanese confectionery. It is usually shaped into small round balls, which consist of a chewy outer layer and a creamy, sweet filling. The daifuku shell is made with",daifukumochi,READ MORE,https://www.tasteatlas.com/daifuku/wheretoeat,https://www.tasteatlas.com/mochi,https://cdn.tasteatlas.com/images/dishes/0e1746a253ac435787fbffc7d7dbead9.png?h=120&w=120,https://www.tasteatlas.com/red-bean-paste,https://cdn.tasteatlas.com/images/dishes/6e3eab9cdfbf4f2284bb578f93894239.png?h=120&w=120,https://www.tasteatlas.com/Apricots,https://cdn.tasteatlas.com/images/ingredientgroups/0a0cb8afaa784da8896f7d5404da7ef1.png?h=120&w=120,https://www.tasteatlas.com/Chestnuts,https://cdn.tasteatlas.com/images/ingredientgroups/64a5eba262c14f49a5b0e454a755d5ad.png?h=120&w=120,,,,,,,,
https://www.tasteatlas.com/teppanyaki,https://cdn.tasteatlas.com//Images/Dishes/714f4dddec354c84aad21cadcb442148.jpg?mw=660,19,Barbecue,https://www.tasteatlas.com/barbecue,Teppanyaki,4.4,Best in   (Shibuya),Hakushu Teppanyaki,https://www.tasteatlas.com/hakushu-teppanyaki,"Teppanyaki is a Japanese technique of grilling a variety of ingredients on an iron plate. Its name is derived from two words:  or an , and , meaning  or . Teppanyaki re...",teppan,READ MORE,https://www.tasteatlas.com/teppanyaki/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kobe,https://cdn.tasteatlas.com/images/emblems/4025b9b4fe87446dae0c0da5daa1fabf.png,Kobe,
https://www.tasteatlas.com/teriyaki,https://cdn.tasteatlas.com//Images/Dishes/2412f557af2d415cb8f177ee2a1cca62.jpg?mw=660,20,Technique,https://www.tasteatlas.com/Techniques,Teriyaki,4.4,,,,"Teriyaki is a Japanese cooking technique in which the ingredients are broiled, roasted, or grilled after they have been marinated in teriyaki sauce, consisting of soy sauce, mirin, and sugar. The word  is a combination of two word...",teriyaki,READ MORE,https://www.tasteatlas.com/teriyaki/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/mirin,https://cdn.tasteatlas.com/images/dishes/32562736878e4818a7f6291b3bb708b9.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,
https://www.tasteatlas.com/sukiyaki,https://cdn.tasteatlas.com//Images/Dishes/100700d38f35404195401f13ce82c8aa.jpg?mw=660,21,Beef Dish,https://www.tasteatlas.com/beef-dishes,Sukiyaki,4.5,Best in   (Kyoto),Mishima-tei,https://www.tasteatlas.com/MishimaTei,"Sukiyaki is the Japanese sweet and salty hot-pot meal. It is usually prepared tableside on a portable gas stove, in a traditional shallow iron pan. This popular Japanese dish is usually made with beef, preferably the well-marbled tender cuts. Howe...",,READ MORE,https://www.tasteatlas.com/sukiyaki/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/napa-cabbage,https://cdn.tasteatlas.com/images/dishes/671bb902f41043dda85b12d0b2d8006b.png?h=120&w=120,https://www.tasteatlas.com/udon,https://cdn.tasteatlas.com/images/dishes/e0d6a0cb89e1409d86a22b5cdaea3afb.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,,,,
https://www.tasteatlas.com/tonkotsu-ramen,https://cdn.tasteatlas.com//Images/Dishes/5f6a4feb8f0b49198e11fd62fd6e0801.jpg?mw=660,22,Noodle Dish,https://www.tasteatlas.com/Noodles,Tonkotsu ramen,4.6,Best in   (Fukuoka),Ichiran Nakasu,https://www.tasteatlas.com/IchiranNakasu,"Tonkotsu is a unique style of ramen consisting of an extremely rich, fatty pork broth, fresh noodles, soft-yolk eggs, and tender pork belly that melts in the mouth. It is so popular and special that it could be a dish of its own, not just a ramen ...",,READ MORE,https://www.tasteatlas.com/tonkotsu-ramen/wheretoeat,https://www.tasteatlas.com/ramen-noodles,https://cdn.tasteatlas.com/images/dishes/b669cf7105de418d9e63b44f726056b9.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/pork-fats,https://cdn.tasteatlas.com/images/ingredientgroups/97d409f8f86d4c149feff142d3dc8fa0.png?h=120&w=120,https://www.tasteatlas.com/fukuoka,https://cdn.tasteatlas.com/images/emblems/8389b364193847f6b9a073ce038f62ec.png,Fukuoka,
https://www.tasteatlas.com/makizushi,https://cdn.tasteatlas.com//images/dishes/e114f0fa78794f34ae0ef60bca144549.jpg?mw=660,23,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Makizushi,4.3,Best in   (Chūō),Sushi Tokami,https://www.tasteatlas.com/SushiTokami,"Makizushi, meaning , is probably the most famous sushi variety. Invented in the 18th century, this type of sushi consists of , a sheet of dried seaweed, which is topped with a layer of vinegared rice. A variety of...",rolled sushi,READ MORE,https://www.tasteatlas.com/makizushi/wheretoeat,https://www.tasteatlas.com/uruchimai,https://cdn.tasteatlas.com/images/dishes/794ef7acaf054134a769205cef02e9ea.png?h=120&w=120,https://www.tasteatlas.com/rice-vinegar,https://cdn.tasteatlas.com/images/dishes/51e1fbbcc27f43d79c0358b91eef1496.png?h=120&w=120,https://www.tasteatlas.com/nori,https://cdn.tasteatlas.com/images/dishes/cd63a51f25fe46ffa8e029bb1607ad22.png?h=120&w=120,https://www.tasteatlas.com/kombu,https://cdn.tasteatlas.com/images/dishes/9af0f35b21a34bc78af0e2de8f68268e.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/persian-cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/f4767bf7a65045a780b2ca31e341015d.png?h=120&w=120,,,,
