search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/canh-chua,https://cdn.tasteatlas.com//images/dishes/673b82583d6a49b4b0b38f1461f22643.png?mw=660,11,Fish Soup,https://www.tasteatlas.com/fish-soups,Sweet and Sour Tamarind Soup (Canh chua),"Canh chua is a popular Vietnamese soup originating from the Mekong Delta region. It's characterized by its contrasting flavors - sour, sweet, and savory. The soup incorporates ingredients such as seafood (eel, shrimp, snakehead, catfish), tomatoes...",https://www.tasteatlas.com/canh-chua/wheretoeat,https://www.tasteatlas.com/catfishes,https://cdn.tasteatlas.com/images/ingredientgroups/cc00fd4fdc2f47ea81779536a412a95c.png?h=120&w=120,https://www.tasteatlas.com/eels,https://cdn.tasteatlas.com/images/ingredientgroups/97750a0a685f41689d92c63e5dbd6725.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/Pineapples,https://cdn.tasteatlas.com/images/ingredientgroups/abbaf04c098e4e7faa9d8c1cfe3710e8.png?h=120&w=120,https://www.tasteatlas.com/mekong-delta,Mekong Delta,
https://www.tasteatlas.com/xoi,https://cdn.tasteatlas.com//Images/Dishes/29b368a6028a4bfa8e738730b7bf6b80.jpg?mw=660,12,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Xôi,"With as many versions as one can imagine, xôi is one of Vietnam's favorite foods that is easily found anywhere from numerous roadside vendors to traditional and upscale restaurants. Made with a base of steamed sticky rice, these dishes can b...",https://www.tasteatlas.com/xoi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/pho-bo,https://cdn.tasteatlas.com//images/dishes/0c53702f674c49c2a281717f92c48a7c.jpg?mw=660,13,Noodle Soup,https://www.tasteatlas.com/noodle-soups,Beef Pho (Phở bò),...,https://www.tasteatlas.com/pho-bo/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,
https://www.tasteatlas.com/bun-cha,https://cdn.tasteatlas.com//images/dishes/fe1a26ac1abe4965abac2a042e3cc5ad.jpg?mw=660,14,Pork Dish,https://www.tasteatlas.com/pork-dishes,Grilled Pork Meatballs with Vermicelli Noodles (Bún chả),"Bún chả is a pork and noodle dish that is intricately connected to Hanoi, where it is believed to have originated. The dish combines three elements: a bowl of grilled pork meatballs served in a cold broth, a plate of rice noodles, and a com...",https://www.tasteatlas.com/bun-cha/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/vermicelli,https://cdn.tasteatlas.com/images/dishes/7fa8c8089627426ab477978e7dba02cc.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,https://www.tasteatlas.com/hanoi,Hanoi,
https://www.tasteatlas.com/banh-cuon,https://cdn.tasteatlas.com//images/dishes/1ed6568b87a849aab314e05193e8da5e.jpg?mw=660,15,Street Food,https://www.tasteatlas.com/Street-food,Steamed Rice Rolls Stuffed with Pork and Mushrooms (Bánh cuốn),"Bánh cuốn is a popular Vietnamese street food item consisting of steamed rice rolls stuffed with pork (), mushrooms (), or both (). The dish is usually served w...",https://www.tasteatlas.com/banh-cuon/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/hanoi,Hanoi,
https://www.tasteatlas.com/bun-rieu,https://cdn.tasteatlas.com//images/dishes/38238523530046a0bc9e1e56381dfb12.jpg?mw=660,16,Noodle Dish,https://www.tasteatlas.com/Noodles,Tomato and Crab Noodle Soup (Bún riêu),"Bún riêu is a crab-based Vietnamese noodle soup. The dish is made in several versions, but the most popular one is made with a tomato base and goes under the name . The soups are prepared with differe...",https://www.tasteatlas.com/bun-rieu/wheretoeat,https://www.tasteatlas.com/vermicelli,https://cdn.tasteatlas.com/images/dishes/7fa8c8089627426ab477978e7dba02cc.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/crabs,https://cdn.tasteatlas.com/images/ingredientgroups/37e8f7030f474704ac241bb0695a92f9.png?h=120&w=120,https://www.tasteatlas.com/prawns,https://cdn.tasteatlas.com/images/ingredientgroups/f8c173a0e0e547ae889f483169ce22f8.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,,,
https://www.tasteatlas.com/bun-thit-nuong,https://cdn.tasteatlas.com//images/dishes/63aaf04c942d480aab8a3be77015e8d1.jpg?mw=660,17,Noodle Dish,https://www.tasteatlas.com/Noodles,Grilled Pork and Rice Vermicelli (Bún thịt nướng),"This Vietnamese dish combines marinated grilled pork, rice vermicelli noodles, and fresh leafy green vegetables and herbs. The ingredients are usually placed in a bowl and are then combined with  – a fish sauce that is typi...",https://www.tasteatlas.com/bun-thit-nuong/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/banh-tet,https://cdn.tasteatlas.com//Images/Dishes/4604851101514c2f80ef6570254c496e.jpg?mw=660,18,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sticky Rice Cakes with Mung Beans or Pork (Bánh tét),"Bánh tét is a South Vietnamese specialty, a sticky rice cake that can be either savory or sweet. It is made from glutinous rice stuffed with a mung bean or pork filling and wrapped in a banana leaf. The whole concoction is then boile...",https://www.tasteatlas.com/banh-tet/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/ca-ri-ga,https://cdn.tasteatlas.com//images/dishes/533d8b4b835f48f7af6ec18e9f3dfb83.jpg?mw=660,19,Stew,https://www.tasteatlas.com/Stews,Vietnamese Chicken Curry (Cà ri gà),"Cà ri gà is a Vietnamese version of Indian chicken curry. The dish is fairly easy to prepare and it uses ingredients such as chicken pieces, potatoes, carrots, onions, garlic, coconut milk, chicken broth, and herbs and flavorings suc...",https://www.tasteatlas.com/ca-ri-ga/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/curry-powders,https://cdn.tasteatlas.com/images/ingredientgroups/09b56b89a52c4d2191a3f0396ca9a473.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/com-tam,https://cdn.tasteatlas.com//images/dishes/bd4aea842dba436583ba436a4f77e401.jpg?mw=660,20,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Broken Rice (Cơm tấm),"Cơm tấm is a traditional Vietnamese dish that's typically sold as street food. It consists of broken and imperfect rice grains that were traditionally chucked away after the milling process, but nowadays it's a signature dish of Ho Chi Minh City. ...",https://www.tasteatlas.com/com-tam/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/ho-chi-minh-city,Ho Chi Minh City,
https://www.tasteatlas.com/banh-canh,https://cdn.tasteatlas.com//images/dishes/6f4d2ee0cc59436585a27ae5360b4627.jpg?mw=660,21,Noodle Dish,https://www.tasteatlas.com/Noodles,Vietnamese Thick Noodle Soup (Bánh canh),"Bánh canh is a traditional Vietnamese noodle soup. The thick noodles are made from tapioca or rice flour, while the soup is prepared with different kinds of ingredients such as ham (bánh canh gio heo), snakehead fish (bánh can...",https://www.tasteatlas.com/banh-canh/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/rau-cau,https://cdn.tasteatlas.com//Images/Dishes/1c2092b4fc1f448a9d9aff0010d1e2f6.jpg?mw=660,22,Dessert,https://www.tasteatlas.com/Desserts,Coconut Jelly (Rau câu),"Rau câu is a Vietnamese jelly cake made with agar (gelatinous seaweed), coconut milk, condensed milk, and flavorings such as coconut, banana, chocolate, mocha, and vanilla. The texture is similar to that of . Due to the u...",https://www.tasteatlas.com/rau-cau/wheretoeat,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/nuoc-cham,https://cdn.tasteatlas.com//images/dishes/1a7882fb6dc64a5d9bd9bc085b6355c1.jpg?mw=660,23,Sauce,https://www.tasteatlas.com/Sauces,Vietnamese Fish Sauce (Nước chấm),"In its basic form, this ubiquitous Vietnamese sauce is prepared with a sour base of lime juice, or optionally vinegar, sugar, water, and fish sauce. Common additions include finely sliced chili peppers, garlic, shallots, spring onions, ginger, or ...",https://www.tasteatlas.com/nuoc-cham/wheretoeat,https://www.tasteatlas.com/lime-juices,https://cdn.tasteatlas.com/images/ingredientgroups/8935929ec6a745639e0584c6ddfac844.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,,,
https://www.tasteatlas.com/banh-da-lon,https://cdn.tasteatlas.com//images/dishes/4218e605637047868740ccccb5edc2b6.jpg?mw=660,24,Cake,https://www.tasteatlas.com/cakes,Steamed Tapioca Layer Cake (Bánh da lợn ),"This traditional Vietnamese dessert consists of chewy layers that are typically made with puréed mung beans, tapioca starch, rice flour, and coconut milk or water. Traditionally, each cake has a pale yellow layer made with mung beans and a ...",https://www.tasteatlas.com/banh-da-lon/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/banh-ran,https://cdn.tasteatlas.com//Images/Dishes/af87ccbe8eea49e7ae6016e22d0f6762.jpg?mw=660,25,Snack,https://www.tasteatlas.com/Snacks,Deep-Fried Glutinous Rice Balls (Bánh rán),"Bánh rán is a popular Vietnamese snack consisting of glutinous rice flour balls that are usually filled with red bean paste, then deep-fried in hot oil. Jasmine flower essence is traditionally used for flavoring the filling, and the ...",https://www.tasteatlas.com/banh-ran/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/goi-cuon,https://cdn.tasteatlas.com//images/dishes/5fd6cc95e23f4d1eb34009678c2d6556.jpg?mw=660,26,Appetizer,https://www.tasteatlas.com/Appetizers,Vietnamese Summer Rolls (Gỏi cuốn),"These crispy summer rolls are prepared by wrapping soaked rice paper (bánh tráng) around various ingredients. Although the most common combinations include meat or seafood - usually beef, pork, shrimps, or crab meat, as well as rice ...",https://www.tasteatlas.com/goi-cuon/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/com-chay,https://cdn.tasteatlas.com//images/dishes/7de781301bfe4f9a9de179d5d59a05b3.jpg?mw=660,27,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Burnt Rice (Cơm cháy),"Cơm cháy is a traditional Vietnamese dish and a specialty of Ninh Binh. The dish is made from steamed rice that's sliced into flat and round shapes. The rice needs to be glutinous Huong rice, with round and pure grains. It is then dried in ...",https://www.tasteatlas.com/com-chay/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/ninh-binh-province,Ninh Bình Province,n/a
https://www.tasteatlas.com/pho-ga,https://cdn.tasteatlas.com//images/dishes/42e1894d291f4bfe9c9fe46ae6323385.jpg?mw=660,28,Noodle Soup,https://www.tasteatlas.com/noodle-soups,Chicken Pho (Phở gà),"Phở gà is a traditional Vietnamese pho variety made with chicken. It can usually be ordered as  (normal) with white breast meat, dark meat, fat, and skin, or  (lean chicken) with sliced breas...",https://www.tasteatlas.com/pho-ga/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,,,
https://www.tasteatlas.com/tiet-canh,https://cdn.tasteatlas.com//images/dishes/b826363e756642438dd7ecb9470d0a44.jpg?mw=660,29,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Raw Blood Pudding (Tiết canh),"This vibrant red Vietnamese dish is prepared with fresh animal blood that is mixed with fish sauce. The base is then seasoned and incorporated with fried or roasted meat before it is left to coagulate. When set, the base transforms into a thick, g...",https://www.tasteatlas.com/tiet-canh/wheretoeat,,,,,,,,,,,,,,,n/a
