search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,search-results__item-description 2,mini-ingredients__link href,mini-ingredients__link href 2,mini-ingredients__link href 3,mini-ingredients__link href 4,mini-ingredients__link href 5,mini-ingredients__link href 6,item-location href,item-location,mini-ingredients__image src,mini-ingredients__image src 2,mini-ingredients__image src 3,mini-ingredients__image src 4,mini-ingredients__image src 5,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/leche-flan,https://cdn.tasteatlas.com//Images/Dishes/f811557b0f4942269a4719f3df635d7f.jpg?mw=660,11,Custard,https://www.tasteatlas.com/custards,Leche Flan,4.4,Best in   (Manila),Manam Comfort Food,https://www.tasteatlas.com/ManamComfortFood,"Leche flan is a Filipino dessert that is essentially a caramel custard consisting of milk, sugar, and eggs, with the addition of vanilla flavoring. Traditionally, it's oval-shaped due to the use of tin molds called . It is recomme...",https://www.tasteatlas.com/leche-flan/wheretoeat,llaneras,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Milk,https://www.tasteatlas.com/condensed-milk,https://www.tasteatlas.com/Sugar,https://www.tasteatlas.com/vanilla,,,,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bc2b9a3ae21642f9819aff5afd874137.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,,
https://www.tasteatlas.com/tapa,https://cdn.tasteatlas.com//Images/Dishes/57211eb630034499a75d611dd21de5a9.jpg?mw=660,12,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Tapa (Philippines),4.4,Best in   (Mandaluyong),Tapa King,https://www.tasteatlas.com/TapaKing,"In Filipino cuisine,  most commonly denotes thinly sliced beef sirloin that is traditionally placed in a sweet, salty, and tangy marinade made with calamansi lemonade and soy sauce, flavored with sugar and minced garlic. Other meats u...",https://www.tasteatlas.com/tapa/wheretoeat,tapa,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Limes,https://www.tasteatlas.com/soy-sauce,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/Sugar,,,,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,
https://www.tasteatlas.com/silog,https://cdn.tasteatlas.com//images/dishes/b1022825b3054aab9f66230ddb4cf815.jpg?mw=660,13,Breakfast,https://www.tasteatlas.com/Breakfast,Silog,4.4,Best in   (Marikina),Tapsi ni Vivian,https://www.tasteatlas.com/TapsiNiVivian,"Silog refers to a group of Filipino dishes that are traditionally served for breakfast. The name is an abbreviation for sinangang at itlog, meaning fried garlic rice and eggs. The difference between each of these dishes is in the additional compon...",https://www.tasteatlas.com/silog/wheretoeat,,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/bangus,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/hot-dog,,,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/c6ad7baed7694d96995f22e2cc740dd1.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/de9ae3c91f3e47008753b1ed04ac8b44.png?h=120&w=120,
https://www.tasteatlas.com/pancit-canton,https://cdn.tasteatlas.com//Images/Dishes/022c5bbaa14f48e7831f4665e7694384.jpg?mw=660,14,Noodle Dish,https://www.tasteatlas.com/Noodles,Pancit canton,4.2,Best in   (Manila),The Aristocrat,https://www.tasteatlas.com/TheAristocrat,"Pancit canton is a Filipino dish of Chinese origin which combines yellow wheat noodles and a variety of meat, seafood, and vegetables, blended with a flavorful mixture of soy and oyster sauce. The ingredients are easily adjusted to taste, availabi...",https://www.tasteatlas.com/pancit-canton/wheretoeat,,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Seafoods,https://www.tasteatlas.com/soy-sauce,https://www.tasteatlas.com/Carrots,,,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,
https://www.tasteatlas.com/halo-halo,https://cdn.tasteatlas.com//images/dishes/40a2ca9de2f44270ab8d9b97d1a21133.jpg?mw=660,15,Ice Cream,https://www.tasteatlas.com/ice-creams,Halo-Halo,4.2,Best in   (Makati),Razon's of Guagua,https://www.tasteatlas.com/RazonsOfGuagua,"The refreshing halo-halo (lit. mix-mix) is a summer dessert or a snack of mixed fruit and beans, topped with finely crushed ice and either milk or ice cream. Some of the most common halo-halo ingredients include bananas, jackfruit, coconut, sweet ...",https://www.tasteatlas.com/halo-halo/wheretoeat,,https://www.tasteatlas.com/ice-creams,https://www.tasteatlas.com/leche-flan,https://www.tasteatlas.com/Milk,https://www.tasteatlas.com/Bananas,https://www.tasteatlas.com/durian,https://www.tasteatlas.com/mung-bean,,,https://cdn.tasteatlas.com/images/dishgroups/f928c71dc19349c88160687d252cdb15.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/67eba684537a4fb48f0e5a189c1fbb53.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f648aa29c948438fbf2b83a2cddaf7bf.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/1e11168597844a658f5fbea1f1c84d32.png?h=120&w=120,
https://www.tasteatlas.com/sorbetes,https://cdn.tasteatlas.com//Images/Dishes/2b31295457064808a7df8c199d9fd751.jpg?mw=660,16,Ice Cream,https://www.tasteatlas.com/ice-creams,Sorbetes,4.5,Best in   (Pasig),Hiyas,https://www.tasteatlas.com/Hiyas,"Sorbetes is a popular Filipino ice cream flavored with ingredients such as mango, chocolate, cheese, coconut, and purple yam (). Traditionally, it is produced from carabao milk and served in tiny scoops on sugar cones. Some Filipinos l...",https://www.tasteatlas.com/sorbetes/wheretoeat,ube,,,,,,,,,,,,,,,
https://www.tasteatlas.com/pinangat,https://cdn.tasteatlas.com//images/dishes/3d934b2f72a246d8b24e1df289708c4d.jpg?mw=660,17,Stew,https://www.tasteatlas.com/Stews,Pinangat,3.6,Best in   (Naga),Geewan,https://www.tasteatlas.com/geewan,"Pinangat is a popular Filipino stew that is prepared in two main versions. The sour version is prepared with fish, bilimbi, tamarind, and vinegar, while the Bicol region version is prepared with coconut milk, taro leaves, hot chili peppers, and fi...",https://www.tasteatlas.com/pinangat/wheretoeat,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/sardines,https://www.tasteatlas.com/tuna,https://www.tasteatlas.com/coconut-milk,https://www.tasteatlas.com/ginger,https://www.tasteatlas.com/Taro,https://www.tasteatlas.com/bicol,Bicol,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/cfaaeb4f7a7943e6b41b0b7dad0ac9fb.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/4e4cfd59133b4cecb5ba6f2d60f1988d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/923d96d0e346444e94bf92dac49f06a9.png?h=120&w=120,
https://www.tasteatlas.com/tocino,https://cdn.tasteatlas.com//Images/Dishes/4610fc18d1ac41beb67c6991c646ffcd.jpg?mw=660,18,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Tocino,4.5,Best in   (Angeles),Mila's Tokwa't Baboy,https://www.tasteatlas.com/MilasTokwatBaboy,"Although the term  stems from Spanish, in the Philippines, the word is synonymous with sweet-cured meat, traditionally prepared with pork, and occasionally beef or chicken. Slices of meat are doused in different combination of spice...",https://www.tasteatlas.com/tocino/wheretoeat,tocino,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Sugar,https://www.tasteatlas.com/Salt,https://www.tasteatlas.com/rice-wine,https://www.tasteatlas.com/soy-sauce,https://www.tasteatlas.com/orange-juices,,,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/b273e6ef03124afa919ff876d1bdee71.png?h=120&w=120,
https://www.tasteatlas.com/tinola,https://cdn.tasteatlas.com//Images/Dishes/4d2d567e105e4b4bb04e51af47c5c1a2.jpg?mw=660,19,Soup,https://www.tasteatlas.com/Soups,Tinola,4.4,Best in   (Makati),Mesa Filipino Moderne,https://www.tasteatlas.com/MesaFilipinoModerne,"The term  refers to a vast group of hearty Filipino soups prepared with a flavorful broth infused with garlic, ginger, and fish sauce. Most commonly, the soups are made with chicken, but pork and seafood varieties are also popular. ...",https://www.tasteatlas.com/tinola/wheretoeat,tinola,https://www.tasteatlas.com/Chicken,https://www.tasteatlas.com/Seafoods,https://www.tasteatlas.com/fish-sauces,https://www.tasteatlas.com/Papayas,https://www.tasteatlas.com/ginger,https://www.tasteatlas.com/garlic,,,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/6cc06996a7c64acbad818a27541e75f6.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/bulalo,https://cdn.tasteatlas.com//Images/Dishes/79722271aa7f431689f7e9fd0e8511a6.jpg?mw=660,20,Meat Soup,https://www.tasteatlas.com/meat-soups,Bulalô,4.3,Best in   (Tagaytay),Leslie's,https://www.tasteatlas.com/leslies,"Bulalô is a traditional Filipino soup that is prepared by cooking beef shanks and marrow bones until the fat and collagen dissolve into the broth, resulting in a robust flavor of the dish. The soup is a specialty of the Luzon region, where i...",https://www.tasteatlas.com/bulalo/wheretoeat,,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/bone-marrow,https://www.tasteatlas.com/fish-sauces,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/Corn,https://www.tasteatlas.com/Green-beans,https://www.tasteatlas.com/calabarzon,Calabarzon,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/c468037556934cc3ac4010c2deb9ab2e.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,
https://www.tasteatlas.com/turon,https://cdn.tasteatlas.com//images/dishes/a3a22f4554914f2e877a75d11a3d522a.jpg?mw=660,21,Deep-fried Dessert,https://www.tasteatlas.com/deep-fried-desserts,Turon,4.3,Best in   (Makati),Kanin Club,https://www.tasteatlas.com/KaninClub,"Falling in the group of popular snacks, turon is the famous Filipino treat made with  plantains and jackfruit. The fruit is sliced lengthwise, dusted in brown sugar, enclosed in thin wheat wrappers, then fried until go...",https://www.tasteatlas.com/turon/wheretoeat,lumpia,https://www.tasteatlas.com/Plantains,https://www.tasteatlas.com/durian,https://www.tasteatlas.com/Sugar,,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/5bddeceb27324bafa35ead9958fce998.png?h=120&w=120,https://cdn.tasteatlas.com/images/dishes/42a15b8ae72e47538b01fce9b138f197.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,
https://www.tasteatlas.com/lechon-kawali,https://cdn.tasteatlas.com//Images/Dishes/b4a340ad5ba04439b096e507ae1f0f50.jpg?mw=660,22,Pork Dish,https://www.tasteatlas.com/pork-dishes,Lechon kawali,4.4,Best in   (Quezon City),Victorino's Restaurant,https://www.tasteatlas.com/victorinos-restaurant,"Lechon kawali is the Filipino version of deep-fried pork belly. Primarily boiled in plain or seasoned water, the meat is rubbed with salt, cut into chunks, then deep-fried until it develops a golden-brown, crispy skin, but remains juicy and tender...",https://www.tasteatlas.com/lechon-kawali/wheretoeat,,https://www.tasteatlas.com/Pork,https://www.tasteatlas.com/Salt,https://www.tasteatlas.com/peppercorns,,,,,,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,,,,
