search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/toast-skagen,https://cdn.tasteatlas.com//images/dishes/8013977ab4d74859b35434b1b67c3a59.jpg?mw=660,11,Sandwich,https://www.tasteatlas.com/sandwiches,Toast Skagen,4.2,"Toast Skagen is a classic and elegant Swedish open-faced sandwich that's typically served as an appetizer. It's made with white bread, shrimps, mayonnaise, Dijon mustard, whitefish roe, dill, lemon, and butter. The crusts are removed from the brea...",https://www.tasteatlas.com/toast-skagen/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/lingonberry-jam,https://cdn.tasteatlas.com//Images/Dishes/dfda46a38ec94dc4b3b4e9c0a9103661.jpg?mw=660,12,Spread,https://www.tasteatlas.com/spreads,Lingonberry Jam,3.9,"is a staple in every Swedish household. Made with bright-red, tangy lingonberries, which are abundant in Swedish forests, the jam has been produced and consumed since ancient times. In the simplest form, lingonberries are ...",https://www.tasteatlas.com/lingonberry-jam/wheretoeat,,,,,,,,,,,,,Lingonberry jam,,,,
https://www.tasteatlas.com/julskinka,https://cdn.tasteatlas.com//images/dishes/2a4dcd970e964108afd601cb07bda205.jpg?mw=660,13,Pork Dish,https://www.tasteatlas.com/pork-dishes,Julskinka,3.9,"Julskinka is an indispensable part of the Swedish Christmas  (Christmas buffet). Delicious, tender, and moist, julskinka is a traditional Swedish Christmas ham that is brushed with a combination of mustard and egg yolks, topped wit...",https://www.tasteatlas.com/julskinka/wheretoeat,https://www.tasteatlas.com/cured-ham,https://cdn.tasteatlas.com/images/ingredientgroups/e24fe15038ed4b04b5ba1b336664583a.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,,,julbord,,,,
https://www.tasteatlas.com/prinsesstarta,https://cdn.tasteatlas.com//images/dishes/04cdbb156ee7440386ccf597b5892ef1.jpg?mw=660,14,Cake,https://www.tasteatlas.com/cakes,Prinsesstårta,3.6,"This classic Swedish cake was originally named  (lit. green cake), due to its typical green-colored marzipan decoration. The recipe was first published in a 1948 edition of , and it or...",https://www.tasteatlas.com/prinsesstarta/wheretoeat,,,,,,,,,,,,,grön tårta,,,,
https://www.tasteatlas.com/honokaka,https://cdn.tasteatlas.com//images/dishes/562f38ab00a04dcea513301132fec76e.jpg?mw=660,15,Flatbread,https://www.tasteatlas.com/Flatbreads,Hönökaka,3.9,"Hönökaka is a classic Swedish flatbread with a light, almost cake-like texture. It's made with a combination of milk, butter, white flour, rye flour, sea salt, yeast, ljus sirap (light syrup), and . The final ingre...",https://www.tasteatlas.com/honokaka/wheretoeat,,,,,,,,,,,,,hjorthornssalt,https://www.tasteatlas.com/hono,,Hönö,
https://www.tasteatlas.com/knack,https://cdn.tasteatlas.com//images/dishes/dcb3b5973e9f4749a617763a7ce6332a.jpg?mw=660,16,Dessert,https://www.tasteatlas.com/Desserts,Knäck,4.3,Knäck is a Swedish toffee prepared with caramelized sugar and butter or heavy cream. It is often additionally sweetened with syrups and may be enriched with various chopped nuts. The caramelized mixture is usually left to set in miniature pap...,https://www.tasteatlas.com/knack/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/ostkaka,https://cdn.tasteatlas.com//images/dishes/5d1eeadf872744829424a4ad0a10aa09.jpg?mw=660,17,Cheese Dessert,https://www.tasteatlas.com/cheese-desserts,Ostkaka,3.9,"Ostkaka is a very old Swedish specialty that literally translates to cheesecake, although it should not be mistaken with the well-known American cheesecake. Traditionally, it is prepared with rennet that converts milk into cheese, which is then co...",https://www.tasteatlas.com/ostkaka/wheretoeat,https://www.tasteatlas.com/cottage-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/e176137b58cf40289899e813d0588113.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,,,,,
https://www.tasteatlas.com/saffransbullar,https://cdn.tasteatlas.com//images/dishes/352b70143e5e46a3ab6c4a8cef34382d.jpg?mw=660,18,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Saffransbullar,4.3,"Saffransbullar is the Swedish version of a yellow, saffron-infused bun that is prepared with buttery yeasted dough and is often enriched with raisins or almond paste. The most popular version is known as  bun, a variety closely a...",https://www.tasteatlas.com/saffransbullar/wheretoeat,,,,,,,,,,,,,lussekatt,,,,
https://www.tasteatlas.com/hasselbackspotatis,https://cdn.tasteatlas.com//images/dishes/45b350b6b232467e9679355b62ddbdc4.jpg?mw=660,19,Potato Dish,https://www.tasteatlas.com/potato-dishes,Hasselbackspotatis,4.2,,https://www.tasteatlas.com/hasselbackspotatis/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/stockholm,https://cdn.tasteatlas.com/images/emblems/f5913499161340ffa0110f1fdc885a65.png,Stockholm,
https://www.tasteatlas.com/kalops,https://cdn.tasteatlas.com//images/dishes/95e31b8a1fee4f6ea2c4e0e6c327adba.jpg?mw=660,20,Stew,https://www.tasteatlas.com/Stews,Kalops,4.2,"Kalops is a rich and comforting Swedish beef stew. It is prepared with chunks of beef that are slowly cooked with onions and spices such as whole peppercorns, bay leaves, and allspice. The most popular variation of the stew is Skånsk kalops,...",https://www.tasteatlas.com/kalops/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/peppercorns,https://cdn.tasteatlas.com/images/ingredientgroups/208d4c78a6af42c8b06206069f6b1f81.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,,,,,
https://www.tasteatlas.com/kaldolmar,https://cdn.tasteatlas.com//images/dishes/8d2e05af03044aae88af0c05a1a1ca82.jpg?mw=660,21,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kåldolmar,4.3,"Kåldolmar, or , is a traditional Swedish dish loved by children and adults alike. Each cabbage roll is prepared separately by stuffing a blanched cabbage leaf with a meat filling consisting of rice, pork...",https://www.tasteatlas.com/kaldolmar/wheretoeat,,,,,,,,,,,,,Swedish stuffed cabbage rolls,,,,
https://www.tasteatlas.com/tunnbrod,https://cdn.tasteatlas.com//images/dishes/c3e98723b7ec4607bc720da8c29f21b9.jpg?mw=660,22,Flatbread,https://www.tasteatlas.com/Flatbreads,Tunnbröd,3.6,"Tunnbröd (lit. thin bread) is a traditional Swedish flatbread. Since it could be stored for longer periods, it was created out of necessity. Nowadays, it comes in many forms, which may employ different combinations of wheat, barley, and rye, ...",https://www.tasteatlas.com/tunnbrod/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/blodpudding,https://cdn.tasteatlas.com//images/dishes/9fb5b12e8ba742fbba86fd458eb89bc2.jpg?mw=660,23,Blood Sausage,https://www.tasteatlas.com/blood-sausages,Blodpudding,2.7,"Blodpudding is one of traditional Swedish dishes made with animal blood. It is typically prepared with pig blood that is mixed with flour, beer or svagdricka, butter, and seasonings, then cooked in the oven. Once prepared, it is thinly sliced and ...",https://www.tasteatlas.com/blodpudding/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/wallenbergare,https://cdn.tasteatlas.com//images/dishes/a78b39a324164374a947a565f50fe8dd.jpg?mw=660,24,Veal Dish,https://www.tasteatlas.com/veal-dishes,Wallenbergare,4.2,"Wallenbergare is a classic Swedish patty made with ground veal which is mixed with egg yolks and cream, then rolled in breadcrumbs. The usual accompaniments include green peas, carrots, boiled or mashed potatoes, and lingonberry jam. There are dif...",https://www.tasteatlas.com/wallenbergare/wheretoeat,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Green-peas,https://cdn.tasteatlas.com/images/ingredientgroups/cb61262bb051447d914bf92cd5823005.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,,,
https://www.tasteatlas.com/janssons-frestelse,https://cdn.tasteatlas.com//images/dishes/9721b5661d6e4fc49fa6589804e7e01f.jpg?mw=660,25,Casserole,https://www.tasteatlas.com/casserole,Janssons frestelse,4.2,"This classic casserole is one of the most popular Swedish dishes, which is often served for Christmas. It consists of potatoes and sprat fillets—do not mistake these with anchovies as it is suggested in many recipes—which are layered w...",https://www.tasteatlas.com/janssons-frestelse/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/inlagd-sill,https://cdn.tasteatlas.com//images/dishes/5ad61213bdd042958fe596990b960776.jpg?mw=660,26,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Inlagd Sill,3.5,"Inlagd sill or  is a Swedish fish dish that has long been served in Sweden at Midsummer, Christmas, and Easter celebrations. The dish consists of cleaned, skinned, and salted herring that is soaked in a marinade of vinegar,...",https://www.tasteatlas.com/inlagd-sill/wheretoeat,https://www.tasteatlas.com/herrings,https://cdn.tasteatlas.com/images/ingredientgroups/80ae21710b104835bc0b61adebf572e0.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/allspice,https://cdn.tasteatlas.com/images/ingredientgroups/9f382c998e6b46b79ab26b34cd3b0c2c.png?h=120&w=120,pickled herring,,,,
https://www.tasteatlas.com/korv-stroganoff,https://cdn.tasteatlas.com//images/dishes/ee4957f658c1421fadd147f43090fddf.jpg?mw=660,27,Stew,https://www.tasteatlas.com/Stews,Korv Stroganoff,3.9,"Korv Stroganoff is the Swedish version of a popular dish known as beef Stroganoff. Instead of beef, the dish is prepared with a Swedish sausage called , made with a combination of pork, beef, potato starch, and spices. Korv Stroga...",https://www.tasteatlas.com/korv-stroganoff/wheretoeat,https://www.tasteatlas.com/falukorv,https://cdn.tasteatlas.com/images/dishes/403a26406a5c4101824539e1abd2d46f.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/creme-fraiche,https://cdn.tasteatlas.com/images/dishes/a9780c0d0b1641c19a30f4c765a2929f.png?h=120&w=120,,,,,falukorv,,,,
https://www.tasteatlas.com/raggmunk,https://cdn.tasteatlas.com//images/dishes/9cd9e5140fd746639186c78a0df653e0.jpg?mw=660,28,Pancake,https://www.tasteatlas.com/pancakes,Raggmunk,3.6,"Raggmunk is a classic Swedish potato pancake made with milk, flour, salt, eggs, and grated potatoes. The batter is spread out in the pan, and it's then fried in butter on both sides, until it becomes golden brown and crispy on the edges. Once done...",https://www.tasteatlas.com/raggmunk/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/prinskorv,https://cdn.tasteatlas.com//images/dishes/b37e22eca38b42498c5a4f13e4827e33.jpg?mw=660,29,Sausage,https://www.tasteatlas.com/Sausages,Prinskorv,3.7,"This Swedish sausage was invented in 1805 by a Viennese butcher, Georg Lahner. Prinskorv is made with spiced pork and veal and it is mainly enjoyed as a snack, fried and served with mustard on the side. It is also a popular element of",https://www.tasteatlas.com/prinskorv/wheretoeat,,,,,,,,,,,,,julbord<...,,,,
https://www.tasteatlas.com/smulpaj,https://cdn.tasteatlas.com//images/dishes/1ecd1a7af18541deb59711e86878b553.jpg?mw=660,30,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Smulpaj,4.5,"Smulpaj, from the Swedish words , meaning , and , meaning , is a delicious Swedish crumb pie. It consists of a crumbly mixture poured evenly over diced fruits and berries (typically blueberries a...",https://www.tasteatlas.com/smulpaj/wheretoeat,,,,,,,,,,,,,smula,,,,
https://www.tasteatlas.com/isterbandkorv,https://cdn.tasteatlas.com//images/dishes/eb3295ab9563495a9b87f8eda1cdc54b.jpg?mw=660,31,Sausage,https://www.tasteatlas.com/Sausages,Isterband,3.7,"In its simplest form, this lightly smoked Swedish sausage consists of coarsely ground pork, barley, spices, lard, and (optionally) potatoes or onions. Characterized by its slightly sour flavor, isterband comes in numerous regional varieties that m...",https://www.tasteatlas.com/isterbandkorv/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/blabarssoppa,https://cdn.tasteatlas.com//images/dishes/8591860fcdde49478027930cdf02b897.jpg?mw=660,32,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Blåbärssoppa,3.5,"This dark-purple dessert soup is a Swedish staple that is traditionally prepared with a combination of fresh bilberries or (optionally) blueberries, cornstarch, sugar, and water. It can be served hot or cold, depending on the season, and is often ...",https://www.tasteatlas.com/blabarssoppa/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/inkokt-lax,https://cdn.tasteatlas.com//images/dishes/602d09c2ebe642cba5c19ddb89b0065f.jpg?mw=660,33,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Inkokt Lax,3.8,"Inkokt lax is a Swedish specialty consisting of salmon that is lightly simmered in a marinade of water, vegetables, white wine vinegar, salt, and spices. The cooked salmon should be left to cool (usually overnight) before serving. Cold poached sal...",https://www.tasteatlas.com/inkokt-lax/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tunnbrodsrulle,https://cdn.tasteatlas.com//images/dishes/a47d4ac7c1e546209e69e27832797351.jpg?mw=660,34,Hot Dog,https://www.tasteatlas.com/hot-dogs,Tunnbrödsrulle,4.0,"This classic Swedish street food item consists of a flatbread () that is wrapped around grilled or boiled sausages. Usual condiments include mashed potatoes, shrimp-and-mayonnaise salad, onions, lettuce, and ketchup or mustar...",https://www.tasteatlas.com/tunnbrodsrulle/wheretoeat,,,,,,,,,,,,,tunnbröd,,,,
https://www.tasteatlas.com/nyponsoppa,https://cdn.tasteatlas.com//images/dishes/777c65d77017421188f87b181e1fa248.jpg?mw=660,35,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Nyponsoppa,2.9,Nyponsoppa is a simple dessert soup that employs rose hips as its star ingredient. The dish is best prepared with fresh rose hip fruits that are cooked and puréed along sugar and (optionally) spices such as cinnamon and cloves. It can be en...,https://www.tasteatlas.com/nyponsoppa/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/brunkal,https://cdn.tasteatlas.com//images/dishes/b05299c06ea04a1890f9c655a4be711b.jpg?mw=660,36,Side Dish,https://www.tasteatlas.com/Sides,Brunkål,3.6,"Translated as , this simple Swedish dish consists of white cabbage that is slowly braised with soy sauce, vinegar, and syrup. Usually associated with the Skåne region, the dish is traditionally enjoyed for Christmas, an...",https://www.tasteatlas.com/brunkal/wheretoeat,,,,,,,,,,,,,brown cabbage,https://www.tasteatlas.com/skane-county,https://cdn.tasteatlas.com/Images/Emblems/54423cf5415842e38a13bfc2c9cbf1bc.png,Skåne County,
https://www.tasteatlas.com/stekt-strmming,https://cdn.tasteatlas.com//images/dishes/f1c8ecc545f544f6bbc316a03278f05e.jpg?mw=660,37,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Stekt strӧmming,,"Stekt strömming or  is a hearty Swedish specialty consisting of herring fillets that are seasoned with salt, white pepper, and fresh dill, coated with flour and breadcrumbs, then fried in butter until crisp and golden br...",https://www.tasteatlas.com/stekt-strmming/wheretoeat,,,,,,,,,,,,,fried herring,,,,n/a
