search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,search-results__item-description 3,score-text--na
https://www.tasteatlas.com/haleem-pakistan,https://cdn.tasteatlas.com//images/dishes/03df132180744560921a1b481675e559.jpg?mw=660,11,Porridge,https://www.tasteatlas.com/Porridge,Haleem,4.2,"A staple during the month of Ramadan in numerous Middle Eastern countries is a plate of , a satisfying meal which combines coarse wheat and meat. This centuries-old dish probably originated in Saudi Arabia, but has since spread thro...",READ MORE,https://www.tasteatlas.com/haleem-pakistan/wheretoeat,,,,,,,,,,,,,,,harees,,
https://www.tasteatlas.com/kata-kat,https://cdn.tasteatlas.com//images/dishes/784c6b64af734d5695a9ab15f6904a80.jpg?mw=660,12,Offal Dish,https://www.tasteatlas.com/Offal,Kata-kat,,"Originating from the Pakistani city of Karachi, kata-kat is a traditional dish made with a combination of different parts of meat, typically offal, such as kidneys, brain, testicles, hearts, liver, and lungs. The meat is combined with various spic...",READ MORE,https://www.tasteatlas.com/kata-kat/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/karachi,Karachi,,,n/a
https://www.tasteatlas.com/sindhi-biryani,https://cdn.tasteatlas.com//images/dishes/ec3e303b55f94bc8961f568a2de64dec.jpg?mw=660,13,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sindhi biryani,,"Sindhi biryani is one of the most popular Pakistani dishes originating from the province of Sindh, hence the name. It is prepared with a huge variety of ingredients, including basmati rice, tomatoes, yogurt, potatoes, onions, prunes, spices (red c...",READ MORE,https://www.tasteatlas.com/sindhi-biryani/wheretoeat,https://www.tasteatlas.com/basmati,https://cdn.tasteatlas.com/images/dishes/f818e30c86c2471abb8afe349ffebf40.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Prunes,https://cdn.tasteatlas.com/images/ingredientgroups/75fe720786dd42e0896eef781fd7e6b2.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/sindh,Sindh,,,n/a
https://www.tasteatlas.com/bhalla,https://cdn.tasteatlas.com//images/dishes/471008a0c3884ec086007b4488a37027.jpg?mw=660,14,Snack,https://www.tasteatlas.com/Snacks,Bhalla,,"Bhalla is a flavorful snack that is popular throughout Pakistan and North India. It is prepared with a combination of green bean paste and various spices, which is then shaped into croquets and deep-fried in hot oil. This street food staple can be...",READ MORE,https://www.tasteatlas.com/bhalla/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/aloo-gosht,https://cdn.tasteatlas.com//images/dishes/683a1be139184665a38c7928dd276a48.jpg?mw=660,15,Stew,https://www.tasteatlas.com/Stews,Aloo gosht,,"Aloo gosht, from the words  and  meaning  and  respectively, is a traditional Pakistani stew based on meat and potatoes. Lamb, mutton, or beef are the usual types of meat used in the prepara...",READ MORE,https://www.tasteatlas.com/aloo-gosht/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,,,aloo,gosht,n/a
https://www.tasteatlas.com/sohan-halwa,https://cdn.tasteatlas.com//images/dishes/ca331e9753774e339bdcf48178733eca.jpg?mw=660,16,Dessert,https://www.tasteatlas.com/Desserts,Sohan halwa,,"Sohan halwa is a traditional dessert that is consumed throughout South Asia, mostly in Pakistan, India, Iran, and Afghanistan. Different versions of this sweet dish exist, but it is usually prepared with a mixture of milk, flour, sprouted wheat, w...",READ MORE,https://www.tasteatlas.com/sohan-halwa/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/multan,Multan,,,n/a
https://www.tasteatlas.com/daal-chawal,https://cdn.tasteatlas.com//Images/Dishes/43f61ad02971442ba119a646818e72cc.jpg?mw=660,17,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Daal chawal,,"Daal chawal is a Pakistani dish that is also quite popular in Nepal and India. It consists of lentils and rice, and it is recommended to use both red lentils () and yellow lentils (). The lentils are cooked until mushy...",READ MORE,https://www.tasteatlas.com/daal-chawal/wheretoeat,,,,,,,,,,,,,,,masoor,moong,n/a
https://www.tasteatlas.com/sohbat,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,18,Stew,https://www.tasteatlas.com/Stews,Sohbat,,"Sohbat is a traditional Pakistani dish that is consumed in the provinces of Khyber Pakhtunkhwa and Punjab. The dish is made with pieces of meat, usually chicken, but sometimes also mutton or beef, which are cooked in a rich broth of fried onions, ...",READ MORE,https://www.tasteatlas.com/sohbat/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/khyber-pakhtunkhwa,Khyber Pakhtunkhwa,,,n/a
https://www.tasteatlas.com/peshwari-naan,https://cdn.tasteatlas.com//images/dishes/ba6f72e830f1471da7acacbd13708e2c.jpg?mw=660,19,Flatbread,https://www.tasteatlas.com/Flatbreads,Peshwari naan,,"Peshwari or Peshawari naan is a traditional flatbread originating from Peshawar, Pakistan. The flatbread is characterized by its filling, consisting of almonds, desiccated coconut, and sultanas or raisins. The dough for this type of naan is made w...",READ MORE,https://www.tasteatlas.com/peshwari-naan/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/coconuts,https://cdn.tasteatlas.com/images/ingredientgroups/43773d40b43a4beda98cca01bef445e0.png?h=120&w=120,https://www.tasteatlas.com/sultana-raisins,https://cdn.tasteatlas.com/images/ingredientgroups/29dcd43383ff4d119befdd5af17bc97c.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/peshawar,Peshawar,,,n/a
https://www.tasteatlas.com/shahi-tukray,https://cdn.tasteatlas.com//images/dishes/8c5af44760e545b4aff04492032f7468.jpg?mw=660,20,Dessert,https://www.tasteatlas.com/Desserts,Shahi tukray,,"Shahi tukray, which translates to , is a Pakistani dessert that is believed to have its roots in the Mughlai cuisine. The dessert consists of crispy slices of fried bread drenched in a mixture of hot sugar syrup and...",READ MORE,https://www.tasteatlas.com/shahi-tukray/wheretoeat,,,,,,,,,,,,,,,emperor’s morsels,,n/a
https://www.tasteatlas.com/sindhi-kadhi,https://cdn.tasteatlas.com//images/dishes/512c90d1726545c2a6887a3475d01dcf.jpg?mw=660,21,Stew,https://www.tasteatlas.com/Stews,Sindhi kadhi,,"Though it is native to the cuisine of the Sindhi people from Sindh, Pakistan, due to migration, Sindhi kadhi is commonly found throughout India. Unlike other kadhi varieties, next to the common elements of  (gram flour), different ve...",READ MORE,https://www.tasteatlas.com/sindhi-kadhi/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/gram-flours,https://cdn.tasteatlas.com/images/ingredientgroups/cb656cfef58a41e09269bb98c99caf6f.png?h=120&w=120,https://www.tasteatlas.com/sindh,Sindh,besan,,n/a
https://www.tasteatlas.com/chargah,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,22,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,Chargah,,"Chargah is a Lahori chicken specialty made with marinated chicken that is traditionally steamed and then deep-fried until nicely colored and crispy. A whole skinless chicken is thoroughly coated with a flavor-packed mixture of spices, ginger, garl...",READ MORE,https://www.tasteatlas.com/chargah/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Limes,https://cdn.tasteatlas.com/images/ingredientgroups/64e50731ad814053bbaa3e63f1006784.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/lahore,Lahore,,,n/a
https://www.tasteatlas.com/chicken-lahori,https://cdn.tasteatlas.com//images/dishes/cdb47236cf674028aa5891a0ef5db19e.jpg?mw=660,23,Stew,https://www.tasteatlas.com/Stews,Chicken Lahori,,"Chicken lahori is a traditional Pakistani chicken curry hailing from the city of Lahore. It is typically made with chicken pieces that are stir-fried with a variety of spices, plain yogurt, onions, garlic, ginger, and tomatoes, and then simmered w...",READ MORE,https://www.tasteatlas.com/chicken-lahori/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/cayenne-pepper,https://cdn.tasteatlas.com/images/dishes/e2e04922bd2647f3a8cf147a736c34b5.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/lahore,Lahore,,,n/a
https://www.tasteatlas.com/siri-paya,https://cdn.tasteatlas.com//images/dishes/c716bb3d95e3496eae128413e6ea3909.jpg?mw=660,24,Stew,https://www.tasteatlas.com/Stews,Siri paya,,"Siri paya is a traditional Pakistani stew made with the head and feet of an animal (typically goat, cow, or lamb), called  and  in Urdu, respectively. The animal’s head and feet are first stir-fried with onions, gin...",READ MORE,https://www.tasteatlas.com/siri-paya/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/lahore,Lahore,siri,paya,n/a
https://www.tasteatlas.com/bun-kebab,https://cdn.tasteatlas.com//images/dishes/9b33e8863a984a39abc71cd87bc6028c.jpg?mw=660,25,Street Food,https://www.tasteatlas.com/Street-food,Bun Kebab,,"Bun kebab is a traditional Pakistani street food item originating from Karachi, where it is relished in nearly every corner of the city. This savory snack typically consists of a bun filled with a combination of shami kebab, chutney, raita, slices...",READ MORE,https://www.tasteatlas.com/bun-kebab/wheretoeat,https://www.tasteatlas.com/burger-buns,https://cdn.tasteatlas.com/images/ingredientgroups/ebaad11172ee4fae9c47fae670443b11.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/karachi,Karachi,,,n/a
https://www.tasteatlas.com/habshi-halwa,https://cdn.tasteatlas.com//images/dishes/786c51396ff6492ca466c9f8d32f9ad4.jpg?mw=660,26,Dessert,https://www.tasteatlas.com/Desserts,Habshi halwa,,"A traditional Pakistani and Indian dessert, habshi halwa is a rich milk halwa variety that is typically made by combining milk, sugar, sprouted wheat, ghee, aromatic spices, and nuts. This beloved sweet treat is usually flavored with cardamom, saf...",READ MORE,https://www.tasteatlas.com/habshi-halwa/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sai-bhaji,https://cdn.tasteatlas.com//images/dishes/c29620129d1947d6a6a7a4b70d022aa1.jpg?mw=660,27,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Sai bhaji,,"Sai bhaji is a specialty of Sindhi cuisine that combines greens, vegetables, dal or split pulses, and spices, and it is usually served with rice and bread. The name of the dish is made up of two words: , which translates to",,https://www.tasteatlas.com/sai-bhaji/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sindh,Sindh,sai,greenREAD MORE,n/a
https://www.tasteatlas.com/shab-daig,https://cdn.tasteatlas.com//images/dishes/2ed67fdf882a4824a556b1d055727e87.jpg?mw=660,28,Stew,https://www.tasteatlas.com/Stews,Shab daig,,"Shab daig, from the words , meaning , and , which is a large cooking pot or cauldron, is a traditional winter specialty hailing from the Kashmir region. The name of this dish is derived from the traditional ...",READ MORE,https://www.tasteatlas.com/shab-daig/wheretoeat,,,,,,,,,,,,,,,shab,night,n/a
https://www.tasteatlas.com/sindhi-pulao,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,29,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sindhi pulao,,Sindhi pulao is a traditional Pakistani dish hailing from the province of Sindh. This dish is often compared to and even mistaken for another Sindhi specialty called  as the key ingredients of both dishes include rice and me...,READ MORE,https://www.tasteatlas.com/sindhi-pulao/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sindh,Sindh,sindhi biryani,,n/a
https://www.tasteatlas.com/qatlama,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,30,Flatbread,https://www.tasteatlas.com/Flatbreads,Qatlama,,"A pizza-like savory dish coming from Pakistan, qatlama is a large round flatbread that is smeared with a vibrant red-colored mixture of gram flour, spices, and herbs before getting deep-fried. The dough, usually made with plain flour, water, salt,...",READ MORE,https://www.tasteatlas.com/qatlama/wheretoeat,,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/malai-laddu,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,31,Dessert,https://www.tasteatlas.com/Desserts,Malai laddu,,"A traditional Pakistani and Indian sweet treat, malai laddu is a creamy milk dessert that is usually flavored with saffron and cardamom. It is typically prepared with a saffron-and-cardamom-flavored mixture of  (milk cream), crumbled...",READ MORE,https://www.tasteatlas.com/malai-laddu/wheretoeat,,,,,,,,,,,,,,,malai,,n/a
