search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,score-text--na,search-results__item-description 2,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/piti,https://cdn.tasteatlas.com//images/dishes/488aca4ea0754e8a8980f11a5bde77c2.jpg?mw=660,11,Stew,https://www.tasteatlas.com/Stews,Piti,,"When seeking genuinely authentic and traditional Azerbaijani cuisine,  is undoubtedly the first dish that locals will recommend. Originating in the northern city of Sheki, this hearty stew owes its unmistakable taste to the clay pot i...",https://www.tasteatlas.com/piti/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/Chestnuts,https://cdn.tasteatlas.com/images/ingredientgroups/64a5eba262c14f49a5b0e454a755d5ad.png?h=120&w=120,https://www.tasteatlas.com/Plums,https://cdn.tasteatlas.com/images/ingredientgroups/6b5b38011c7d4e43af117c875ad232b2.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,Best in   (Shaki),Restoran Qaqarin,https://www.tasteatlas.com/restoran-qaqarin,n/a,piti,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120
https://www.tasteatlas.com/coban-salatasi-azerbaijan,https://cdn.tasteatlas.com//images/dishes/3cd84f66f49048048ad0ccd9ba993672.jpg?mw=660,12,Salad,https://www.tasteatlas.com/Salads,Çoban salatası,,"Çoban salatası or shepherd's salad is a traditional Turkish salad that can be found throughout the country, especially during summer. It's also popular in Azerbaijanai cuisine. The salad is made with a combination of chopped tomatoes, cucum...",https://www.tasteatlas.com/coban-salatasi-azerbaijan/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,,,n/a,,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120
https://www.tasteatlas.com/narsharab,https://cdn.tasteatlas.com//Images/Dishes/606952dc94954dfc8bdc5c9bb94f282c.jpg?mw=660,13,Sauce,https://www.tasteatlas.com/Sauces,Narsharab,4.6,"Narsharab is a unique Azerbaijani sauce consisting of evaporated pomegranate juice that is combined with sugar and spices such as basil, cinnamon, coriander, salt, and ground black pepper. Its flavor is best described as tangy and sour. It is reco...",https://www.tasteatlas.com/narsharab/wheretoeat,https://www.tasteatlas.com/pomegranates,https://cdn.tasteatlas.com/images/ingredientgroups/c9a43320590448f7ac2d33cb05431efe.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/basil,https://cdn.tasteatlas.com/images/ingredientgroups/71d3ba7ab4d243b6bd51683ad625a2c6.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,,,,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120
https://www.tasteatlas.com/tava-kebab,https://cdn.tasteatlas.com//images/dishes/38930faf52af43b78369d6f6ba879502.jpg?mw=660,14,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Tava kebab,,"Tava kebab is an Azerbaijani variety of the world-famous meat dish, made with local herbs, vegetables, and eggs. The most common version starts by mixing the minced mutton (or beef) with finely chopped onions and garlic, shaping the mixture into m...",https://www.tasteatlas.com/tava-kebab/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,,n/a,,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120
https://www.tasteatlas.com/khingal,https://cdn.tasteatlas.com//images/dishes/47c44fa66ccc4eb1b4ed7acda88412dd.jpg?mw=660,15,Pasta,https://www.tasteatlas.com/pasta,Khingal,,"Khingal is a traditional pasta dish originating from Azerbaijan. The dish is usually made with a combination of homemade pasta (eggs, flour, water), ground lamb, butter, yogurt, onions, garlic, and spices such as coriander, cumin, turmeric, dill, ...",https://www.tasteatlas.com/khingal/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/pasta,https://cdn.tasteatlas.com/images/dishgroups/9c516a22b03b4223b1c9343067b09549.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,n/a,,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120
https://www.tasteatlas.com/manqal-salat,https://cdn.tasteatlas.com//images/dishes/fb87de0050564584bfb2ffdebe96706d.jpg?mw=660,16,Salad,https://www.tasteatlas.com/Salads,Manqal salatı,4.8,"Manqal salatı is a refreshing Azerbaijani salad that is especially popular during summer. It consists of eggplants, tomatoes, bell peppers, hot peppers, and onions. The vegetables are traditionally grilled on skewers on a  (Caucasia...",https://www.tasteatlas.com/manqal-salat/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,,mangal,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120
https://www.tasteatlas.com/kufta-bozbash,https://cdn.tasteatlas.com//images/dishes/4dcf5b34023a4a2cbba343813fc35f3d.jpg?mw=660,17,Meat Soup,https://www.tasteatlas.com/meat-soups,Kufta bozbash,3.9,"Kufta bozbash is a traditional Azerbaijani meatball soup. The essence of this soup is in the flavor of the  Ground meat (usually lamb) is mixed with finely chopped onions, rice, dried mint, and dried lime flowers. W...",https://www.tasteatlas.com/kufta-bozbash/wheretoeat,,,,,,,,,,,,,,,köfte (meatballs).,,
https://www.tasteatlas.com/shirin-plov,https://cdn.tasteatlas.com//images/dishes/5f799e54cd8540cdb46b78c513b8b82b.jpg?mw=660,18,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Shirin plov,,"Azerbaijan is a country with a rich tapestry of culture, with many different influences - and no dish does more justice to its history than the sweet rice dish . Believed to have been created in the capital of Baku, the dish is...",https://www.tasteatlas.com/shirin-plov/wheretoeat,https://www.tasteatlas.com/basmati,https://cdn.tasteatlas.com/images/dishes/f818e30c86c2471abb8afe349ffebf40.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,https://www.tasteatlas.com/Apricots,https://cdn.tasteatlas.com/images/ingredientgroups/0a0cb8afaa784da8896f7d5404da7ef1.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,,,,n/a,shirin plov,https://www.tasteatlas.com/Chestnuts,https://cdn.tasteatlas.com/images/ingredientgroups/64a5eba262c14f49a5b0e454a755d5ad.png?h=120&w=120
https://www.tasteatlas.com/sheshryanch-plov,https://cdn.tasteatlas.com//images/dishes/23ad992d0e0c4d24a61151bf50288562.jpg?mw=660,19,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sheshryanch plov,,"Sheshryanch plov (also known as ) is an Azerbaijani dish made with sunny-side-up eggs that are placed over a bed of rice mixed with fried green and white onions. As is common in most plov recipes, the cooked rice is infused ...",https://www.tasteatlas.com/sheshryanch-plov/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,,,,,,n/a,six color plov,,
https://www.tasteatlas.com/shekerbura,https://cdn.tasteatlas.com//Images/Dishes/b1f2870a324e481b9ee464336b218d83.jpg?mw=660,20,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Shekerbura,,"Shekerbura is a simple and delicate sweet pastry, enjoying the status of one of the most famous Azerbaijani desserts. The tender pastry shell is made with a simple butter-based dough, which is then filled with a sweet nut filling. Frequent nut var...",https://www.tasteatlas.com/shekerbura/wheretoeat,,,,,,,,,,,Best in   (Baku),Shirvanshah Museum Restaurant,https://www.tasteatlas.com/shirvanshah-museum-restaurant,n/a,,,
https://www.tasteatlas.com/levengi,https://cdn.tasteatlas.com//images/dishes/966601d8f08e4f43acf15389ad67c768.jpg?mw=660,21,Side Dish,https://www.tasteatlas.com/Sides,Levengi,,"Levengi is a traditional Azerbaijani stuffing made with walnuts, onions, and dried fruits such as raisins. The stuffing is typically additionally flavored with  and  seasonings. It is often used in a variety of fish...",https://www.tasteatlas.com/levengi/wheretoeat,,,,,,,,,,,Best in   (Lankaran),Khan Lankaran,https://www.tasteatlas.com/khan-lankaran,n/a,albukhara,,
https://www.tasteatlas.com/shirin-chorek,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,22,Dessert,https://www.tasteatlas.com/Desserts,Shirin chorek,,"Shirin chorek is a classic Azerbaijani sweet milk bread made with yeast, milk, flour, sugar, salt, eggs, butter, and turmeric powder. The turmeric gives it a rich yellow color and a subtle flavor that goes well with the sweetness of milk and sugar...",https://www.tasteatlas.com/shirin-chorek/wheretoeat,,,,,,,,,,,,,,n/a,,,
https://www.tasteatlas.com/dushbara,https://cdn.tasteatlas.com//images/dishes/0e05f33efa394585824c9fb921fa681d.jpg?mw=660,23,Dumplings,https://www.tasteatlas.com/Dumplings,Dushbara,,"Dushbara is a traditional Azerbaijani dish consisting of meat-filled dumplings cooked in a flavorful lamb broth. According to local customs, every woman in the country needs to know how to make the dumplings as small as possible, so that at least ...",https://www.tasteatlas.com/dushbara/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,n/a,,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120
https://www.tasteatlas.com/ovdukh,https://cdn.tasteatlas.com//images/dishes/118e4163cd1441cda534260e7b603988.jpg?mw=660,24,Cold Soup,https://www.tasteatlas.com/cold-soups,Ovdukh,,"Ovdukh is a refreshing Azerbaijani cold soup made with yogurt, water, cucumbers, and spring onions. In order to prepare it, yogurt is combined with water that has been boiled, then left to cool. The concoction is then mixed with chopped cucumbers,...",https://www.tasteatlas.com/ovdukh/wheretoeat,,,,,,,,,,,,,,n/a,,,
https://www.tasteatlas.com/serdakh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,25,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Serdakh,,"Serdakh is a traditional vegetarian dish originating from Lankaran in Azerbaijan. The dish is usually made with a combination of eggplants, butter, garlic, tomatoes, vegetable stock, salt, and pepper. The garlic is sautéed in butter, then r...",https://www.tasteatlas.com/serdakh/wheretoeat,https://www.tasteatlas.com/Eggplants,,https://www.tasteatlas.com/Tomatoes,,https://www.tasteatlas.com/garlic,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/vegetable-stocks,,,,,n/a,,https://www.tasteatlas.com/Salt,
https://www.tasteatlas.com/yayma,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,26,Dessert,https://www.tasteatlas.com/Desserts,Yayma,,"Yayma is a traditional Azerbaijani rice pudding flavored with saffron, which gives it a beautiful color and aroma. The dish is made with rice, water, saffron, and milk. It is typically topped with pieces of butter, cinnamon, and honey. For those w...",https://www.tasteatlas.com/yayma/wheretoeat,,,,,,,,,,,,,,n/a,,,
https://www.tasteatlas.com/kurka-levengi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,27,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Kurka levengi,,"Kurka levengi is a traditional chicken dish originating from Azerbaijan. The dish is usually made with a combination of chicken, pitted prunes, sumac, olive oil, walnuts, onions, lemon zest and juice, salt, and pepper. The chicken is rubbed with o...",https://www.tasteatlas.com/kurka-levengi/wheretoeat,https://www.tasteatlas.com/Chicken,,https://www.tasteatlas.com/Prunes,,https://www.tasteatlas.com/Walnuts,,https://www.tasteatlas.com/sumac,,https://www.tasteatlas.com/Onions,,,,,n/a,,https://www.tasteatlas.com/Olive-oil,
