search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,search-results__item-description 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/lula-kebab-armenia,https://cdn.tasteatlas.com//Images/Dishes/582c366d8d914eb2b345b25731e03b03.jpg?mw=660,11,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Lula kebab,4.4,,,,"Lyulya kebab is a unique kebab variety popular throughout the Caucasus region. It typically consists of ground lamb combined with finely chopped onions. The mixture is seasoned with salt and black pepper, then skewered and grilled. Other types of ...",https://www.tasteatlas.com/lula-kebab-armenia/wheretoeat,,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/sumac,https://cdn.tasteatlas.com/images/dishes/3870f3fae6b74d40a8204bee307508b2.png?h=120&w=120,https://www.tasteatlas.com/lavash,https://cdn.tasteatlas.com/images/dishes/16f3181148e84a6c96e601e9fb65d813.png?h=120&w=120,
https://www.tasteatlas.com/semsek,https://cdn.tasteatlas.com//images/dishes/db08afe581e04ba09fabd7abdc6d136a.jpg?mw=660,12,Savory Pie,https://www.tasteatlas.com/savory-pies,Semsek,,,,,"Originating from the region of Urfa, semsek is an Armenian dish made with a smooth, elastic dough that is topped with a meat mixture. Resembling a small pizza, this Armenian specialty usually consists of a thin dough base which is covered with a m...",https://www.tasteatlas.com/semsek/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tjvjik,https://cdn.tasteatlas.com//Images/Dishes/5a44b99d140a4958bc34599866e654ca.jpg?mw=660,13,Offal Dish,https://www.tasteatlas.com/Offal,Tjvjik,,,,,"Originally, tjvjik was made by frying pieces of beef liver with large amounts of onions that have been seasoned only with salt and pepper. Today, the dish is made with additional ingredients that include tomatoes (grated or pureed), a variety of v...",https://www.tasteatlas.com/tjvjik/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/arganak,https://cdn.tasteatlas.com//images/dishes/e63b4dcdcaac470e8abe9bce6376d959.jpg?mw=660,14,Meat Soup,https://www.tasteatlas.com/meat-soups,Arganak,,,,,"Arganak is a type of traditional Armenian soup that is based on chicken broth and meatballs. It is typically made with meatballs consisting of seasoned ground beef, cooked rice, and onions which are cooked in a chicken broth flavored with lemon ju...",https://www.tasteatlas.com/arganak/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kchuch,https://cdn.tasteatlas.com//images/dishes/88b734fc0f5f4f4cb28ac8a5e8acb637.jpg?mw=660,15,Stew,https://www.tasteatlas.com/Stews,Kchuch,,,,,"Kchuch is a type of Armenian meat and vegetable stew prepared in a traditional Armenian clay pot known as , from which it gets its name. It typically consists of a combination of seasoned chunks of lamb meat, chopped vegetables such...",https://www.tasteatlas.com/kchuch/wheretoeat,kchuch,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/yalanchi,https://cdn.tasteatlas.com//Images/Dishes/fe6a567fe7914e4ea1ad6d6f0cf0f0be.jpg?mw=660,16,Appetizer,https://www.tasteatlas.com/Appetizers,Yalanchi,,,,,"Yalanchi is an Armenian dish made by stuffing grape leaves with a meatless filling. Translated from Turkish, the word  means  or , referring to the fact that the filling contains no meat. The basic ingred...",https://www.tasteatlas.com/yalanchi/wheretoeat,yalanchi,https://www.tasteatlas.com/grape-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/d513c688debe447ab21222e865ca9924.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/pine-nuts,https://cdn.tasteatlas.com/images/ingredientgroups/2108a7804fe04f57a002907791e0e43f.png?h=120&w=120,https://www.tasteatlas.com/currants,https://cdn.tasteatlas.com/images/ingredientgroups/345ce7fb5e5e403b9541291fa31e30f7.png?h=120&w=120,n/a
https://www.tasteatlas.com/zhingyalov-khats,https://cdn.tasteatlas.com//images/dishes/4425d68726cb470c890112764097e8c8.jpg?mw=660,17,Flatbread,https://www.tasteatlas.com/Flatbreads,Zhingyalov khats,,,,,"A culinary delicacy coming from Artsakh, or the Nagorno-Karabakh region, zhingyalov khats is a traditional Armenian flatbread that contains a variety of herbs and greens. Often considered a lavash with herb filling, this flatbread typically consis...",https://www.tasteatlas.com/zhingyalov-khats/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/matnakash,https://cdn.tasteatlas.com//images/dishes/5ff263db46f44f02b9d5d2cab8e33884.jpg?mw=660,18,Flatbread,https://www.tasteatlas.com/Flatbreads,Matnakash,,,,,"Matnakash is a traditional Armenian bread consisting of a smooth, elastic dough made with flour, yeast, water, sugar, salt, and oil. Originally, it was prepared only with flour and water, and without yeast. Before it is baked in a well-steamed ove...",https://www.tasteatlas.com/matnakash/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/eetch,https://cdn.tasteatlas.com//images/dishes/2838962050a44783a2b53fa15c037ab2.jpg?mw=660,19,Salad,https://www.tasteatlas.com/Salads,Eetch,,,,,"Eetch is a traditional Armenian dish mainly consisting of bulgur. It is typically consumed as a salad, a side dish, or as a spread over slices of bread or crackers. A common Lenten dish, eetch, also known as  or",https://www.tasteatlas.com/eetch/wheretoeat,mock kheyma,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mantapour,https://cdn.tasteatlas.com//images/dishes/6b03a2204b1e42fb95c3866794360404.jpg?mw=660,20,Soup,https://www.tasteatlas.com/Soups,Mantapour,,,,,"Mantapour, or mantabour, is a traditional Armenian yogurt soup with manti, a type of Armenian stuffed dumplings. The soup is typically made with strained yogurt, beaten eggs, flour, minced garlic, water or meat broth, to which meat-filled dumpling...",https://www.tasteatlas.com/mantapour/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/spas,https://cdn.tasteatlas.com//images/dishes/1a3fba809c384a15b463f697b901de43.jpg?mw=660,21,Soup,https://www.tasteatlas.com/Soups,Spas,,,,,"Spas is a traditional Armenian soup that's tart, creamy, and very filling. It's typically made with a combination of yogurt, flour, butter, water or chicken broth, and wheat grains, but the grains can be replaced with rice or pearl barley, while s...",https://www.tasteatlas.com/spas/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kyalagyosh,https://cdn.tasteatlas.com//images/dishes/0f18d26e0aa149e1a08d8816b740ae4f.jpg?mw=660,22,Soup,https://www.tasteatlas.com/Soups,Kyalagyosh,,Best in   (Yerevan),Anoush Restaurant,https://www.tasteatlas.com/anoush-restaurant,"Kyalagyosh is a traditional Armenian yogurt soup served over toasted pieces of flatbread. In order to prepare the soup, eggs, flour, strained yogurt, and sour cream are combined until smooth, and then simmered with boiling water and chicken bouill...",https://www.tasteatlas.com/kyalagyosh/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/vospapour,https://cdn.tasteatlas.com//images/dishes/007f96df78e545b4bfca4b559d82ecba.jpg?mw=660,23,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Vospapour,,,,,"Vospapour or  is a hearty Armenian lentil soup. There are numerous versions of this soup; nevertheless, it is usually made with brown lentils cooked in water or broth with chickpeas, carrots, celery stalks, and coarse bulgur, sim...",https://www.tasteatlas.com/vospapour/wheretoeat,vospabour,https://www.tasteatlas.com/brown-lentils,https://cdn.tasteatlas.com/images/ingredientgroups/90af75fab6a04ffd961887c4cee287c0.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,n/a
https://www.tasteatlas.com/choereg,https://cdn.tasteatlas.com//Images/Dishes/f657949eb9184bb893f68fa37dd89198.jpg?mw=660,24,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Choereg,,,,,"Choereg is a type of sweet bread from Armenia that is traditionally prepared for Easter. The buttery, egg-enriched dough is flavored with , a type of spice made from cherry pit seeds, which gives it a unique flavor and the scent of ...",https://www.tasteatlas.com/choereg/wheretoeat,mahleb,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/anoushabour,https://cdn.tasteatlas.com//Images/Dishes/ba1530634d6e4859aa0fb4ee388db807.jpg?mw=660,25,Dessert,https://www.tasteatlas.com/Desserts,Anoushabour,,,,,Anoushabour is an Armenian dessert that is traditionally consumed on Christmas and New Year's Eve. The skinless whole wheat ( or ) is cooked separately or with various fruit and spices until it develops a porridge-lik...,https://www.tasteatlas.com/anoushabour/wheretoeat,gorgos,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kololik,https://cdn.tasteatlas.com//images/dishes/53516a87edf74a49b93c13c8ed3a875b.jpg?mw=660,26,Meat Soup,https://www.tasteatlas.com/meat-soups,Kololik,,,,,"Kololik is a traditional Armenian meatball soup. The meatballs are made with a combination of ground lamb, rice, onions, parsley, and seasonings. The soup is prepared with a combination of onions, beef stock, rice, and tarragon or basil, and somet...",https://www.tasteatlas.com/kololik/wheretoeat,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/beeshee,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,27,Pancake,https://www.tasteatlas.com/pancakes,Beeshee,,,,,"Beeshee, also known as , is a thin and crispy Armenian fried treat similar to a pancake. It is usually made with a dough consisting of flour, sugar, salt, and warm water that is rolled out into very thin circles, brushed with melted ...",https://www.tasteatlas.com/beeshee/wheretoeat,bishi,,,,,,,,,,,,,n/a
