search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/har-gow,https://cdn.tasteatlas.com//Images/Dishes/c579bcc9409141b7a4878c4e75c53de3.jpg?mw=660,25,Dumplings,https://www.tasteatlas.com/Dumplings,Har gow,https://www.tasteatlas.com/guangzhou,Guangzhou,4.1,Best in   (Hong Kong),Tim Ho Wan,https://www.tasteatlas.com/TimHoWan,"Har gow is a Cantonese dumpling characterized by a delicate, translucent wrapper enveloped around a shrimp filling. The dish was created out of necessity when the owner of a small, family-style teahouse from Guangzhou came up with an idea to buy t...",,https://www.tasteatlas.com/har-gow/wheretoeat,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/bamboo-shots,https://cdn.tasteatlas.com/images/dishes/a95c8ecb6f17438082aee18b5a8c6e59.png?h=120&w=120,https://www.tasteatlas.com/pork-fats,https://cdn.tasteatlas.com/images/ingredientgroups/97d409f8f86d4c149feff142d3dc8fa0.png?h=120&w=120,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,
https://www.tasteatlas.com/dan-dan-noodles,https://cdn.tasteatlas.com//Images/Dishes/148ba9db636c40f699567b013e9828c5.jpg?mw=660,26,Noodle Dish,https://www.tasteatlas.com/Noodles,Dan Dan Noodles,https://www.tasteatlas.com/sichuan,Sichuan,4.4,Best in   (Shanghai),Crystal Jade,https://www.tasteatlas.com/CrystalJade,"Traditional dan dan noodles are a true classic of Chinese cuisine. The star of the dish is a spicy sauce served with the noodles. Made with chili oil, preserved vegetables, Sichuan peppercorn, and sometimes sesame or peanut paste, the sauce bursts...",,https://www.tasteatlas.com/dan-dan-noodles/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/xiaolongbao,https://cdn.tasteatlas.com//Images/Dishes/067f3ab89233488aae78196bc567ffdb.jpg?mw=660,27,Dumplings,https://www.tasteatlas.com/Dumplings,Xiaolongbao,https://www.tasteatlas.com/shanghai,Shanghai,4.4,Best in   (Shanghai),Din Tai Fung Shanghai,https://www.tasteatlas.com/din-tai-fung-shanghai,"Xiaolongbao are soup-filled dumplings originating from the 19th-century Nan Xiang, what is today Shanghai's Jiading district. It is believed that the first form of xiaolongbao was sold by Huang Mingxian, a shop owner who wanted to evolve the class...",,https://www.tasteatlas.com/xiaolongbao/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,https://www.tasteatlas.com/rice-wine,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,
https://www.tasteatlas.com/lo-mein,https://cdn.tasteatlas.com//Images/Dishes/c8d8acba065a488c9447cde581338c59.jpg?mw=660,28,Noodle Dish,https://www.tasteatlas.com/Noodles,Lo mein,https://www.tasteatlas.com/guangdong,Guangdong,4.2,Best in   (Hong Kong),Bo Innovation,https://www.tasteatlas.com/BoInnovation,"Another classic of Chinese cuisine, Guangdongese lo mein or  (lit. stirred noodles) refers to any kind of dish made with separately boiled wheat and egg noodles which are then tossed in a savory sauce and mixed with various stir-fr...",laomian,https://www.tasteatlas.com/lo-mein/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/general-tsos-chicken,https://cdn.tasteatlas.com//Images/Dishes/83e1b8854aaa4fbb8dcb0e82532e5206.jpg?mw=660,29,Fried Chicken Dish,https://www.tasteatlas.com/fried-chicken-dishes,General Tso's Chicken,https://www.tasteatlas.com/hunan,Hunan,3.8,,,,"General Tso’s chicken is a Chinese-American sweet and spicy dish consisting of chicken dices that are first deep-fried, then stir-fried together with ginger, garlic, scallions, and hot chili peppers in a sauce made from sugar, soy sauce, ric...",,https://www.tasteatlas.com/general-tsos-chicken/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,
https://www.tasteatlas.com/shuijiao,https://cdn.tasteatlas.com//Images/Dishes/d454feac19d14319bac5f3021fe52252.jpg?mw=660,30,Dumplings,https://www.tasteatlas.com/Dumplings,Shuǐjiǎo,,,4.5,Best in   (Hong Kong),Ho Lee Fook,https://www.tasteatlas.com/HoLeeFook,"Shuǐjiǎo are Chinese dumplings served without broth or soup, filled with various ingredients that are limited only by one's imagination. The boiled dumplings are a staple food of northern China. Some of the most popular ingredients for the filling...",,https://www.tasteatlas.com/shuijiao/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,
https://www.tasteatlas.com/twice-cooked-pork,https://cdn.tasteatlas.com//Images/Dishes/e791f0ac7dde4e568b2c90d76c201862.jpg?mw=660,31,Pork Dish,https://www.tasteatlas.com/pork-dishes,Twice Cooked Pork,https://www.tasteatlas.com/sichuan,Sichuan,4.5,Best in   (Chengdu),Yu's Family Kitchen,https://www.tasteatlas.com/YusFamilyKitchen,"Twice cooked pork is a Sichuan specialty prepared by cooking fatty pork leg or belly (with the skin intact) in two different ways. Pork is first simmered in a pot and cooled in the refrigerator in order for the meat and fat to firm up. After that,...",,https://www.tasteatlas.com/twice-cooked-pork/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/black-beans,https://cdn.tasteatlas.com/images/ingredientgroups/23e2317d37d54983bf78237cb224ee70.png?h=120&w=120,
https://www.tasteatlas.com/tong-sui,https://cdn.tasteatlas.com//Images/Dishes/c4c5042a819d4689a31ee4fe9114c504.jpg?mw=660,32,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Tong sui,https://www.tasteatlas.com/guangzhou,Guangzhou,,Best in   (Hong Kong),Hui Lau Shan,https://www.tasteatlas.com/hui-lau-shan,"Originally a Cantonese specialty, tong sui (lit. sugar water) is a type of sweet soup or a custard-like dessert made with a base of either water or coconut milk. Extremely popular throughout the country, these sugary treats are nowadays found in t...",,https://www.tasteatlas.com/tong-sui/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/cha-siu-bao,https://cdn.tasteatlas.com//Images/Dishes/3c3bc7abf40646be871501abab15d6ee.jpg?mw=660,33,Dumplings,https://www.tasteatlas.com/Dumplings,Cha siu bao,https://www.tasteatlas.com/guangdong,Guangdong,4.5,Best in   (Hong Kong),Tim Ho Wan,https://www.tasteatlas.com/TimHoWan,"Cha siu bao are popular Chinese pork roast buns. Whether steamed or baked, they are always filled with a sweet and spicy grilled pork filling. Steamed varieties are delicate and soft, with a snowy white color, while baked chao siu bao have a light...",,https://www.tasteatlas.com/cha-siu-bao/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/baking-powder,https://cdn.tasteatlas.com/images/ingredientgroups/f7e7555a30e44b63993b9aa893fd064c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/hoisin-sauce,https://cdn.tasteatlas.com/images/dishes/9ec8b4038c2c4104a9e55f2729c1ef4b.png?h=120&w=120,
https://www.tasteatlas.com/sweet-and-sour-pork,https://cdn.tasteatlas.com//Images/Dishes/175c3dcdf104481aa3f66241ab441281.jpg?mw=660,34,Pork Dish,https://www.tasteatlas.com/pork-dishes,Sweet and Sour Pork,https://www.tasteatlas.com/guangzhou,Guangzhou,4.2,Best in   (Hong Kong),Mott 32,https://www.tasteatlas.com/Mott32,"Sweet and sour pork is a Chinese dish consisting of batter-coated chunks of pork that are deep-fried until crispy on the outside and tender on the inside. Chunks of meat are then mixed with a bright red, sticky, sweet and sour sauce, and vegetable...",,https://www.tasteatlas.com/sweet-and-sour-pork/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/sweet-and-sour-sauce,https://cdn.tasteatlas.com/images/dishes/4d0f2a8a11b44249bd343140a2ea9d0c.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,
https://www.tasteatlas.com/wonton-noodles,https://cdn.tasteatlas.com//Images/Dishes/70a4dccb107846be9a56f8f35ed20fe8.jpg?mw=660,35,Noodle Dish,https://www.tasteatlas.com/Noodles,Wonton Noodles,https://www.tasteatlas.com/guangdong,Guangdong,3.8,Best in   (Hong Kong),Mak's Noodle,https://www.tasteatlas.com/MaksNoodleMakUnKee,"Wonton noodles is a popular Cantonese noodle dish with many regional varieties found throughout Southeast Asia. Traditionally, it consists of chewy egg noodles and wonton dumplings, combined and served in a flavorful chicken, pork, or seafood brot...",,https://www.tasteatlas.com/wonton-noodles/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/liangpi,https://cdn.tasteatlas.com//Images/Dishes/0a6486d00c474a19af2d31f4618cc8fd.jpg?mw=660,36,Noodle Dish,https://www.tasteatlas.com/Noodles,Liangpi,https://www.tasteatlas.com/shaanxi,Shaanxi,,Best in   (Xi'an),Wei Jia Liangpi,https://www.tasteatlas.com/wei-jia-liangpi,"Liangpi is a noodle dish that originated in China's Shaanxi province. To prepare the dish, noodles that are made from either wheat flour, rice flour, or a combination of both are dressed with peanut sauce, chili oil, and vinegar, while typical gar...",,https://www.tasteatlas.com/liangpi/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/yangzhou-fried-rice,https://cdn.tasteatlas.com//Images/Dishes/45e5473ffdea4c658aa74b47f3065ea7.jpg?mw=660,37,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Yangzhou Fried Rice,https://www.tasteatlas.com/yangzhou,Yangzhou,4.3,Best in   (Hong Kong),Yung Kee,https://www.tasteatlas.com/YungKee,"Yangzhou fried rice is a Chinese dish consisting of rice, eggs, and vegetables such as carrots, mushrooms, peas, while the common additions also include shrimps, meat, scallions, and Chinese ham. Traditional versions often may incorporate sea cucu...",,https://www.tasteatlas.com/yangzhou-fried-rice/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,
https://www.tasteatlas.com/guotie,https://cdn.tasteatlas.com//Images/Dishes/7e34ef99a64647c9902e06a60489ce2d.jpg?mw=660,38,Dumplings,https://www.tasteatlas.com/Dumplings,Guotie,,,4.7,Best in   (Hong Kong),Tin Lung Heen,https://www.tasteatlas.com/TinLungHeen,"The pan-fried variety of the Chinese  dumpling, known as guotie, is a Northern Chinese dumpling typically filled with minced pork, Chinese cabbage, scallions, ginger, rice wine, and sesame seed oil. Crunchy and soft textures are ach...",jiaozi,https://www.tasteatlas.com/guotie/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/rice-wine,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,
https://www.tasteatlas.com/fish-ball,https://cdn.tasteatlas.com//Images/Dishes/03e98eb4eddf48deb6732a5c33f2f163.jpg?mw=660,39,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Fish Ball,https://www.tasteatlas.com/chaoshan,Chaoshan,4.0,Best in   (Hong Kong),Tsim Chai Kee,https://www.tasteatlas.com/TsimChaiKee,"Fish ball is one of the most popular meals that is commonly eaten throughout Southern China, Hong Kong, and Macau. The dish originates from the Chaoshan region in eastern Guangdong, and consists of ball-shaped patties made with finely pulverized f...",,https://www.tasteatlas.com/fish-ball/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/char-siu,https://cdn.tasteatlas.com//Images/Dishes/83312aba96c3425185bc23de34a563b2.jpg?mw=660,40,Barbecue,https://www.tasteatlas.com/barbecue,Char siu,https://www.tasteatlas.com/guangdong,Guangdong,4.7,Best in   (Hong Kong),Mott 32,https://www.tasteatlas.com/Mott32,"Char siu is a dish consisting of roasted, barbecued pork that has previously been marinated in the eponymous sauce, including ingredients such as soy sauce, hoisin sauce, rice wine, and star anise. The pork is usually served either as a sliced app...",,https://www.tasteatlas.com/char-siu/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/hoisin-sauce,https://cdn.tasteatlas.com/images/dishes/9ec8b4038c2c4104a9e55f2729c1ef4b.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,https://www.tasteatlas.com/rice-wine,https://cdn.tasteatlas.com/images/dishes/7197a895bdd8441b85f96d2f775caea5.png?h=120&w=120,https://www.tasteatlas.com/star-anises,https://cdn.tasteatlas.com/images/ingredientgroups/4b484164b7d34a489be78cea8d98149f.png?h=120&w=120,,,
https://www.tasteatlas.com/sichuan-hotpot,https://cdn.tasteatlas.com//Images/Dishes/64da62df73b946c6beebbe48c870732c.jpg?mw=660,41,Stew,https://www.tasteatlas.com/Stews,Sichuan Hot Pot,https://www.tasteatlas.com/sichuan,Sichuan,4.8,Best in   (Chengdu),Chengdu Huangcheng Laoma,https://www.tasteatlas.com/ChengduHuangchengLaoma,"Sichuan hotpot is a numbingly hot and spicy dish made by poaching raw ingredients in a pot of boiling broth. The ingredients might include sliced meat, offal, seafood, vegetables, noodles, and most importantly, Sichuan peppercorns. Consuming hotpo...",,https://www.tasteatlas.com/sichuan-hotpot/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Seafoods,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://www.tasteatlas.com/sichuan-pepper,https://cdn.tasteatlas.com/images/dishes/8df558d4156a4148a0e8d7015e02fd41.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,
https://www.tasteatlas.com/rice-noodle-roll,https://cdn.tasteatlas.com//Images/Dishes/0d1ec909cc774a1ba8660e1042d5e804.jpg?mw=660,42,Snack,https://www.tasteatlas.com/Snacks,Rice Noodle Roll,https://www.tasteatlas.com/hong-kong,Hong Kong,4.4,Best in   (Hong Kong),Hop Yik Tai,https://www.tasteatlas.com/hop-yik-tai,"A typical Cantonese dish originating from the southern parts of China (including Hong Kong) known as rice noodle roll is a small roll prepared with a wide strip of rice milk that is usually filled with vegetables, beef, pork, or shrimp. The dish c...",,https://www.tasteatlas.com/rice-noodle-roll/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/rice-flours,https://cdn.tasteatlas.com/images/ingredientgroups/42084d298fc7452f9d97fc64785e7fb6.png?h=120&w=120,https://www.tasteatlas.com/wheat-starch,https://cdn.tasteatlas.com/images/ingredientgroups/4428799c3afe4773a9148e39cb93e8c6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,
https://www.tasteatlas.com/mala-sauce,https://cdn.tasteatlas.com//Images/Dishes/efb3055fb1b34f2aa747af2bdb5a9265.jpg?mw=660,43,Sauce,https://www.tasteatlas.com/Sauces,Mala Sauce,https://www.tasteatlas.com/sichuan,Sichuan,4.4,,,,"Mala is a brothy, spicy sauce consisting of Sichuan peppercorns, chili peppers, oil, and a handful of various spices. In Chinese gastronomy, it is considered as one of the most popular sauces with many regional varieties. The sauce is so spicy tha...",,https://www.tasteatlas.com/mala-sauce/wheretoeat,https://www.tasteatlas.com/sichuan-pepper,https://cdn.tasteatlas.com/images/dishes/8df558d4156a4148a0e8d7015e02fd41.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/canola-oils,https://cdn.tasteatlas.com/images/ingredientgroups/2f44fc8e9ce447e58ac245fd6f0f2f61.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,
https://www.tasteatlas.com/egg-roll,https://cdn.tasteatlas.com//images/dishes/24cade685c4b41458f31338e6424c4b2.jpg?mw=660,44,Appetizer,https://www.tasteatlas.com/Appetizers,Egg Roll,https://www.tasteatlas.com/guangdong,Guangdong,3.8,,,,"An egg roll is a Chinese-style snack consisting of diced meat and chopped vegetables that are wrapped in an egg-based dough, and then deep-fried in hot oil. Although Andrew Coe, the author of",Chop Suey: A Cultural History of Chinese Food in th...,https://www.tasteatlas.com/egg-roll/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/bamboo-shots,https://cdn.tasteatlas.com/images/dishes/a95c8ecb6f17438082aee18b5a8c6e59.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,
https://www.tasteatlas.com/mantou,https://cdn.tasteatlas.com//Images/Dishes/df2e28295bb04b15b178537b54401f95.jpg?mw=660,45,Bread,https://www.tasteatlas.com/Breads,Mantou,,,4.1,Best in   (Hong Kong),Cheung Hing Kee Shanghai Pan Fried Buns,https://www.tasteatlas.com/cheung-hing-kee-shanghai-pan-fried-buns,"Mantou are Chinese steamed buns that are usually prepared plain, without any filling on the inside. It is sometimes served as a side dish, although it is more commonly consumed as it is. Mantou has a round, flattened shape, and it is a staple food...",,https://www.tasteatlas.com/mantou/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,,,,
https://www.tasteatlas.com/biangbiang-noodles,https://cdn.tasteatlas.com//Images/Dishes/f417c973168f4e2bba292267095d9669.jpg?mw=660,46,Noodle Dish,https://www.tasteatlas.com/Noodles,Biangbiang Noodles,https://www.tasteatlas.com/shaanxi,Shaanxi,4.4,Best in   (Hong Kong),Yau Yuen Siu Tsui,https://www.tasteatlas.com/YauYuenSiuTsui,"Biangbiang noodles, also known as  due to their broadness and length, are a specialty of Shaanxi province in China. The noodles are usually topped with vegetables and herbs such as spring onions, garlic, leeks, coriander, Sich...",belt noodles,https://www.tasteatlas.com/biangbiang-noodles/wheretoeat,,,,,,,,,,,,,
