search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/obara,https://cdn.tasteatlas.com//images/dishes/04b6852a2d3b45cdab885171f9832e5b.jpg?mw=660,11,Stew,https://www.tasteatlas.com/Stews,Obara,"Obara is a hearty Slovenian stew that's prepared with a combination of various types of meat, offal, and vegetables such as onions, carrots, celery, peas, beans, and turnips. In the past, obara was only prepared on celebration days, wedding days, ...",https://www.tasteatlas.com/obara/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/styria-slovenia,Styria,,n/a
https://www.tasteatlas.com/pohorska-omleta,https://cdn.tasteatlas.com//images/dishes/9146a383bbce4462a0c0d723467f20fa.jpg?mw=660,12,Dessert,https://www.tasteatlas.com/Desserts,Pohorska omleta,"Pohorska omleta or  is the most famous dessert of the Slovenian region called Pohorje. It was invented in the  mountain hut in the middle of the 20th century. The dessert is made with eggs, sugar...",https://www.tasteatlas.com/pohorska-omleta/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/whipped-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d411ef79c0124f5e9dc3ae178912f4b6.png?h=120&w=120,https://www.tasteatlas.com/styria-slovenia,Styria,Pohorje omelet,n/a
https://www.tasteatlas.com/prezganka,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,13,Soup,https://www.tasteatlas.com/Soups,Prežganka,"Though it employs simple ingredients, prežganka is a Slovenian classic. This nourishing soup is prepared with water, flour that is lightly browned in oil, and spices such as caraway seeds, paprika, salt, and pepper. A lightly whisked egg is often ...",https://www.tasteatlas.com/prezganka/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/fizolova-minestra,https://cdn.tasteatlas.com//images/dishes/aa9543ff268f4622ae64331941e34ebe.jpg?mw=660,14,Stew,https://www.tasteatlas.com/Stews,Bean Stew (Fižolova mineštra),"Fižolova mineštra is a traditional Slovenian dish originating from Vipava. This simple bean stew is made with a combination of beans, pasta, onions, garlic, parsley, celery, bay leaves, paprika powder, olive oil, and tomatoes. One part of b...",https://www.tasteatlas.com/fizolova-minestra/wheretoeat,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/pasta,https://cdn.tasteatlas.com/images/dishgroups/9c516a22b03b4223b1c9343067b09549.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/municipality-of-vipava,Municipality of Vipava,,n/a
https://www.tasteatlas.com/belokranjska-pogaca,https://cdn.tasteatlas.com//images/dishes/e1d0d72907e545008c44f8411ea9cd78.jpg?mw=660,15,Flatbread,https://www.tasteatlas.com/Flatbreads,Belokranjska pogača,"Made with only four basic ingredients, this variety of flatbread is a typical product of the White Carniola region and was brought there in the 15th or the 16th century by Uskoks, Balkan migrants who settled in the highlands of southeastern Sloven...",https://www.tasteatlas.com/belokranjska-pogaca/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/white-carniola,White Carniola,,n/a
https://www.tasteatlas.com/kobariski-struklji,https://cdn.tasteatlas.com//images/dishes/6c236883ac794d8c8ef5c8eee8a1f2b8.jpg?mw=660,16,Dumplings,https://www.tasteatlas.com/Dumplings,Kobariški štruklji,"Although they originated as a festive dish that was only served on special occasions, štruklji from Kobarid have become a favorite local dessert that is enjoyed throughout the region. They are prepared with a thin layer of dough and a sweet...",https://www.tasteatlas.com/kobariski-struklji/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/kobarid,Kobarid,,n/a
https://www.tasteatlas.com/blejska-grmada,https://cdn.tasteatlas.com//images/dishes/3711cc10d25c4d7aa32950692bc12104.jpg?mw=660,17,Dessert,https://www.tasteatlas.com/Desserts,Blejska grmada,"Blejska grmada is a traditional Slovenian dessert originating from the Bled area. The base is made with eggs, sugar, flour, baking powder, and cocoa, while the sweet topping consists of milk, eggs, sugar, flour, vanilla sugar, heavy cream, walnuts...",https://www.tasteatlas.com/blejska-grmada/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/bled,Bled,,n/a
https://www.tasteatlas.com/ajdovi-krapi,https://cdn.tasteatlas.com//images/dishes/a09bc5fe8d0b4e54b004f987a6ebd914.jpg?mw=660,18,Dumplings,https://www.tasteatlas.com/Dumplings,Ajdovi krapi,Ajdovi krapi are traditional buckwheat dumplings filled with a mixture of cottage cheese and millet porridge. They are traditionally served topped with sour cream and sprinkled with cracklings. Although ajdovi krapi are a typical Slovenian side di...,https://www.tasteatlas.com/ajdovi-krapi/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/upper-carniola,Upper Carniola,,n/a
https://www.tasteatlas.com/ajdovi-struklji,https://cdn.tasteatlas.com//images/dishes/e7d5e6f9e2dd4b238d9800fec3791967.jpg?mw=660,19,Dumplings,https://www.tasteatlas.com/Dumplings,Ajdovi štruklji,"Ajdovi štruklji is a traditional type of Slovenian štruklji. The dough is usually made with a combination of salted water and buckwheat flour. Once prepared, a smooth mixture of skuta (white curd cheese), eggs, sour cream, and salt i...",https://www.tasteatlas.com/ajdovi-struklji/wheretoeat,https://www.tasteatlas.com/buckwheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/65687bd7a597488b978b8c7f601967d1.png?h=120&w=120,https://www.tasteatlas.com/cheese-curd,https://cdn.tasteatlas.com/images/ingredientgroups/1bd2188b9ce448ef99e32e5f4475ee2d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,n/a
https://www.tasteatlas.com/frtalja,https://cdn.tasteatlas.com//images/dishes/8ad0ab50f67547889fdca2414ad9a766.jpg?mw=660,20,Egg Dish,https://www.tasteatlas.com/egg-dishes,Frtalja,"Frtalja is a rustic Slovenian dish that's especially popular in Primorska cuisine. It may look like an omelet or a pancake, but it's neither. This egg-based dish is prepared with a combination of beaten eggs, flour, herbs, vegetables, cured meat (...",https://www.tasteatlas.com/frtalja/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Cured-meat,https://cdn.tasteatlas.com/images/ingredientgroups/23352239e70f4fbf9a027e1a8fc8a4cb.png?h=120&w=120,https://www.tasteatlas.com/fennel,https://cdn.tasteatlas.com/images/ingredientgroups/64c246113f4147b6a1bff6eae8667ae4.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/slovene-littoral,Slovene Littoral,,n/a
https://www.tasteatlas.com/ajdnek,https://cdn.tasteatlas.com//images/dishes/a8a15b228b144505b0b1839dd81148e4.jpg?mw=660,21,Dessert,https://www.tasteatlas.com/Desserts,Ajdnek,"Ajdnek is a rustic Slovenian dessert consisting of soft buckwheat dough that is layered with a sweet walnut filling. The yeasted dough usually combines wheat and buckwheat flour in equal amounts, while the ground walnut filling is enriched with ho...",https://www.tasteatlas.com/ajdnek/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/ljubno,Ljubno,,n/a
https://www.tasteatlas.com/belokranjska-povitica,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,22,Savory Pie,https://www.tasteatlas.com/savory-pies,Belokranjska povitica,Believed to have been brought to Slovenian Bela Krajina by Uskoks - Serbian and Croatian Habsburg soldiers that inhabited the areas of the eastern Adriatic - belokranjska povitica is a savory treat that combines a creamy cheese-like filling and th...,https://www.tasteatlas.com/belokranjska-povitica/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/white-carniola,White Carniola,,n/a
https://www.tasteatlas.com/matevz,https://cdn.tasteatlas.com//images/dishes/9c725d97e49f4e969e0e88e8043e29a9.jpg?mw=660,23,Side Dish,https://www.tasteatlas.com/Sides,Matevž,"This creamy potato and bean purée is typically paired with sauerkraut, turnip, pork cracklings, roasted meat, ham, or sausages. Although it appears under various names such as  (potato man),  (bear), or...",https://www.tasteatlas.com/matevz/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kocevje,Kočevje,krompirjev mož,n/a
https://www.tasteatlas.com/prleska-gibanica,https://cdn.tasteatlas.com//images/dishes/d6506e2e92ba4cab9a4a214dfea5d360.jpg?mw=660,24,Cake,https://www.tasteatlas.com/cakes,Prleška gibanica,"Prleška gibanica is a traditional Slovenian cake originating from Prlekija. This version of gibanica is prepared with curd cheese and sour cream. Other ingredients include eggs, flour, sugar, oil, butter, vinegar, salt, and warm water. The ...",https://www.tasteatlas.com/prleska-gibanica/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/prlekija,Prlekija,,n/a
https://www.tasteatlas.com/pohorski-lonec,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,25,Stew,https://www.tasteatlas.com/Stews,Pohorski lonec,"Pohorski lonec is a traditional Slovenian stew originating from the Pohorje region. It's made with a combination of pork, veal, venison, potatoes, mushrooms, barley, onions, bacon, white wine, and garlic. The stew is traditionally flavored with ba...",https://www.tasteatlas.com/pohorski-lonec/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/styria-slovenia,Styria,,n/a
https://www.tasteatlas.com/kraska-jota,https://cdn.tasteatlas.com//images/dishes/03ef82778b8443319dc5fee7ac552825.jpg?mw=660,26,Stew,https://www.tasteatlas.com/Stews,Kraška jota,"Kraška jota is a traditional Slovenian thick soup or stew originating from the Karst area. It's usually made with a combination of sauerkraut, sour turnip, pork ribs, beans, pork sausages, potatoes, stock, onions, garlic, olive oil, paprika...",https://www.tasteatlas.com/kraska-jota/wheretoeat,https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com/images/dishes/6c957380abbf401db35d842a763e6eed.png?h=120&w=120,https://www.tasteatlas.com/Turnips,https://cdn.tasteatlas.com/images/ingredientgroups/e063a9431e8f4714b9ef42b808482935.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Sausages,https://cdn.tasteatlas.com/images/dishgroups/ffcde30e795b4a6f85a482358723a706.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/inner-carniola,Inner Carniola,,n/a
https://www.tasteatlas.com/bakalca,https://cdn.tasteatlas.com//images/dishes/999742f40f1145cd99011957a92d34c3.jpg?mw=660,27,Stew,https://www.tasteatlas.com/Stews,Bakalca,"Bakalca is a traditional Slovenian dish originating from Idrija. This rich stew is usually prepared with a combination of mutton (and sometimes beef), onions, carrots, white wine, tomatoes, olive oil, bay leaves, thyme, salt, and pepper. The ingre...",https://www.tasteatlas.com/bakalca/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/mutton,https://cdn.tasteatlas.com/images/ingredientgroups/82790d17b4894b93847171b62d7fdfb4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/idrija-city,Idrija,,n/a
https://www.tasteatlas.com/mezerli,https://cdn.tasteatlas.com//images/dishes/70a22472acf54ffa9ef3b2607b4e8d64.jpg?mw=660,28,Offal Dish,https://www.tasteatlas.com/Offal,Mežerli,"This rustic Slovenian dish was traditionally prepared during pig, veal, or lamb slaughter. It usually combines cooked offal such as lungs and hearts with bread, spices, and eggs. The combination is mixed into a mash that is then shortly baked and ...",https://www.tasteatlas.com/mezerli/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/carinthia-slovenia,Carinthia,,n/a
https://www.tasteatlas.com/postoklja,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,29,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Poštóklja,"This vegetable mash typically combines potatoes with turnip leaves, but some variations may employ kale, cabbage, chicory, dandelion, string beans, squash, and even barley and other vegetables. Occasionally, the mash is topped with grated cheese o...",https://www.tasteatlas.com/postoklja/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/kobarid,Kobarid,,n/a
https://www.tasteatlas.com/pohorski-pisker,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,30,Stew,https://www.tasteatlas.com/Stews,Pohorski pisker,"Pohorski pisker is a traditional Slovenian stew originating from the region of Pohorje. Although there is no set recipe for this stew, it's usually made with any of the following ingredients: beef, venison, pork ribs, bacon, lamb, carrots, cabbage...",https://www.tasteatlas.com/pohorski-pisker/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/upper-carniola,Upper Carniola,,n/a
https://www.tasteatlas.com/leteci-zganci,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,31,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Leteči žganci,"Leteči žganci is a traditional Slovenian dish originating from Ljubljana. It’s made with a combination of chicken wings and legs, flour, eggs, breadcrumbs, salt, and oil. The chicken wings and legs are washed, seasoned with salt, rolled in f...",https://www.tasteatlas.com/leteci-zganci/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/ljubljana,Ljubljana,,n/a
