search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/zurek,https://cdn.tasteatlas.com//Images/Dishes/dc65330f62944b5aa45b514f9db24f4f.jpg?mw=660,11,Soup,https://www.tasteatlas.com/Soups,Żurek,4.5,Best in   (Kraków),Wesele,https://www.tasteatlas.com/wesele,"Żurek is a traditional Polish soup characterized by its distinctively sour taste, which comes from sour leavening, or the fermentation of bread and rye flour. The soup also contains meats such as sausages, bacon, or ham, and vegetables such as pot...",,https://www.tasteatlas.com/zurek/wheretoeat,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Sausages,https://cdn.tasteatlas.com/images/dishgroups/ffcde30e795b4a6f85a482358723a706.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,,
https://www.tasteatlas.com/kapusniak,https://cdn.tasteatlas.com//Images/Dishes/1b395796b26d4eb9befca463f9fbb89e.jpg?mw=660,12,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Kapuśniak,4.1,Best in   (Lublin),Mandragora,https://www.tasteatlas.com/mandragora,"This traditional Polish wintertime dish is made with a base of sauerkraut, potatoes, and root vegetables. Kapuśniak is similar to other sauerkraut soups made in Eastern and Central Europe, but the Polish version is often flavored with cumin and ma...",,https://www.tasteatlas.com/kapusniak/wheretoeat,https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com/images/dishes/6c957380abbf401db35d842a763e6eed.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,,,,
https://www.tasteatlas.com/golonka,https://cdn.tasteatlas.com//Images/Dishes/7e1a62fc3b3c4b9ebf94ad006f4bf9d7.jpg?mw=660,13,Pork Dish,https://www.tasteatlas.com/pork-dishes,Golonka,3.7,Best in   (Kraków),Starka,https://www.tasteatlas.com/starka,"The name golonka refers to the pork hock, or pork knuckle, which is usually seared and slowly cooked until tender. Alternatively, it can also be grilled or braised in the oven. The dish comes in many regional var...",,https://www.tasteatlas.com/golonka/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/beer,https://cdn.tasteatlas.com/images/ingredientgroups/c21ad8ee42e84549a509ee396c633f0c.png?h=120&w=120,https://www.tasteatlas.com/Honey,https://cdn.tasteatlas.com/images/ingredientgroups/a5a217a77bba4b058da954c06e385041.png?h=120&w=120,https://www.tasteatlas.com/moutarde-de-dijon,https://cdn.tasteatlas.com/images/dishes/d09d00c1261e4a4898c25514f35bb67c.png?h=120&w=120,https://www.tasteatlas.com/rosemary,https://cdn.tasteatlas.com/images/ingredientgroups/33093313b121454bb59b20c095fdb2e7.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,,,,
https://www.tasteatlas.com/flaki,https://cdn.tasteatlas.com//Images/Dishes/924a08797cbc41fb8b8c4840bd832e7e.jpg?mw=660,14,Offal Soup,https://www.tasteatlas.com/offal-soups,Flaki,3.1,Best in   (Kraków),Karakter,https://www.tasteatlas.com/karakter,"Flaki or  is a traditional Polish tripe soup. Dense and meaty, the soup is traditionally served during Polish weddings as a part of the hot courses of the festivity. The dish is often served with a fresh bread roll on the side. The...",flaczki,https://www.tasteatlas.com/flaki/wheretoeat,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/marjoram,https://cdn.tasteatlas.com/images/ingredientgroups/12b31184394747588ce88ac03cfa4f1d.png?h=120&w=120,,,,
https://www.tasteatlas.com/bigos,https://cdn.tasteatlas.com//Images/Dishes/fa1972d3cac4488c9ec72a5b58f62fab.jpg?mw=660,15,Stew,https://www.tasteatlas.com/Stews,Bigos,4.3,Best in   (Kraków),Polakowski,https://www.tasteatlas.com/Polakowski,"Polish cuisine prides itself in hearty and comforting dishes, and bigos–a traditional Polish stew–is one of the classic representatives of their culinary tradition. Also known as , bigos is highly versatile,...",hunter’s stew,https://www.tasteatlas.com/bigos/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com/images/dishes/6c957380abbf401db35d842a763e6eed.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/kielbasa,https://cdn.tasteatlas.com/images/dishes/d63d9f613346426aa30c681a54dcb16c.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,
https://www.tasteatlas.com/klopsiki,https://cdn.tasteatlas.com//images/dishes/f65e2f19fcf949f1b4bd03bad9b64d6f.jpg?mw=660,16,Meatballs,https://www.tasteatlas.com/meatballs,Klopsiki,3.7,Best in   (Gdynia),Bar Mleczny Leniwa Baba,https://www.tasteatlas.com/leniwa-baba,"Klopsiki are traditional Polish meatballs that are usually made with ground pork or beef, occasionally ground chicken or game, eggs, breadcrumbs or soaked bread, and a variety of spices and herbs. They can be pan-fried, cooked, or slowly braised i...",,https://www.tasteatlas.com/klopsiki/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,,,,
https://www.tasteatlas.com/zupa-pomidorowa,https://cdn.tasteatlas.com//Images/Dishes/9c79ba9a2b6c4f7d94e83a6932461783.jpg?mw=660,17,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Zupa pomidorowa,3.9,Best in   (Warsaw),Bar Bambino,https://www.tasteatlas.com/BarBambino,"This flavorful tomato soup is one of the classic dishes of traditional Polish cuisine. It is usually prepared with a combination of fresh tomatoes or tomato paste and various meat or vegetable broths. Often seasoned with fresh herbs and spices, th...",,https://www.tasteatlas.com/zupa-pomidorowa/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,,,
https://www.tasteatlas.com/zupa-grzybowa,https://cdn.tasteatlas.com//Images/Dishes/1424470bdd004caca8688e92a09f3f20.jpg?mw=660,18,Mushroom Soup,https://www.tasteatlas.com/mushroom-soups,Zupa grzybowa,4.4,Best in   (Szczecin),Radecki,https://www.tasteatlas.com/radecki,"These hearty mushroom soups appear in numerous adaptations throughout Poland. Although there is no universal recipe, most varieties are prepared with meat or vegetable stock and usually have an accentuated mushroom flavor, creamy texture, and ofte...",,https://www.tasteatlas.com/zupa-grzybowa/wheretoeat,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/vegetable-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f39ab112e428413d822ce2e6966c6f4d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,
https://www.tasteatlas.com/placki-ziemniaczane,https://cdn.tasteatlas.com//Images/Dishes/d31bd5094927424d9a25b37da3d81da5.jpg?mw=660,19,Pancake,https://www.tasteatlas.com/pancakes,Placki ziemniaczane,4.4,Best in   (Kraków),U Babci Maliny,https://www.tasteatlas.com/UBabciMaliny,"are the well-known potato pancakes, a common and straightforward dish enjoyed in all parts of Poland. The combination of grated potatoes and onions, incorporated with eggs and occasionally flour, form the base of the d...",Placki ziemniaczane,https://www.tasteatlas.com/placki-ziemniaczane/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/piernik,https://cdn.tasteatlas.com//Images/Dishes/7fd0fba7de664f9e88dd9b66cd7e510b.jpg?mw=660,20,Cake,https://www.tasteatlas.com/cakes,Piernik,4.2,,,,"Although it is known as a gingerbread, piernik is better described as a traditional Polish honey-spice cake that is mainly enjoyed as a popular Christmas treat. It appears in numerous varieties, but it usually consists of wheat or rye flour, honey...",,https://www.tasteatlas.com/piernik/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/torun,https://cdn.tasteatlas.com/images/emblems/14b10108edd14789b7277c6fef5c8403.png,Toruń,
https://www.tasteatlas.com/pasztet,https://cdn.tasteatlas.com//Images/Dishes/f6d19d8b72f8428aa44773eef31d9f86.jpg?mw=660,21,Pâté,https://www.tasteatlas.com/pates,Pasztet,4.0,Best in   (Kraków),Hawełka,https://www.tasteatlas.com/haweka,"Pasztet is a unique Polish dish that is traditionally served at special, festive occasions such as Christmas and Easter. It is characterized by its texture and flavor, and unlike other, spreadable pâtés, pasztet is more like a",ter...,https://www.tasteatlas.com/pasztet/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,,,,
https://www.tasteatlas.com/mizeria,https://cdn.tasteatlas.com//Images/Dishes/2609f2338b8e49fabb5710d611ef04e6.jpg?mw=660,22,Salad,https://www.tasteatlas.com/Salads,Mizeria,4.3,Best in   (Gdańsk),Bar Turystyczny,https://www.tasteatlas.com/BarTurystyczny,"Refreshing and easy to make, mizeria is one of the most famous Polish salads. It consists of thinly sliced cucumbers that are seasoned with salt and pepper, then mixed with creamy sour cream or yogurt. The essential part of mizeria is a handful of...",,https://www.tasteatlas.com/mizeria/wheretoeat,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,,,,,,,,,
