search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/snert,https://cdn.tasteatlas.com//Images/Dishes/a8279b464dbb41a6970a311e87a2e7df.jpg?mw=660,11,Soup,https://www.tasteatlas.com/Soups,Snert,3.7,Best in   (Amsterdam),Haesje Claes,https://www.tasteatlas.com/HaesjeClaes,"Snert is a traditional Dutch soup made with split peas, vegetables, and pork. Its texture is so thick that a spoon should be able to remain in an upright position when placed in the middle of the cooking pot, so snert is often made a day in advanc...",,READ MORE,https://www.tasteatlas.com/snert/wheretoeat,https://www.tasteatlas.com/split-peas,https://cdn.tasteatlas.com/images/ingredientgroups/0d5e2194becd43f987fa5d1e49c7160a.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,,,,
https://www.tasteatlas.com/suikerbrood,https://cdn.tasteatlas.com//Images/Dishes/2a25a4b016984488a089b850afc30b60.jpg?mw=660,12,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Suikerbrood,4.0,Best in   (Amsterdam),Greetje,https://www.tasteatlas.com/greetje,"Suikerbrood is a sweet, sticky Dutch bread that is traditionally prepared during the Easter festivities in the country. The dough is made with flour, yeast, and water, with large amounts of sugar added into it. The bread can be flavored with ingre...",,READ MORE,https://www.tasteatlas.com/suikerbrood/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/friesland,https://cdn.tasteatlas.com/images/emblems/36fdc676b3ae42ce81025fda13579971.png,Friesland,
https://www.tasteatlas.com/vlaai,https://cdn.tasteatlas.com//images/dishes/83c04fc20f404d10b2aaf9600c3af53e.jpg?mw=660,13,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Vlaai,4.0,Best in   (Maastricht),Bisschopsmolen,https://www.tasteatlas.com/Bisschopsmolen,Vlaai is a sweet pie originating from the province of Limburg. It consists of a yeast pie base and a filling of creamy custard which is topped with a crumbly topping. The pie has a rich history: it was first consumed by Germanic...,"streusel,",READ MORE,https://www.tasteatlas.com/vlaai/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/limburg,https://cdn.tasteatlas.com/images/emblems/c17587b71d0c40b7b19a2c208e2ccf6a.png,Limburg,
https://www.tasteatlas.com/space-cake,https://cdn.tasteatlas.com//images/dishes/490cb2f73f16444c96e19a9b9db693dc.jpg?mw=660,14,Cake,https://www.tasteatlas.com/cakes,Space Cake,3.3,Best in   (Amsterdam),Boerenjongens,https://www.tasteatlas.com/BoerenjongensAmsterdam,"ALTHOUGH THERE ARE CLAIMS THAT EATING SPACE CAKES CAN LEAD TO PSYCHOSIS OR PSYCHOSIS SYMPTOMS FOR SOME PEOPLE, THERE'S STILL NOT ENOUGH CONCLUSIVE SCIENTIFIC EVIDENCE TO SUPPORT THEM. Originating from Amsterdam, space cake is a notorious delicacy ...",,READ MORE,https://www.tasteatlas.com/space-cake/wheretoeat,https://www.tasteatlas.com/cannabis,https://cdn.tasteatlas.com/images/ingredientgroups/f767b44b40ba43898ed3bcc57375a5f3.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/amsterdam,https://cdn.tasteatlas.com/images/emblems/a8eed1e15e6041008fab711209ec2a30.png,Amsterdam,
https://www.tasteatlas.com/gehaktballen,https://cdn.tasteatlas.com//images/dishes/a94538b3619d408dacb3db4e1442494d.jpg?mw=660,15,Meatballs,https://www.tasteatlas.com/meatballs,Gehaktballen,4.1,,,,"Gehaktballen are the Dutch version of meatballs, characterized by their large size. The dish is typically associated with winter, as it is a classic representative of Dutch comfort food. These meatballs are usually made with a combination of groun...",,READ MORE,https://www.tasteatlas.com/gehaktballen/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,
https://www.tasteatlas.com/hutspot,https://cdn.tasteatlas.com//Images/Dishes/d613d091ea7c42d1927f97849b601dd5.jpg?mw=660,16,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Hutspot,3.6,Best in   (Amsterdam),Haesje Claes,https://www.tasteatlas.com/HaesjeClaes,"Hutspot is a traditional, colorful Dutch dish made with potatoes, carrots, and onions. Today, it is a popular dish to eat during the cold winter days, but originally, it was prepared (and still is) on the 3rd of October, as the city of Leiden cele...",,READ MORE,https://www.tasteatlas.com/hutspot/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/ontbijtkoek,https://cdn.tasteatlas.com//Images/Dishes/7b1753eb37414084a4796e2a1da6f18a.jpg?mw=660,17,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Ontbijtkoek,3.5,,,,"Ontbijtkoek is one of the staples of a traditional Dutch breakfast: a rye cake spiced with cinnamon, nutmeg, ginger, honey, pepper, and cloves. Although it is mostly consumed for breakfast, it is equally popular as a lunchtime treat or a midnight ...",,READ MORE,https://www.tasteatlas.com/ontbijtkoek/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/rijsttafel,https://cdn.tasteatlas.com//images/dishes/489a5d5682e540d9a87604f50f19c201.jpg?mw=660,18,Feast,https://www.tasteatlas.com/Feasts,Rijsttafel,,Best in   (Amsterdam),MAX Amsterdam,https://www.tasteatlas.com/max-amsterdam,"Rijsttafel is an elaborate Dutch meal that was developed during the colonial era. The Dutch were most likely inspired by an Indonesian dish called , as rijsttafel consists of rice and a variety of foods such as fish, chicken, c...",nasi padang,READ MORE,https://www.tasteatlas.com/rijsttafel/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/hachee,https://cdn.tasteatlas.com//Images/Dishes/137b32cde259423c9f442f2ea80389a9.jpg?mw=660,19,Stew,https://www.tasteatlas.com/Stews,Hachee,3.6,Best in   (Amsterdam),Moeders,https://www.tasteatlas.com/Moeders,"Hachee is a traditional Dutch stew consisting of beef, butter, onions, stock, and vinegar. It is typically seasoned with bay leaves, cloves, juniper berries, salt, and pepper. The stew is slowly simmered for a long time, resulting in tender meat a...",,READ MORE,https://www.tasteatlas.com/hachee/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,,,,
https://www.tasteatlas.com/tompouce,https://cdn.tasteatlas.com//images/dishes/4d1dc9ed63ab46429a66c509c180d2d9.jpg?mw=660,20,Cake,https://www.tasteatlas.com/cakes,Tompouce,4.1,Best in   (Culemborg),Banketbakkerij Verhallen,https://www.tasteatlas.com/banketbakkerij-verhallen,"Tompouce is a traditional Dutch pastry consisting of a thin puff pastry that is filled with cream and topped with a layer of smooth, pink icing. The dessert is usually prepared in a rectangular shape. Around King's Day in Amsterdam, the icing is t...",,READ MORE,https://www.tasteatlas.com/tompouce/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gerookte-paling,https://cdn.tasteatlas.com//Images/Dishes/9123115fb2cc4aea86bb8cb99965adfa.jpg?mw=660,21,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Gerookte paling,4.2,Best in   (Amsterdam),The Pantry,https://www.tasteatlas.com/ThePantry,"At just about every  (herring stand) or  (fish shop) in Amsterdam, one can buy the Dutch delicacy of smoked eel, known as . In the past, smoked eel was a staple in the country, but today...",haringhuis,READ MORE,https://www.tasteatlas.com/gerookte-paling/wheretoeat,https://www.tasteatlas.com/eels,https://cdn.tasteatlas.com/images/ingredientgroups/97750a0a685f41689d92c63e5dbd6725.png?h=120&w=120,,,,,,,,,,,,,,
https://www.tasteatlas.com/oliebol,https://cdn.tasteatlas.com//images/dishes/8de515167065427fbd4c136c96cba2aa.jpg?mw=660,22,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Oliebol,4.1,Best in   (Amsterdam),Hartog's Volkoren,https://www.tasteatlas.com/hartogs-volkoren,"Oliebol is a traditional Dutch and Belgian snack that can be literally translated as . The dough, which is deep-fried in hot oil, is made with flour, eggs, yeast, milk, and baking powder. The exterior is crunchy, while the interi...",oily ball,READ MORE,https://www.tasteatlas.com/oliebol/wheretoeat,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,
https://www.tasteatlas.com/boterkoek,https://cdn.tasteatlas.com//images/dishes/e8f30d32998a4def8a47da675056770f.jpg?mw=660,23,Cake,https://www.tasteatlas.com/cakes,Boterkoek,3.8,,,,"Boterkoek is a traditional Dutch cake made with a combination of butter, flour, sugar, eggs, and vanilla. If desired, almond extract, almond shavings, and lemon zest can be added to the ingredients for extra flavor. The sticky dough is simply brus...",,READ MORE,https://www.tasteatlas.com/boterkoek/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/appelflap,https://cdn.tasteatlas.com//Images/Dishes/8b800c2b66374d2a84ffd0ccb22bd6e9.jpg?mw=660,24,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Appelflap,3.9,Best in   (Amsterdam),Bertram & Brood,https://www.tasteatlas.com/BertramBrood,"A traditional, sweet Dutch pastry known as appelflap consists of pastry dough that is filled with apples, raisins, sugar, and cinnamon. The dessert is traditionally covered with sugar granules on top. It can be found throughout the country in nume...",,READ MORE,https://www.tasteatlas.com/appelflap/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/saucijzenbroodjes,https://cdn.tasteatlas.com//Images/Dishes/c4839a4837784b36b4a6637cb490a212.jpg?mw=660,25,Snack,https://www.tasteatlas.com/Snacks,Saucijzenbroodjes,3.6,Best in   (Amsterdam),Patisserie Holtkamp,https://www.tasteatlas.com/PatisserieHoltkamp,"Saucijzenbroodjes (sausage rolls) is a Dutch dish consisting of meat that is wrapped in puff pastry. It is a popular snack that can be found at numerous Dutch fast food joints, street stands, bakeries, and train stations. Although the name suggest...",,READ MORE,https://www.tasteatlas.com/saucijzenbroodjes/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/zeeuwse-bolus,https://cdn.tasteatlas.com//images/dishes/6ca0dd5ba6ea4f5595f01e7987f6ae47.jpg?mw=660,26,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Zeeuwse bolus,4.6,,,,"Zeeuwse bolus is a sweet Dutch pastry that is quite similar to the famous . Best consumed warm, the sticky, gooey, and tender bolussen consist of flour, milk, salt, sugar, yeast, and butter. They are traditionally flavored wi...",cinnamon roll,READ MORE,https://www.tasteatlas.com/zeeuwse-bolus/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/zeeland,https://cdn.tasteatlas.com/images/emblems/d11604ef0db349eb80a23f246e9d46c2.png,Zeeland,
https://www.tasteatlas.com/beschuit-met-muisjes,https://cdn.tasteatlas.com//images/dishes/547a0bed8b304f88bfdb943e75583956.jpg?mw=660,27,Snack,https://www.tasteatlas.com/Snacks,Beschuit met muisjes,3.3,,,,"Beschuit met muisjes is a traditional Dutch snack that is consumed when celebrating the arrival of a baby. It consists of  – a round, toasted, dry, and crunchy rusk that is smeared with either margarine or butter, then toppe...",beschuit,READ MORE,https://www.tasteatlas.com/beschuit-met-muisjes/wheretoeat,,,,,,,,,,,,,,,,
