search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location,score-text--na
https://www.tasteatlas.com/gurabija,https://cdn.tasteatlas.com//images/dishes/8662810a484342d8938090ce60b52cfa.jpg?mw=660,11,Cookie,https://www.tasteatlas.com/Cookies,Gurabija,,,,,"A classic Bosnian dessert, gurabija is a type of round, flat shortbread cookie that is usually made with flour, sugar, and oil. This sweet specialty is believed to have oriental origins, and it’s been an essential part of the culture, tradit...",https://www.tasteatlas.com/gurabija/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kalja,https://cdn.tasteatlas.com//images/dishes/7bbc28c9d3a04d8fa4d6a2d41d2ac032.jpg?mw=660,12,Stew,https://www.tasteatlas.com/Stews,Kalja,3.3,,,,"Kalja is an old peasant dish originating from Bosnia, but it's also popular in Serbia and the Lika area of Croatia as well. In the past, the dish was made with a combination of lamb or sheep meat and cabbage or any available vegetables. Nowadays, ...",https://www.tasteatlas.com/kalja/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,,
https://www.tasteatlas.com/kadaif,https://cdn.tasteatlas.com//Images/Dishes/ee104752ca5642aa97b710c44bb3f8b6.jpg?mw=660,13,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kadaif,3.7,Best in   (Sarajevo),Egipat,https://www.tasteatlas.com/egipat,"This Bosnian dessert couples shredded kadayıf dough and a rich nut filling, which usually consists of chopped walnuts. Though there are rolled varieties, kadaif is typically layered, with the nut filling placed between the two layers of butter-coa...",https://www.tasteatlas.com/kadaif/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/banjalucki-cevapi,https://cdn.tasteatlas.com//images/dishes/c56569c4fa6541dd9b600bdeda7c8d0f.jpg?mw=660,14,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Banjalučki ćevapi,4.6,Best in   (Banja Luka),Kod Muje,https://www.tasteatlas.com/kod-muje,"Although other varieties of ćevapi are made in individual pieces, banjalučki ćevapi differ from all others because they are prepared as a meat tile typically consisting of four ćevapi connected in a row. They are usually made just with ground beef...",https://www.tasteatlas.com/banjalucki-cevapi/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/somun,https://cdn.tasteatlas.com/images/dishes/db24b0e7f2c541f48b15f45a70b511b0.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,https://www.tasteatlas.com/banja-luka,Banja Luka,
https://www.tasteatlas.com/begova-corba,https://cdn.tasteatlas.com//Images/Dishes/e081f35fbe8b4a7ab23cbd582fef82de.jpg?mw=660,15,Chicken Soup,https://www.tasteatlas.com/chicken-soups,Begova čorba,3.7,Best in   (Sarajevo),Pod Lipom,https://www.tasteatlas.com/pod-lipom,"Begova čorba (lit. bey’s soup) is a Bosnian chicken soup that is traditionally served as a warm appetizer. The main ingredients are chicken and okra, which is said to act as an aphrodisiac, but the soup also includes various root vegetables ...",https://www.tasteatlas.com/begova-corba/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Okras,https://cdn.tasteatlas.com/images/ingredientgroups/3e3df0ccbd2442e19dbf2177d5c5c616.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,
https://www.tasteatlas.com/popara-bih,https://cdn.tasteatlas.com//images/dishes/f23708baab114fa2ac02f5b11fb59570.jpg?mw=660,16,Breakfast,https://www.tasteatlas.com/Breakfast,Popara,3.3,,,,"Popara, the Balkan version of bread mash, is an ancient dish that has been greatly appreciated as a quick and easy solution to use up leftover bread and to feed the whole family in the process. Since it is eaten in many countries across the region...",https://www.tasteatlas.com/popara-bih/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,
https://www.tasteatlas.com/kvrgusa,https://cdn.tasteatlas.com//images/dishes/5a15e12d406f454298975352a910e65b.jpg?mw=660,17,Savory Pie,https://www.tasteatlas.com/savory-pies,Kvrguša,4.4,,,,"Kvrguša is a traditional Bosnian specialty consisting of a layer of dough and chicken pieces. The dish is mainly associated with Bosanska Krajina and Kozarac, but it is also commonly prepared and enjoyed in other regions. The base of kvrgu&...",https://www.tasteatlas.com/kvrgusa/wheretoeat,,,,,,,,,,,,,,https://www.tasteatlas.com/kozarac,Kozarac,
https://www.tasteatlas.com/sarma-bih,https://cdn.tasteatlas.com//images/dishes/abbef07b6054405a8b2305db7beca93e.jpg?mw=660,18,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Sarma,4.4,Best in   (Sarajevo),Aščinica ASDŽ,https://www.tasteatlas.com/ascinica-asdz,"One of the staples of traditional Turkish cuisine, sarma consists of a filling that is snugly surrounded by leaves or leafy vegetables. There are numerous versions of this dish but the mixture typically combines ingredients such as minced meat, ri...",https://www.tasteatlas.com/sarma-bih/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/chard,https://cdn.tasteatlas.com/images/ingredientgroups/189e8669841a4f9c9c56f5b8498cbcd1.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,,,,
https://www.tasteatlas.com/travnicki-cevapi,https://cdn.tasteatlas.com//images/dishes/c898da2d39e9421e9e8acf9a03bc0a4a.jpg?mw=660,19,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Travnički ćevapi,4.6,Best in   (Travnik),Ćevabdžinica Hari,https://www.tasteatlas.com/cevabdzinica-hari,"This ćevapi variety is made in the city of Travnik in Bosnia and Herzegovina. The ćevapi are made with a combination of beef, veal, mutton, and lamb, with the addition of salt, pepper, and a bit of baking soda. When grilled, the meat is often brus...",https://www.tasteatlas.com/travnicki-cevapi/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/baking-soda,https://cdn.tasteatlas.com/images/ingredientgroups/eed7d6a3369340d6a1c6218e16f6cbe4.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,https://www.tasteatlas.com/travnik,Travnik,
https://www.tasteatlas.com/tuzlanski-cevapi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,20,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Tuzlanski ćevapi,4.5,Best in   (Tuzla),Restaurant Limenka,https://www.tasteatlas.com/restaurant-limenka,"This variety of ćevapi comes from Tuzla. The small meat logs are usually made with a combination of ground mutton, beef, and lamb (usually in a ratio of 2:1:1), although some places prepare them only with beef. The meat is mixed by hand and season...",https://www.tasteatlas.com/tuzlanski-cevapi/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/lepinja,https://cdn.tasteatlas.com/images/dishes/89c279489eef4c5e8f4fa17978f81460.png?h=120&w=120,,https://www.tasteatlas.com/tuzla,Tuzla,
https://www.tasteatlas.com/sirnica,https://cdn.tasteatlas.com//images/dishes/dbcd1d1c9cb844428e51331b5be14157.jpg?mw=660,21,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Sirnica,3.9,,,,"Sirnica is a savory Bosnian pie consisting of phyllo dough that is filled with a combination of fresh cow cheese, sour cream, and eggs. Thin sheets of dough, locally known as , are spread with the cheese mixture and the whole pie is ...",https://www.tasteatlas.com/sirnica/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/white-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/5ec7d5e7a1c44fa9b25bcef37eeb02aa.png?h=120&w=120,https://www.tasteatlas.com/cheese-curd,https://cdn.tasteatlas.com/images/ingredientgroups/1bd2188b9ce448ef99e32e5f4475ee2d.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/feta,https://cdn.tasteatlas.com/images/dishes/b6119c63563e4b2498614cd594494c86.png?h=120&w=120,jufka,,,
https://www.tasteatlas.com/ruzice,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,22,Dessert,https://www.tasteatlas.com/Desserts,Ružice,3.5,,,,"Ružice or  is a Bosnian baklava variety made with yufka sheets that are filled with ground walnuts, melted butter, and raisins, if desired. The concoction is rolled, then cut into smaller pieces which are subsequently placed in th...",https://www.tasteatlas.com/ruzice/wheretoeat,https://www.tasteatlas.com/yufka,https://cdn.tasteatlas.com/images/dishes/cf0c06b36b2243c09a08c36a973680a3.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,đul-pita,,,
https://www.tasteatlas.com/kljukusa,https://cdn.tasteatlas.com//images/dishes/d71a056219fd40e6ac76e888515610ce.jpg?mw=660,23,Savory Pie,https://www.tasteatlas.com/savory-pies,Kljukuša,4.4,,,,"Kljukuša is a traditional Bosnian dish dating back to the Ottoman Empire. In its basic form, this pie-like dish is made merely with flour, salt, and water, while the additions often include grated potatoes and eggs, as well as garlic, oil, ...",https://www.tasteatlas.com/kljukusa/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/krompirusa,https://cdn.tasteatlas.com//images/dishes/8dabc4a843aa4e49815def46e63d148a.jpg?mw=660,24,Savory Pie,https://www.tasteatlas.com/savory-pies,Krompiruša,4.5,,,,"This variety of traditional Bosnian pie () employs potatoes as the star ingredient. The pie is prepared with thin sheets of phyllo dough, known as , and a filling that combines diced potatoes, seasonings, and (optionally...",https://www.tasteatlas.com/krompirusa/wheretoeat,,,,,,,,,,,,,pita,,,
https://www.tasteatlas.com/ruske-kape,https://cdn.tasteatlas.com//images/dishes/4bb1104cd88d47e594496982fd6edce8.jpg?mw=660,25,Dessert,https://www.tasteatlas.com/Desserts,Ruske kape,4.5,,,,"Ruske kape or  is a dessert that is especially popular in Balkan countries such as Bosnia, Serbia, and Croatia. The base is made with eggs, sugar, flour, and baking powder. It is traditionally filled with vanilla custard, c...",https://www.tasteatlas.com/ruske-kape/wheretoeat,,,,,,,,,,,,,šubarice,,,
https://www.tasteatlas.com/sutlijas,https://cdn.tasteatlas.com//Images/Dishes/364dad126dfa4953aebc4b6aa386d354.jpg?mw=660,26,Pudding,https://www.tasteatlas.com/puddings,Sutlijaš,4.0,,,,"Sutlijaš is a popular Bosnian treat consisting of only three main ingredients: rice, milk, and sugar cooked together in the same pot. This flavorful rice pudding is very similar to the Turkish , which has been bro...",https://www.tasteatlas.com/sutlijas/wheretoeat,,,,,,,,,,,,,sütlaç,,,
