search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/shawarma-israel,https://cdn.tasteatlas.com//images/dishes/a2a68bb8904548639a51bbb609c50821.jpg?mw=660,11,Street Food,https://www.tasteatlas.com/Street-food,Shawarma,4.4,Best in   (Tel Aviv),HaKosem,https://www.tasteatlas.com/FalafelHakosem,"Marinated and spit-roasted, shawarma is a delicious Middle Eastern meat treat whose origins can be traced back to the Ottoman Empire era, while its name stems from the Arabic pronunciation of the Turkish word  (lit. to turn;...",https://www.tasteatlas.com/shawarma-israel/wheretoeat,https://www.tasteatlas.com/lavash,https://cdn.tasteatlas.com/images/dishes/16f3181148e84a6c96e601e9fb65d813.png?h=120&w=120,https://www.tasteatlas.com/pita-bread,https://cdn.tasteatlas.com/images/dishes/02d2664de25145a580f02a75b76f2728.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Vegetables,çevirme,
https://www.tasteatlas.com/israeli-breakfast,https://cdn.tasteatlas.com//Images/Dishes/4a89b18de68c42c2b3093ad5b581ac22.jpg?mw=660,12,Breakfast,https://www.tasteatlas.com/Breakfast,Israeli Breakfast,4.1,Best in   (Tel Aviv),Manta Ray,https://www.tasteatlas.com/manta-ray,"Israeli breakfast consists of numerous ingredients such as yogurt, cheese, salads, omelets, peppers, flatbreads, fish, olives, fresh juices, dips, and butter. This breakfast style originated on the kibbutz collective farm, where a hefty breakfast ...",https://www.tasteatlas.com/israeli-breakfast/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/mandel-bread,https://cdn.tasteatlas.com//images/dishes/ac82e271c0254096b941354da1a9c098.jpg?mw=660,13,Cookie,https://www.tasteatlas.com/Cookies,Mandelbrot,,,,,"Translated as almond bread, these twice-baked cookies are typically prepared with a simple shortbread dough that incorporates eggs, flour, and whole, toasted almonds. The origin of mandelbrot is shrouded in mystery. What is certain is that they fi...",https://www.tasteatlas.com/mandel-bread/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tahini-cookie,https://cdn.tasteatlas.com//Images/Dishes/43d3437bd11a4de8bf147e64d2198bef.jpg?mw=660,14,Cookie,https://www.tasteatlas.com/Cookies,Tahini Cookie,,Best in   (Mitzpe Ramon),Hadasaar,https://www.tasteatlas.com/hadasaar,"Crunchy and only slightly sweet, tahini cookies are a Middle Eastern treat made with tahini sesame paste, sugar, butter, and flour. The cookies are often topped with either pine nuts, sesame seeds, or almonds. It is recommended to pair them with a...",https://www.tasteatlas.com/tahini-cookie/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sufganiyah,https://cdn.tasteatlas.com//Images/Dishes/b7f7d296dbfa47499e09f7ea5952e2fd.jpg?mw=660,15,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Sufganiyah,4.2,Best in   (Tel Aviv),Roladin,https://www.tasteatlas.com/roladin,"The hole-less, jelly-filled sufganiyah is a descendant of the German , which was imported to Israel by German Jews who fled the Nazi regime, although some sources claim that sufganiyah appeared much earlier, in the 1920s. Tradition...",https://www.tasteatlas.com/sufganiyah/wheretoeat,,,,,,,,,,,,krapfen,
https://www.tasteatlas.com/taboon,https://cdn.tasteatlas.com//images/dishes/bf646d28bf6146a68c20e7d323323936.jpg?mw=660,16,Flatbread,https://www.tasteatlas.com/Flatbreads,Taboon,,,,,"Taboon is a Middle Eastern flatbread that is traditionally baked in a clay oven, giving the bread its characteristical bubbly shape. It consists of flour, water, yeast, and sugar. The bread is commonly sold on the streets, stuffed with falafel, sh...",https://www.tasteatlas.com/taboon/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/shakshouka-israel,https://cdn.tasteatlas.com//Images/Dishes/16db5759e81b4166a0eb8bccaa211e6a.jpg?mw=660,17,Egg Dish,https://www.tasteatlas.com/egg-dishes,Shakshouka,4.2,Best in   (Tel Aviv),Dr. Shakshuka,https://www.tasteatlas.com/DrShakshuka,"Shakshouka is a delicious combination of eggs poached in a spicy tomato sauce. Although it has an unusual name, the dish is straightforward and easy to make. It is usually made in a skillet in which onions, tomatoes, and spices are cooked until th...",https://www.tasteatlas.com/shakshouka-israel/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/paprika,,
https://www.tasteatlas.com/kreplach,https://cdn.tasteatlas.com//images/dishes/ed94d1e36816473b8fe7a90191366dee.jpg?mw=660,18,Dumplings,https://www.tasteatlas.com/Dumplings,Kreplach,,,,,"Kreplach are traditional Jewish dumplings that originated in Eastern Europe as , fried pastries stuffed with meat. Over the years, the dish changed, and the dish became known as  (plural: kreplach) in the Yiddish comm...",https://www.tasteatlas.com/kreplach/wheretoeat,,,,,,,,,,,,krepish,n/a
https://www.tasteatlas.com/malawach,https://cdn.tasteatlas.com//images/dishes/1465ea4dbbd6457d8a29bd606831a97b.jpg?mw=660,19,Flatbread,https://www.tasteatlas.com/Flatbreads,Malawach,,Best in   (Tel Aviv),Saluf & Sons,https://www.tasteatlas.com/saluf--sons,"Malawach is a traditional layered and folded bread that is especially popular in Israel and Yemen. Visually reminiscent of a pancake, the bread is made with flour, water, salt, and ghee. Once baked, it is often sprinkled with black sesame seeds. T...",https://www.tasteatlas.com/malawach/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kunafah-israel,https://cdn.tasteatlas.com//Images/Dishes/fea42741c0934a0494256d70187f0803.jpg?mw=660,20,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kunāfah,4.4,Best in   (Jerusalem),Al Aqsa,https://www.tasteatlas.com/al-aqsa,"Kunāfah consists of two crunchy layers of shredded and buttered  or  dough, filled with a luscious cheese cream that's often flavored with orange zest and cardamom, then drenched in a sugar syrup infused with lemon ju...",https://www.tasteatlas.com/kunafah-israel/wheretoeat,https://www.tasteatlas.com/akkawi,https://cdn.tasteatlas.com/images/dishes/09a76a10b5d44cffa5e62e170de95cf9.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/Almonds,kataifi,
https://www.tasteatlas.com/labneh-israel,https://cdn.tasteatlas.com//Images/Dishes/86b988cf271f48ea8c19d0a352e5a635.jpg?mw=660,21,Dip,https://www.tasteatlas.com/dips,Labneh,4.2,,,,Creamy texture and mild flavor are the main attributes of labneh; a traditional Middle Eastern strained yogurt that is prepared with yogurt and salt. No strict guidelines are used to produce it; plain full-fat yogurt is mixed with salt and left to...,https://www.tasteatlas.com/labneh-israel/wheretoeat,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/charoset,https://cdn.tasteatlas.com//Images/Dishes/eaa1296247134f0589f6165279107bc5.jpg?mw=660,22,Dip,https://www.tasteatlas.com/dips,Charoset,,,,,"Traditionally eaten in remembrance of the enslaved Jews in Ancient Egypt as one of the symbolic foods at the Passover Seder Plate, the fruit and nut paste known as charoset is used either as a relish for dipping or as a spread to be eaten with Jew...",https://www.tasteatlas.com/charoset/wheretoeat,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Red-wine,https://cdn.tasteatlas.com/images/ingredientgroups/b0e181d5d7e04d8181ad334840bec250.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/bourekas,https://cdn.tasteatlas.com//images/dishes/e75cdd476e3a483c8e1d72d21a3ba21f.jpg?mw=660,23,Pastry,https://www.tasteatlas.com/pastry,Bourekas,,,,,"Bourekas is a traditional Israeli pastry of Sephardi Jewish origin. There are many versions of bourekas, made with bourekas dough, phyllo dough, puff pastry, or brik pastry, filled with cheese (feta or kashkaval), spinach, mushrooms, mashed potato...",https://www.tasteatlas.com/bourekas/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/jerusalem-mixed-grill,https://cdn.tasteatlas.com//images/dishes/0ae7109af45847eb97b3f5ceb56bfe98.jpg?mw=660,24,Sandwich,https://www.tasteatlas.com/sandwiches,Jerusalem Mixed Grill,,,,,"Jerusalem mixed grill is a traditional dish originating from Jerusalem. It typically consists of grilled chicken hearts, liver, and spleen combined with ground lamb (or lamb fat) and onions, seasoned with turmeric, garlic, black pepper, cumin, cil...",https://www.tasteatlas.com/jerusalem-mixed-grill/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kichel,https://cdn.tasteatlas.com//images/dishes/086cea822b8a4abbb029b46b4ad68906.jpg?mw=660,25,Cookie,https://www.tasteatlas.com/Cookies,Kichel,,,,,"As a result of the preparation method, kichel cookies are light and airy, which earned them the nickname of . The ingredient list is short and simple; eggs, flour, sugar, salt, oil, and sometimes baking powder. Although sweet, the...",https://www.tasteatlas.com/kichel/wheretoeat,,,,,,,,,,,,nothings,n/a
https://www.tasteatlas.com/matzah-brei,https://cdn.tasteatlas.com//images/dishes/ecbd6d54ad6947448a6756711e7157e6.jpg?mw=660,26,Egg Dish,https://www.tasteatlas.com/egg-dishes,Matzah brei,,,,,"Matzah brei or matzo brei is a traditional Jewish dish. It's made with a combination of matzo flatbread and eggs. Both are fried together, then served an eaten for breakfast during Passover. The matzo is torn into pieces, often softened with milk ...",https://www.tasteatlas.com/matzah-brei/wheretoeat,https://www.tasteatlas.com/matzo,https://cdn.tasteatlas.com/images/dishes/e2efa3c0434e4fbcbefd0bcbbced8134.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/hamantash,https://cdn.tasteatlas.com//images/dishes/485c56f8048849ef8860dcca8858e0e6.jpg?mw=660,27,Cookie,https://www.tasteatlas.com/Cookies,Hamantash,,,,,"Hamantashen are traditional cookies with Ashkenazi Jewish origins. The cookies are filled with ingredients such as poppy seeds, apricots, raisins, lekvar prune jam, nuts, dates, raspberries, apples, cherries, figs, chocolate, or halva, and they're...",https://www.tasteatlas.com/hamantash/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bagel-toast,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,28,Sandwich,https://www.tasteatlas.com/sandwiches,Bagel Toast,,,,,"Bagel toast is a traditional way of eating sandwiches in Israel. It's made by pressing and toasting a fluffy, sesame seed-covered bagel that's split and filled with cheese and vegetables. The sandwich is usually made on a panini press or a toaster...",https://www.tasteatlas.com/bagel-toast/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/yerushalmi-kugel,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,29,Casserole,https://www.tasteatlas.com/casserole,Yerushalmi Kugel,,,,,"Yerushalmi kugel is a savory casserole made with thin cooked noodles that are coated in caramelized sugar. After it is mixed with eggs, olive oil, pepper, and salt, the combination is placed in a pan and then baked until firm. The dish first appea...",https://www.tasteatlas.com/yerushalmi-kugel/wheretoeat,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/jachnun-israel,https://cdn.tasteatlas.com//images/dishes/191d106d925b45d28c8d3d638eb743ba.jpg?mw=660,30,Pastry,https://www.tasteatlas.com/pastry,Jachnun,,,,,Jachnun is a traditional Yemenite Jewish pastry or flatbread (or something in-between) of Adeni Jewish origin. The Yemenite Jewish immigrants have also popularized the dish in Israel. It's traditionally served for breakfast on Shabbat morning. The...,https://www.tasteatlas.com/jachnun-israel/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/haminados,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,31,Egg Dish,https://www.tasteatlas.com/egg-dishes,Haminados,,,,,"Haminados or chaminados is a traditional Sephardi Jewish dish that's popular in Israel. It consists of whole eggs in their shells which are placed on top of a Shabbat stew in order to be braised for a long time, usually overnight. As a result, the...",https://www.tasteatlas.com/haminados/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,,,,,,,,n/a
https://www.tasteatlas.com/ziva,https://cdn.tasteatlas.com//images/dishes/b743ba954ae84c37b1581641e6cd7b4f.jpg?mw=660,32,Snack,https://www.tasteatlas.com/Snacks,Ziva,,,,,,https://www.tasteatlas.com/ziva/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/salatim,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,33,Assorted Small Dishes or Ritual,https://www.tasteatlas.com/small-dishes,Salatim,,,,,"Salatim is a traditional Israeli term that denotes a huge variety of salads, dips, spreads, and slaws that are served at home before a big meal, or in restaurants that specialize in grilled meat dishes. The assorted bowls might contain",https://www.tasteatlas.com/salatim/wheretoeat,,,,,,,,,,,,matbuch...,n/a
https://www.tasteatlas.com/sigariyot,https://cdn.tasteatlas.com//images/dishes/1641b24e6be341e383248c9756e5d952.jpg?mw=660,34,Appetizer,https://www.tasteatlas.com/Appetizers,sigariyot,,,,,"Moroccan cigars or  is a traditional dish originating from Morocco, but it's especially popular in Israel. The dish consists of phyllo pastry that's filled with ground lamb (or beef), onions, garlic, and a variety of spices such as...",https://www.tasteatlas.com/sigariyot/wheretoeat,https://www.tasteatlas.com/Flour,,https://www.tasteatlas.com/corn-starch,,https://www.tasteatlas.com/Olive-oil,,https://www.tasteatlas.com/white-wine-vinegars,,https://www.tasteatlas.com/Beef,,https://www.tasteatlas.com/Tomatoes,sigarim,n/a
