search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/khao-niao-mamuang,https://cdn.tasteatlas.com//images/dishes/affbfbd16972411ebba5219d12a3c793.jpg?mw=660,11,Pudding,https://www.tasteatlas.com/puddings,Khao niao mamuang,4.3,Best in   (Bangkok),Mae Varee,https://www.tasteatlas.com/mae-varee,"This traditional Thai rice pudding is a favorite way to finish any Thai meal. The dish is prepared with glutinous rice that is first steamed, then doused in sweetened coconut milk. Lastly, the rice is served sided with slices of fresh mango. This ...",,READ MORE,https://www.tasteatlas.com/khao-niao-mamuang/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/phanaeng-curry,https://cdn.tasteatlas.com//Images/Dishes/fe7489959eb04196b52925b11480137e.jpg?mw=660,12,Stew,https://www.tasteatlas.com/Stews,Phanaeng Curry,4.7,Best in   (Phuket),Baan Rim Pa Patong,https://www.tasteatlas.com/BaanRimPaPatong,"Phanaeng curry is a variety of Thai curry that is characterized by its thick texture and a salty-sweet peanut flavor. It consists of meat that is stewed with dried chilis, kaffir lime leaves, coconut milk, cilantro, cumin, garlic, lemongrass, shal...",,READ MORE,https://www.tasteatlas.com/phanaeng-curry/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Duck,https://cdn.tasteatlas.com/images/ingredientgroups/0a14c8f14ae348468a1f8f23c4738bef.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/lemongrass,https://cdn.tasteatlas.com/images/ingredientgroups/af3b6147b513480cb4545ac1e19d36d0.png?h=120&w=120,https://www.tasteatlas.com/kaffir-lime-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ae123787cd1f49d997c0da65441cbdca.png?h=120&w=120,,,
https://www.tasteatlas.com/ruam-mit,https://cdn.tasteatlas.com//Images/Dishes/ca7b4d0fbfe346fca8b05a83e5fb7cd8.jpg?mw=660,13,Dessert,https://www.tasteatlas.com/Desserts,Ruam mit,4.3,Best in   (Chiang Mai),Ton Lam Yai Market,https://www.tasteatlas.com/ton-lam-yai-market,"Ruam mit is a popular Thai dessert made with ingredients such as coconut milk, sugar, tapioca pearls, corn, lotus root, sweet potatoes, beans, and jackfruit. Each bowl typically includes starchy noodles that are flavored and colored with various i...",,READ MORE,https://www.tasteatlas.com/ruam-mit/wheretoeat,https://www.tasteatlas.com/tapioca-flours,https://cdn.tasteatlas.com/images/ingredientgroups/b1f9dcecd574450fa45b4f38416b38f1.png?h=120&w=120,https://www.tasteatlas.com/Taro,https://cdn.tasteatlas.com/images/ingredientgroups/923d96d0e346444e94bf92dac49f06a9.png?h=120&w=120,https://www.tasteatlas.com/Sweet-potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/79d9c7e3ce1c4d81b1c725b1336df5f9.png?h=120&w=120,https://www.tasteatlas.com/pandan-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ad18e8abd49441ec8e4640aeedc1b54c.png?h=120&w=120,https://www.tasteatlas.com/Water-chestnuts,https://cdn.tasteatlas.com/images/ingredientgroups/c4d93907815446f194ff64a8ee423690.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,
https://www.tasteatlas.com/khao-soi,https://cdn.tasteatlas.com//Images/Dishes/e3f26dc25407497dba553b55442a790f.jpg?mw=660,14,Soup,https://www.tasteatlas.com/Soups,Khao soi,4.5,Best in   (Chiang Mai),Khao Soi Khun Yai,https://www.tasteatlas.com/KhaoSoiKhunYai,"A signature dish of Northern Thailand, khao soi is a delicious coconut soup in which numerous regional influences were combined to create a truly spectacular dish. The base of the soup is a slightly spicy broth which combines coconut milk and red ...",,READ MORE,https://www.tasteatlas.com/khao-soi/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/coconut-milk,https://cdn.tasteatlas.com/images/ingredientgroups/9e4011ca64234cd0970eaa28d844f4b1.png?h=120&w=120,https://www.tasteatlas.com/lemongrass,https://cdn.tasteatlas.com/images/ingredientgroups/af3b6147b513480cb4545ac1e19d36d0.png?h=120&w=120,https://www.tasteatlas.com/northern-thailand,Northern Thailand,
https://www.tasteatlas.com/currypaste,https://cdn.tasteatlas.com//images/dishes/b0b39d16bac14bb3848addbaff0ad464.jpg?mw=660,15,Sauce,https://www.tasteatlas.com/Sauces,Curry Paste,4.7,,,,"Gaeng is a Thai word for the world-famous Thai curry paste, either yellow, red, or green in color, sorted by the order of spiciness where yellow curry is slightly spicy and green curry is the spiciest. Yellow curry consists of coconut milk as its ...",,READ MORE,https://www.tasteatlas.com/currypaste/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khao-lam,https://cdn.tasteatlas.com//Images/Dishes/2b37f6e241374dd0b219321637d351a5.jpg?mw=660,16,Dessert,https://www.tasteatlas.com/Desserts,Khao lam,4.6,,,,"Khao lam or  is a unique Thai dessert consisting of sweet sticky rice, either white or red, steamed in bamboo tubes. The simplest, original version included only rice mixed with water and salt, but more elaborate interpretations now...",kralan,READ MORE,https://www.tasteatlas.com/khao-lam/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/mi-krop,https://cdn.tasteatlas.com//images/dishes/e396a8d718554d568eeec4e26a945785.jpg?mw=660,17,Noodle Dish,https://www.tasteatlas.com/Noodles,Mee krob,4.7,Best in   (Bangkok),Mee Krob Jeen Lee,https://www.tasteatlas.com/mee-krob-jeen-lee,"A perfect blend of texture and authentic Thai flavors, mee krob or  is a dish that consists of crispy fried rice vermicelli noodles which are covered with a sweet and sour sauce made with lime juice, Thai fish sauce, tomato paste, ...",mi krop,READ MORE,https://www.tasteatlas.com/mi-krop/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khao-mok-gai,https://cdn.tasteatlas.com//images/dishes/ef680819d36a49d7a74d275ff339aea2.jpg?mw=660,18,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Khao mok gai,4.6,Best in   (Bangkok),Asheeyah Roddee,https://www.tasteatlas.com/asheeyah-roddee,"Traditionally prepared and eaten mostly by the Muslim-Thai, khao mok gai (chicken burried in rice) is a Halal dish that was introduced to Thailand by Persian merchants centuries ago. In fact, the dish is the Thai version of chicken biryani and was...",,READ MORE,https://www.tasteatlas.com/khao-mok-gai/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/curry-powders,https://cdn.tasteatlas.com/images/ingredientgroups/09b56b89a52c4d2191a3f0396ca9a473.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/cardamom,https://cdn.tasteatlas.com/images/ingredientgroups/ebbde091cf4445a5ac10df8a51b7c894.png?h=120&w=120,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,,,
https://www.tasteatlas.com/khao-tom,https://cdn.tasteatlas.com//images/dishes/cb24a7ad48e544d9a0968ba579d8e6b9.jpg?mw=660,19,Soup,https://www.tasteatlas.com/Soups,Khao tom,4.5,Best in   (Bangkok),Siang Ki Khao Tom Pla,https://www.tasteatlas.com/siang-ki-khao-tom-pla,"Khao tom is a variety of rice soup from Thailand that combines rice with a flavor-packed broth of herbs and vegetables. The rice is usually cooked, then added to the broth containing shallots, lemongrass, galangal or ginger, and garlic. The combin...",,READ MORE,https://www.tasteatlas.com/khao-tom/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khao-phat,https://cdn.tasteatlas.com//images/dishes/29799fb95dcd473d8100bfa526a4a148.jpg?mw=660,20,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Khao phat,4.5,Best in   (Bangkok),Sornthong,https://www.tasteatlas.com/Sornthong,"Khao phat is a simple Thai dish of stir-fried rice with vegetables that is traditionally prepared with jasmine rice, unlike the Chinese version which calls for plain white rice. Cooked jasmine rice is typically stir-fried with ingredients such as ...",,READ MORE,https://www.tasteatlas.com/khao-phat/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/khao-ka-mu,https://cdn.tasteatlas.com//images/dishes/e3624dc5d087442db14c45bc19119801.jpg?mw=660,21,Pork Dish,https://www.tasteatlas.com/pork-dishes,Khao kha mu,4.4,Best in   (Chiang Mai),Khao Kha Moo Chang Phueak,https://www.tasteatlas.com/khao-kha-moo-chang-phueak,"Khao kha mu is a Thai dish which consists of braised pork leg served over rice, complemented with a variety of side dishes and flavorful condiments. The leg is shortly seared and then braised in a flavorful broth which is usually spiced with anise...",,READ MORE,https://www.tasteatlas.com/khao-ka-mu/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Broccoli,https://cdn.tasteatlas.com/images/ingredientgroups/c2c817f763b84582b82614e8838c1b46.png?h=120&w=120,https://www.tasteatlas.com/bird's-eye-chili,https://cdn.tasteatlas.com/images/ingredientgroups/4620219ecaba4005b20188e567a64cf0.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/star-anises,https://cdn.tasteatlas.com/images/ingredientgroups/4b484164b7d34a489be78cea8d98149f.png?h=120&w=120,,,
https://www.tasteatlas.com/phat-kaphrao,https://cdn.tasteatlas.com//images/dishes/ac07712d9bcc40bbb2deb4a2038b2733.jpg?mw=660,22,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Phat kaphrao,4.6,Best in   (Bangkok),Raan Jay Fai,https://www.tasteatlas.com/RaanJayFai,"This traditional Thai stir-fry combines minced meat or seafood with holy basil and various other ingredients such as shallots, garlic, and chili peppers. The dish is flavored with soy sauce, sugar, and fish sauce, and typically comes served with r...",,READ MORE,https://www.tasteatlas.com/phat-kaphrao/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/pla-thot,https://cdn.tasteatlas.com//images/dishes/612c85ef75764e8595126efa53843154.jpg?mw=660,23,Fish Dish,https://www.tasteatlas.com/Fish-dishes,Pla thot,4.3,,,,"Pla thot, meaning  or  in Thai, is a fish specialty that is made by frying fish to crispy perfection, both inside and out. The fish is often fried in its entirety with head, fins, bones, skin, and tai...",deep-fried fish,READ MORE,https://www.tasteatlas.com/pla-thot/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kuai-tiao-ruea,https://cdn.tasteatlas.com//images/dishes/c498c608efc243a3ba8aa68e109aea01.jpg?mw=660,24,Noodle Dish,https://www.tasteatlas.com/Noodles,Kuai-tiao ruea,4.7,,,,"Roughly translated as , this Thai dish was initially sold from boats that navigated through Bangkok canals. The base is made with different types of noodles that are doused in a flavorsome beef broth, while the toppings us...",boat noodle soup,READ MORE,https://www.tasteatlas.com/kuai-tiao-ruea/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/central-thailand,Central Thailand,
