search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,item-location src,score-text--na
https://www.tasteatlas.com/burrito-california,https://cdn.tasteatlas.com//images/dishes/f4291f3e82f84c33a5997f801e8fb24f.jpg?mw=660,11,Wrap,https://www.tasteatlas.com/wraps,Burrito,4.1,Best in   (San Francisco),La Taqueria,https://www.tasteatlas.com/LaTaqueria,"Burrito is a dish consisting of a wheat flour tortilla that is wrapped in such a way that it is possible to fully enclose the flavorful filling on the interior. The filling consists of a combination of various ingredients such as meat, beans, rice...",,READ MORE,https://www.tasteatlas.com/burrito-california/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/california,California,https://cdn.tasteatlas.com/Images/Emblems/2d340b00812644ddafe5abf7ab819c10.png,
https://www.tasteatlas.com/sundae,https://cdn.tasteatlas.com//Images/Dishes/39d1a4212e7f49ecbb94c4d336cc770b.jpg?mw=660,12,Ice Cream,https://www.tasteatlas.com/ice-creams,Sundae,3.9,Best in   (Scottsdale),Sweet Republic,https://www.tasteatlas.com/SweetRepublic,"Along with , sundae is one of the most served ice cream-based desserts in the United States of America. A sundae is ice cream topped with a sauce or syrup, typically served in a bowl. The most popular varieties of sundae are c...",Banana Split,READ MORE,https://www.tasteatlas.com/sundae/wheretoeat,https://www.tasteatlas.com/gelato-alla-vaniglia,https://cdn.tasteatlas.com/images/dishes/f0b3acdbc9ff4113a07066f1107b7dd7.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Cherries,https://cdn.tasteatlas.com/images/ingredientgroups/0411ae75867b42a0b65c39cc5a44e7ee.png?h=120&w=120,https://www.tasteatlas.com/kirschwasser,https://cdn.tasteatlas.com/images/dishes/c518d64cb7de43e09818a450fe74ff33.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,,,,
https://www.tasteatlas.com/toll-house-chocolate-chip-cookies,https://cdn.tasteatlas.com//images/dishes/99c88d81724442cd96126b8cc74eefd5.jpg?mw=660,13,Cookie,https://www.tasteatlas.com/Cookies,Chocolate Chip Cookie,4.2,Best in   (Manhattan),Levain Bakery,https://www.tasteatlas.com/LevainBakery,"Usually accompanied by a glass of milk or a cup of hot tea or coffee, chocolate chip cookies are well balanced between salty and sweet in flavor, tenderly chewy in texture, and filled with small melting chocolate pyramids, bringing a generation of...",,READ MORE,https://www.tasteatlas.com/toll-house-chocolate-chip-cookies/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/whitman,Whitman,,
https://www.tasteatlas.com/fajitas,https://cdn.tasteatlas.com//images/dishes/950cac1a6e1f4e6682ce70788c279910.jpg?mw=660,14,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Fajitas,4.0,Best in   (Houston),The Original Ninfa’s on Navigation,https://www.tasteatlas.com/TheOriginalNinfasOnNavigation,"Fajitas is a popular Tex-Mex dish made from marinated, grilled skirt steak that is served in a wheat flour tortilla. The earliest printed mention of the word fajita referring to food appeared in 1975, and ten years later it had become one of the m...",,READ MORE,https://www.tasteatlas.com/fajitas/wheretoeat,https://www.tasteatlas.com/tortilla,https://cdn.tasteatlas.com/images/dishes/71424c047e8f496db4f914468e06080d.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/guacamole,https://cdn.tasteatlas.com/images/dishes/54bb27ce8161441cbb3e758d90c5b885.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/pico-de-gallo,https://cdn.tasteatlas.com/images/dishes/023af6131ac14a3797cbb7d8c903e092.png?h=120&w=120,https://www.tasteatlas.com/texas,Texas,https://cdn.tasteatlas.com/images/emblems/8c5a2ae19fc24db2bf482bee069e93e7.png,
https://www.tasteatlas.com/grilled-cheese,https://cdn.tasteatlas.com//Images/Dishes/fbefddd4e4de4f6ab8d43d6fda3dc21f.jpg?mw=660,15,Sandwich type,https://www.tasteatlas.com/sandwich-types,Grilled Cheese,4.2,Best in   (Manhattan),Beecher's Handmade Cheese,https://www.tasteatlas.com/BeechersHandmadeCheese,"Grilled cheese is a classic American sandwich that is usually prepared with one or more cheese varieties that are placed between two slices of bread. The slices are buttered from the outside, and the sandwich is then shortly heated, typically in a...",,READ MORE,https://www.tasteatlas.com/grilled-cheese/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/cheddar,https://cdn.tasteatlas.com/images/dishes/b459d32b2f5842baa7eaaf271626dca9.png?h=120&w=120,https://www.tasteatlas.com/monterey-jack,https://cdn.tasteatlas.com/images/dishes/b3c46134bdd841eeb035a78b1f1362dd.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/frozen-yogurt,https://cdn.tasteatlas.com//images/dishes/25d6f8f98c57444c973971d33a538bde.jpg?mw=660,16,Frozen Dessert,https://www.tasteatlas.com/frozen-desserts,Frozen Yogurt,3.9,Best in   (Manhattan),Pinkberry,https://www.tasteatlas.com/pinkberry,Frozen yogurt is a frozen dessert treat made with yogurt and (sometimes) other dairy products and flavorings. It is lower in fat than ice cream due to the use of milk instead of cream. Frozen yogurt is usually served with numerous toppings such as...,,READ MORE,https://www.tasteatlas.com/frozen-yogurt/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/new-england,New England,,
https://www.tasteatlas.com/pulled-pork,https://cdn.tasteatlas.com//Images/Dishes/77c0b1d19f8a49509278bde67c1d6cb7.jpg?mw=660,17,Pork Dish,https://www.tasteatlas.com/pork-dishes,Pulled Pork,4.2,Best in   (Dallas),Pecan Lodge,https://www.tasteatlas.com/pecan-lodge,"Pulled pork is an American barbecue technique of cooking pork meat slowly over low heat, resulting in tender meat that can easily be pulled into small pieces. It is a specialty that originates from the western part of North Carolina, traditionally...",,READ MORE,https://www.tasteatlas.com/pulled-pork/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/tomato-sauce,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,,,,,https://www.tasteatlas.com/north-carolina,North Carolina,https://cdn.tasteatlas.com/images/emblems/7bfe59b6480d49c289263aa0371a95c5.png,
https://www.tasteatlas.com/apple-pie,https://cdn.tasteatlas.com//Images/Dishes/ca6ef74dca69400991b6723caa3a1f0b.jpg?mw=660,18,Sweet Pie,https://www.tasteatlas.com/sweet-pies,Apple Pie,4.1,Best in   (Dallas),18th & Vine,https://www.tasteatlas.com/18thAndVine,"Although England has a long history of making meat and fruit pies, and it was the inspiration for the American versions, there is nothing that is more synonymous with American desserts than the apple pie. In the United States, apple pies are found...",,READ MORE,https://www.tasteatlas.com/apple-pie/wheretoeat,https://www.tasteatlas.com/granny-smith,https://cdn.tasteatlas.com/images/dishes/d802560eac4741ab8fa1b4cb2ced967e.png?h=120&w=120,https://www.tasteatlas.com/rhode-island-greening-apple,https://cdn.tasteatlas.com/images/dishes/c3de625072be4bd5a8846c34e637c2ad.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,,
https://www.tasteatlas.com/blt-sandwich,https://cdn.tasteatlas.com//Images/Dishes/3f4736feb0a54cf59cba5ef99aef5a17.jpg?mw=660,19,Sandwich,https://www.tasteatlas.com/sandwiches,BLT Sandwich,3.9,Best in   (St. Louis),Crown Candy Kitchen,https://www.tasteatlas.com/CrownCandyKitchen,"Crispy, crunchy and salty bacon, fresh, slightly acidic tomatoes, chilled lettuce, mayonnaise, and toast - there is little, if no excuses for error while making a BLT sandwich. However, there are strict rules regarding the ingredients, according t...",,READ MORE,https://www.tasteatlas.com/blt-sandwich/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,,,,
https://www.tasteatlas.com/smore,https://cdn.tasteatlas.com//Images/Dishes/d0c95ae97ff144bdad0e8a205cbc11dc.jpg?mw=660,20,Dessert,https://www.tasteatlas.com/Desserts,S'more,3.8,Best in   (Brooklyn),Emily,https://www.tasteatlas.com/Emily,"A traditional campfire classic consisting of a roasted marshmallow and a layer of chocolate placed between two graham crackers - that's s'more, its name derived from a contraction of the phrase ""some more"", because everyone who tasted it was insta...",,READ MORE,https://www.tasteatlas.com/smore/wheretoeat,https://www.tasteatlas.com/marshmallows,https://cdn.tasteatlas.com/images/ingredientgroups/6c8e035c01b24134886a8f8773ecbb5e.png?h=120&w=120,https://www.tasteatlas.com/graham-cracker,https://cdn.tasteatlas.com/images/dishes/32183c74a38f4a40919c734a2a46afbe.png?h=120&w=120,https://www.tasteatlas.com/milk-chocolates,https://cdn.tasteatlas.com/images/ingredientgroups/4444bb30eb7e439a98e41fa5809f6d9a.png?h=120&w=120,,,,,,,,,,
https://www.tasteatlas.com/chili-con-carne,https://cdn.tasteatlas.com//Images/Dishes/4fa18349cd554c208ce3b8a9ca0dbfa0.jpg?mw=660,21,Stew,https://www.tasteatlas.com/Stews,Chili con Carne,3.8,Best in   (Kansas City),Woodyard Bar-B-Q,https://www.tasteatlas.com/WoodyardBarBQ,"Although some may think that chili con carne is an authentic Mexican dish, it is actually an original American dish, made only in a few places in Mexico in order to cater to the tourists. If the dish were Mexican, it would still be a staple on the...",,READ MORE,https://www.tasteatlas.com/chili-con-carne/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,,,https://www.tasteatlas.com/san-antonio-texas,San Antonio,https://cdn.tasteatlas.com/images/emblems/2d42e705af94448c9c9899faf9f4bd31.png,
