search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/mutabal-palestine,https://cdn.tasteatlas.com//images/dishes/16b7c00d2edd4d4da9657cc19e4e9d9a.jpg?mw=660,11,Dip,https://www.tasteatlas.com/dips,Mutabal,4.7,,https://www.tasteatlas.com/mutabal-palestine/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/tahini,https://cdn.tasteatlas.com/images/dishes/08e2555cf883451ca76b1a08c14a5247.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,,
https://www.tasteatlas.com/shishbarak-palestine,https://cdn.tasteatlas.com//images/dishes/ec8bf3ab1f194d3586ed96a020e28f65.jpg?mw=660,12,Dumplings,https://www.tasteatlas.com/Dumplings,Shishbarak,,This combination of meat-stuffed dumplings and yogurt is common in Levantine cuisine. The dish consists of tiny dumplings—believed to have originated in Iran under the name —that are filled with a combination of meat a...,https://www.tasteatlas.com/shishbarak-palestine/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/harissa-tunisia,https://cdn.tasteatlas.com/images/dishes/76d6beed5245423dbbd7c32488369bd4.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,,,joshpara,n/a
https://www.tasteatlas.com/rain-rice,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,13,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Rain Rice,,"Rain rice is a traditional rice dish originating from Palestine. It's made with a simple combination of jasmine rice, raisins, and cinnamon. The rice is boiled with raisins and broken cinnamon sticks over low heat. When fully cooked and the grains...",https://www.tasteatlas.com/rain-rice/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/qizha,https://cdn.tasteatlas.com//images/dishes/2dbe8a942ba14aa99c8ac8342d3f5cb6.jpg?mw=660,14,Spread,https://www.tasteatlas.com/spreads,Qizha,,"Qizha is a rare Palestinian paste that's thick in consistency and ink black in color. It's a specialty of the city of Nablus. Popularly called black tahini, it's made from ground nigella seeds. The seeds are soaked in water, roasted in the oven, d...",https://www.tasteatlas.com/qizha/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/nablus,Nablus,,n/a
https://www.tasteatlas.com/arayes-palestine,https://cdn.tasteatlas.com//images/dishes/9806c3353b5d4e65a3b86f6c4c7e6195.jpg?mw=660,15,Snack,https://www.tasteatlas.com/Snacks,Arayes,,"Arayes, translated from Arabic as , is a convenient snack consisting of pita bread filled with a mixture of minced meat that is seasoned and enriched with garlic, onions, and tomatoes. The bread is typically cut in quarters and then...",https://www.tasteatlas.com/arayes-palestine/wheretoeat,,,,,,,,,,,,,,,brides,n/a
https://www.tasteatlas.com/rummaneyye,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,16,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Rummaneyye,,"Rummaneyye is a traditional Palestinian dish made with a combination of lentils, eggplants, olive oil, garlic, flour, pomegranate juice, cumin, and coriander. The lentils, eggplant cubes, salt, pepper, and cumin are cooked until tender. The garlic...",https://www.tasteatlas.com/rummaneyye/wheretoeat,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/pomegranates,https://cdn.tasteatlas.com/images/ingredientgroups/c9a43320590448f7ac2d33cb05431efe.png?h=120&w=120,https://www.tasteatlas.com/gaza-strip,Gaza Strip,,n/a
https://www.tasteatlas.com/sumaghiyyeh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,17,Dip,https://www.tasteatlas.com/dips,Sumaghiyyeh,,"Sumaghiyyeh is a traditional Palestinian dish originating from Gaza City. It's made with a combination of sumac-infused water, tahini, and flour. The ingredients are mixed together, and the mixture is then added to cooked meat (usually beef), herb...",https://www.tasteatlas.com/sumaghiyyeh/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/gaza-strip,Gaza Strip,,n/a
https://www.tasteatlas.com/galayet-bandora-palestine,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,18,Plant-based/Vegan Dish,https://www.tasteatlas.com/plant-based-vegan,Galayet bandora,,"Galayet bandora or qalayet bandora is a traditional dish originating from Jordan and Palestine. The dish is usually made with a combination of tomatoes, onions, garlic, olive oil, hot peppers, and salt. The ingredients are simply cooked in olive o...",https://www.tasteatlas.com/galayet-bandora-palestine/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/shulbato,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,19,Side Dish,https://www.tasteatlas.com/Sides,Shulbato,,"Shulbato is a traditional Palestinian dish made with a combination of cooked bulgur, eggplants, green peppers, and tomatoes. The recipes are not set in stone and each family has its own twist – some replace eggplants with zucchini, some repl...",https://www.tasteatlas.com/shulbato/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/khobeizeh-dish,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,20,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Khobeizeh,,"Khobeizeh is a traditional Middle Eastern dish and a specialty of Palestine. The dish is made with a combination of mallow (malva) leaves, olive oil, garlic, onions, and lemon juice. In order to prepare it, the mallow leaves are rinsed and saut&ea...",https://www.tasteatlas.com/khobeizeh-dish/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/mahshi-lift,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,21,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Mahshi lift,,"Mahshi lift is a traditional Palestinian dish originating from Hebron. The dish consists of stuffed turnips with sumac, and the list of ingredients includes beef, turnips, rice, sumac, tamarind paste, and spices such as black pepper, cardamom, cin...",https://www.tasteatlas.com/mahshi-lift/wheretoeat,https://www.tasteatlas.com/Turnips,https://cdn.tasteatlas.com/images/ingredientgroups/e063a9431e8f4714b9ef42b808482935.png?h=120&w=120,https://www.tasteatlas.com/sumac,https://cdn.tasteatlas.com/images/dishes/3870f3fae6b74d40a8204bee307508b2.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/tamarind,https://cdn.tasteatlas.com/images/ingredientgroups/3bc14d735a994464870f3aae64819a42.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,https://www.tasteatlas.com/hebron,Hebron,,n/a
