search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,read-more,search-results__item-link href 2,score-text--na,search-results__item-description 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/gomen-be-siga,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,22,Beef Dish,https://www.tasteatlas.com/beef-dishes,Gomen be siga,"Gomen be siga is a traditional Ethiopian dish made with fresh ingredients, clarified spiced butter, and lots of onions and garlic for flavor. It consists of sautéed collard greens () and chunks of beef () as the k...",READ MORE,https://www.tasteatlas.com/gomen-be-siga/wheretoeat,n/a,gomen,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Collard-greens,https://cdn.tasteatlas.com/images/ingredientgroups/f987830f4261492286dab34d44b81abe.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/injera,https://cdn.tasteatlas.com/images/dishes/a4fd4fff2689426f8ddc340c183d095a.png?h=120&w=120
https://www.tasteatlas.com/fossolia,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,23,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Fossolia,"Fossolia is a traditional Ethiopian dish made with green beans as the primary ingredient. Apart from the green beans, the dish also contains onions, garlic, ginger, carrots, and tomatoes. Fossolia is cooked for a long time until the liquids evapor...",READ MORE,https://www.tasteatlas.com/fossolia/wheretoeat,n/a,,https://www.tasteatlas.com/Green-beans,https://cdn.tasteatlas.com/images/ingredientgroups/d49f2827cfa34480a91b4519569466a4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120
https://www.tasteatlas.com/kocho,https://cdn.tasteatlas.com//images/dishes/581dc31887424a8ba6f8f49f9efbc07b.jpg?mw=660,24,Flatbread,https://www.tasteatlas.com/Flatbreads,Kocho,"Kocho is a traditional Ethiopian flatbread made with enset plant, which is often called , due to visual similarities between the two. The Gurage people of southern Ethiopia chop the plant's thick flesh into a liquid meal, and ...",READ MORE,https://www.tasteatlas.com/kocho/wheretoeat,n/a,false banana,,,,,,,,,,,,
https://www.tasteatlas.com/himbasha,https://cdn.tasteatlas.com//Images/Dishes/2f781c4c6725422996cdd2c60c0e1f08.jpg?mw=660,25,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Himbasha,"Himbasha is a traditional Ethiopian flatbread consisting of flour, water, yeast, sugar, sesame seeds, and ground cardamom, resulting in a unique combination of sweet and savory flavors. It is characterized by a decorative wheel pattern that is sco...",READ MORE,https://www.tasteatlas.com/himbasha/wheretoeat,n/a,,,,,,,,,,,,,
https://www.tasteatlas.com/derek-tibs,https://cdn.tasteatlas.com//images/dishes/e6299f2e66cb486397970d5f53a7623c.jpg?mw=660,26,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Derek tibs,"This Ethiopian tibs variation is made with chunks or strips of meat (either lamb, beef, or goat) that are cooked in a pan with butter, spices, onions, and peppers. The meat is seared until some of the pieces become crunchy. The dish is traditional...",READ MORE,https://www.tasteatlas.com/derek-tibs/wheretoeat,n/a,,,,,,,,,,,,,
https://www.tasteatlas.com/tere-siga,https://cdn.tasteatlas.com//images/dishes/11880f35e34a4ee7819130bcacccca66.jpg?mw=660,27,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Tere siga,"Tere siga is a traditional African dish originating from Ethiopia. The name of the dish is translated as raw meat, and that's exactly what it consists of – raw meat that's typically cut off a cow carcass and served with mitmita (powdered hot...",READ MORE,https://www.tasteatlas.com/tere-siga/wheretoeat,n/a,,,,,,,,,,,,,
https://www.tasteatlas.com/kolo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,28,Snack,https://www.tasteatlas.com/Snacks,Kolo,"Kolo is a traditional Ethiopian snack consisting of a combination of roasted grains such as barley, chickpeas, and sunflower seeds. The snack can be prepared in savory or sweet versions by using either a paste made from cooking oil and berbere spi...",READ MORE,https://www.tasteatlas.com/kolo/wheretoeat,n/a,,,,,,,,,,,,,
https://www.tasteatlas.com/awaze-sauce,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,29,Sauce,https://www.tasteatlas.com/Sauces,Awaze Sauce,"Awaze is a traditional Ethiopian sauce or spice paste that's served with most main dishes in the country. It's usually made with ingredients such as berbere spice blend,  (Ethiopian honey wine), and oil. The ingredients are simply mix...",READ MORE,https://www.tasteatlas.com/awaze-sauce/wheretoeat,n/a,t'ej,,,,,,,,,,,,
https://www.tasteatlas.com/timatim-salata,https://cdn.tasteatlas.com//images/dishes/759599fdbe8e421b8898195deeec3a4b.jpg?mw=660,30,Salad,https://www.tasteatlas.com/Salads,Timatim salata,"Timatim salata is a refreshing Ethiopian salad that's also quite popular in Eritrea. The salad consists of diced tomatoes, onions, and finely chopped hot peppers. It is typically seasoned with berbere spices, oil, vinegar, and lemon juice. The dis...",READ MORE,https://www.tasteatlas.com/timatim-salata/wheretoeat,n/a,,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,,
https://www.tasteatlas.com/kitcha-fit-fit,https://cdn.tasteatlas.com//images/dishes/685b5e5b70b441a7a4e7279a43a89333.jpg?mw=660,31,Breakfast,https://www.tasteatlas.com/Breakfast,Kitcha fit-fit,"Kitcha fit-fit is a fit-fit variety prepared with a combination of torn pieces of kitcha flatbread, clarified butter, and berbere spices. The dish is traditionally served for breakfast, when it’s accompanied by plain yogurt. Unlike most Ethi...",READ MORE,https://www.tasteatlas.com/kitcha-fit-fit/wheretoeat,n/a,,https://www.tasteatlas.com/kitcha,https://cdn.tasteatlas.com/images/dishes/f11b2de9f9434d34a49f8a9b28293dfd.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/berbere,https://cdn.tasteatlas.com/images/dishes/5ea09e41cc8546f39ab88087d5f716a4.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,,
https://www.tasteatlas.com/dabo-kolo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,32,Snack,https://www.tasteatlas.com/Snacks,Dabo kolo,"Dabo kolo is an Ethiopian snack with a spicy flavor and crunchy texture, consisting of four, sugar, sat, water, butter, and berberé spices. The word  means , while  refers to , ...",READ MORE,https://www.tasteatlas.com/dabo-kolo/wheretoeat,n/a,dabo,,,,,,,,,,,,
https://www.tasteatlas.com/buticha,https://cdn.tasteatlas.com//images/dishes/3e3772322f25475b82055bba0805bef4.jpg?mw=660,33,Dip,https://www.tasteatlas.com/dips,Buticha,"Buticha is a flavorful Ethiopian dip or spread made with either fava bean flour or chickpea flour combined with olive oil, water, onions, mustard, lemon juice, and hot pepper flakes. The preparation process is quite simple – all of the ingre...",READ MORE,https://www.tasteatlas.com/buticha/wheretoeat,n/a,,https://www.tasteatlas.com/chickpea-flours,https://cdn.tasteatlas.com/images/ingredientgroups/7f955c0b8b7549bcb0b716cf87a16497.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Mustard,https://cdn.tasteatlas.com/images/ingredientgroups/36f67695affa43ec9a0397a775614c85.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/red-chili-flakes,https://cdn.tasteatlas.com/images/ingredientgroups/0ea6693aa6ea4ac88e0277319fdec69e.png?h=120&w=120
https://www.tasteatlas.com/inguday-tibs,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,34,Side Dish,https://www.tasteatlas.com/Sides,Inguday tibs,"Inguday tibs is an Ethiopian dish consisting of spicy sautéed mushrooms. It's usually prepared with a combination of clarified butter, onions, peppers, tomatoes, mushrooms, and (optionally) a spicy mix of berbere, garlic, and white wine. Th...",READ MORE,https://www.tasteatlas.com/inguday-tibs/wheretoeat,n/a,,https://www.tasteatlas.com/Mushrooms,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/Onions,,https://www.tasteatlas.com/Peppers,,https://www.tasteatlas.com/Tomatoes,,https://www.tasteatlas.com/berbere,
https://www.tasteatlas.com/injera-fit-fit,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,35,Breakfast,https://www.tasteatlas.com/Breakfast,Injera fit-fit,"Injera fit-fit is a fit-fit variety that is, in its basic version, prepared with a combination of berbere spices, clarified butter, onions, and torn pieces of injera flatbread. Chunks of meat or leftover meat sauces are often added to the dish, wh...",READ MORE,https://www.tasteatlas.com/injera-fit-fit/wheretoeat,n/a,,https://www.tasteatlas.com/injera,,https://www.tasteatlas.com/Butter,,https://www.tasteatlas.com/Onions,,https://www.tasteatlas.com/berbere,,https://www.tasteatlas.com/yogurt,,,
