search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,item-location href,item-location,score-text--na
https://www.tasteatlas.com/mydia,https://cdn.tasteatlas.com//images/dishes/3c52b28591f040ba9f2b7c8da9108192.jpg?mw=660,11,Mussel Dish,https://www.tasteatlas.com/mussel-dishes,Mydia,4.4,Best in   (Mykonos),Niko's Taverna,https://www.tasteatlas.com/nikos-taverna-1,"Mydia or  is a popular Greek and Croatian appetizer consisting of fresh mussels that are steamed in red wine along with fresh herbs, garlic, and a variety of garden vegetables. The dish is usually doused in a Medite...",READ MORE,https://www.tasteatlas.com/mydia/wheretoeat,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Red-wine,https://cdn.tasteatlas.com/images/ingredientgroups/b0e181d5d7e04d8181ad334840bec250.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,dagnje na crvenu buzaru,,,
https://www.tasteatlas.com/bougatsa,https://cdn.tasteatlas.com//images/dishes/97c3870c77ff459a8a8d07c26f4f4b87.jpg?mw=660,12,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Bougatsa,4.6,Best in   (Chania City),Bougatsa Iordanis,https://www.tasteatlas.com/BougatsaIordanis,"Bougatsa is a traditional, rustic Greek pie consisting of a phyllo pastry layered with a filling of minced meat, cheese, or semolina custard. The name of the dish is a derivation of the Ottoman word , denoting a pie filled with che...",READ MORE,https://www.tasteatlas.com/bougatsa/wheretoeat,,,,,,,,,,,,,pogatsa,https://www.tasteatlas.com/serres,Sérres,
https://www.tasteatlas.com/koulourakia,https://cdn.tasteatlas.com//Images/Dishes/74747075e7f944cb815ef0beb2b748f3.jpg?mw=660,13,Cookie,https://www.tasteatlas.com/Cookies,Koulourakia,4.1,,,,"Koulourakia is a Greek cookie that is traditionally prepared during the Easter festivities and consumed after the Holy Saturday. The cookies are based on vanilla, butter, and sugar, and are traditionally braided, although they may be shaped into n...",READ MORE,https://www.tasteatlas.com/koulourakia/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/keftedakia,https://cdn.tasteatlas.com//Images/Dishes/828ec80aaa6f4774b64a6dc11ca5888b.jpg?mw=660,14,Meatballs,https://www.tasteatlas.com/meatballs,Keftedakia,4.7,,,,"Flavorful, fluffy, and tender, keftedakia are Greek meatballs made from a combination of ground pork and beef, eggs, stale bread or breadcrumbs, and seasonings such as dill, pepper, parsley, and oregano. The mixture is shaped into small balls whic...",READ MORE,https://www.tasteatlas.com/keftedakia/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,,,
https://www.tasteatlas.com/taramasalata,https://cdn.tasteatlas.com//images/dishes/07692150597846bcbaf520d734a906ef.jpg?mw=660,15,Dip,https://www.tasteatlas.com/dips,Taramasalata,4.0,Best in   (Elounda),Ferryman Taverna,https://www.tasteatlas.com/ferryman-taverna,"Taramasalata is a Greek and Turkish specialty dish consisting of mashed potatoes or bread (or sometimes breadcrumbs) combined with lemon juice, olive oil, and fish roe, usually from cod, carp, or mullet. The dip is usually served as an appetizer o...",READ MORE,https://www.tasteatlas.com/taramasalata/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/roe,https://cdn.tasteatlas.com/images/ingredientgroups/2fb05983119442e9bbb32d50c92c10b5.png?h=120&w=120,,,,
https://www.tasteatlas.com/tiropita,https://cdn.tasteatlas.com//Images/Dishes/c3833e9e6d0940fbb32c86443cbc6ec7.jpg?mw=660,16,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Tiropita,4.5,Best in   (Athens),Ariston Bakery,https://www.tasteatlas.com/ariston-bakery,Tiropita is a popular Greek snack consisting of sheets of phyllo dough that are filled with a combination of cheese (usually feta) and eggs. The dish is typically wrapped in triangular pieces and brushed with melted butter before baking. This tast...,READ MORE,https://www.tasteatlas.com/tiropita/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/red-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/cdf728d281da4e4dafb9fd83fc992024.png?h=120&w=120,https://www.tasteatlas.com/feta,https://cdn.tasteatlas.com/images/dishes/b6119c63563e4b2498614cd594494c86.png?h=120&w=120,https://www.tasteatlas.com/ricotta,https://cdn.tasteatlas.com/images/dishes/25e32ef970264cd6a4ff095ad569c189.png?h=120&w=120,https://www.tasteatlas.com/parmigiano-reggiano,https://cdn.tasteatlas.com/images/dishes/afbcb4f501e2409181f3c0c9174dff8b.png?h=120&w=120,,,,
https://www.tasteatlas.com/tsoureki,https://cdn.tasteatlas.com//images/dishes/3aa161d9e3f545b49a606504c2a82157.jpg?mw=660,17,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Tsoureki,4.6,Best in   (Thessaloniki),Terkenlis,https://www.tasteatlas.com/terkenlis,"Tsoureki is a traditional Greek Easter bread characterized by its braided shape, which can be either circular or elongated like a loaf. Tradition says that tsoureki should be braided in three strands - one for each aspect of the Trinity. The bread...",READ MORE,https://www.tasteatlas.com/tsoureki/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/dakos,https://cdn.tasteatlas.com//images/dishes/e93c7fa882674f77a29604a563569422.jpg?mw=660,18,Appetizer,https://www.tasteatlas.com/Appetizers,Dakos,4.7,Best in   (Elounda),Ferryman Taverna,https://www.tasteatlas.com/ferryman-taverna,"Dakos or is a traditional Cretan dish consisting of a dry barley rusk called paximadi that is topped with crumbled myzithra cheese, chopped ripe tomatoes, whole olives, capers, fresh oregano, and a few generous splashes of high-qua...",READ MORE,https://www.tasteatlas.com/dakos/wheretoeat,https://www.tasteatlas.com/kritiko-paximadi,https://cdn.tasteatlas.com/images/dishes/1b11b10f6c5a456e965ecc09474dc112.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/myzithra,https://cdn.tasteatlas.com/images/dishes/1a97a1fbe0274e288d08a0a58a7e7267.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/capers,https://cdn.tasteatlas.com/images/ingredientgroups/c3e80c4b4ffb4e27ac02a1ae9f0185d2.png?h=120&w=120,ntakos,https://www.tasteatlas.com/crete,Crete,
https://www.tasteatlas.com/fakes,https://cdn.tasteatlas.com//images/dishes/626441b7935748a2b9fa075f86a1a0be.jpg?mw=660,19,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Fakes,4.1,Best in   (Myrtos),Myrtos Hotel,https://www.tasteatlas.com/myrtos-hotel,"This traditional Greek lentil soup is simple in ingredients and preparation, but results in a dish that is packed with flavors. Characterized by its dense texture, next to brown or green lentils, the soup often incorporates onions, garlic, carrots...",READ MORE,https://www.tasteatlas.com/fakes/wheretoeat,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,,,,
https://www.tasteatlas.com/melomakarona,https://cdn.tasteatlas.com//images/dishes/930ba2678ac24b7f9d7abd492772fdfb.jpg?mw=660,20,Cookie,https://www.tasteatlas.com/Cookies,Melomakarona,4.4,,,,"Though they are thought to have originated in ancient Phoenicia, melomakaronas are nowadays a typical Greek Christmas treat. These delicious semolina cookies are traditionally flavored with honey, orange zest, cinnamon, olive oil, and sometimes co...",READ MORE,https://www.tasteatlas.com/melomakarona/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/magiritsa,https://cdn.tasteatlas.com//images/dishes/3ff03027966a4e19b8a93f77224db9fc.jpg?mw=660,21,Offal Soup,https://www.tasteatlas.com/offal-soups,Magiritsa,4.2,,,,The original version of this classic soup stems from the Greek Easter tradition in which roasted lamb was served as the main course during the festive Easter lunch. The parts of the lamb unsuitable for roasting were then incorporated into magirits...,READ MORE,https://www.tasteatlas.com/magiritsa/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,,,,
