search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/zserbo,https://cdn.tasteatlas.com//images/dishes/2dd4654ecc9848518ac5f59420dc73a5.jpg?mw=660,11,Cake,https://www.tasteatlas.com/cakes,Zserbó,4.2,Best in   (Budapest),Café Gerbeaud,https://www.tasteatlas.com/Gerbeaud,"This layered, chocolate-topped apricot and walnut cake was invented by a Swiss chocolatier named Émile Gerbeaud—pronounced  in Hungarian, hence the name—who moved to Budapest in 1884 to take charge of Kugle...",https://www.tasteatlas.com/zserbo/wheretoeat,,,,,,,,,,,,,zserbó,
https://www.tasteatlas.com/lecso,https://cdn.tasteatlas.com//Images/Dishes/b35f960d1caa4239a0cf7af9a76b0823.jpg?mw=660,12,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Lecsó,4.2,Best in   (Budapest),Bock Bisztró,https://www.tasteatlas.com/bock-bisztro,"This hearty Hungarian vegetable ragout is made with a base of rendered lard or bacon fat, fried Hungarian wax peppers, tomatoes, onions, ground paprika, salt, and sometimes garlic. Lecsó can be eaten on its own with bread or with a side of ...",https://www.tasteatlas.com/lecso/wheretoeat,https://www.tasteatlas.com/Lard,https://cdn.tasteatlas.com/images/ingredientgroups/f2ee3afb68a34c859faafc3db9a05b76.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,
https://www.tasteatlas.com/esterhazy-torta,https://cdn.tasteatlas.com//Images/Dishes/d4df0b54e1df41d784f364cf0428baea.jpg?mw=660,13,Cake,https://www.tasteatlas.com/cakes,Esterházy torta,3.8,Best in   (Budapest),Café Gerbeaud,https://www.tasteatlas.com/Gerbeaud,"This decadent Hungarian dessert is said to have been invented by Budapest confectioners in the 19th century. It is named after a member of the Esterházy dynasty, Prince Paul III Anton Esterházy de Galántha, a nobleman and dipl...",https://www.tasteatlas.com/esterhazy-torta/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/kifli,https://cdn.tasteatlas.com//Images/Dishes/efc333fbe54e4a1fbca9ce8c6e431355.jpg?mw=660,14,Snack,https://www.tasteatlas.com/Snacks,Kifli,4.5,,,,"Kifli are crescent-shaped yeast rolls that can either be consumed plain, sprinkled with poppy, sesame, or caraway seeds, or topped with fruit jam or honey. Although not much is known about the origin of kifli, there is a legend saying that kifli w...",https://www.tasteatlas.com/kifli/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/kalacs,https://cdn.tasteatlas.com//Images/Dishes/6f88e893b7f44bc6a581a0e1031d1338.jpg?mw=660,15,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Kalács,3.8,,,,"Kalács is a traditional Hungarian sweet bread consisting of flour, butter, eggs, sugar, yeast, and milk. It is so popular that almost every family in Hungary has their own recipe and variation on the bread. Sometimes, it is enriched with ra...",https://www.tasteatlas.com/kalacs/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/toltott-kaposzta,https://cdn.tasteatlas.com//images/dishes/9544306e814c4b7dbedc62dc9336517a.jpg?mw=660,16,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Töltött kaposzta,4.6,,,,"Hungarian stuffed cabbage consists of blanched fresh or sour cabbage leaves that are stuffed with a flavorful mixture of minced pork, onions, rice, and seasonings. Neatly tucked rolls are layered with sliced sauerkraut and slowly cooked. Tradition...",https://www.tasteatlas.com/toltott-kaposzta/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/sauerkraut,https://cdn.tasteatlas.com/images/dishes/6c957380abbf401db35d842a763e6eed.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,,
https://www.tasteatlas.com/gulyasleves,https://cdn.tasteatlas.com//images/dishes/daa32e1a07d3418fb40f2f2a9d7b9124.jpg?mw=660,17,Meat Soup,https://www.tasteatlas.com/meat-soups,Gulyásleves,4.3,,,,"Gulyásleves is a popular Hungarian soup containing beef cubes, smoked bacon, carrots, potatoes, tomatoes, onions, paprika, pepper, and caraway seeds. Translated as , it can be traced back to the old nomadic tribe calle...",https://www.tasteatlas.com/gulyasleves/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,herdsman soup,
https://www.tasteatlas.com/somloi-galuska,https://cdn.tasteatlas.com//Images/Dishes/6c20b80fae9c4814a91af908efe4a0cf.jpg?mw=660,18,Cake,https://www.tasteatlas.com/cakes,Somlói galuska,4.1,Best in   (Budapest),Onyx Restaurant,https://www.tasteatlas.com/onyx-restaurant,"Even though its name translates to , this classic Hungarian dessert is actually a trifle cake made of several layers of sponge and custard cream, studded with raisins soaked either in rum or the sweet",https://www.tasteatlas.com/somloi-galuska/wheretoeat,,,,,,,,,,,,,somló dumpling,
https://www.tasteatlas.com/hurka,https://cdn.tasteatlas.com//Images/Dishes/a9381667e2e248ce9e483d1734569a0a.jpg?mw=660,19,Sausage,https://www.tasteatlas.com/Sausages,Hurka,3.9,,,,"Hurka is a popular Hungarian sausage consisting of ground pork liver, lungs, rice, and onions. There are two main varieties: , made with liver and rice, and , made with blood, rice, and seasoni...",https://www.tasteatlas.com/hurka/wheretoeat,,,,,,,,,,,,,májas hurka,
https://www.tasteatlas.com/fozelek,https://cdn.tasteatlas.com//images/dishes/1f4ac5ee69cc4192add7d9088d387b10.jpg?mw=660,20,Stew,https://www.tasteatlas.com/Stews,Főzelék,4.1,,,,"Főzelék is a thick vegetable stew originating from Hungary. Although it can be prepared with most vegetables, it's usually made with peas, spinach, lentils, potatoes, or cabbage as the main ingredient, along with a combination of onions, bu...",https://www.tasteatlas.com/fozelek/wheretoeat,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/Lentils,https://cdn.tasteatlas.com/images/ingredientgroups/54230c9c778849fb8b4742c78ee846ea.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,,
https://www.tasteatlas.com/husleves,https://cdn.tasteatlas.com//Images/Dishes/37b287673cd2463a925db1ed046a053b.jpg?mw=660,21,Meat Soup,https://www.tasteatlas.com/meat-soups,Húsleves,4.4,,,,"Traditionally prepared with beef or chicken, this hearty Hungarian soup is a staple restaurant dish as well as a common home-cooked meal. Besides meat, it usually incorporates noodles, root vegetables, and a variety of spices. It is always served ...",https://www.tasteatlas.com/husleves/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Noodles-shapes,https://cdn.tasteatlas.com/images/ingredientgroups/64cf9fef216e4d79b37daa17b903a4d2.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,,
https://www.tasteatlas.com/turogomboc,https://cdn.tasteatlas.com//Images/Dishes/78ff5aa2eab04f32bd7dd1a5605b7060.jpg?mw=660,22,Dumplings,https://www.tasteatlas.com/Dumplings,Túrógombóc,4.2,,,,"These traditional Hungarian dumplings are made with a combination of  cheese, semolina, and eggs. The mixture is shaped into round balls that are coated in bread crumbs and fried until crispy. Even though they are often ...",https://www.tasteatlas.com/turogomboc/wheretoeat,,,,,,,,,,,,,túró,
https://www.tasteatlas.com/rakott-krumpli,https://cdn.tasteatlas.com//images/dishes/7fcf0e6e0c55405e825385db1f1caac7.jpg?mw=660,23,Casserole,https://www.tasteatlas.com/casserole,Rakott krumpli,4.3,Best in   (Budapest),Stand25 Bisztró,https://www.tasteatlas.com/stand25-bisztro,"Often described as the ultimate comfort food, this traditional casserole is one the most popular Hungarian dishes. Even though it is incredibly versatile, it usually consists of multiple layers of sliced potatoes, fried bacon, or  s...",https://www.tasteatlas.com/rakott-krumpli/wheretoeat,,,,,,,,,,,,,csabai,
https://www.tasteatlas.com/lekvar,https://cdn.tasteatlas.com//Images/Dishes/aff83f5aaa92491389d3f953f07f523e.jpg?mw=660,24,Spread,https://www.tasteatlas.com/spreads,Lekvár,4.4,,,,"Lekvár is a very thick and rich Hungarian spread made from fruits such as apricots, cherries, and prunes. Its thickness makes it perfectly suitable for filling cookies and , as it does not run out on the sides. Traditionally,...",https://www.tasteatlas.com/lekvar/wheretoeat,,,,,,,,,,,,,kiflis,
https://www.tasteatlas.com/meggyleves,https://cdn.tasteatlas.com//Images/Dishes/a56d40284ddd4604aa842abe4d046ad7.jpg?mw=660,25,Sweet Soup,https://www.tasteatlas.com/sweet-soups,Meggyleves,3.7,,,,"This sweet chilled soup made with sour cherries and sour cream is a traditional Hungarian summertime dish. Also known as , or , it is prepared throughout the country as soon as...",https://www.tasteatlas.com/meggyleves/wheretoeat,https://www.tasteatlas.com/sour-cherries,https://cdn.tasteatlas.com/images/ingredientgroups/07ef7e0ccdba4fa48ce881a5ae2dfa4a.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,hideg meggyleves,
https://www.tasteatlas.com/toltott-paprika,https://cdn.tasteatlas.com//images/dishes/4adbfa40607a43b6b61d379925e93b2b.jpg?mw=660,26,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Töltött paprika,3.9,,,,"Traditionally prepared with yellow wax peppers, this Hungarian summer classic is both a common restaurant dish and a popular home-cooked meal. The peppers are usually filled with a combination of minced meat, rice, eggs, and different seasonings b...",https://www.tasteatlas.com/toltott-paprika/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/turos-csusza,https://cdn.tasteatlas.com//Images/Dishes/ddb9f08d2c7045e392c379ad54da3189.jpg?mw=660,27,Pasta,https://www.tasteatlas.com/pasta,Túrós csusza,4.1,Best in   (Budapest),Kakukk Vendéglő,https://www.tasteatlas.com/kakukk-vendeglo,"This Hungarian classic combines pasta, traditional  cheese, and crispy bacon bits. It can be prepared with different pasta varieties, but the tradition suggests using rolled, flat egg pasta that is torn by hand into unev...",https://www.tasteatlas.com/turos-csusza/wheretoeat,,,,,,,,,,,,,túró,
https://www.tasteatlas.com/slambuc,https://cdn.tasteatlas.com//images/dishes/d3edda300cb3463ca4691d475bfcfb4f.jpg?mw=660,28,Stew,https://www.tasteatlas.com/Stews,Slambuc,4.5,,,,"Slambuc is a traditional Hungarian shepherd's dish made with a combination of bacon,  pasta, potatoes, lard, garlic, and hot paprika peppers. What's important is that the dish should always be prepared in a cauldron over an open f...",https://www.tasteatlas.com/slambuc/wheretoeat,,,,,,,,,,,,,lebbencs,
