search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__or,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,score-text--na,item-location href,item-location,mini-ingredients__link href 6,mini-ingredients__image src 6
https://www.tasteatlas.com/kabab-koobideh,https://cdn.tasteatlas.com//Images/Dishes/6cf4640bbc5244beb781a011508ad14a.jpg?mw=660,11,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Kabab koobideh,4.8,"Kabab koobideh is the Iranian term for a variety of minced meat kebabs usually prepared with onions and finely ground lamb, beef, or chicken. The meat is seasoned with various spices, formed around metal skewers, then grilled on charcoal barbecues...",,https://www.tasteatlas.com/kabab-koobideh/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,,,,https://www.tasteatlas.com/sumac,https://cdn.tasteatlas.com/images/dishes/3870f3fae6b74d40a8204bee307508b2.png?h=120&w=120
https://www.tasteatlas.com/zereshk-polow,https://cdn.tasteatlas.com//images/dishes/054805fd42f84786a600965d872a1fb1.jpg?mw=660,12,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Zereshk polow,4.3,"This Iranian classic couples rice and  (zereshk)—red, sour berries that are commonly used in Iranian cuisine. Zereshk polow is usually prepared with long-grained basmati rice which can be layered with barberries and then s...",barberries,https://www.tasteatlas.com/zereshk-polow/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/jujeh-kabab,https://cdn.tasteatlas.com//images/dishes/61e71867ffb34aa38af6ccbfa0000082.jpg?mw=660,13,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Jujeh kabab,4.8,"In Iran, grilled chicken kebab is known as jujeh kabab. This simple dish is a staple of Iranian cuisine and has two popular variations, one which uses boneless chicken, while the other is prepared with meat left on the bone. Chicken is usually cut...",,https://www.tasteatlas.com/jujeh-kabab/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,,,,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120
https://www.tasteatlas.com/bastani-sonnati,https://cdn.tasteatlas.com//images/dishes/a68f74f1e799404d8da60f11d6a765c1.jpg?mw=660,14,Ice Cream,https://www.tasteatlas.com/ice-creams,Bastani sonnati,4.6,"Bastani sonnati is a unique saffron-infused Iranian ice cream that was invented at the beginning of the 20th century by Akbar Mashti, the first ice cream vendor in Tehran. This frozen treat is made with a creamy mixture of milk or cream, frozen cu...",,https://www.tasteatlas.com/bastani-sonnati/wheretoeat,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,https://www.tasteatlas.com/salep,https://cdn.tasteatlas.com/images/dishes/809d44f0980649fe801526802bedb169.png?h=120&w=120,https://www.tasteatlas.com/rose-waters,https://cdn.tasteatlas.com/images/ingredientgroups/e796f033c53745bf934c231bb17c0e1b.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,,,,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120
https://www.tasteatlas.com/kabab-barg,https://cdn.tasteatlas.com//images/dishes/158b62ab83724617a6dad392e5f79ff3.jpg?mw=660,15,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Kabab barg,4.8,"Kabab barg is a variety of Iranian kebab which consists of pieces of lamb or beef, and - less commonly - chicken. It usually employs fillets, tenderloin, or lamb shanks, which are cut into strips and marinated before they are skewered and traditio...",,https://www.tasteatlas.com/kabab-barg/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,OR,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/saffron,https://cdn.tasteatlas.com/images/ingredientgroups/7e13c46cefc54903a5488b0b229a670c.png?h=120&w=120,,,,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120
https://www.tasteatlas.com/tahchin,https://cdn.tasteatlas.com//Images/Dishes/d937870a9fbd473fa13916a427d7492f.jpg?mw=660,16,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Tahchin,4.9,"The famous Iranian tahchin is a savory rice delicacy resembling a cake or a casserole. The dish is made with precooked rice which is spiced with saffron, layered in a pan, then baked. After it has been baked, this rice casserole is turned upside d...",,https://www.tasteatlas.com/tahchin/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/masghati,https://cdn.tasteatlas.com//images/dishes/301d2dc3e02e4b9bbcb9047c4542f2a5.jpg?mw=660,17,Dessert,https://www.tasteatlas.com/Desserts,Masghati,4.0,"One of the most famous Iranian desserts is the soft and colorful masghati. The base of this traditional confectionery is a mixture of liquids such as water or milk, combined with starch and sugar. When cooled, the starch solidifies the liquid and ...",,https://www.tasteatlas.com/masghati/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/shiraz,Shiraz,,
https://www.tasteatlas.com/sabzi-khordan,https://cdn.tasteatlas.com//images/dishes/201a2ea22dd84566b5aa446e936227a9.jpg?mw=660,18,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Sabzi khordan,4.2,"Sabzi khordan refers to an assortment of fresh herbs and vegetables served as an essential part of most Iranian meals. It usually consists of basil, dill, mint, parsley, radishes, scallions, and a variety of other fresh herbs and vegetables. Tradi...",,https://www.tasteatlas.com/sabzi-khordan/wheretoeat,https://www.tasteatlas.com/basil,https://cdn.tasteatlas.com/images/ingredientgroups/71d3ba7ab4d243b6bd51683ad625a2c6.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/radishes,https://cdn.tasteatlas.com/images/ingredientgroups/b5fc9e4af2ca4f48a844773d630190f8.png?h=120&w=120,,,,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120
https://www.tasteatlas.com/kashke-bademjan,https://cdn.tasteatlas.com//images/dishes/bea238add0dc4386a4cef6a15fb4855f.jpg?mw=660,19,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Kashke bademjan,4.4,"This flavorful Iranian appetizer combines grilled or oven-roasted eggplants and kashk—a fermented by-product typically made with yogurt whey. The main ingredients are mashed until creamy, with the addition of sautéed onions, garlic, v...",,https://www.tasteatlas.com/kashke-bademjan/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,OR,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,,,,https://www.tasteatlas.com/turmeric,https://cdn.tasteatlas.com/images/ingredientgroups/fcf079fe2d5243b99979db6ebf5210de.png?h=120&w=120
https://www.tasteatlas.com/tahdig,https://cdn.tasteatlas.com//images/dishes/d8902c84d75549e09cd7cf7d4d788750.jpg?mw=660,20,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Tahdig,4.5,"Tahdig is a traditional Persian rice dish. The name  means , referring to the crispy layer of crusty rice at the bottom of the cooking pot. The dish is typically made with basmati rice, ghee or oil, and sal...",tahdig,https://www.tasteatlas.com/tahdig/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kufteh-tabrizi,https://cdn.tasteatlas.com//images/dishes/0f785cf5f85b4d729d33e439e3922282.jpg?mw=660,21,Meatballs,https://www.tasteatlas.com/meatballs,Kufteh tabrizi,4.7,"Kufteh Tabrizi are large, stuffed meatballs usually made with ground beef or lamb, split yellow peas, rice, and a variety of fresh herbs and spices. The filling enclosed in the meatballs mostly consists of nuts and dried fruits, and occasionally w...",,https://www.tasteatlas.com/kufteh-tabrizi/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/tabriz,Tabriz,,
https://www.tasteatlas.com/kateh,https://cdn.tasteatlas.com//Images/Dishes/60894d73a8e34a9ca0dbfdf135e11c4e.jpg?mw=660,22,Technique,https://www.tasteatlas.com/Techniques,Kateh,,"Kateh is one of the easiest and simplest techniques for preparing and serving rice, preferably long-grained because it absorbs water better than most other types of rice. The rice is washed, drained, and cooked in lightly salted and oiled water. I...",,https://www.tasteatlas.com/kateh/wheretoeat,,,,,,,,,,,,n/a,https://www.tasteatlas.com/gilan-province,Gilan Province,,
https://www.tasteatlas.com/sholeh-zard,https://cdn.tasteatlas.com//images/dishes/3f1c00e46af5419dbc9cbbfb5f6c925b.jpg?mw=660,23,Pudding,https://www.tasteatlas.com/puddings,Sholeh zard,4.4,"Saffron rice pudding known as sholeh zard is an ancient Iranian dessert that was once served only on special occasions. The rice is cooked in water and then enriched with saffron and sugar, while common additions include slivered nuts and spices s...",,https://www.tasteatlas.com/sholeh-zard/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/nan-e-shirmal,https://cdn.tasteatlas.com//Images/Dishes/5112dc3af14043e6b0d862fcacbbb848.jpg?mw=660,24,Flatbread,https://www.tasteatlas.com/Flatbreads,Nan-e shirmal,4.8,"Sheermal is a traditional Iranian flatbread made with maida flour, milk, saffron, and yeast. It is characterized by its strong saffron flavor and yellow color. The bread is traditionally baked in a tandoor oven and served warm, preferably with sou...",,https://www.tasteatlas.com/nan-e-shirmal/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/nan-e-sangak,https://cdn.tasteatlas.com//Images/Dishes/5933f945dc5043098ca331d4223451a2.jpg?mw=660,25,Flatbread,https://www.tasteatlas.com/Flatbreads,Nan-e sangak,4.5,"Nan-e sangak is a whole wheat leavened flatbread and the national bread of Iran. Its shape can be either triangular or rectangular, and it comes in two main varieties: plain and special, which is topped with poppy and sesame seeds. The name",sa...,https://www.tasteatlas.com/nan-e-sangak/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kuku-sabzi,https://cdn.tasteatlas.com//Images/Dishes/3f2afd0b4ab34b4f98f3b3ca6f0b561c.jpg?mw=660,26,Egg Dish,https://www.tasteatlas.com/egg-dishes,Kuku sabzi,4.6,Kuku sabzi is an aromatic Iranian dish resembling an omelet or the well-known frittata. It consists of finely chopped herbs combined with lightly beaten eggs and a variety of spices. The mixture is usually pan-fried on both sides until golden brow...,,https://www.tasteatlas.com/kuku-sabzi/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,https://www.tasteatlas.com/chives,https://cdn.tasteatlas.com/images/ingredientgroups/aed2da4a6a53446290f56faab8c7e36b.png?h=120&w=120,,,,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120
https://www.tasteatlas.com/morasa-polo,https://cdn.tasteatlas.com//images/dishes/3a140d080a004d88b79fcf1e8ff02007.jpg?mw=660,27,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Morasa polo,4.5,"Morasa polo is a traditional Persian rice dish. This jewelled rice dish ( means ) is prepared with basmati rice, butter, olive oil, tahdig (the crunchy golden bottom rice layer), liquid saffron, dried barberries, oran...",morasa,https://www.tasteatlas.com/morasa-polo/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/tehran,Tehran,,
https://www.tasteatlas.com/noghl,https://cdn.tasteatlas.com//Images/Dishes/0e7b20d515184cd093f090f39edc8595.jpg?mw=660,28,Dessert,https://www.tasteatlas.com/Desserts,Noghl,3.4,"Noghl are popular Iranian sugar-coated almonds. Sugar, water, and rosewater are boiled to create a homogenous liquid in which the roasted almonds are quickly submerged. When cooled, the coating solidifies, creating a sweet and crunchy white layer ...",,https://www.tasteatlas.com/noghl/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/qottab,https://cdn.tasteatlas.com//images/dishes/534acbfdb0864f11bfc333824c7ce770.jpg?mw=660,29,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Qottab,4.4,"Deep-fried qottab pastries are traditional Iranian sweets consisting of soft wheat dough wrapped around almond or walnut fillings. They are usually generously spiced with cinnamon, rose water, cardamom, and orange blossom, then shaped into round o...",,https://www.tasteatlas.com/qottab/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/yazd,Yazd,,
https://www.tasteatlas.com/gheymeh-nesar,https://cdn.tasteatlas.com//images/dishes/8511986585644c76a37db8c62dfecaf3.jpg?mw=660,30,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Gheymeh nesar,4.7,"Gheymeh nesar is a festive Iranian dish originating from Qazvin. It consists of diced meat such as beef or lamb that is braised with onions and spices, as well as steamed rice and a flavorful combination of various ingredients such as slivered pis...",,https://www.tasteatlas.com/gheymeh-nesar/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/qazvin,Qazvin,,
