search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/baghrir,https://cdn.tasteatlas.com//images/dishes/8085d90bf9b94a9f99d2f510be9ece25.jpg?mw=660,11,Pancake,https://www.tasteatlas.com/pancakes,Baghrir,4.4,,,,"Baghrir is a soft and spongy Moroccan pancake made with semolina flour. It is characterized by numerous holes on its surface, a result of yeast-produced bubbles in the batter that form and break as the pancake cooks. It is recommended to serve bag...",https://www.tasteatlas.com/baghrir/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/chermoula,https://cdn.tasteatlas.com//images/dishes/7cd12206ca4644cd967f8f2e7cc6db98.jpg?mw=660,12,Dip,https://www.tasteatlas.com/dips,Chermoula,3.9,,,,"Chermoula is a North African marinade consisting of lemon juice, olive oil, coriander, parsley, garlic, cumin, paprika, chili peppers, and salt. The final result is a rough-textured paste that is traditionally used with fish or seafood dishes. Alt...",https://www.tasteatlas.com/chermoula/wheretoeat,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,
https://www.tasteatlas.com/bessara,https://cdn.tasteatlas.com//images/dishes/2680250fc980401aa4c17098057baed6.jpg?mw=660,13,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Bessara,4.4,,,,"Bessara is a comforting Moroccan dish made with puréed beans – either split peas or dried fava beans. It can be prepared in the form of a soup or porridge, while the thicker versions are commonly used as a dip. The puréed beans...",https://www.tasteatlas.com/bessara/wheretoeat,https://www.tasteatlas.com/fava-beans,https://cdn.tasteatlas.com/images/ingredientgroups/8fff989ecbe24f938f3521ed825d5fa4.png?h=120&w=120,https://www.tasteatlas.com/split-peas,https://cdn.tasteatlas.com/images/ingredientgroups/0d5e2194becd43f987fa5d1e49c7160a.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,
https://www.tasteatlas.com/maakouda,https://cdn.tasteatlas.com//images/dishes/276dadfa31ae46c3a612642dc2b7dbac.jpg?mw=660,14,Appetizer,https://www.tasteatlas.com/Appetizers,Maakouda,,,,,"Maakouda are traditional potato fritters that are popular throughout the Maghreb, especially in Morocco, Algeria, and Tunisia. The fritters are usually prepared plain, but they can also be stuffed with meat, tuna, or cheese, although not that ofte...",https://www.tasteatlas.com/maakouda/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,n/a
https://www.tasteatlas.com/khobz,https://cdn.tasteatlas.com//Images/Dishes/52e53a43feb54a10855564aaea1f79f3.jpg?mw=660,15,Bread,https://www.tasteatlas.com/Breads,Khobz,,,,,"Khobz is a traditional Moroccan bread that is shaped into round, flat loaves and baked in an oven until it develops a crispy crust. It can be made with different types of flour such as wheat, bran, barley, and semolina. Some bakers like to add ani...",https://www.tasteatlas.com/khobz/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/taktouka,https://cdn.tasteatlas.com//images/dishes/9f659f2f33da4fe8a0326e89854a8b27.jpg?mw=660,16,Salad,https://www.tasteatlas.com/Salads,Taktouka,4.7,,,,"Taktouka is a healthy and nutritious Moroccan salad consisting of cooked tomatoes and green peppers mashed into a purée. The salad is often served as a side dish to grilled meat and fish dishes, although it can also be used as a dip, when i...",https://www.tasteatlas.com/taktouka/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,
https://www.tasteatlas.com/kaab-el-ghazal,https://cdn.tasteatlas.com//images/dishes/aa799367805a455ab6ac4cb2f11029fa.jpg?mw=660,17,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Kaab el ghazal,4.1,,,,"These crescent-shaped cookies are usually associated with Morocco, but they can be found throughout Algeria and Tunisia in slightly different forms and under various names. Their name translates as , but they are better know...",https://www.tasteatlas.com/kaab-el-ghazal/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/marzipan,https://cdn.tasteatlas.com/images/dishes/3eccd4677f284cf982d06ebe14da3297.png?h=120&w=120,https://www.tasteatlas.com/orange-flower-waters,https://cdn.tasteatlas.com/images/ingredientgroups/4918b7fb95df443787c975de8420b7c0.png?h=120&w=120,https://www.tasteatlas.com/rose-waters,https://cdn.tasteatlas.com/images/ingredientgroups/e796f033c53745bf934c231bb17c0e1b.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,
https://www.tasteatlas.com/sfenj,https://cdn.tasteatlas.com//images/dishes/2f1975d09a6244c4a13d6e8fba5d249a.jpg?mw=660,18,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Sfenj,4.0,,,,"Sfenj are popular Moroccan doughnut-like fritters made from sticky unleavened batter. The dough is traditionally shaped into rings and deep-fried until it develops a golden, crispy exterior. The interior should be fluffy, tender, and chewy. These ...",https://www.tasteatlas.com/sfenj/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/fekkas,https://cdn.tasteatlas.com//images/dishes/9d7a3862cef94624acaa0d9a6be3ce9d.jpg?mw=660,19,Cookie,https://www.tasteatlas.com/Cookies,Fekkas,4.1,,,,"These traditional Moroccan twice-baked cookies come in both sweet and savory versions. They are prepared with shortbread or yeasted dough that is usually enriched with orange blossom water, aniseed, or citrus zest, as well as toasted nuts and drie...",https://www.tasteatlas.com/fekkas/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/seffa,https://cdn.tasteatlas.com//images/dishes/21cc578d3a2e400fb2dc12552ce5ef5e.jpg?mw=660,20,Side Dish,https://www.tasteatlas.com/Sides,Seffa,3.9,Best in   (Marrakesh),Al Fassia,https://www.tasteatlas.com/AlFassia,"Seffa is a traditional Moroccan dish that is typically reserved for celebrations and festivities. It consists of either vermicelli noodles or couscous combined with a savory-sweet onion sauce and a topping of icing sugar, cinnamon, raisins, and gr...",https://www.tasteatlas.com/seffa/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/zaalouk,https://cdn.tasteatlas.com//images/dishes/7201ad1854a54f7281ce7705d29b8678.jpg?mw=660,21,Salad,https://www.tasteatlas.com/Salads,Zaalouk,3.9,Best in   (Fez),The Ruined Garden,https://www.tasteatlas.com/TheRuinedGarden,"Zaalouk is a traditional Moroccan salad made by cooking eggplant, tomatoes, garlic, and flavorings such as cumin, paprika, coriander, and parsley. Although it can be served on its own, zaalouk is also often served as a side dish, a spread for sand...",https://www.tasteatlas.com/zaalouk/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/coriander,https://cdn.tasteatlas.com/images/ingredientgroups/6070111d940042ddab6019a86951fc8b.png?h=120&w=120,
https://www.tasteatlas.com/harsha,https://cdn.tasteatlas.com//Images/Dishes/0dae82009c554eac96c15f0379ecf4b4.jpg?mw=660,22,Bread,https://www.tasteatlas.com/Breads,Harsha,4.1,Best in   (Casablanca),La Sqala,https://www.tasteatlas.com/LaSqala,"Harsha is a popular Moroccan bread that is usually made with a combination of semolina, sugar, butter, milk, baking powder, and salt. It is traditionally fried in a pan until it develops a soft, crumbly texture. Most Moroccans prepare it for break...",https://www.tasteatlas.com/harsha/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/briouat,https://cdn.tasteatlas.com//Images/Dishes/1c364ec8c6b14c579bddbf5999b3cf14.jpg?mw=660,23,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Briouat,4.2,Best in   (Asilah),Dar Al Maghrebia,https://www.tasteatlas.com/DarAlMaghrebia,"Briouats are small and crispy Moroccan pastries that can be stuffed with a variety of ingredients such as chicken, lamb, cheese, or lemon. The pastry is either fried or baked, and it is often additionally sprinkled with various herbs and spices. I...",https://www.tasteatlas.com/briouat/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,
https://www.tasteatlas.com/krachel,https://cdn.tasteatlas.com//images/dishes/74a88a8d8ef9476c88ab7c39961986a1.jpg?mw=660,24,Bread,https://www.tasteatlas.com/Breads,Krachel,,,,,"These traditional Moroccan bread rolls are prepared with a yeasted, brioche-like dough that is enriched with aniseed. They also incorporate toasted sesame seeds and are usually flavored with orange blossom water. Before baking, krachel are brushed...",https://www.tasteatlas.com/krachel/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sellou,https://cdn.tasteatlas.com//Images/Dishes/39feda58925e449499bc827fe15e8e94.jpg?mw=660,25,Dessert,https://www.tasteatlas.com/Desserts,Sellou,,,,,"Sellou is a popular Moroccan sweet consisting of oven-browned flour, fried almonds, and toasted sesame seeds. The dessert is not baked, as all of the ingredients are combined instead. Rich and nutty, sellou acts as food that restores energy and he...",https://www.tasteatlas.com/sellou/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/shakshouka-morocco,https://cdn.tasteatlas.com//Images/Dishes/16db5759e81b4166a0eb8bccaa211e6a.jpg?mw=660,26,Egg Dish,https://www.tasteatlas.com/egg-dishes,Shakshouka,4.2,,,,"Shakshouka is a delicious combination of eggs poached in a spicy tomato sauce. Although it has an unusual name, the dish is straightforward and easy to make. It is usually made in a skillet in which onions, tomatoes, and spices are cooked until th...",https://www.tasteatlas.com/shakshouka-morocco/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,
https://www.tasteatlas.com/leems,https://cdn.tasteatlas.com//images/dishes/0eb5c1f579ce4447bf088b39f81b4616.jpg?mw=660,27,Pickling,https://www.tasteatlas.com/Picklings,Leems,,,,,"Leems are a Moroccan and North African specialty consisting of preserved lemons pickled in lemon juice and sea salt. These lemons are especially valued for their intense flavor, and are usually added to various tagines, stews, and soups. Leems can...",https://www.tasteatlas.com/leems/wheretoeat,,,,,,,,,,,,,n/a
