search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/medisterkaker,https://cdn.tasteatlas.com//images/dishes/d3d0d2f23982445fb43f9d872144b15d.jpg?mw=660,11,Meatballs,https://www.tasteatlas.com/meatballs,Medisterkaker,"Medisterkaker is a traditional Norwegian dish consisting of pork meatballs. Although there are many recipes for these meatballs, they're usually made with a combination of ground pork, flour, eggs, salt, nutmeg, ginger, milk, black pepper, and oil...",https://www.tasteatlas.com/medisterkaker/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/nutmegs,https://cdn.tasteatlas.com/images/ingredientgroups/7ee6cd3c42294ee7a9b8fc3e2184ac56.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,n/a
https://www.tasteatlas.com/surkal,https://cdn.tasteatlas.com//Images/Dishes/8130d3839e9b4b1fb7a2e5e6e79b8ecb.jpg?mw=660,12,Side Dish,https://www.tasteatlas.com/Sides,Sour Cabbage (Surkål),"Even though it is popular in many Scandinavian countries, surkål is traditionally associated with Norway. Characterized by the unusual combination of sweet and sour flavors, this simple dish consists of finely sliced green or red cabbage ste...",https://www.tasteatlas.com/surkal/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/kransekake,https://cdn.tasteatlas.com//Images/Dishes/c52a4c7ef328458b96f310002f66989f.jpg?mw=660,13,Cake,https://www.tasteatlas.com/cakes,Kransekake,"Kransekake is a traditional Nordic dessert consisting of a number of concentric cake rings which are usually shaped into a large cone or a tower. The crispy cakes are made with ground almonds, sugar, and egg whites, and are held together with a wh...",https://www.tasteatlas.com/kransekake/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/fiskeboller,https://cdn.tasteatlas.com//images/dishes/49d96308cd5c463b89d704a1246280cd.jpg?mw=660,14,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Fiskeboller,"Fiskeboller, literally meaning , is a classic Norwegian dish made from minced white fish, flour, eggs, and milk. A hearty dinner staple for most Norwegians, fiskeboller are typically served in thick white sauce along with steame...",https://www.tasteatlas.com/fiskeboller/wheretoeat,https://www.tasteatlas.com/White-fish,https://cdn.tasteatlas.com/images/ingredientgroups/673fcb2e26434e1ca0adcf5734d193fe.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,,,,,
https://www.tasteatlas.com/krumkake,https://cdn.tasteatlas.com//images/dishes/a143ecc215f941678b00190a9e104cd1.jpg?mw=660,15,Wafer,https://www.tasteatlas.com/wafers,Krumkake,"Krumkake are traditional Norwegian wafer cookies. The batter is made with a combination of eggs, sugar, vanilla, flour, baking powder, cardamom, and butter. Once prepared, the batter is cooked on a special griddle that imprints the wafers with a v...",https://www.tasteatlas.com/krumkake/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bidos,https://cdn.tasteatlas.com//images/dishes/609f8b26fac84d908eb88441c4d4bec7.jpg?mw=660,16,Stew,https://www.tasteatlas.com/Stews,Bidos,"Bidos is a traditional stew of the Norwegian Sámi people. It's made with a combination of reindeer meat (including the heart), onions, potatoes, and carrots. Traditionally, no seasoning is used because the stew already has a rich flavor ref...",https://www.tasteatlas.com/bidos/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/stekt-fisk,https://cdn.tasteatlas.com//images/dishes/522a18d23b9147918ac8d3a99be7f12f.jpg?mw=660,17,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Stekt fisk,"Stekt fisk is a traditional Norwegian fish specialty that is made by braising seasoned and floured fish fillets in melted butter. Although it usually features smaller fish varieties, this dish can be prepared with various types of fish. With a sli...",https://www.tasteatlas.com/stekt-fisk/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/rommegrot,https://cdn.tasteatlas.com//images/dishes/6f347cbf443149879a815ebfcb50432c.jpg?mw=660,18,Porridge,https://www.tasteatlas.com/Porridge,Rømmegrøt,"Rømmegrøt is a traditional porridge originating from Norway. Although there are several variations, it's usually made with a combination of sour cream, flour, full-fat milk, and salt. It's recommended to use homemade or high-fat sour...",https://www.tasteatlas.com/rommegrot/wheretoeat,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/gomme,https://cdn.tasteatlas.com//images/dishes/d50d590f277a4daca37783f53941b503.jpg?mw=660,19,Spread,https://www.tasteatlas.com/spreads,Gomme,"This traditional Norwegian spread is either a type of sweet, brownish-colored cheese or a type of porridge made with milk and oats or rice. The consistency of the dish can be thin or thick. Additionally, raisins and cinnamon can be added. It is co...",https://www.tasteatlas.com/gomme/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/agurksalat,https://cdn.tasteatlas.com//images/dishes/88cb9d6850214ed1ad9de1f44f62119f.jpg?mw=660,20,Salad,https://www.tasteatlas.com/Salads,Agurksalat,"Agurksalat is a traditional cucumber salad originating from Norway. This refreshing salad is especially popular in the summer and has many variations. It's usually made with sliced cucumbers, water, sugar, salt, white pepper, parsley, and white wi...",https://www.tasteatlas.com/agurksalat/wheretoeat,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/white-wine-vinegars,https://cdn.tasteatlas.com/images/ingredientgroups/5ec7d5e7a1c44fa9b25bcef37eeb02aa.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/white-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/c2d23bb0f25c4d1389eb94230df1d272.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,n/a
https://www.tasteatlas.com/morrpolse,https://cdn.tasteatlas.com//images/dishes/0588a2b9c7b047299d34102e533fba04.jpg?mw=660,21,Sausage,https://www.tasteatlas.com/Sausages,Morrpølse,"Morrpølse is a traditional Norwegian sausage. It is believed that this sausage is one of the oldest processed foods in the country, dating back to the Viking era. Traditionally, it was made with a combination of sheep tripe and offal meat s...",https://www.tasteatlas.com/morrpolse/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/riskrem,https://cdn.tasteatlas.com//Images/Dishes/2c62e7255fbf4c89977e646a0f309a16.jpg?mw=660,22,Pudding,https://www.tasteatlas.com/puddings,Riskrem,"Traditionally prepared and enjoyed during Christmastime, the creamy risalamande is an uplifted, lighter version of the classic . While the already flavorful plain pudding is enjoyed on Christmas Eve, on the following da...",https://www.tasteatlas.com/riskrem/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/smultring,https://cdn.tasteatlas.com//images/dishes/152cb7e579df4ec697388ffe2e8fdb64.jpg?mw=660,23,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Smultring,"Traditionally associated with Christmastime, these popular Norwegian doughnuts called smultring are prepared with a dense dough that is usually spiced with cardamom, cinnamon, lemon or orange zest, as well as various liqueurs. They are typically s...",https://www.tasteatlas.com/smultring/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/kvaefjordkake,https://cdn.tasteatlas.com//images/dishes/cd164021f9684edba74144575b7b289a.jpg?mw=660,24,Cake,https://www.tasteatlas.com/cakes,Kvæfjordkake,"Kvæfjordkake is a traditional Norwegian cake originating from Kvæfjord on the island of Hinnøya. It consists of layers of cake, meringue, vanilla cream, and chopped almonds. Rich, yet light, the cake is made with a combination o...",https://www.tasteatlas.com/kvaefjordkake/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/flatbrod,https://cdn.tasteatlas.com//images/dishes/db21882b6e2d461e826bbba47504e0f9.jpg?mw=660,25,Flatbread,https://www.tasteatlas.com/Flatbreads,Flatbrød,"Flatbrød is a traditional Norwegian unleavened flatbread. Although there are many varieties, this very thin and crisp bread is usually made with a combination of barley flour, salt, and water. Some people use sour milk instead of water, or ...",https://www.tasteatlas.com/flatbrod/wheretoeat,https://www.tasteatlas.com/barley-flours,https://cdn.tasteatlas.com/images/ingredientgroups/3e05e3eb40cc4a0d9da1858052c5ded1.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,n/a
https://www.tasteatlas.com/julekake,https://cdn.tasteatlas.com//images/dishes/c79b082fe09f4e589683740de3589d9c.jpg?mw=660,26,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Julekake,"Julekake is a traditional Norwegian sweet bread. It's made with a combination of flour, milk, yeast, sugar, butter, raisins, cardamom, and candied fruit. Spices such as cinnamon and nutmeg can also be added to the dough. Once baked, julekake is ty...",https://www.tasteatlas.com/julekake/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/blomkalsuppe,https://cdn.tasteatlas.com//images/dishes/121227781532428f908dba851c63552e.jpg?mw=660,27,Soup,https://www.tasteatlas.com/Soups,Blomkålsuppe,"Blomkålsuppe is a traditional Norwegian cauliflower soup. Although there are many variations, the soup is usually made with a combination of cauliflower florets, meat stock, egg yolks, salt, white pepper, cream, butter, onions, flour, and nu...",https://www.tasteatlas.com/blomkalsuppe/wheretoeat,https://www.tasteatlas.com/Cauliflowers,https://cdn.tasteatlas.com/images/ingredientgroups/4bde61ee6a82496da9aee124b9602d28.png?h=120&w=120,https://www.tasteatlas.com/beef-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f7fb38560fb04819821ba800ce8eaa84.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,n/a
https://www.tasteatlas.com/smalahove,https://cdn.tasteatlas.com//images/dishes/52a594fa81e14f048391d30b851925c4.jpg?mw=660,28,Offal Dish,https://www.tasteatlas.com/Offal,Smalahove,"Smalahove is a traditional Norwegian dish made with sheep's head as the main ingredient. The head is first left to soak in water for 24 hours. After the brine has been created (salt, sugar, saltpetre), the head is left to soak for another 24 hours...",https://www.tasteatlas.com/smalahove/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/havrekjeks,https://cdn.tasteatlas.com//images/dishes/2a122a466c3d45b7be075034735c1740.jpg?mw=660,29,Cookie,https://www.tasteatlas.com/Cookies,Oatcakes (Havrekjeks),"Havrekjeks are traditional Norwegian oatcakes. The cookies are usually made with a combination of oats, flour, butter, milk, salt, sugar, and baker's ammonia. The butter is creamed with sugar, while the oats are mixed with flour, salt, and baker's...",https://www.tasteatlas.com/havrekjeks/wheretoeat,https://www.tasteatlas.com/Oatmeal,https://cdn.tasteatlas.com/images/ingredientgroups/a67999d408a34b01a0f427ead12877fd.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/bakers-ammonia,https://cdn.tasteatlas.com/images/ingredientgroups/db05d9ab8c6f41bc8cb4ab7482e9583d.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,n/a
https://www.tasteatlas.com/skolebrod,https://cdn.tasteatlas.com//images/dishes/23fa76fef884456a9fc4421ecdd85aeb.jpg?mw=660,30,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Skolebrød,"Skolebrød are traditional Norwegian custard buns. They're made with a combination of butter, milk, yeast, sugar, flour, and cardamom for flavoring. The custard is made with milk, cream, egg yolks, sugar, cornflour, and vanilla. The cardamom...",https://www.tasteatlas.com/skolebrod/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sandkaker,https://cdn.tasteatlas.com//images/dishes/2cdb8c44e95f44449ef57ec801dfb660.jpg?mw=660,31,Cookie,https://www.tasteatlas.com/Cookies,Sand Cookies (Sandkaker),"Sandkaker or sandbakelse are traditional cookies originating from Norway. They're usually made with a combination of flour, butter, eggs, sugar, and blanched ground almonds. The butter and flour are mixed until crumbly, and the dough is finished w...",https://www.tasteatlas.com/sandkaker/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/sursild,https://cdn.tasteatlas.com//images/dishes/4da49fc0c4294bc99982fbca1e382bae.jpg?mw=660,32,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Pickled Herring (Sursild),"Sursild is a Norwegian pickled fish delicacy that is traditionally consumed during the winter holiday season, particularly on Christmas. The dish is usually made by combining slices of salted herring, onion slices, and a variety of spices such as ...",https://www.tasteatlas.com/sursild/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bergensk-fiskesuppe,https://cdn.tasteatlas.com//images/dishes/3a06212429c546479474c78c7408f3ba.jpg?mw=660,33,Fish Soup,https://www.tasteatlas.com/fish-soups,Bergensk fiskesuppe,"Bergensk fiskesuppe is a traditional Norwegian fish soup originating from Bergen. Although there's an ongoing debate about what should be in the soup, it often contains pollock or salmon, pickled purslane, vegetables such as onions, carrots, leeks...",https://www.tasteatlas.com/bergensk-fiskesuppe/wheretoeat,https://www.tasteatlas.com/norwegian-salmon,https://cdn.tasteatlas.com/images/dishes/af7c3980452d49a68db5a972e318c2a5.png?h=120&w=120,https://www.tasteatlas.com/pollocks,https://cdn.tasteatlas.com/images/ingredientgroups/65a845199e914140b5c0e78e23bff0cb.png?h=120&w=120,https://www.tasteatlas.com/purslane,https://cdn.tasteatlas.com/images/ingredientgroups/e12f9f8b939d450db39cad978bc9a8ee.png?h=120&w=120,https://www.tasteatlas.com/fish-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/0ce5b14b299f4d5d8ddbc8ee27ab13f9.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,n/a
https://www.tasteatlas.com/lrdagspizza,https://cdn.tasteatlas.com//images/dishes/a34a7d01179847118fe9320e33427193.jpg?mw=660,34,Pizza,https://www.tasteatlas.com/Pizzas,Lørdagspizza,"Lørdagspizza is a traditional Norwegian homemade-style pizza, which can be translated as . The dough is typically shaped in a rectangular pan. It is then topped with ground meat, tomato sauce, and generous amounts of ...",https://www.tasteatlas.com/lrdagspizza/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/persetorsk,https://cdn.tasteatlas.com//images/dishes/ddd045d8c1c74f168653c1f669efafdc.jpg?mw=660,35,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Persetorsk,"Persetorsk is a traditional Norwegian fish dish originating from Bergen. The dish is usually made with a combination of cod, sugar, salt, dill, bacon, and a sauce consisting of shallots, green peas, crème fraîche, vinegar, and dill. T...",https://www.tasteatlas.com/persetorsk/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/creme-fraiche,https://cdn.tasteatlas.com/images/dishes/a9780c0d0b1641c19a30f4c765a2929f.png?h=120&w=120,https://www.tasteatlas.com/dill,https://cdn.tasteatlas.com/images/ingredientgroups/8384c9ba7c584ab2901cac3361e56fea.png?h=120&w=120,n/a
