search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/lechon-al-horno,https://cdn.tasteatlas.com//images/dishes/9849175ca6a246b389f18a6180916777.jpg?mw=660,11,Pork Dish,https://www.tasteatlas.com/pork-dishes,Lechón al horno,,,4.3,,,,"Lechón al horno is the most popular Bolivian version of pork roast, typically using a suckling pig as the star ingredient. The meat is usually marinated in a combination of oil, vinegar, garlic, and spices such as thyme, parsley, red pepper...",https://www.tasteatlas.com/lechon-al-horno/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,
https://www.tasteatlas.com/cunape,https://cdn.tasteatlas.com//images/dishes/47a5b8ad86504531a8df68fd8b7fcdbe.jpg?mw=660,12,Snack,https://www.tasteatlas.com/Snacks,Cuñape,,,3.9,,,,"Crispy on the outside and filled with tender melted cheese on the inside, cuñape is a tasty Bolivian snack consisting of yam flour, white cheese, and eggs. These snacks are especially popular in Santa Cruz and in the northeastern regions of...",https://www.tasteatlas.com/cunape/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/sopa-de-mani,https://cdn.tasteatlas.com//images/dishes/2107a11b2a6d47969d573cc5ce8d21da.jpg?mw=660,13,Soup,https://www.tasteatlas.com/Soups,Sopa de mani,https://www.tasteatlas.com/cochabamba,Cochabamba,4.1,,,,"Sopa de mani is a Bolivian peanut soup made with beef, beef bones, potatoes, and peas as the main ingredients. Beef is sometimes substituted with chicken since it pairs nicely with peanuts, but the soup can also be modified so that it is meatless....",https://www.tasteatlas.com/sopa-de-mani/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/plato-paceno,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,14,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Plato paceño,https://www.tasteatlas.com/la-paz-department,La Paz Department,,Best in   (La Paz),Coroico In,https://www.tasteatlas.com/coroico-in,"Plato paceño is a traditional Bolivian dish consisting of a combination of lima beans, potatoes, corn, and fried cheese. In La Paz, it is typically consumed for lunch or dinner. Although the dish typically does not contain meat, there are m...",https://www.tasteatlas.com/plato-paceno/wheretoeat,https://www.tasteatlas.com/Lima-beans,https://cdn.tasteatlas.com/images/ingredientgroups/530a9ed460b644bd93ef03b25ed03476.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/llajua,https://cdn.tasteatlas.com/images/dishes/2a4fdb69d99c4389b62e7bc8401e0f41.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/chairo,https://cdn.tasteatlas.com//images/dishes/db68276b741c4d11950e9c948dc8ab5d.jpg?mw=660,15,Soup,https://www.tasteatlas.com/Soups,Chairo,https://www.tasteatlas.com/la-paz-department,La Paz Department,,Best in   (La Paz),La Sopería,https://www.tasteatlas.com/la-soperia,"Chairo is a traditional Bolivian thick soup with pre-Colombian origins. It is made with the unique Bolivian chuño starch, meat (usually lamb), cooked wheat, and vegetables such as carrots, onions, and corn. The soup is often additionally fl...",https://www.tasteatlas.com/chairo/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/aji-de-lengua,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,16,Stew,https://www.tasteatlas.com/Stews,Ají de lengua,,,,Best in   (La Paz),Luciernagas Restaurant,https://www.tasteatlas.com/luciernagas-restaurant,"Ají de lengua is a traditional Bolivian stew with a spicy flavor. It is made with beef tongue, oil, onions, tomatoes, hot chili peppers, parsley, cumin, oregano, and (often) green peas. The tongue is boiled, cut into thin slices, and it is ...",https://www.tasteatlas.com/aji-de-lengua/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pampaku,https://cdn.tasteatlas.com//images/dishes/89331fd07988420cb356050bbd9249c4.jpg?mw=660,17,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Pampaku,,,,,,,"Pampaku refers to the Bolivian way of roasting the meat underground. The choice of meat is typically cooked with hot spices in a pit that is heated by wood or coal fire. When it's done, pampaku is traditionally served with plantains, potatoes, and...",https://www.tasteatlas.com/pampaku/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/saice,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,18,Stew,https://www.tasteatlas.com/Stews,Saice,https://www.tasteatlas.com/tarija-department,Tarija Department,,,,,"Saice is a traditional Bolivian dish hailing from the state of Tarija. It's made with a combination of beef, potatoes, peas, and cumin. The meat is fried, then cooked with potatoes, peas, cumin, and a spicy sauce consisting of onions, tomatoes, an...",https://www.tasteatlas.com/saice/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/cumin,https://cdn.tasteatlas.com/images/ingredientgroups/4249a750e5b54ffb8fb873a2c5463d06.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,n/a
https://www.tasteatlas.com/majao,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,19,Beef Dish,https://www.tasteatlas.com/beef-dishes,Majao,,,,,,,"This authentic Bolivian dish consists of charque (shredded beef jerky) that is cooked with rice and vegetables such as onions and tomatoes. The dish is often flavored with red or yellow chili peppers, and it is sometimes served with a fried egg on...",https://www.tasteatlas.com/majao/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/red-chilli-powder,https://cdn.tasteatlas.com/images/ingredientgroups/0bf070508e5f4a41b10e14a0642e59fe.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,n/a
https://www.tasteatlas.com/aji-de-fideos,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,20,Pasta,https://www.tasteatlas.com/pasta,Ají de fideos,,,,,,,"Ají de fideos is a spicy Bolivian dish prepared with a combination of pasta noodles, potatoes, ground locoto chilis, ground meat, carrots, peas, and fresh herbs such as cumin, oregano, and parsley. The dish is quite easy to prepare and it c...",https://www.tasteatlas.com/aji-de-fideos/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/chancho-a-la-cruz,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,21,Pork Dish,https://www.tasteatlas.com/pork-dishes,Chancho a la cruz,,,,,,,"Chancho a la cruz is a Bolivian dish consisting of a whole hog that is slowly cooked on a cross. The meat is not placed over a fire, but is instead smoked for about 8 to 12 hours. Due to the long cooking process, chancho a la cruz is typically sta...",https://www.tasteatlas.com/chancho-a-la-cruz/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/sanduiche-de-chola,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,22,Sandwich,https://www.tasteatlas.com/sandwiches,Sanduíche de chola,https://www.tasteatlas.com/la-paz,La Paz,,Best in   (La Paz),Las Cholas,https://www.tasteatlas.com/las-cholas,"Sanduíche de chola is a Bolivian sandwich filled with roasted pork, salsa, hot sauce, and pickled vegetables such as carrots and onions. The ingredients are usually tucked inside large sandwich buns. This sandwich is mostly eaten in the aft...",https://www.tasteatlas.com/sanduiche-de-chola/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/llajua,https://cdn.tasteatlas.com//images/dishes/3c44728c9a29463ebf98499db48e0034.jpg?mw=660,23,Sauce,https://www.tasteatlas.com/Sauces,Llajua,https://www.tasteatlas.com/cochabamba-department,Cochabamba Department,,,,,"Llajua is an authentic Bolivian hot sauce made with  chili peppers (between 30,000 and 100,000 Scoville),  (Bolivian cilantro), tomatoes, and optional onions. In Bolivia, llajua is traditionally made using a",https://www.tasteatlas.com/llajua/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/caldo-de-cardan,https://cdn.tasteatlas.com//images/dishes/4eb361f201e74b0ca09b88a49b2e2f8d.jpg?mw=660,24,Offal Soup,https://www.tasteatlas.com/offal-soups,Caldo de cardán,,,,,,,"Caldo de cardán is a Bolivian soup prepared with bull's penis as the key ingredient. The soup needs to be cooked for a very long time over low flames, but the results are magnificent, and locals consider it an aphrodisiac and a great hangov...",https://www.tasteatlas.com/caldo-de-cardan/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/lagua-de-choclo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,25,Soup,https://www.tasteatlas.com/Soups,Lagua de choclo,https://www.tasteatlas.com/cochabamba-department,Cochabamba Department,,,,,"Lagua de choclo is a traditional Bolivian soup. It's prepared with a combination of fresh corn kernels, beef, onions, potatoes, and turnips. The ingredients are simmered for about one hour until the beef is tender and the soup has a creamy consist...",https://www.tasteatlas.com/lagua-de-choclo/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/tawa-tawa,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,26,Fried Dough,https://www.tasteatlas.com/fried-dough,Tawa-tawa,https://www.tasteatlas.com/potosi,Potosí,,,,,Tawa-tawas are sweet Bolivian fritters. They are made with a simple dough that is rolled and cut into rectangles or diamond shapes. The pieces are then fried until they puff up and attain light golden color. They are usually served drizzled with h...,https://www.tasteatlas.com/tawa-tawa/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/baking-powder,https://cdn.tasteatlas.com/images/ingredientgroups/f7e7555a30e44b63993b9aa893fd064c.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,n/a
https://www.tasteatlas.com/risotto-de-quinoa-y-pimientos-amarillos-bolivia,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,27,Vegetarian Dish,https://www.tasteatlas.com/vegetarian-dishes,Risotto de quinoa y pimientos amarillos,,,,,,,"Risotto de quinoa y pimientos amarillos is a traditional dish originating from Chile, but it's also popular in Bolivia. It's made with a combination of quinoa, aji amarillo peppers, grated cheese, vegetable stock, butter, salt, and pepper. The qui...",https://www.tasteatlas.com/risotto-de-quinoa-y-pimientos-amarillos-bolivia/wheretoeat,https://www.tasteatlas.com/Quinoa,https://cdn.tasteatlas.com/images/ingredientgroups/a3d1de14a84441a68e8dca4bab75eb5e.png?h=120&w=120,https://www.tasteatlas.com/aji-amarillo,https://cdn.tasteatlas.com/images/dishes/14461fb5d18242a4993c751bd132d2c6.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/vegetable-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/f39ab112e428413d822ce2e6966c6f4d.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,n/a
