search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,search-results__item-description 2,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/rosquillas,https://cdn.tasteatlas.com//images/dishes/4bbb29f3ccb04b8a991107d57b458e46.jpg?mw=660,11,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Rosquillas,3.8,Best in   (Madrid),Pasteleria Nunos,https://www.tasteatlas.com/NunosAlvaroArtesanos,"Rosquillas are traditional Spanish deep-fried donuts, characterized by their fluffy texture and a hole in the middle. They are typically prepared during the Holy Week festivities. Although there are many varieties of rosquillas, the classic ones a...",READ MORE,https://www.tasteatlas.com/rosquillas/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/cochinillo,https://cdn.tasteatlas.com//Images/Dishes/0248d8a008364be2943bbd09842292e8.jpg?mw=660,12,Pork Dish,https://www.tasteatlas.com/pork-dishes,Cochinillo,3.8,Best in   (Segovia),Meson de Cándido,https://www.tasteatlas.com/MesonDeCandido,"Cochinillo is a Spanish dish consisting of a roasted suckling pig with succulent meat, tender and crispy skin, and a very thin layer of fat. The meat is so tender that it practically falls apart when cooked properly. The dish is served throughout ...",READ MORE,https://www.tasteatlas.com/cochinillo/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,,,,,,,,,,,,https://www.tasteatlas.com/castile-and-leon,https://cdn.tasteatlas.com/images/emblems/5b1d480aea6c41deb27a0d75cf4333d6.png,Castile and León,
https://www.tasteatlas.com/tortilla-de-patata,https://cdn.tasteatlas.com//Images/Dishes/9f97f71d4af84228bf7290556613ecec.jpg?mw=660,13,Egg Dish,https://www.tasteatlas.com/egg-dishes,Tortilla de patata,4.1,Best in   (San Sebastián),Bar Nestor,https://www.tasteatlas.com/BarNestor,"Introduced in 1817, folklore says that tortilla de patata was created by general Tomás de Zumalacárregui in order to feed his hungry army, as food supplies were scarce at the time. The key ingredients used in the dish are thinly slic...",READ MORE,https://www.tasteatlas.com/tortilla-de-patata/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/empanadas,https://cdn.tasteatlas.com//images/dishes/cbe0b99857af491580e61d0c20822772.jpg?mw=660,14,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Empanadas,4.2,Best in   (Barcelona),La Fabrica,https://www.tasteatlas.com/LaFabrica,"Best described as little pockets with hot fillings; empanadas are crescent-shaped, flaky pastry dough pies found throughout Latin America that are easy to prepare, inexpensive, and convenient. The name of the dish stems from the Spanish",READ MORE,https://www.tasteatlas.com/empanadas/wheretoeat,,,,,,,,,empana...,,,,,https://www.tasteatlas.com/galicia,https://cdn.tasteatlas.com/images/emblems/95239c7d9c7e45dd9bd81c496b659164.png,Galicia,
https://www.tasteatlas.com/paella-valenciana,https://cdn.tasteatlas.com//images/dishes/d1e0a757c03e4bff97a8c20f9ce31931.jpg?mw=660,15,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Paella Valenciana,4.1,Best in   (Valencia),Casa Roberto,https://www.tasteatlas.com/CasaRoberto,"Often referred to as , this Valencian classic traditionally consists of rice that is cooked alongside chicken thighs, rabbit, three types of beans, tomatoes, and snails. Valenciana is generously seasoned with saffron an...",READ MORE,https://www.tasteatlas.com/paella-valenciana/wheretoeat,https://www.tasteatlas.com/arroz-bahia,https://cdn.tasteatlas.com/images/dishes/26fc828aef254c148dc880b466a779af.png?h=120&w=120,https://www.tasteatlas.com/arroz-bomba,https://cdn.tasteatlas.com/images/dishes/7103c7988a2d415eab6c14dbc9f73cf7.png?h=120&w=120,https://www.tasteatlas.com/arroz-senia,https://cdn.tasteatlas.com/images/dishes/a258770bd61541618b4cca65b1844f6c.png?h=120&w=120,https://www.tasteatlas.com/calasparra-rice,https://cdn.tasteatlas.com/images/dishes/4d83c702c1684871b92efce9db317d8b.png?h=120&w=120,the original paella,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Rabbit,https://cdn.tasteatlas.com/images/ingredientgroups/b9eeea924dca4a1b9b2b456d66f352dd.png?h=120&w=120,https://www.tasteatlas.com/province-of-valencia,https://cdn.tasteatlas.com/images/emblems/9742c0833c0440048eb4e03c74d09841.png,Province of Valencia,
https://www.tasteatlas.com/paella-de-mariscos,https://cdn.tasteatlas.com//images/dishes/73c3b9baac5c433bb27400ad46b3b13d.jpg?mw=660,16,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Paella de mariscos,4.2,Best in   (Valencia),La Pepica,https://www.tasteatlas.com/LaPepica,"Seafood paella is one of the most popular paella varieties, not only in Valencia, but also in Andalusia and all along the Spanish coast. Due to the abundance of fresh fish and seafood, this dish is an absolute summer favorite in Spain. Paella de m...",READ MORE,https://www.tasteatlas.com/paella-de-mariscos/wheretoeat,https://www.tasteatlas.com/arroz-bomba,https://cdn.tasteatlas.com/images/dishes/7103c7988a2d415eab6c14dbc9f73cf7.png?h=120&w=120,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/mussels,https://cdn.tasteatlas.com/images/ingredientgroups/a050287a4d1149f5898090f628c216e8.png?h=120&w=120,https://www.tasteatlas.com/Clams,https://cdn.tasteatlas.com/images/ingredientgroups/bbb8d8d5cd2f4034814913837a014a44.png?h=120&w=120,,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/valencian-community,https://cdn.tasteatlas.com/images/emblems/1f1a9d506f7e4fd9b238debbcb22c5b8.png,Valencian Community,
https://www.tasteatlas.com/crema-catalana,https://cdn.tasteatlas.com//Images/Dishes/53ac245138324b64b6e49d95d8960934.jpg?mw=660,17,Custard,https://www.tasteatlas.com/custards,Crema Catalana,4.1,Best in   (Barcelona),Granja M. Viader,https://www.tasteatlas.com/GranjaMViader,"Crema Catalana is a popular Spanish dessert made by baking a custard consisting of milk, cornstarch, and eggs in an oven. After baking and cooling, the dessert is sprinkled with sugar and broiled or burnt with a torch to create a crispy, burnt car...",READ MORE,https://www.tasteatlas.com/crema-catalana/wheretoeat,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/corn-starch,https://cdn.tasteatlas.com/images/ingredientgroups/dfa4af586b3845a8b4e676e648dbf1eb.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/catalonia,https://cdn.tasteatlas.com/images/emblems/e004ed0e929d4b5dbedd9b34af2206a6.png,Catalonia,
https://www.tasteatlas.com/bocadillo-de-jamon,https://cdn.tasteatlas.com//images/dishes/a688475959c3495482ab2a44a65e028f.jpg?mw=660,18,Sandwich,https://www.tasteatlas.com/sandwiches,Bocadillo de jamón,4.2,Best in   (Barcelona),La Xampanyeria,https://www.tasteatlas.com/LaXampanyeria,Bocadillo de jamón is a sandwich that is made with Spanish bread and slices of Spanish ham such as  (Serrano ham) or  (Iberian ham). It usually consists of a Spanish-style baguette (...,READ MORE,https://www.tasteatlas.com/bocadillo-de-jamon/wheretoeat,https://www.tasteatlas.com/pan-de-barra,https://cdn.tasteatlas.com/images/dishes/e3d78b07fa764f2289e142c2c2e9ca83.png?h=120&w=120,https://www.tasteatlas.com/jamon-iberico,https://cdn.tasteatlas.com/images/dishes/3b999595cfb5481b8f490e8e5bb74cc7.png?h=120&w=120,https://www.tasteatlas.com/jamon-serrano,https://cdn.tasteatlas.com/images/dishes/9a0b7c0a139346aa98fac6095b0e9dc7.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,jamón Serrano,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,
https://www.tasteatlas.com/bocadillo-de-pollo,https://cdn.tasteatlas.com//images/dishes/f005361ba4104c508556571d4c721916.jpg?mw=660,19,Sandwich,https://www.tasteatlas.com/sandwiches,Bocadillo de pollo,4.0,Best in   (Santa Cruz de Tenerife),Bar Delicatessen La Garriga,https://www.tasteatlas.com/bar-delicatessen-la-garriga,"Bocadillo de pollo is a Spanish chicken sandwich that can be prepared in many different ways. As with other  varieties, the Spanish-style baguette called  is the most common choice for bread, although other t...",READ MORE,https://www.tasteatlas.com/bocadillo-de-pollo/wheretoeat,https://www.tasteatlas.com/pan-de-barra,https://cdn.tasteatlas.com/images/dishes/e3d78b07fa764f2289e142c2c2e9ca83.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/mayonnaise,https://cdn.tasteatlas.com/images/dishes/1839d40499514008ba765c0c1815f7e2.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,bocadillo,https://www.tasteatlas.com/arugula,https://cdn.tasteatlas.com/images/ingredientgroups/1a35ab476e2b49d48576f28f2c690b39.png?h=120&w=120,https://www.tasteatlas.com/Lettuce,https://cdn.tasteatlas.com/images/ingredientgroups/7e0f57e1acdf4336ae728bbaf80a1f36.png?h=120&w=120,,,,
https://www.tasteatlas.com/pollo-al-ajillo,https://cdn.tasteatlas.com//Images/Dishes/345785c771924346a3e0878c5ff85f5b.jpg?mw=660,20,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Pollo al ajillo,4.5,Best in   (Adeje),Restaurante Otelo,https://www.tasteatlas.com/restaurante-otelo,"This simple Spanish dish known as pollo al ajillo consists of chicken pieces drenched in garlic sauce. The sauce is usually made with white wine, stock, garlic, and herbs such as bay leaves, thyme, and rosemary. It can be consumed as the main cour...",READ MORE,https://www.tasteatlas.com/pollo-al-ajillo/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/stocks,https://cdn.tasteatlas.com/images/ingredientgroups/27990ac3f60a4812ad3aadf8f044cdb6.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/thyme,https://cdn.tasteatlas.com/images/ingredientgroups/45790b24a3b24deb93df46bad31f8b4c.png?h=120&w=120,https://www.tasteatlas.com/andalusia,https://cdn.tasteatlas.com/images/emblems/9904fd9d304b4e05a3a9f260dd4abb55.png,Andalusia,
https://www.tasteatlas.com/magdalenas,https://cdn.tasteatlas.com//images/dishes/274fa1276ca245af875e701edb899fc7.jpg?mw=660,21,Dessert,https://www.tasteatlas.com/Desserts,Magdalenas,4.0,Best in   (Castellfollit de la Roca),Cal Tuset,https://www.tasteatlas.com/cal-tuset,"Magdalenas are sweet, light, and fluffy Spanish cakes that are typically made with a combination of eggs, sugar, butter, flour, baking powder, milk, and lemon zest or vanilla essence for flavoring. Visually, magdalenas are quite similar to muffins...",READ MORE,https://www.tasteatlas.com/magdalenas/wheretoeat,,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gambas-al-ajillo,https://cdn.tasteatlas.com//images/dishes/b5ee089cc7ac4c19b56efba5e6364115.jpg?mw=660,22,Shrimp/Prawn Dish,https://www.tasteatlas.com/shrimps-and-prawns,Gambas al ajillo,4.8,Best in   (Madrid),La Casa del Abuelo,https://www.tasteatlas.com/LaCasaDelAbuelo,"Gambas al ajillo is a popular Spanish appetizer consisting of shrimps that are sautéed in a pan with minced garlic, lemon juice, paprika, and olive oil. The dish is usually consumed as a tapa. It is recommended to garnish gambas al ajillo w...",READ MORE,https://www.tasteatlas.com/gambas-al-ajillo/wheretoeat,https://www.tasteatlas.com/shrimps,https://cdn.tasteatlas.com/images/ingredientgroups/bd6e8c1318d34f5a8021b84af6cefbaf.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/lemon-juices,https://cdn.tasteatlas.com/images/ingredientgroups/bbcffe4057b045df86c02995facd36b3.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/madrid,https://cdn.tasteatlas.com/images/emblems/46f212dc5eb14b0b96e5c8adc7bff624.png,Madrid,
https://www.tasteatlas.com/lechazo,https://cdn.tasteatlas.com//Images/Dishes/237c05db931f4c16846ca56fe97728f2.jpg?mw=660,23,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Lechazo,4.1,Best in   (Valladolid),La Parrilla De San Lorenzo,https://www.tasteatlas.com/la-parrilla-de-san-lorenzo,"Lechazo is a Spanish dish consisting of a roasted suckling lamb. In order for the lamb to classify as lechazo, it must weigh between 5 and 7 kg and its age cannot be more than 20 to 30 days. The lamb must be fed only on its mother's milk, hence th...",READ MORE,https://www.tasteatlas.com/lechazo/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,https://www.tasteatlas.com/castile-and-leon,https://cdn.tasteatlas.com/images/emblems/5b1d480aea6c41deb27a0d75cf4333d6.png,Castile and León,
