search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,item-location href,item-location src,item-location,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,search-results__item-description 2,score-text--na
https://www.tasteatlas.com/sataras,https://cdn.tasteatlas.com//images/dishes/a5cbe22923784e9a9e656ad9ca1409e5.jpg?mw=660,11,Stew,https://www.tasteatlas.com/Stews,Sataraš,https://www.tasteatlas.com/slavonia-and-baranja,https://cdn.tasteatlas.com/images/emblems/5a44733560674043be59d4b60c97d5f8.png,Slavonia and Baranja,4.3,,,,"Sataraš is a vegetable stew made with a combination of tomatoes, peppers, onions, garlic, and parsley. The ingredients are first fried, then seasoned with salt and pepper and gently stewed. It is recommended to use a wide pan while preparin...",https://www.tasteatlas.com/sataras/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,,,,
https://www.tasteatlas.com/burek-sa-sirom,https://cdn.tasteatlas.com//images/dishes/7eb00d71d027475bbeab681d5915a034.jpg?mw=660,12,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Burek sa sirom,,,,4.3,Best in   (Zagreb),Vrući Burek,https://www.tasteatlas.com/vruci-burek,"You might have heard that burek can only be called burek if it's filled with meat. That is, if you live in Bosnia and Herzegovina, but not everyone does, nor is burek really Bosnian – in fact, it has Turkish origins. In Bosnia, burek (with m...",https://www.tasteatlas.com/burek-sa-sirom/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/buzara,https://cdn.tasteatlas.com//images/dishes/546664cc0c4c41a896ede3791fc51cd1.jpg?mw=660,13,Technique,https://www.tasteatlas.com/Techniques,Buzara,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,4.6,Best in   (Lopud),Restaurant Obala,https://www.tasteatlas.com/restaurant-obala,"Buzara is a Croatian technique of preparing seafood by cooking it in a mixture of olive oil, wine, garlic, fresh herbs (usually parsley), and (sometimes) breadcrumbs. This method of preparation creates a flavorful sauce that gives the dish distinc...",https://www.tasteatlas.com/buzara/wheretoeat,https://www.tasteatlas.com/Seafoods,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/tomato-sauce,https://cdn.tasteatlas.com/images/dishes/46bce93d102c432885fd501717da1d6b.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,,
https://www.tasteatlas.com/krvavica,https://cdn.tasteatlas.com//images/dishes/9fc02f4b56c647b8a4b7d87865abe61a.jpg?mw=660,14,Blood Sausage,https://www.tasteatlas.com/blood-sausages,Krvavica,https://www.tasteatlas.com/krapina-zagorje-county,https://cdn.tasteatlas.com/images/emblems/9f1f437fff374baf96203c4a88ae789b.png,Krapina-Zagorje County,3.4,Best in   (Desinić),Grešna Gorica,https://www.tasteatlas.com/gresna-gorica,"Krvavica is a blood sausage produced mostly throughout continental Croatia, especially in the regions of Zagorje and Slavonija-Baranja. Apart from Croatia, the sausage is also commonly consumed in Slovenia and Serbia. It is made by cooking pork bl...",https://www.tasteatlas.com/krvavica/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/hobotnica-ispod-peke,https://cdn.tasteatlas.com//images/dishes/540defaee8fb4a04805ccd27030881fa.jpg?mw=660,15,Octopus Dish,https://www.tasteatlas.com/octopus-dishes,Hobotnica ispod peke,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,4.4,Best in   (Vis),Roki's,https://www.tasteatlas.com/rokis,"Hobotnica ispod peke is a popular Dalmatian dish made by slowly cooking a fresh, whole octopus in its juices under a big, traditional, bell-like lid called . The octopus is often flavored with aromatic herbs and spices such as garlic,...",https://www.tasteatlas.com/hobotnica-ispod-peke/wheretoeat,https://www.tasteatlas.com/octopuses,https://cdn.tasteatlas.com/images/ingredientgroups/bdce1ea248964158af865718ad3c7e84.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,peka,
https://www.tasteatlas.com/turkey-with-mlinci,https://cdn.tasteatlas.com//Images/Dishes/53a4334f6f1046a0aa1d62d6bbf9a0f4.jpg?mw=660,16,Turkey Dish,https://www.tasteatlas.com/turkey-dishes,Purica s mlincima,https://www.tasteatlas.com/krapina-zagorje-county,https://cdn.tasteatlas.com/images/emblems/9f1f437fff374baf96203c4a88ae789b.png,Krapina-Zagorje County,4.3,Best in   (Škarićevo),Vuglec Breg,https://www.tasteatlas.com/VuglecBreg,"This festive Croatian dish consists of a whole roasted turkey, paired with an authentic Croatian side dish known as . The dish has its origins in the Zagorje region, where turkey has been brought over from Italy by the Pauline Fathe...",https://www.tasteatlas.com/turkey-with-mlinci/wheretoeat,https://www.tasteatlas.com/Turkeys,https://cdn.tasteatlas.com/images/ingredientgroups/3fc842b3123740339b921f6e3ee290a8.png?h=120&w=120,https://www.tasteatlas.com/zagorski-mlinci,https://cdn.tasteatlas.com/images/dishes/cec203e3f51e4bcfb8e77380dd883279.png?h=120&w=120,,,,,,,,,mlinci,
https://www.tasteatlas.com/samoborska-kremsnita,https://cdn.tasteatlas.com//images/dishes/5f16be138e7047f1a7a87046f5bf890e.jpg?mw=660,17,Cake,https://www.tasteatlas.com/cakes,Samoborska kremšnita,https://www.tasteatlas.com/samobor,,Samobor,4.0,Best in   (Samobor),Slastičarnica U Prolazu,https://www.tasteatlas.com/SlasticarnicaUProlazu,Samoborska kremšnita is a popular dessert originating from the Croatian town of Samobor. It consists of two layers of puff pastry that are filled with custard cream. A thin layer of whipped cream is sometimes placed on top of the custard. T...,https://www.tasteatlas.com/samoborska-kremsnita/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Milk,https://cdn.tasteatlas.com/images/ingredientgroups/32cfca5acc5c40ef8daecc359371a43e.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/whipped-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d411ef79c0124f5e9dc3ae178912f4b6.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,
https://www.tasteatlas.com/gradele,https://cdn.tasteatlas.com//images/dishes/e853579f636549ce997cde2cee8fe3ee.jpg?mw=660,18,Barbecue,https://www.tasteatlas.com/barbecue,Gradele,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,4.7,,,,"Originating from the Croatian coast, gradele is a traditional way of grilling fresh fish over an open fire. Although fish is the most common option, meat and snails can also be prepared in the same way. The word  refers to a simple...",https://www.tasteatlas.com/gradele/wheretoeat,,,,,,,,,,,,,gradele,
https://www.tasteatlas.com/krafne,https://cdn.tasteatlas.com//images/dishes/5d7bb143eccb46dcba3e9a5f08c4e150.jpg?mw=660,19,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Krafne,,,,4.2,Best in   (Split),Krafne kod Mate,https://www.tasteatlas.com/krafne-kod-mate,"Krapfen was probably the first European-style doughnut to appear, followed by similar varieties in other countries. These pastries are traditionally prepared with leavened dough that is deep-fried until golden and crispy on the outside, while they...",https://www.tasteatlas.com/krafne/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/poljicki-soparnik,https://cdn.tasteatlas.com//images/dishes/051416452bb649bab2bbc4aca4cc13ac.jpg?mw=660,20,Savory Pie,https://www.tasteatlas.com/savory-pies,Poljički soparnik,https://www.tasteatlas.com/poljica,,Poljica,4.6,Best in   (Gata),OPG Ivanka Radmilo,https://www.tasteatlas.com/opg-ivanka-radmilo,"Soparnik, zeljanik, or uljenjak is a simple pie filled with vegetables. It is traditionally made in the Poljica region in Dalmatia with the simplest possible dough consisting of flour, salt, and water. The filling for this pie is made with chard a...",https://www.tasteatlas.com/poljicki-soparnik/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/chard,https://cdn.tasteatlas.com/images/ingredientgroups/189e8669841a4f9c9c56f5b8498cbcd1.png?h=120&w=120,https://www.tasteatlas.com/red-onions,https://cdn.tasteatlas.com/images/ingredientgroups/0ac9ebfa0132402e895119734713c3b3.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,
https://www.tasteatlas.com/fuzi-s-tartufima,https://cdn.tasteatlas.com//images/dishes/b566ce275eb74f47ae0f8eeb02282e55.jpg?mw=660,21,Pasta,https://www.tasteatlas.com/pasta,Fuži s tartufima,https://www.tasteatlas.com/istria,,Istria,4.2,Best in   (Motovun),Konoba Mondo,https://www.tasteatlas.com/konoba-mondo,"Fuži s tartufima is one of the most popular Istrian specialties – a delightful combination of traditional  pasta and the famous Istrian truffles. However, one should be careful when ordering the dish - there is a chance you won'...",https://www.tasteatlas.com/fuzi-s-tartufima/wheretoeat,https://www.tasteatlas.com/fuzi,https://cdn.tasteatlas.com/images/dishes/dbe645f8b78e4574a4ef8b154bae4159.png?h=120&w=120,https://www.tasteatlas.com/black-perigord-truffle,https://cdn.tasteatlas.com/images/dishes/186c2b87cc4f4c69a5ec00df097d9bb9.png?h=120&w=120,https://www.tasteatlas.com/trifola-dalba-madonna,https://cdn.tasteatlas.com/images/dishes/45a4ebbe6ee04ad9aa6bc9e7614dd58d.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,,,,fuži,
https://www.tasteatlas.com/pinca,https://cdn.tasteatlas.com//Images/Dishes/64bef70fd8a2459498fbcf1f5452bfdd.jpg?mw=660,22,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Pinca,https://www.tasteatlas.com/dalmatia,https://cdn.tasteatlas.com/images/emblems/05479e1caa2240c0be46d4690196465f.png,Dalmatia,4.0,Best in   (Split),Slastičarnica Tradicija Kirigin,https://www.tasteatlas.com/tradicija-bakery,"Sweet and fragrant, pinca is a traditional Croatian Easter bread. This incredibly rich pastry is made with yeasted dough consisting of flour, eggs, and butter, and it is usually shaped into a large round loaf. Each pinca is brushed with egg wash, ...",https://www.tasteatlas.com/pinca/wheretoeat,,,,,,,,,,,,,,
https://www.tasteatlas.com/manestra,https://cdn.tasteatlas.com//images/dishes/ed18e31fa11440f2bfbbb8a08e8e00d7.jpg?mw=660,23,Stew,https://www.tasteatlas.com/Stews,Maneštra,https://www.tasteatlas.com/istria,,Istria,3.9,Best in   (Valbandon),Alla Beccaccia,https://www.tasteatlas.com/alla-beccaccia,"Istrian maneštra is a Croatian take on the popular Italian  soup. This hearty and thick stew-like soup is made with dried meat, beans, and spring corn. There are numerous variations on the dish, so maneštra is typi...",https://www.tasteatlas.com/manestra/wheretoeat,,,,,,,,,,,,,minestrone,
https://www.tasteatlas.com/sarma-croatia,https://cdn.tasteatlas.com//images/dishes/abbef07b6054405a8b2305db7beca93e.jpg?mw=660,24,Ground Meat Dish,https://www.tasteatlas.com/ground-meat-dishes,Sarma,,,,4.4,Best in   (Zagreb),Stari Fijaker,https://www.tasteatlas.com/stari-fijaker,"One of the staples of traditional Turkish cuisine, sarma consists of a filling that is snugly surrounded by leaves or leafy vegetables. There are numerous versions of this dish but the mixture typically combines ingredients such as minced meat, ri...",https://www.tasteatlas.com/sarma-croatia/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/chard,https://cdn.tasteatlas.com/images/ingredientgroups/189e8669841a4f9c9c56f5b8498cbcd1.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,,
