search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location,score-text--na
https://www.tasteatlas.com/podvarak,https://cdn.tasteatlas.com//images/dishes/6992ae74f0fe416bb4fa79fc92644be1.jpg?mw=660,11,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Podvarak,4.1,Best in   (Belgrade),Kalenić,https://www.tasteatlas.com/kalenic,"Podvarak is a Serbian dish consisting of sauerkraut, onions, garlic, and meat such as roasted pork or bacon. It is traditionally prepared and consumed during the colder months as a comfort dish. If podvarak is prepared without meat, it is usually ...",,https://www.tasteatlas.com/podvarak/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/karadordeva-snicla,https://cdn.tasteatlas.com//Images/Dishes/c5896fafbac34ad1958beb818aa8680a.jpg?mw=660,12,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Karađorđeva šnicla,4.3,Best in   (Belgrade),Kovač,https://www.tasteatlas.com/kovac,"Karađorđeva šnicla is a traditional Serbian dish consisting of veal or pork cutlet that is filled with kajmak, then rolled in breadcrumbs and fried in hot oil. The cutlet was created in 1956 by a chef Mića Stojanović, who would later become...",,https://www.tasteatlas.com/karadordeva-snicla/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/kaymak,https://cdn.tasteatlas.com/images/dishes/20b6b3cc094c4df6bd76a28a30541259.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,,,,,https://www.tasteatlas.com/belgrade,Belgrade,
https://www.tasteatlas.com/popara,https://cdn.tasteatlas.com//images/dishes/f23708baab114fa2ac02f5b11fb59570.jpg?mw=660,13,Breakfast,https://www.tasteatlas.com/Breakfast,Popara,3.3,Best in   (Belgrade),Mala Fabrika Ukusa,https://www.tasteatlas.com/mala-fabrika-ukusa,"Popara, the Balkan version of bread mash, is an ancient dish that has been greatly appreciated as a quick and easy solution to use up leftover bread and to feed the whole family in the process. Since it is eaten in many countries across the region...",,https://www.tasteatlas.com/popara/wheretoeat,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/vegetable-oils,https://cdn.tasteatlas.com/images/ingredientgroups/9645da0c09ec4cebb19ef9a91a4e3ecf.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,
https://www.tasteatlas.com/urnebes,https://cdn.tasteatlas.com//images/dishes/30540d3ea1d441888233458924776918.jpg?mw=660,14,Side Dish,https://www.tasteatlas.com/Sides,Urnebes,3.9,Best in   (Belgrade),Loki,https://www.tasteatlas.com/loki,"Urnebes is an authentic Serbian spread consisting of salty cheese, garlic, sour cream, roasted peppers, paprika, oil, and cooked egg yolks. It is traditionally served as a side dish accompanying numerous grilled meat dishes, although it can also b...",,https://www.tasteatlas.com/urnebes/wheretoeat,https://www.tasteatlas.com/fresh-cheeses,https://cdn.tasteatlas.com/images/ingredientgroups/59b7f9c3624d4c5aa041912fbc728f5b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/sour-cream,https://cdn.tasteatlas.com/images/ingredientgroups/929559246bc24b9597fcefe8eef305f7.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,
https://www.tasteatlas.com/pihtije,https://cdn.tasteatlas.com//Images/Dishes/fbb4f995c5214c70a05af844d6f15545.jpg?mw=660,15,Pork Dish,https://www.tasteatlas.com/pork-dishes,Pihtije,2.7,Best in   (Belgrade),Holesterol,https://www.tasteatlas.com/holesterol,"Pihtije is a Serbian dish made from cheaper parts of pork such as the head, shank, or hock. The meat is often cooked together with pepper, onion, carrots, and bay leaves until it becomes so tender that it falls off the bone. Together with stock, t...",,https://www.tasteatlas.com/pihtije/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/black-pepper,https://cdn.tasteatlas.com/images/ingredientgroups/deddb5ecf2b44e79a75ddcc05a5cc298.png?h=120&w=120,,,,,
https://www.tasteatlas.com/slatko-od-jagoda,https://cdn.tasteatlas.com//images/dishes/a7f2f1fe82dc4392b2b906dc0acbcecf.jpg?mw=660,16,Dessert,https://www.tasteatlas.com/Desserts,Slatko od jagoda,4.3,,,,"Slatko od jagoda is a type of Serbian preserve made with strawberries. This dish belongs to a group of  preserves that are traditionally made from various seasonal fruit such as quinces, apricots, cherries, or watermelons. The straw...",slatko,https://www.tasteatlas.com/slatko-od-jagoda/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/komplet-lepinja,https://cdn.tasteatlas.com//images/dishes/4d381d976f6840a28cc55f2c8af57f7b.jpg?mw=660,17,Breakfast,https://www.tasteatlas.com/Breakfast,Komplet lepinja,4.5,Best in   (Užice),Šuljaga,https://www.tasteatlas.com/suljaga,"This delicacy consists of a traditional flatbread () that is cut in half, coated in thick cream (), and topped with an egg. The combination is shortly baked and should be doused with a mixture of warm meat drippings,...",lepinja,https://www.tasteatlas.com/komplet-lepinja/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/zlatibor-district,Zlatibor District,
https://www.tasteatlas.com/svadbarski-kupus,https://cdn.tasteatlas.com//images/dishes/a1090a30a269400588b58918b5bb6e82.jpg?mw=660,18,Stew,https://www.tasteatlas.com/Stews,Svadbarski kupus,4.4,Best in   (Aranđelovac),Brestovi i Vizija,https://www.tasteatlas.com/brestovi-i-vizija,"Svadbarski kupus or  is a traditional Serbian dish consisting of sour cabbage, onions, paprika, bay leaves, pepper, and meat such as pork, veal, lamb, and bacon. The combination of these ingredients is slowly simmered in a ...",wedding cabbage,https://www.tasteatlas.com/svadbarski-kupus/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/sumadija-district,Šumadija District,
https://www.tasteatlas.com/fis-paprikas-vojvodina,https://cdn.tasteatlas.com//images/dishes/719883b396f44d41bf9491521cebe48f.jpg?mw=660,19,Stew,https://www.tasteatlas.com/Stews,Fiš paprikaš,3.9,Best in   (Bezdan),Čarda Pikec,https://www.tasteatlas.com/carda-pikec,"Fiš paprikaš (or  in Hungary, with the addition of sour cream) is a traditional stew cooked in a big cauldron over an open fire. This spicy fish stew is traditionally made with a variety of freshwater fish such a...",hal paprikas,https://www.tasteatlas.com/fis-paprikas-vojvodina/wheretoeat,https://www.tasteatlas.com/carp,https://cdn.tasteatlas.com/images/ingredientgroups/a2609e4a6f0c4f11a079f1675f031c3e.png?h=120&w=120,https://www.tasteatlas.com/catfishes,https://cdn.tasteatlas.com/images/ingredientgroups/cc00fd4fdc2f47ea81779536a412a95c.png?h=120&w=120,https://www.tasteatlas.com/northern-pike,https://cdn.tasteatlas.com/images/ingredientgroups/85f0c4c19a2d4d9cabdd73c9b30256b1.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/vojvodina,Vojvodina,
https://www.tasteatlas.com/burek-sa-sirom-serbia,https://cdn.tasteatlas.com//images/dishes/7eb00d71d027475bbeab681d5915a034.jpg?mw=660,20,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Burek sa sirom,4.3,Best in   (Belgrade),Trpković Bakery,https://www.tasteatlas.com/trpkovic-bakery,"You might have heard that burek can only be called burek if it's filled with meat. That is, if you live in Bosnia and Herzegovina, but not everyone does, nor is burek really Bosnian – in fact, it has Turkish origins. In Bosnia, burek (with m...",,https://www.tasteatlas.com/burek-sa-sirom-serbia/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/gomboce,https://cdn.tasteatlas.com//images/dishes/5ebd8761ce834fffb8a9a1731c225d72.jpg?mw=660,21,Dumplings,https://www.tasteatlas.com/Dumplings,Gomboce,4.3,Best in   (Belgrade),Ferdinand knedle,https://www.tasteatlas.com/ferdinand-knedle,"Gomboce or  are plum-filled dumplings consumed throughout the Balkans, especially in Serbia and Croatia. The dough is made with potatoes, eggs, and flour. The potatoes should be cooked in their own skin, peeled, t...",knedle sa šljivama,https://www.tasteatlas.com/gomboce/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/breadcrumbs,https://cdn.tasteatlas.com/images/ingredientgroups/0981718c8c2d433cbbb82801849680f3.png?h=120&w=120,https://www.tasteatlas.com/Plums,https://cdn.tasteatlas.com/images/ingredientgroups/6b5b38011c7d4e43af117c875ad232b2.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/central-banat-district,Central Banat District,
https://www.tasteatlas.com/srpska-salata,https://cdn.tasteatlas.com//images/dishes/59713a9ad98b4ccf9f2188d77d94a481.jpg?mw=660,22,Salad,https://www.tasteatlas.com/Salads,Srpska salata,3.7,Best in   (Vršac),Dinar,https://www.tasteatlas.com/dinar,"Srpska salata (lit. Serbian salad) is essentially a variation on the famous Bulgarian . Shopska salad is made with tomatoes, cucumbers, raw or roasted peppers, onions, and salty cheese. Srpska salata is almost exactly the sam...",shopska salad,https://www.tasteatlas.com/srpska-salata/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/sunflower-oils,https://cdn.tasteatlas.com/images/ingredientgroups/129a92222faa455392f43cc1a8957fcc.png?h=120&w=120,https://www.tasteatlas.com/Vinegar,https://cdn.tasteatlas.com/images/ingredientgroups/2dd31d3caa6049a486090f5204644be5.png?h=120&w=120,,,
https://www.tasteatlas.com/reform-torta,https://cdn.tasteatlas.com//images/dishes/2d3b7ae6a15640e9b42a12f696c3a474.jpg?mw=660,23,Chocolate Cake,https://www.tasteatlas.com/chocolate-cakes,Reform torta,,,,,"Reform torta is a rich Serbian multi-layered cake. It consists of walnut sponge cake and a creamy chocolate filling. The sponge is made with egg whites, sugar, and walnuts, while the filling is prepared with a combination of chocolate, egg yolks, ...",,https://www.tasteatlas.com/reform-torta/wheretoeat,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Chocolate,https://cdn.tasteatlas.com/images/ingredientgroups/55f79b1267184622bb38fc2e41b2203e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,,,,,n/a
https://www.tasteatlas.com/perkelt-vojvodina,https://cdn.tasteatlas.com//Images/Dishes/5a7168ff459d4104bbfc5e8ec378abab.jpg?mw=660,24,Stew,https://www.tasteatlas.com/Stews,Perkelt,4.3,Best in   (Novi Sad),Veliki Cafe Restaurant,https://www.tasteatlas.com/veliki-cafe-restaurant,"Pörkölt is Hungary's national stew, its name derived from the word , meaning  or . The stew is made from meat such as beef, lamb, pork, or chicken, simmered in a red sauce with lo...",pörkölni,https://www.tasteatlas.com/perkelt-vojvodina/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/vojvodina,Vojvodina,
https://www.tasteatlas.com/pindur-serbia,https://cdn.tasteatlas.com//images/dishes/c8a2022ae5cf4cdd95ffc99e5c432449.jpg?mw=660,25,Relish,https://www.tasteatlas.com/relishes,Pinđur,4.2,,,,"Pinđur is a traditional condiment originating from the cuisine of Balkan and countries such as North Macedonia, Serbia, Bulgaria, Croatia, Albania, and Bosnia and Herzegovina. It's made with a combination of roasted red bell peppers, tomatoes, egg...",,https://www.tasteatlas.com/pindur-serbia/wheretoeat,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/oil,https://cdn.tasteatlas.com/images/ingredientgroups/de5ec455464d4e0494c0f9ec4d2b1b1d.png?h=120&w=120,,,,,
https://www.tasteatlas.com/cesnica,https://cdn.tasteatlas.com//Images/Dishes/3d1b1aca97444fb2a3764f74aa79d8aa.jpg?mw=660,26,Bread,https://www.tasteatlas.com/Breads,Česnica,4.7,,,,"Česnica is a Serbian round-shaped bread consisting of flour, salt, water, and yeast. Traditionally, it is prepared on Christmas Eve, with a coin baked inside the loaf. The name of the bread is derived from the word , meaning",čest,https://www.tasteatlas.com/cesnica/wheretoeat,,,,,,,,,,,,,,,
