search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,item-location href,item-location,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/acma,https://cdn.tasteatlas.com//Images/Dishes/ffad43f4a6d14a5f9d93e2a970a64425.jpg?mw=660,11,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Açma,3.9,,,,"Açma is a type of Turkish pastry characterized by its soft and flaky texture. The soft dough is traditionally twisted and rolled up into a bagel, which can be made in a sweet or savory version. It consists of flour, sugar, salt, yeast, yogu...",,READ MORE,https://www.tasteatlas.com/acma/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/tursu,https://cdn.tasteatlas.com//Images/Dishes/87d86a46a3eb433186a7fa03c2e6cccd.jpg?mw=660,12,Pickling,https://www.tasteatlas.com/Picklings,Turşu,4.2,Best in   (Beyoğlu),Asri Turşucu,https://www.tasteatlas.com/AsriTursucu,"Turşu is the common name for a variety of Turkish pickled vegetables of all shapes, sizes, and colors, including eggplant, zucchini, onions, carrots, cucumber, beets, garlic, and grape leaves. The vegetables are placed in a jar with vinegar and br...",,READ MORE,https://www.tasteatlas.com/tursu/wheretoeat,,,https://www.tasteatlas.com/Eggplants,https://cdn.tasteatlas.com/images/ingredientgroups/9c53f075b64b42e1a8d446741e9904eb.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Cucumbers,https://cdn.tasteatlas.com/images/ingredientgroups/4130274c7033414bad32e0540631ff2d.png?h=120&w=120,https://www.tasteatlas.com/Beets,https://cdn.tasteatlas.com/images/ingredientgroups/39144d113fc342b79457b9bc0a850b95.png?h=120&w=120,
https://www.tasteatlas.com/muhallebi,https://cdn.tasteatlas.com//images/dishes/3c193dae269b4ae88c5170d1905f05d5.jpg?mw=660,13,Pudding,https://www.tasteatlas.com/puddings,Muhallebi,4.0,Best in   (Sarıyer),Tarihi Sarıyer Muhallebicisi,https://www.tasteatlas.com/tarihi-saryer-muhallebicisi,"Muhallebi is a creamy dessert, in many ways similar to the French . It is made with a combination of milk and sugar that is cooked and thickened with cornstarch or rice flour. The dessert is usually flavored with orange blossom,...",blancmange,READ MORE,https://www.tasteatlas.com/muhallebi/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/kokorec,https://cdn.tasteatlas.com//Images/Dishes/06cbbf866e144881aedb6af66f67603f.jpg?mw=660,14,Offal Dish,https://www.tasteatlas.com/Offal,Kokoreç,4.3,Best in   (Fatih),Kral Kokoreç,https://www.tasteatlas.com/kral-kokorec,"Kokoreç is a traditional Turkish dish that's also popular in other countries, especially in Greece, where it's known as . However, there are some differences between the Turkish and Greek versions. In Greek cuisine, people...",kokoretsi,READ MORE,https://www.tasteatlas.com/kokorec/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/asure,https://cdn.tasteatlas.com//Images/Dishes/02ebb18fce0048f58f4450b794a713fb.jpg?mw=660,15,Dessert,https://www.tasteatlas.com/Desserts,Aşure,4.1,Best in   (Beyoğlu),Saray Muhallebicisi,https://www.tasteatlas.com/SarayMuhallebicisi,"Aşure or is often said to be one of the oldest desserts in the world. Though the exact combination of fruits, nuts, and beans can vary, aşure is most typically prepared with dried figs and apricots, golden raisins, currants...",Noah's pudding,READ MORE,https://www.tasteatlas.com/asure/wheretoeat,,,https://www.tasteatlas.com/haricot-tarbais,https://cdn.tasteatlas.com/images/dishes/825b4af4e19f4cd68b4075e4a62c520b.png?h=120&w=120,https://www.tasteatlas.com/fava-beans,https://cdn.tasteatlas.com/images/ingredientgroups/8fff989ecbe24f938f3521ed825d5fa4.png?h=120&w=120,https://www.tasteatlas.com/Chickpeas,https://cdn.tasteatlas.com/images/ingredientgroups/a2154e69886644589ba372adba14f005.png?h=120&w=120,https://www.tasteatlas.com/Barleys,https://cdn.tasteatlas.com/images/ingredientgroups/f661a4b8a0744d6c9c562e017585be0f.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Apricots,https://cdn.tasteatlas.com/images/ingredientgroups/0a0cb8afaa784da8896f7d5404da7ef1.png?h=120&w=120,
https://www.tasteatlas.com/gozleme,https://cdn.tasteatlas.com//images/dishes/c9f0bca2ce064ba5a36377efe307846a.jpg?mw=660,16,Flatbread,https://www.tasteatlas.com/Flatbreads,Gözleme,4.3,Best in   (Göreme),Nazar Börek Ve Gözleme,https://www.tasteatlas.com/NazarBorekVeGozleme,"Gözleme is a Turkish flatbread consisting of flour, water, yeast, olive oil, and yogurt, which prevents the flatbread from going too brittle. The dough is filled with ingredients such as meat, vegetables, eggs, various cheeses, or mushrooms, ...",,READ MORE,https://www.tasteatlas.com/gozleme/wheretoeat,,,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/yeasts,https://cdn.tasteatlas.com/images/ingredientgroups/805b01e32cd74f6fbdc87146dbad384f.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,
https://www.tasteatlas.com/kisir,https://cdn.tasteatlas.com//images/dishes/a059299f166947aea0713365de44f0af.jpg?mw=660,17,Salad,https://www.tasteatlas.com/Salads,Kısır,4.2,Best in   (Kadıköy),Çiya Sofrası,https://www.tasteatlas.com/CiyaSofras,"Kısır is a classic Turkish salad made with thin bulgur wheat, tomatoes, mint, garlic, parsley, and either lemon juice or sour pomegranate molasses. Red pepper flakes are often added to the salad to make it spicier. Lemon juice is typically used in...",,READ MORE,https://www.tasteatlas.com/kisir/wheretoeat,https://www.tasteatlas.com/mersin,Mersin,https://www.tasteatlas.com/Bulgurs,https://cdn.tasteatlas.com/images/ingredientgroups/7e6533f23fac450f86aece5b4095600e.png?h=120&w=120,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/mint,https://cdn.tasteatlas.com/images/ingredientgroups/b6c5042f1598417c8fa444f42310d56a.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,
https://www.tasteatlas.com/tulumba,https://cdn.tasteatlas.com//Images/Dishes/4dae2a53d3cd48c09ff7d3e83aa790f8.jpg?mw=660,18,Deep-fried Dessert,https://www.tasteatlas.com/deep-fried-desserts,Tulumba,4.2,Best in   (İzmit),Osmanlı Tulumbacısı,https://www.tasteatlas.com/osmanl-tulumbacs,"Turkish tulumba is a hot water dough fritter traditionally found in the cuisines of the former Ottoman Empire, particularly throughout the Middle East and the Balkans. Even though tulumba (lit. pump) was named after a special tool used to make it&...",,READ MORE,https://www.tasteatlas.com/tulumba/wheretoeat,,,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/vanilla,https://cdn.tasteatlas.com/images/ingredientgroups/a7458d391eba4850862e5fcd789c4bad.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,
https://www.tasteatlas.com/sis-tavuk,https://cdn.tasteatlas.com//Images/Dishes/841ede84259c4ebca75b72caebc71be4.jpg?mw=660,19,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Şiş tavuk,4.0,Best in   (Selçuk),Ejder Restaurant,https://www.tasteatlas.com/ejder-restaurant,"Other than serving styles and accompanying ingredients, there really isn't much difference between this Turkish classic and Arab shawarma, or Greek gyros, as all three preparations include barbecued meat, spit-roasted over coals. However, making ş...",,READ MORE,https://www.tasteatlas.com/sis-tavuk/wheretoeat,,,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/yogurt,https://cdn.tasteatlas.com/images/dishes/242742c498304e40a7500080f677c360.png?h=120&w=120,https://www.tasteatlas.com/Lemons,https://cdn.tasteatlas.com/images/ingredientgroups/e72116820fd94959b9d5e570b3df6316.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,,
https://www.tasteatlas.com/bazlama,https://cdn.tasteatlas.com//Images/Dishes/1a300889321c49e2b97e23174b51d469.jpg?mw=660,20,Flatbread,https://www.tasteatlas.com/Flatbreads,Bazlama,4.3,Best in   (Ankara),Zenger Paşa Konağı,https://www.tasteatlas.com/zenger-pasa-konag,"Bazlama is a Turkish flatbread that is traditionally cooked in an outdoor oven and served warm. It consists of flour, water, sugar, salt, yeast, and Greek yogurt. During baking, bazlama is regularly flipped over in order to be evenly baked. The br...",,READ MORE,https://www.tasteatlas.com/bazlama/wheretoeat,,,,,,,,,,,,,,,
https://www.tasteatlas.com/yufka,https://cdn.tasteatlas.com//Images/Dishes/f1a5d23f726f405c95d99dd4ca5350b9.jpg?mw=660,21,Flatbread,https://www.tasteatlas.com/Flatbreads,Yufka,4.3,Best in   (Beşiktaş),Bebek Yufkacısı,https://www.tasteatlas.com/bebek-yufkacs,"Yufka is a traditional Turkish flatbread consisting of flour, water, salt, and olive oil. The unleavened dough is typically rolled with a rolling pin until it develops a paper-thin consistency. It is believed that yufka is an earlier form of phyll...",,READ MORE,https://www.tasteatlas.com/yufka/wheretoeat,,,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,,,,,
https://www.tasteatlas.com/katmer,https://cdn.tasteatlas.com//Images/Dishes/1cf6cc2aa8964235ae8e1cf1e4a2907e.jpg?mw=660,22,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Katmer,4.2,Best in   (Şahinbey),Katmerci Zekeriya Usta,https://www.tasteatlas.com/KatmerciZekeriyaUsta,"A type of sweet börek, katmer is a specialty of Gaziantep, or simply Antep – Turkey's gastronomic capital and a rich melting pot of diverse cultures and cuisines nestled in southeastern Anatolia – an ancient city whose claim to fa...",,READ MORE,https://www.tasteatlas.com/katmer/wheretoeat,https://www.tasteatlas.com/gaziantep,Gaziantep,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Pistachios,https://cdn.tasteatlas.com/images/ingredientgroups/c0084d87b3e6428a97e3a1585f3c03c4.png?h=120&w=120,https://www.tasteatlas.com/kaymak,https://cdn.tasteatlas.com/images/dishes/20b6b3cc094c4df6bd76a28a30541259.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,
