search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/japchae,https://cdn.tasteatlas.com//Images/Dishes/de88e75d820a4e0792bfd4e28956b78c.jpg?mw=660,11,Noodle Dish,https://www.tasteatlas.com/Noodles,Japchae,4.2,,,,Japchae is a South Korean dish made by stir-frying glass noodles and vegetables. The dish is often served with beef and additionally flavored with sugar and soy sauce. The name of the dish is translated to . The ori...,a mixture of vegetables,https://www.tasteatlas.com/japchae/wheretoeat,https://www.tasteatlas.com/cellophane-noodles,https://cdn.tasteatlas.com/images/dishes/028c8224e1e94957b730e1b8e2190af8.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/spinach,https://cdn.tasteatlas.com/images/ingredientgroups/2218c5aa26ab49168e768f4bc72feddd.png?h=120&w=120,https://www.tasteatlas.com/bell-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/0f922f485f1b427393a6cd5a69f66b6f.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,
https://www.tasteatlas.com/ansim-south-korea,https://cdn.tasteatlas.com//images/dishes/1d63f55edd9b4b279ec0eeae92d98dbc.jpg?mw=660,12,Meat Cut,https://www.tasteatlas.com/meat-cuts,Ansim,,,,,"is the South Korean name for beef tenderloin, the most prestigious cut of meat. Believed to be the most tender cut of the animal, tenderloin is usually very low in fat, yet it remains soft and velvety. It is dark red in color, and t...",Ansim,https://www.tasteatlas.com/ansim-south-korea/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/gui-korean-barbecue,https://cdn.tasteatlas.com//images/dishes/c1d576f485874b1192f5700d25a18a39.jpg?mw=660,13,Barbecue,https://www.tasteatlas.com/barbecue,Gui,4.6,Best in   (Seoul),Wangbijib Myeongdong Main Store,https://www.tasteatlas.com/WangbijibMyeongdongMainStore,"Gui is a name which refers to all grilled dishes found in Korean cuisine. Grilling is one of the key components and cooking methods in Korea, and unlike traditional western styles, it employs a set of rules and customs which should be followed. Tr...",,https://www.tasteatlas.com/gui-korean-barbecue/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/sundubu-jjigae,https://cdn.tasteatlas.com//Images/Dishes/892102d48ed34a70b38e76b07011b071.jpg?mw=660,14,Stew,https://www.tasteatlas.com/Stews,Sundubu jjigae,4.3,Best in   (Seoul),Jaedong Sundubu,https://www.tasteatlas.com/JaedongSundubu,"Sundubu jjigae is a variety of traditional Korean stews. Besides numerous other ingredients, the foundation of sundubu is uncurdled tofu. Since the tofu is not strained, its consistency is not firm, but rather soft and silky. It can vary in textur...",,https://www.tasteatlas.com/sundubu-jjigae/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Seafoods,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,
https://www.tasteatlas.com/namul,https://cdn.tasteatlas.com//Images/Dishes/29ec3d5337464c93917e997d2c37a60b.jpg?mw=660,15,Vegetable Dish,https://www.tasteatlas.com/Vegetable-dishes,Namul,4.3,,,,"Namul is a widely accepted term used to refer to Korean vegetable side dishes, which can include green leafy vegetables, starchy root varieties, sprouts, green beans, and occasionally even fruit. The ingredients are used in raw, pickled, fried, sa...",,https://www.tasteatlas.com/namul/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/dak-galbi,https://cdn.tasteatlas.com//Images/Dishes/aca37c6904954008adc47a251094432a.jpg?mw=660,16,Chicken Dish,https://www.tasteatlas.com/chicken-dishes,Dak Galbi,4.5,Best in   (Seoul),Yoogane Myeongdong,https://www.tasteatlas.com/YooganeMyeongdong,"Dak galbi is the South Korean variety of stir-fried chicken. It is a communal dish that's cooked tableside, on large cast iron skillets. Typical elements in dak galbi include various chicken cuts, cabbage,  rice cakes, carrots, chili...",tteok,https://www.tasteatlas.com/dak-galbi/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/tteok,https://cdn.tasteatlas.com/images/dishes/45d795a8418c48fdb3c5143c7a610782.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Hot-peppers,https://cdn.tasteatlas.com/images/ingredientgroups/e02c316cda454fff9c282a56a480b458.png?h=120&w=120,https://www.tasteatlas.com/Sweet-potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/79d9c7e3ce1c4d81b1c725b1336df5f9.png?h=120&w=120,
https://www.tasteatlas.com/gyeran-mari,https://cdn.tasteatlas.com//images/dishes/3c1f5f3aa7a4422cb9f09ef1c149052b.jpg?mw=660,17,Egg Dish,https://www.tasteatlas.com/egg-dishes,Gyeran mari,4.1,,,,"Gyeran mari is a type of South Korean rolled omelet that usually incorporates various additional ingredients. The dish is made with lightly beaten eggs, while the fillings typically include finely sliced or diced scallions, carrots, peppers, mushr...",,https://www.tasteatlas.com/gyeran-mari/wheretoeat,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Peppers,https://cdn.tasteatlas.com/images/ingredientgroups/6907265facb2440399ccfa3e56381c45.png?h=120&w=120,https://www.tasteatlas.com/Mushrooms,https://cdn.tasteatlas.com/images/ingredientgroups/3be243024e714da6bca45d9377397805.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,
https://www.tasteatlas.com/mandu,https://cdn.tasteatlas.com//images/dishes/5131b27e9b0743fca228f5bbdbd147e0.jpg?mw=660,18,Dumplings,https://www.tasteatlas.com/Dumplings,Mandu,3.9,,,,"Mandu are Korean dumplings that are typically filled with various combinations of meat and vegetables. The varieties may include tofu or shrimps, as well as meat-free versions. The most common choices are pork, beef, cabbage, kimchi, bean sprouts,...",,https://www.tasteatlas.com/mandu/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/injeolmi,https://cdn.tasteatlas.com//Images/Dishes/4a4e5c842c4f4d5a9049c8fb6550a20c.jpg?mw=660,19,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Injeolmi,,Best in   (Seoul),Sulbing Insadong,https://www.tasteatlas.com/SulbingInsadong,"Injeolmi are traditional South Korean steamed rice cakes. They are prepared by steaming and pounding rice into a pliable dough which is then rolled and generously dusted with roasted soybean powder. The varieties include , wh...",ssuk injeolmi,https://www.tasteatlas.com/injeolmi/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/kimchi-jjigae,https://cdn.tasteatlas.com//images/dishes/ae3ceeeea5fe40d0a49dac8c3d82ca32.jpg?mw=660,20,Stew,https://www.tasteatlas.com/Stews,Kimchi jjigae,4.5,Best in   (Seoul),Gwanghwamun Jip,https://www.tasteatlas.com/gwanghwamun-jip,"Kimchi jjigae is a flavorful Korean stew that employs kimchi as its base ingredient. Other elements usually include diced tofu, pork, or seafood, along with scallions and other vegetables such as potatoes or zucchinis. Kimchi stew is one of the mo...",,https://www.tasteatlas.com/kimchi-jjigae/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Seafoods,https://cdn.tasteatlas.com/images/ingredientgroups/d102532d0d3842a49e8c81d499ffc6b1.png?h=120&w=120,https://www.tasteatlas.com/tofu,https://cdn.tasteatlas.com/images/dishes/9a7358d6b7dc42cb8156a394d174dc44.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Zucchini,https://cdn.tasteatlas.com/images/ingredientgroups/b118fad654154a94b7a4889f7e5f70fa.png?h=120&w=120,
https://www.tasteatlas.com/jjapaguri,https://cdn.tasteatlas.com//images/dishes/7ccaa543b5ac42a983cbb46a627bfc11.jpg?mw=660,21,Noodle Dish,https://www.tasteatlas.com/Noodles,Jjapaguri,,,,,"Jjapaguri is a Korean dish that consists of two types of instant noodles. It's also known as ram-den, a made-up word popularized in Boong Joon-Ho's movie , denoting a combination of ramen and udon. Jjapaguri combines Korean instan...",Parasite,https://www.tasteatlas.com/jjapaguri/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pa-kimchi,https://cdn.tasteatlas.com//images/dishes/b1d15b4e1fe7403d868827b5a2fde0a3.jpg?mw=660,22,Pickling,https://www.tasteatlas.com/Picklings,Pa kimchi,4.1,,,,"This fermented kimchi variety is made with green onions (scallions) as the main ingredient. The onions are cleaned and then coated in a spicy mixture of chili flakes, fish sauce, ginger, garlic, and anchovy sauce. Optionally, the paste may be made...",,https://www.tasteatlas.com/pa-kimchi/wheretoeat,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/anchovies,https://cdn.tasteatlas.com/images/ingredientgroups/9d1bd646966e4ee890a98352232dfc61.png?h=120&w=120,https://www.tasteatlas.com/Sesame-seeds,https://cdn.tasteatlas.com/images/ingredientgroups/725082941a654eb0925163274078bea9.png?h=120&w=120,
https://www.tasteatlas.com/baechu-kimchi,https://cdn.tasteatlas.com//images/dishes/21e322172c8a49488d3c4068a377eefd.jpg?mw=660,23,Pickling,https://www.tasteatlas.com/Picklings,Baechu-kimchi,4.4,,,,"Baechu (Napa cabbage) is one of the essential kimchi varieties in South Korea, and it is often almost synonymous with the word kimchi. Although the dish can significantly vary, most variations are made with whole Napa cabbages that are generously ...",,https://www.tasteatlas.com/baechu-kimchi/wheretoeat,https://www.tasteatlas.com/napa-cabbage,https://cdn.tasteatlas.com/images/dishes/671bb902f41043dda85b12d0b2d8006b.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/fish-sauces,https://cdn.tasteatlas.com/images/ingredientgroups/1e20b1af90c8483681f1e48f8b082f11.png?h=120&w=120,https://www.tasteatlas.com/ginger,https://cdn.tasteatlas.com/images/ingredientgroups/5ca47b7a434e4703b27e14e381f9aaf4.png?h=120&w=120,https://www.tasteatlas.com/radishes,https://cdn.tasteatlas.com/images/ingredientgroups/b5fc9e4af2ca4f48a844773d630190f8.png?h=120&w=120,
https://www.tasteatlas.com/ssamjang,https://cdn.tasteatlas.com//images/dishes/4bba291c60954f9fbef3d7544606ab3f.jpg?mw=660,24,Dip,https://www.tasteatlas.com/dips,Ssamjang,4.1,,,,This thick and spicy paste is one of the most common dipping sauces in South Korean cuisine. It is traditionally prepared with a combination of fiery  (red pepper paste) and the pungent  (fermented soybean paste)...,gochujang,https://www.tasteatlas.com/ssamjang/wheretoeat,https://www.tasteatlas.com/gochujang,https://cdn.tasteatlas.com/images/dishes/8e6dd4d41a5043c9b9894e45a9ddd4d4.png?h=120&w=120,https://www.tasteatlas.com/doenjang,https://cdn.tasteatlas.com/images/dishes/6e0ea79792494e3b973ea38d96ff5a79.png?h=120&w=120,https://www.tasteatlas.com/sesame-oils,https://cdn.tasteatlas.com/images/ingredientgroups/de788b76d4ea4a90a26c86b261c2fd7c.png?h=120&w=120,https://www.tasteatlas.com/scallions,https://cdn.tasteatlas.com/images/ingredientgroups/b67f7d1375b542e6983e7b9d3750603f.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Honey,https://cdn.tasteatlas.com/images/ingredientgroups/a5a217a77bba4b058da954c06e385041.png?h=120&w=120,
https://www.tasteatlas.com/samgak-gimbap,https://cdn.tasteatlas.com//images/dishes/1fbb4b1a4c01449b942befdf605328bc.jpg?mw=660,25,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Samgak gimbap,4.1,,,,Samgak is a triangle-shaped variety of —South Korean rice roll. It consists of various fillings that are neatly placed inside a piece of triangle-shaped rice. The pouches are then wrapped in seaweed (gim) and are typically add...,gimbap,https://www.tasteatlas.com/samgak-gimbap/wheretoeat,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/Seaweed,https://cdn.tasteatlas.com/images/ingredientgroups/b17c7b4b50fd42d393f0d1b6297f787f.png?h=120&w=120,https://www.tasteatlas.com/tuna,https://cdn.tasteatlas.com/images/ingredientgroups/4e4cfd59133b4cecb5ba6f2d60f1988d.png?h=120&w=120,https://www.tasteatlas.com/rice-vinegar,https://cdn.tasteatlas.com/images/dishes/51e1fbbcc27f43d79c0358b91eef1496.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/soy-sauce,https://cdn.tasteatlas.com/images/dishes/116312067a6b48b8aecf081cff370499.png?h=120&w=120,
https://www.tasteatlas.com/kimchi-bokkeumbap,https://cdn.tasteatlas.com//Images/Dishes/5f016129e4c04820838bbff885e504d5.jpg?mw=660,26,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Kimchi bokkeumbap,4.1,,,,"Kimchi bokkeumbap is a simple and flavorful South Korean dish made with a combination of fried rice and kimchi. It is considered to be a great way to use leftover kimchi. The dish can also be enriched with additional ingredients such as meat, vege...",,https://www.tasteatlas.com/kimchi-bokkeumbap/wheretoeat,,,,,,,,,,,,,
