search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/caldo-verde,https://cdn.tasteatlas.com//Images/Dishes/08aad8333d8c4a29a966965817d30b9f.jpg?mw=660,11,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Caldo verde,4.0,Best in   (Lisbon),Tasca do Chico,https://www.tasteatlas.com/TascaDoChico,"Caldo verde is a popular soup from Portugal, consumed by most Portuguese families at home, but it is also served in some upscale restaurants. It is usually made with a combination of potatoes, collard greens, olive oil, and a dash of salt, althoug...",,READ MORE,https://www.tasteatlas.com/caldo-verde/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Collard-greens,https://cdn.tasteatlas.com/images/ingredientgroups/f987830f4261492286dab34d44b81abe.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/chourico,https://cdn.tasteatlas.com/images/dishes/9024e44823fa4bcab9732f467a3c247e.png?h=120&w=120,https://www.tasteatlas.com/braga-district,https://cdn.tasteatlas.com/images/emblems/97c773e713c44591b8bad9e8c11e0985.png,Braga District,
https://www.tasteatlas.com/arroz-de-pato,https://cdn.tasteatlas.com//images/dishes/4e6ad0c831864a128314f1693ea975fc.jpg?mw=660,12,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Arroz de pato,4.1,Best in   (Lisbon),Zé da Mouraria,https://www.tasteatlas.com/ZeDaMouraria,"Arroz de pato is a traditional Portuguese dish consisting of a combination of flavorful duck meat and rice. Primarily, the whole duck is cooked in a seasoned stock alongside smoked meat and sausages. Shredded meat is then placed in a clay pot and ...",,READ MORE,https://www.tasteatlas.com/arroz-de-pato/wheretoeat,https://www.tasteatlas.com/Duck,https://cdn.tasteatlas.com/images/ingredientgroups/0a14c8f14ae348468a1f8f23c4738bef.png?h=120&w=120,https://www.tasteatlas.com/chorizo,https://cdn.tasteatlas.com/images/dishes/ddcb3e5f086b45568444ae268a16697c.png?h=120&w=120,https://www.tasteatlas.com/Rice,https://cdn.tasteatlas.com/images/ingredientgroups/17d658e3b3964b849c47b9469c8e6465.png?h=120&w=120,https://www.tasteatlas.com/bay-leaves,https://cdn.tasteatlas.com/images/ingredientgroups/ed05cd6d676240efbb75684f6c536b7d.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,,,,
https://www.tasteatlas.com/bacalhau-com-natas,https://cdn.tasteatlas.com//images/dishes/73dfa08c69464d5fb3b3d601fb85f310.jpg?mw=660,13,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Bacalhau com natas,4.2,Best in   (Lisbon),Laurentina - o Rei do Bacalhau,https://www.tasteatlas.com/LaurentinaOReiDoBacalhau,"Bacalhau com natas is one of the most famous Portuguese dishes made with salted cod. The dish is a combination of soaked or boiled cod topped with diced fried potatoes, generously doused with cream and baked until golden brown in color. Since it i...",,READ MORE,https://www.tasteatlas.com/bacalhau-com-natas/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,,,,
https://www.tasteatlas.com/arroz-doce,https://cdn.tasteatlas.com//Images/Dishes/ecdf94edea304dc287e56e3d22810261.jpg?mw=660,14,Pudding,https://www.tasteatlas.com/puddings,Arroz doce,4.0,Best in   (Lisbon),Bastardo,https://www.tasteatlas.com/Bastardo,"Arroz doce is a sweet rice pudding made with rice, milk, sugar, eggs, cinnamon, and salt. The first arroz doce was made in Portugal, but today it is a popular dessert throughout the world, with a very wide range of variations in the recipe, from t...",,READ MORE,https://www.tasteatlas.com/arroz-doce/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/alheira,https://cdn.tasteatlas.com//images/dishes/cd063a7559a340e99e7526108d4c77cb.jpg?mw=660,15,Sausage,https://www.tasteatlas.com/Sausages,Alheira,4.6,Best in   (Chaves),Carvalho,https://www.tasteatlas.com/carvalho,"This smoked Portuguese sausage is typically made with a combination of various types of meat, bread, garlic, olive oil, and paprika. It is believed that the original alheira was invented during the Inquisition by Portuguese Jews who had to practic...",,READ MORE,https://www.tasteatlas.com/alheira/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/cozido,https://cdn.tasteatlas.com//images/dishes/baca76bdfff4453e9c5e62307460c0c5.jpg?mw=660,16,Stew,https://www.tasteatlas.com/Stews,Cozido,3.7,Best in   (Furnas),Terra Nostra Garden Hotel,https://www.tasteatlas.com/TerraNostraGardenHotel,Cozido is a classic Portuguese stew made with various types and cuts of meat and different vegetables. It appears in numerous frugal and sophisticated variations throughout the country and can also incorporate smoked meat and spicy smoked or blood...,,READ MORE,https://www.tasteatlas.com/cozido/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/caldeirada,https://cdn.tasteatlas.com//images/dishes/e1839cf6d8954a40b37c8ff8f50791be.jpg?mw=660,17,Stew,https://www.tasteatlas.com/Stews,Caldeirada,3.7,Best in   (Sesimbra),Casa Mateus,https://www.tasteatlas.com/CasaMateus,"The Portuguese caldeirada is a traditional and versatile seafood stew that originated as a humble fisherman’s dish. It consists of various types of fish (which should always differ in taste and texture), numerous shellfish varieties, and, oc...",,READ MORE,https://www.tasteatlas.com/caldeirada/wheretoeat,https://www.tasteatlas.com/octopuses,https://cdn.tasteatlas.com/images/ingredientgroups/bdce1ea248964158af865718ad3c7e84.png?h=120&w=120,https://www.tasteatlas.com/Shellfish,https://cdn.tasteatlas.com/images/ingredientgroups/dc788d2e69e94b96b091c4b82081ed73.png?h=120&w=120,https://www.tasteatlas.com/squids,https://cdn.tasteatlas.com/images/ingredientgroups/1233d683cc3a467fb0a06d38a4f2aa77.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/Olive-oil,https://cdn.tasteatlas.com/images/ingredientgroups/51f74167400e4342a76839cfdaa89693.png?h=120&w=120,,,,
https://www.tasteatlas.com/vindaloo-portugal,https://cdn.tasteatlas.com//Images/Dishes/6c8eab762bef45d4be6082f76f740c65.jpg?mw=660,18,Pork Dish,https://www.tasteatlas.com/pork-dishes,Vindaloo,4.3,,,,"Vindaloo is a flavorful curry dish that is popular in England and the Indian regions of Goa and Konkan. It is typically made with marinated pork, but it can also be made with chicken, beef, mutton, or paneer. The name of the dish stems from the mi...",,READ MORE,https://www.tasteatlas.com/vindaloo-portugal/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/mutton,https://cdn.tasteatlas.com/images/ingredientgroups/82790d17b4894b93847171b62d7fdfb4.png?h=120&w=120,https://www.tasteatlas.com/paneer,https://cdn.tasteatlas.com/images/dishes/44aec90c2bae4b1f958521e344f811ce.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/ghee,https://cdn.tasteatlas.com/images/dishes/194229dc935a45ec9d24f94a13bbe3fd.png?h=120&w=120,,,,
https://www.tasteatlas.com/bolo-de-arroz,https://cdn.tasteatlas.com//images/dishes/f59f92c387ce4cb5a74d86f786c3a7f0.jpg?mw=660,19,Dessert,https://www.tasteatlas.com/Desserts,Bolo de arroz,4.2,Best in   (Lisbon),Confeitaria Nacional,https://www.tasteatlas.com/ConfeitariaNacional,"A staple in almost every Portuguese bakery, bolo de arroz is a light and airy rice cake characterized by its mild sweetness and a refreshing lemon flavor. Similar in shape to cupcakes or muffins, the cakes are usually made with a combination of ri...",,READ MORE,https://www.tasteatlas.com/bolo-de-arroz/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/bacalhau-a-bras,https://cdn.tasteatlas.com//Images/Dishes/2e87fe4d70b74b0d8e2bef8235fe5ad9.jpg?mw=660,20,Saltwater Fish Dish,https://www.tasteatlas.com/saltwater-fish-dishes,Bacalhau à brás,4.2,Best in   (Lisbon),Café Lisboa,https://www.tasteatlas.com/CafeLisboa,"Bacalhau à bras is a simple Portuguese dish consisting of cooked and shredded salt cod, fried potato strips, onions, eggs, and olives. A delicious combination of flavors and textures results in an incredibly satisfying dish that is popular ...",,READ MORE,https://www.tasteatlas.com/bacalhau-a-bras/wheretoeat,https://www.tasteatlas.com/cods,https://cdn.tasteatlas.com/images/ingredientgroups/50d034c867d14f909a90fd06b36740f4.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/lisbon,https://cdn.tasteatlas.com/images/emblems/d90e80986e954614b09026d1f33e7875.png,Lisbon,
https://www.tasteatlas.com/dobrada,https://cdn.tasteatlas.com//images/dishes/4fda9f52b5d446b6911052ffa8f4d358.jpg?mw=660,21,Offal Dish,https://www.tasteatlas.com/Offal,Dobrada,4.3,,,,"Dobrada or dobradinha is a traditional Portuguese dish that's also popular in Brazil. Although there are a few variations regarding the recipes, the dish is usually made with a combination of tripe, beans, paprika, tomato paste, garlic, carrots, a...",,READ MORE,https://www.tasteatlas.com/dobrada/wheretoeat,https://www.tasteatlas.com/organ-meats,https://cdn.tasteatlas.com/images/ingredientgroups/108bd41467d64291a9f31591dda75d8a.png?h=120&w=120,https://www.tasteatlas.com/Beans,https://cdn.tasteatlas.com/images/ingredientgroups/beb3c7faee1444a98263bf3973fc3e5c.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,,,,
https://www.tasteatlas.com/tempura-portugal,https://cdn.tasteatlas.com//images/dishes/068491d859714009a1cc1c3393fb0f5d.jpg?mw=660,22,Technique,https://www.tasteatlas.com/Techniques,Tempura,4.2,,,,"Although tempura is battered and deep-fried, the Japanese approach to food, characterized by clean flavors, simplicity, and minimalistic approach to ingredients remains intact. The most favorable ingredients for the dish include shrimp, scallops, ...",,READ MORE,https://www.tasteatlas.com/tempura-portugal/wheretoeat,,,,,,,,,,,,,,,,
https://www.tasteatlas.com/broa,https://cdn.tasteatlas.com//Images/Dishes/78747256dac144dbb1c7b03537b99faa.jpg?mw=660,23,Bread,https://www.tasteatlas.com/Breads,Broa,4.1,,,,"Broa is a Portuguese bread made from yellow cornmeal, yeast, and a combination of wheat and rye flour. It is characterized by a thick crust on the exterior, and a tender, moist texture of the interior. Broa is also quite popular in Galicia and Bra...",,READ MORE,https://www.tasteatlas.com/broa/wheretoeat,,,,,,,,,,,,,,,,
