search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text--na,search-results__item-description,search-results__item-link href 2,search-results__item-description 2,mini-ingredients__link href,mini-ingredients__link href 2,mini-ingredients__link href 3,mini-ingredients__link href 4,mini-ingredients__link href 5,mini-ingredients__link href 6
https://www.tasteatlas.com/malida,https://cdn.tasteatlas.com//Images/Dishes/6829ad989b184f77959dc581438722cd.jpg?mw=660,18,Dessert,https://www.tasteatlas.com/Desserts,Malida,n/a,"Malida is a dessert from Afghanistan, prepared most commonly for weddings or other festive occasions, as well as for religious holidays. Bread made with flour, yeast, oil, baking soda, and water is ground very finely in a grinder, and the resultin...",https://www.tasteatlas.com/malida/wheretoeat,,,,,,,
https://www.tasteatlas.com/afghan-mantu,https://cdn.tasteatlas.com//images/dishes/f60d4b3121da41adbec15cbcb25bc8a7.jpg?mw=660,19,Dumplings,https://www.tasteatlas.com/Dumplings,Afghan mantu,n/a,"Afghan mantu, one of the most beloved dishes of the Afghan people, consists of meat and onion stuffed dumplings, either a thick yogurt and garlic sauce or  (strained yogurt), and a tomato-based sauce. Traditionally, fresh pastry or...",https://www.tasteatlas.com/afghan-mantu/wheretoeat,chakkah,https://www.tasteatlas.com/Beef,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/turmeric,https://www.tasteatlas.com/coriander
https://www.tasteatlas.com/sheer-yakh,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,20,Ice Cream,https://www.tasteatlas.com/ice-creams,Sheer yakh,n/a,"Sheer yakh, meaning  or  in Dari, is a traditional Afghan dessert that uses the same ingredients as the Indian  ice cream but is prepared differently. The ice cream ingredients such as milk, suga...",https://www.tasteatlas.com/sheer-yakh/wheretoeat,frozen milk,,,,,,
https://www.tasteatlas.com/maushawa,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,21,Vegetable Soup,https://www.tasteatlas.com/vegetable-soups,Maushawa,n/a,"Maushawa is a hearty soup from Afghanistan. There are many versions and recipes for the soup, but it is typically prepared with split peas, kidney beans, rice, onions, tomatoes, yogurt, dill, and chicken stock. Kofta meatballs are very often added...",https://www.tasteatlas.com/maushawa/wheretoeat,,,,,,,
https://www.tasteatlas.com/khameerbob,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,22,Dumplings,https://www.tasteatlas.com/Dumplings,Khameerbob,n/a,"Khameerbob is a traditional Afghan dish that is prepared for special occasions at home. It consists of pasta dumplings that are filled with onions, ground beef, and spices such as black pepper, garlic, sumac, and red pepper flakes. The dumplings a...",https://www.tasteatlas.com/khameerbob/wheretoeat,,,,,,,
https://www.tasteatlas.com/salata,https://cdn.tasteatlas.com//Images/Dishes/e3a5ec60b8e94d6595370d29e407bafb.jpg?mw=660,23,Salad,https://www.tasteatlas.com/Salads,Salata,n/a,"Salata is a very popular side dish in Afghan cuisine, a frequent accompaniment during lunch and dinner. The ingredients are usually only cucumbers and tomatoes that have been uniformly diced as much as possible, dressed with freshly squeezed lemon...",https://www.tasteatlas.com/salata/wheretoeat,,https://www.tasteatlas.com/Cucumbers,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Lemons,https://www.tasteatlas.com/Salt,https://www.tasteatlas.com/coriander,https://www.tasteatlas.com/mint
https://www.tasteatlas.com/khetayee,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,24,Cookie,https://www.tasteatlas.com/Cookies,Khetayee,n/a,"Khetayee are traditional cookies hailing from Afghanistan. The cookies are usually made with a combination of flour, powdered milk, baking powder, icing sugar, oil, and ground pistachios. The flour, powdered milk, baking powder, and icing sugar ar...",https://www.tasteatlas.com/khetayee/wheretoeat,,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/powdered-milk,https://www.tasteatlas.com/Sugar,https://www.tasteatlas.com/Pistachios,https://www.tasteatlas.com/oil,https://www.tasteatlas.com/baking-powder
https://www.tasteatlas.com/golpi,,25,Plant-based/Vegan Dish,https://www.tasteatlas.com/plant-based-vegan,Golpi,n/a,"Golpi is a traditional vegetable-based dish originating from Afghanistan. The dish is usually made with a combination of cauliflower florets, oil, onions, salt, garlic, curry powder, sugar, tomatoes, bay leaves, white vinegar, and spices such as c...",https://www.tasteatlas.com/golpi/wheretoeat,,https://www.tasteatlas.com/Cauliflowers,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/curry-powders,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/white-wine-vinegars
https://www.tasteatlas.com/samaroq,,26,Plant-based/Vegan Dish,https://www.tasteatlas.com/plant-based-vegan,Samaroq,n/a,"Samaroq is a traditional dish originating from Afghanistan. It's usually made with a combination of mixed mushrooms, tomatoes, onions, hot peppers, garlic, oil, salt, and spices such as cinnamon, cumin, coriander, and cardamom. The garlic, onions,...",https://www.tasteatlas.com/samaroq/wheretoeat,,https://www.tasteatlas.com/Mushrooms,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/Hot-peppers,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/oil
https://www.tasteatlas.com/shor-nakhod,,27,Salad,https://www.tasteatlas.com/Salads,Shor nakhod,n/a,"Shor nakhod is a simple chickpea and potato salad enriched with a tangy cilantro dressing. It is prepared with cooked chickpeas and boiled potatoes that are combined with some of the chickpea stock and a mixture of fresh cilantro, garlic, salt, an...",https://www.tasteatlas.com/shor-nakhod/wheretoeat,,,,,,,
https://www.tasteatlas.com/kulcha-shor,,28,Snack,https://www.tasteatlas.com/Snacks,Kulcha shor,n/a,"Kulcha shor are traditional savory snacks originating from Afghanistan. The snacks are popular at Eid festivities and they're usually made with a combination of flour, salt, margarine, eggs, milk, and nigella seeds. The flour is mixed with salt an...",https://www.tasteatlas.com/kulcha-shor/wheretoeat,,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/margarines,https://www.tasteatlas.com/nigella-seeds,https://www.tasteatlas.com/Salt,https://www.tasteatlas.com/Milk
https://www.tasteatlas.com/naan-e-afghani,,29,Flatbread,https://www.tasteatlas.com/Flatbreads,Naan-e Afghani,n/a,"Naan-e afghani is a traditional Afghan flatbread made primarily with wheat flour and water. The dough is stretched into an oval or rectangular loaf, brushed with egg wash, and then baked in a hot tandoor oven. The thin bread can be enriched with o...",https://www.tasteatlas.com/naan-e-afghani/wheretoeat,,https://www.tasteatlas.com/wheat-flours,https://www.tasteatlas.com/Eggs,https://www.tasteatlas.com/Cream,https://www.tasteatlas.com/caraway,https://www.tasteatlas.com/poppy-seeds,https://www.tasteatlas.com/Sesame-seeds
https://www.tasteatlas.com/bonjan-salad,,30,Appetizer,https://www.tasteatlas.com/Appetizers,Bonjan Salad,n/a,"Bonjan salad is a flavorful and healthy appetizer from Afghanistan. Slices of eggplant are first fried and then poured over with a tomato sauce that's spiced with red pepper flakes, pepper, and cinnamon. The coated eggplants are usually left to co...",https://www.tasteatlas.com/bonjan-salad/wheretoeat,,https://www.tasteatlas.com/Eggplants,https://www.tasteatlas.com/tomato-sauce,https://www.tasteatlas.com/red-chili-flakes,https://www.tasteatlas.com/Peppers,https://www.tasteatlas.com/cinnamon,
https://www.tasteatlas.com/borani-e-bademjan,,31,Appetizer,https://www.tasteatlas.com/Appetizers,Badenjan-burani,n/a,"Badenjan-burani is a delicious Afghan dip made by blending fried or roasted eggplants, garlic, yogurt, and olive oil. The eggplants are traditionally fried, but most recipes suggest roasting or baking them. The dip is seasoned with fresh or dried ...",https://www.tasteatlas.com/borani-e-bademjan/wheretoeat,,https://www.tasteatlas.com/Eggplants,https://www.tasteatlas.com/garlic,https://www.tasteatlas.com/yogurt,https://www.tasteatlas.com/Olive-oil,https://www.tasteatlas.com/Walnuts,https://www.tasteatlas.com/saffron
https://www.tasteatlas.com/naan-e-roghani,,32,Flatbread,https://www.tasteatlas.com/Flatbreads,Naan-e roghani,n/a,"Naan-e roghani is a traditional flatbread originating from Afghanistan. Although very similar to classic naan, the roghani has a softer and pillow-like texture due to the extra oil that's added to the dough. It's usually made with a combination of...",https://www.tasteatlas.com/naan-e-roghani/wheretoeat,,https://www.tasteatlas.com/Flour,https://www.tasteatlas.com/sunflower-oils,https://www.tasteatlas.com/Milk,https://www.tasteatlas.com/nigella-seeds,https://www.tasteatlas.com/Sesame-seeds,https://www.tasteatlas.com/Salt
https://www.tasteatlas.com/osh-pyozee,,33,Appetizer,https://www.tasteatlas.com/Appetizers,Osh pyozee,n/a,"Osh pyozee, meaning , is an Afghan specialty made with onions filled with rice, ground meat, feta cheese, and prunes. Layers of boiled yellow onions are topped with a mixture of cooked rice, ground lamb, feta, prunes, and sa...",https://www.tasteatlas.com/osh-pyozee/wheretoeat,stuffed onions,,,,,,
https://www.tasteatlas.com/sholeh-ghorbandi,,34,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Sholeh ghorbandi,n/a,"Sholeh ghorbandi is a traditional rice dish hailing from Afghanistan's Ghorband district. The dish is usually made with a combination of medium-grain rice, oil, onions, tomatoes, mung beans, lime, dill, and black pepper. The onions are fried in oi...",https://www.tasteatlas.com/sholeh-ghorbandi/wheretoeat,,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/Tomatoes,https://www.tasteatlas.com/mung-bean,https://www.tasteatlas.com/oil,https://www.tasteatlas.com/black-pepper
https://www.tasteatlas.com/reshtah-palaw,,35,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Reshtah palaw,n/a,"Reshtah palaw is a traditional rice dish originating from Afghanistan. Also known as noodle rice, the dish is usually made with a combination of basmati rice, thin dried egg noodles, sunflower oil, and diced onions. The noodles are broken into sma...",https://www.tasteatlas.com/reshtah-palaw/wheretoeat,,https://www.tasteatlas.com/basmati,https://www.tasteatlas.com/Noodles-shapes,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/sunflower-oils,https://www.tasteatlas.com/Salt,
https://www.tasteatlas.com/shalgham-challaw,,36,Stew,https://www.tasteatlas.com/Stews,Shalgham challaw,n/a,"Shalgham challaw is a traditional stew originating from Afghanistan. It's usually made with a combination of lamb shoulder (bone-in), turnips, oil, onions, chili powder, ginger, salt, and brown sugar. The lamb pieces and onions are sautéed ...",https://www.tasteatlas.com/shalgham-challaw/wheretoeat,,https://www.tasteatlas.com/Lamb,https://www.tasteatlas.com/Turnips,https://www.tasteatlas.com/Rice,https://www.tasteatlas.com/Onions,https://www.tasteatlas.com/ginger,https://www.tasteatlas.com/red-chilli-powder
