search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,item-location href,item-location src,item-location,score-text--na
https://www.tasteatlas.com/riz-casimir,https://cdn.tasteatlas.com//images/dishes/6ee0ab6c621341098b1b175a5a173d35.jpg?mw=660,20,Rice Dish,https://www.tasteatlas.com/Rice-dishes,Riz Casimir,,,,"Although it is filled with exotic ingredients, riz Casimir is an authentic Swiss dish dating back to 1952, when the owner of  restaurant, Ueli Prager, first put it on the menu. The dish is made with chicken, cream, coconut m...",https://www.tasteatlas.com/riz-casimir/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/bundner-gerstensuppe,https://cdn.tasteatlas.com//images/dishes/ed8fc5d6350343edbefb1780a4bb31ac.jpg?mw=660,21,Soup,https://www.tasteatlas.com/Soups,Bündner Gerstensuppe,Best in   (Klosters-Serneus),Gasthaus Höhwald,https://www.tasteatlas.com/gasthaus-hohwald,"This nourishing Swiss barley soup has origins in the alpine Canton of Graubünden. Traditionally, it is made with pearl barley, stock, carrots, potatoes, celery, white cabbage, leeks, dried or smoked meat, and cream. Although the soup is not d...",https://www.tasteatlas.com/bundner-gerstensuppe/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-graubunden,https://cdn.tasteatlas.com/images/emblems/3cd6a8bcbbe34910ba21ad786d55b929.png,Canton of Graubünden,n/a
https://www.tasteatlas.com/tomato-fondue,https://cdn.tasteatlas.com//images/dishes/f23552ed43674f6f9de22588d8c9ae36.jpg?mw=660,22,Dipping Sauce,https://www.tasteatlas.com/dipping-sauces,Tomato Fondue,Best in   (Carouge),Au Vieux Carouge,https://www.tasteatlas.com/AuVieuxCarouge,"This classic Swiss fondue is believed by some to be the best fondue variety of them all. It is native to the Valais region and consists of tomatoes or tomato paste, white wine, garlic, butter, shallots, and grated cheeses such as",https://www.tasteatlas.com/tomato-fondue/wheretoeat,https://www.tasteatlas.com/Tomatoes,https://cdn.tasteatlas.com/images/ingredientgroups/72ddcc5fa8d7439d9f190499aa559132.png?h=120&w=120,https://www.tasteatlas.com/tomato-pastes,https://cdn.tasteatlas.com/images/ingredientgroups/4284624f3cde451e9683452b5ccf0f21.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/canton-of-valais,https://cdn.tasteatlas.com/images/emblems/e729e71beafd4e5b8a7c6a53370b60e0.png,Canton of Valais,n/a
https://www.tasteatlas.com/berner-platte,https://cdn.tasteatlas.com//images/dishes/b82aa03dcfe548bc8b9823b8ba9cedc7.jpg?mw=660,23,Meat Dish,https://www.tasteatlas.com/Meat-dishes,Berner Platte,,,,"Berner platte is a traditional Swiss celebratory dish originating from Bern. It consists of a large plate that's filled with a variety of sauerkraut, meat, offal, potatoes, and green beans. The meat, vegetables, and side dishes are all prepared se...",https://www.tasteatlas.com/berner-platte/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/bern,https://cdn.tasteatlas.com/images/emblems/7af1d26b5f8d4873ba45348432f16fd1.png,Bern,n/a
https://www.tasteatlas.com/schublig,https://cdn.tasteatlas.com//images/dishes/d5276fb2aa844981a3ade5b7577cabfc.jpg?mw=660,24,Sausage,https://www.tasteatlas.com/Sausages,Schüblig,,,,"Schüblig is a popular Swiss sausage made with pork or beef. It is usually prepared with nonfat milk, onions, and selected spices. The sausage is traditionally consumed raw and uncooked, but the local varieties are typically lightly smoked to ...",https://www.tasteatlas.com/schublig/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/toggenburg,,Toggenburg,n/a
https://www.tasteatlas.com/zuger-kirschtorte,https://cdn.tasteatlas.com//images/dishes/63de1d852c4d41f39c3d185ed27bcfa2.jpg?mw=660,25,Cake,https://www.tasteatlas.com/cakes,Zuger Kirschtorte,,,,"Zuger kirschtorte is a Swiss layer cake made with layers of sponge cake, butter cream, and nut meringue. It is traditionally flavored with Kirschwasser, a cherry brandy, while its place of origin is the city of Zug, hence the name. The first cake ...",https://www.tasteatlas.com/zuger-kirschtorte/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/zug,https://cdn.tasteatlas.com/images/emblems/a48d22e2caaa4e73a1913fc313dcb123.png,Zug,n/a
https://www.tasteatlas.com/bundner-nusstorte,https://cdn.tasteatlas.com//images/dishes/e30eb8ebace641ea96875c7a0635fe5e.jpg?mw=660,26,Tart,https://www.tasteatlas.com/tarts,Bündner Nusstorte,,,,"Originating from Graubünden in Switzerland, this dish is a traditional tart consisting of a shortbread pastry filled with nuts and caramel. Walnuts are typically used for the filling, but other nuts may also be used, although very rarely. The...",https://www.tasteatlas.com/bundner-nusstorte/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Walnuts,https://cdn.tasteatlas.com/images/ingredientgroups/ba2b29e1021746729a5afa8899ff8d7b.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/canton-of-graubunden,https://cdn.tasteatlas.com/images/emblems/3cd6a8bcbbe34910ba21ad786d55b929.png,Canton of Graubünden,n/a
https://www.tasteatlas.com/basler-mehlsuppe,https://cdn.tasteatlas.com//images/dishes/c05ad03df9ef490db352d22022ccd4ee.jpg?mw=660,27,Soup,https://www.tasteatlas.com/Soups,Basler Mehlsuppe,,,,"Basel's signature dish is a hearty, flavorful soup made with browned flour, beef stock, onions, and sometimes red wine. Basler mehlsuppe is usually seasoned with peppercorns, cloves, nutmeg or allspice, and served topped with a generous grating of...",https://www.tasteatlas.com/basler-mehlsuppe/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/basel,https://cdn.tasteatlas.com/images/emblems/8a111a30051a42f88a54d8982a5ca1b1.png,Basel,n/a
https://www.tasteatlas.com/heusuppe,https://cdn.tasteatlas.com//images/dishes/9df26b4bc94343f7b8bdc4cf6a5ed068.jpg?mw=660,28,Soup,https://www.tasteatlas.com/Soups,Heusuppe,,,,"Heusuppe is an unusual, authentic Swiss soup originating from the Alpine huts. Literally translated as hay soup, the dish is made with mountain flowers and herbs which are steeped in bouillon with the addition of hay that is removed from the broth...",https://www.tasteatlas.com/heusuppe/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/boutefas,https://cdn.tasteatlas.com//images/dishes/85362d34054e45409caf317ad1b9f303.jpg?mw=660,29,Sausage,https://www.tasteatlas.com/Sausages,Boutefas,,,,"Boutefas is a Swiss sausage produced in the region of Vaud. The sausage is made with pork and it's stuffed into a pig intestine, resulting in a typically plump shape that is closed with a string. Its shape keeps the sausage moister on the inside t...",https://www.tasteatlas.com/boutefas/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-vaud,https://cdn.tasteatlas.com/images/emblems/dd6516d574354dc8950a0d4933f1209d.png,Canton of Vaud,n/a
https://www.tasteatlas.com/cafe-de-paris-sauce,https://cdn.tasteatlas.com//images/dishes/f847fb8c00354aa1a77ad93f10665443.jpg?mw=660,30,Meat-based Sauce,https://www.tasteatlas.com/meat-based-sauces,Café de Paris Sauce,,,,"First popularized in the 1940s at a restaurant called  in Geneva, this sauce is thought to consist of a large number of ingredients such as butter, ketchup, Dijon mustard, capers, shallots, parsley, chives, marjoram, d...",https://www.tasteatlas.com/cafe-de-paris-sauce/wheretoeat,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/ketchup,https://cdn.tasteatlas.com/images/dishes/64adc6ca5bbd48e283fb1a4515c749f0.png?h=120&w=120,https://www.tasteatlas.com/moutarde-de-dijon,https://cdn.tasteatlas.com/images/dishes/d09d00c1261e4a4898c25514f35bb67c.png?h=120&w=120,https://www.tasteatlas.com/capers,https://cdn.tasteatlas.com/images/ingredientgroups/c3e80c4b4ffb4e27ac02a1ae9f0185d2.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/parsley,https://cdn.tasteatlas.com/images/ingredientgroups/205f99273994439fb0e05fa744a9d98a.png?h=120&w=120,https://www.tasteatlas.com/geneva,https://cdn.tasteatlas.com/images/emblems/66577496609648dc970456d9935e7e0c.png,Geneva,n/a
https://www.tasteatlas.com/longeole,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,31,Sausage,https://www.tasteatlas.com/Sausages,Longeole,,,,"Longeole is a sausage originating from Geneva. It contains ground pork, ground pork rinds, and fennel seeds. The pork rinds keep the sausage from drying out and give it a fuller flavor, while the addition of fennel seeds is believed to be a Savoya...",https://www.tasteatlas.com/longeole/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/geneva,https://cdn.tasteatlas.com/images/emblems/66577496609648dc970456d9935e7e0c.png,Geneva,n/a
https://www.tasteatlas.com/tirggel,https://cdn.tasteatlas.com//images/dishes/3b9a91a6967f461a9fffa055ce0eede1.jpg?mw=660,32,Cookie,https://www.tasteatlas.com/Cookies,Tirggel,,,,"Tirggel are traditional Swiss Christmas cookies made with flour, honey, and sugar. They are thin and very hard, characterized by images on the top which are usually associated with the Zürich Canton, romance, and Biblical stories. It is belie...",https://www.tasteatlas.com/tirggel/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/zurich,https://cdn.tasteatlas.com/images/emblems/4e5daa882f684e08b7664d4ef991c13b.png,Zürich,n/a
https://www.tasteatlas.com/pane-ticinese,https://cdn.tasteatlas.com//images/dishes/ee496ac790524b88a681b1b8ed0c63fc.jpg?mw=660,33,Bread,https://www.tasteatlas.com/Breads,Pane Ticinese,,,,"A loaf of this traditional Ticino bread usually consists of five sections which are meant to be broken apart with your hands and shared. It is traditionally made with flour, water, yeast, salt, and oil. Before baking, the dough is often brushed wi...",https://www.tasteatlas.com/pane-ticinese/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-ticino,https://cdn.tasteatlas.com/images/emblems/949f343904e045fcaca56a42d9776eaf.png,Canton of Ticino,n/a
https://www.tasteatlas.com/churer-fleischtorte,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,34,Savory Pie,https://www.tasteatlas.com/savory-pies,Churer Fleischtorte,,,,"Churer Fleischtorte is a traditional Swiss dish originating from Chur. It consists of a dough base and a meaty filling. The dough is usually made with a combination of flour, salt, butter, and cold water, while the filling is made with a combinati...",https://www.tasteatlas.com/churer-fleischtorte/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Veal,https://cdn.tasteatlas.com/images/ingredientgroups/e00edb320df14cf19120266635476549.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Breads,https://cdn.tasteatlas.com/images/dishgroups/1cf6c4cfb4354189b4bc5bb6a46ad000.png?h=120&w=120,https://www.tasteatlas.com/chur,https://cdn.tasteatlas.com/images/emblems/bc4fa8eadf5646b2a17feb73d3ebecd2.png,Chur,n/a
https://www.tasteatlas.com/hafechabis,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,35,Stew,https://www.tasteatlas.com/Stews,Hafechabis,,,,"Hafechabis is a traditional stew originating from the central parts of Switzerland. The stew is usually made with a combination of bacon, cabbage, potatoes, vegetable stock, onions, garlic, bay leaves, cloves, chives, butter, salt, pepper, and lam...",https://www.tasteatlas.com/hafechabis/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,,,,n/a
https://www.tasteatlas.com/torta-di-pane-ticinese,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,36,Dessert,https://www.tasteatlas.com/Desserts,Torta di pane ticinese,,,,"Torta di pane is a traditional Swiss dessert originating from Ticino, the country's Italian-speaking canton. The dessert is made with cubes of stale bread, milk, eggs, sugar, lemon zest, cinnamon, nutmeg, vanilla, cocoa powder, almonds, raisins, p...",https://www.tasteatlas.com/torta-di-pane-ticinese/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-ticino,https://cdn.tasteatlas.com/images/emblems/949f343904e045fcaca56a42d9776eaf.png,Canton of Ticino,n/a
https://www.tasteatlas.com/stunggis,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,37,Stew,https://www.tasteatlas.com/Stews,Stunggis,,,,"Stunggis is a traditional Swiss stew originating from Nidwalden. The stew is usually made with a combination of pork neck, onions, cabbage, leeks, carrots, celery, stock, potatoes, salt, pepper, nutmeg, thyme, and marjoram. The meat and vegetables...",https://www.tasteatlas.com/stunggis/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Cabbages,https://cdn.tasteatlas.com/images/ingredientgroups/037403c6717345dfba27bed2dc805b5d.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Celeries,https://cdn.tasteatlas.com/images/ingredientgroups/b9d0fcf664294ab78c4b05feeed690b9.png?h=120&w=120,https://www.tasteatlas.com/canton-of-nidwalden,https://cdn.tasteatlas.com/images/emblems/09c79c0a38ae4d1dbde7b1d8beb76c14.png,Canton of Nidwalden,n/a
https://www.tasteatlas.com/lummelbraten,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,38,Beef Dish,https://www.tasteatlas.com/beef-dishes,Lummelbraten,,,,"Lummelbraten is a traditional Swiss dish originating from Basel. The dish is made with a combination of beef, butter or cream, garlic, onions, carrots, celery, white wine, mustard, and red wine. The meat is lightly fried, and the other ingredients...",https://www.tasteatlas.com/lummelbraten/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Cream,https://cdn.tasteatlas.com/images/ingredientgroups/a76acdd303af40d8a855f274ac9ac6d4.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/basel,https://cdn.tasteatlas.com/images/emblems/8a111a30051a42f88a54d8982a5ca1b1.png,Basel,n/a
https://www.tasteatlas.com/maluns,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,39,Side Dish,https://www.tasteatlas.com/Sides,Maluns,,,,"Maluns is a traditional Swiss dish originating from Graubünden. It's made with potatoes, flour, butter, and seasonings. The potatoes are boiled in their jackets at least a day before the preparation so that they can cool down, which causes so...",https://www.tasteatlas.com/maluns/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-graubunden,https://cdn.tasteatlas.com/images/emblems/3cd6a8bcbbe34910ba21ad786d55b929.png,Canton of Graubünden,n/a
https://www.tasteatlas.com/spanisch-brotli,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,40,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Spanisch Brötli,,,,"Spanisch brötli is a light and flaky Swiss pastry originating from the municipality of Baden im Aargau. Prepared in the shape of a square, the pastry is filled with a combination of roasted hazelnuts and apricot jam. It is characterized by a ...",https://www.tasteatlas.com/spanisch-brotli/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-aargau,https://cdn.tasteatlas.com/images/emblems/6f89ad2fb5f442fe94ecdde4194ef2b5.png,Canton of Aargau,n/a
https://www.tasteatlas.com/blue-cake,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,41,Pastry,https://www.tasteatlas.com/pastry,Blue Cake,,,,"Despite its name, the famous Swiss blue cake, a specialty of the Frutig valley, is not blue, nor is it a cake. It is a simple puff pastry without fillings or toppings, one that has been produced in local bakeries since the 1900s. Its name refers t...",https://www.tasteatlas.com/blue-cake/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-bern,https://cdn.tasteatlas.com/images/emblems/949939d4ca1044b1b76c1cb7e6dda3df.png,Canton of Bern,n/a
https://www.tasteatlas.com/cuchaule,https://cdn.tasteatlas.com//images/dishes/c896361fcb364e3c8847bd149370cf7b.jpg?mw=660,42,Bread,https://www.tasteatlas.com/Breads,Cuchaule,,,,"Cuchaule is a Swiss brioche-type bread with an amber color and a unique flavor. This specialty of the Fribourg region is made with flour, milk, sugar, butter, yeast, salt, eggs, and a pinch of saffron. It is typically baked for the Bénichon...",https://www.tasteatlas.com/cuchaule/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-fribourg,https://cdn.tasteatlas.com/images/emblems/da9955678b70455f841b522e91d8cd54.png,Canton of Fribourg,n/a
https://www.tasteatlas.com/berner-rosti,https://cdn.tasteatlas.com//images/dishes/8bba0f82c13c445883cf1bb9294d6e4d.jpg?mw=660,43,Side Dish,https://www.tasteatlas.com/Sides,Berner rösti,,,,"Berner rösti is a traditional Swiss variety of rösti originating from Bern. This type of rösti differs from the standard rösti due to the addition of diced bacon, and the potatoes are coarsely grated. It's made with a combinati...",https://www.tasteatlas.com/berner-rosti/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/bacon,https://cdn.tasteatlas.com/images/ingredientgroups/76f141b8f5694b728b11e0ea053b399e.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,,,https://www.tasteatlas.com/bern,https://cdn.tasteatlas.com/images/emblems/7af1d26b5f8d4873ba45348432f16fd1.png,Bern,n/a
https://www.tasteatlas.com/pane-valle-maggia,https://cdn.tasteatlas.com//images/dishes/ac3bc783289049e4b2f83bc81bdaa19a.jpg?mw=660,44,Bread,https://www.tasteatlas.com/Breads,Pane Valle Maggia,,,,"Pane Valle Maggia is a traditional bread originating from Lugano in Switzerland. The dough is prepared with a combination of water, yeast, rye flour, wheat flour, sourdough starter, and sea salt. The dough is shaped into a boule and it's then bake...",https://www.tasteatlas.com/pane-valle-maggia/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/lugano,https://cdn.tasteatlas.com/images/emblems/924438e3ed184d0da4ad67897accc8a5.png,Lugano,n/a
https://www.tasteatlas.com/polenta-ticinese,https://cdn.tasteatlas.com//images/dishes/7f2a9621966048f4b7a737ab51a2790e.jpg?mw=660,45,Porridge,https://www.tasteatlas.com/Porridge,Polenta Ticinese,,,,"The authentic Ticino polenta should be cooked on an outdoor fire (or in a fireplace), but sadly, the practice is not common anymore. However, there are a few restaurants in the region that offer this traditional dish, prepared in the most authenti...",https://www.tasteatlas.com/polenta-ticinese/wheretoeat,https://www.tasteatlas.com/Cornmeal,https://cdn.tasteatlas.com/images/ingredientgroups/6797b68e16ed459c9ad8ee5fc1441414.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/mortadella-bologna,https://cdn.tasteatlas.com/images/dishes/db32f11f29c74f1bb909a7f1d6aed66c.png?h=120&w=120,https://www.tasteatlas.com/Cheese,https://cdn.tasteatlas.com/images/ingredientgroups/764215a242064199930b80927dfbc2f0.png?h=120&w=120,,,https://www.tasteatlas.com/canton-of-ticino,https://cdn.tasteatlas.com/images/emblems/949f343904e045fcaca56a42d9776eaf.png,Canton of Ticino,n/a
https://www.tasteatlas.com/kalberwurst,https://cdn.tasteatlas.com//images/dishes/2a04954d5f9340a0b60bbfd3a101e441.jpg?mw=660,46,Sausage,https://www.tasteatlas.com/Sausages,Kalberwurst,,,,"Kalberwurst is a fresh Swiss sausage made with a combination of veal, ground crackers, and milk, although pork is sometimes also added to the combination. Its flavor is often described as mild and creamy. The sausage is typically cooked alongside ...",https://www.tasteatlas.com/kalberwurst/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/glarus,https://cdn.tasteatlas.com/images/emblems/9ee19b8cba594ae1b4ade71ca077cd32.png,Glarus,n/a
https://www.tasteatlas.com/birnenhonig,https://cdn.tasteatlas.com//images/dishes/192eb34e5a954bc88050ce049f8a226e.jpg?mw=660,47,Spread,https://www.tasteatlas.com/spreads,Birnenhonig,,,,"Birnenhonig is a Swiss syrup made from pears. It is often compared with the famous Belgian spread known as sirop de Liège. In order to prepare birnenhonig, the pears are first boiled, then pressed to extract the juices. The liquid juices ar...",https://www.tasteatlas.com/birnenhonig/wheretoeat,,,,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/soledurner-wysuppli,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,48,Soup,https://www.tasteatlas.com/Soups,Soledurner wysüppli,,,,"Soledurner wysüppli is a traditional Swiss wine soup originating from Solothurn. It's usually made with a combination of white wine, butter, shallots, carrots, leeks, chicken stock, cream, egg yolks, salt, and chives. The shallots, leeks, and...",https://www.tasteatlas.com/soledurner-wysuppli/wheretoeat,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/leeks,https://cdn.tasteatlas.com/images/ingredientgroups/e5722e8831554305a7c507e79b4c3a99.png?h=120&w=120,https://www.tasteatlas.com/shallots,https://cdn.tasteatlas.com/images/ingredientgroups/b754048f184446f79a4136e478886073.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/solothurn,https://cdn.tasteatlas.com/images/emblems/fe58ec19f7614487b0c264a4fd7e634e.png,Solothurn,n/a
https://www.tasteatlas.com/cholera,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,49,Savory Pie,https://www.tasteatlas.com/savory-pies,Cholera,,,,"This appetizing pie with an unappetizing name is a great way to use leftovers. Originating from the Swiss canton of Valais, cholera was first prepared in 1836 by the mountain people using whatever they had during an epidemic of the disease –...",https://www.tasteatlas.com/cholera/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-valais,https://cdn.tasteatlas.com/images/emblems/e729e71beafd4e5b8a7c6a53370b60e0.png,Canton of Valais,n/a
https://www.tasteatlas.com/walliser-roggenbrot,https://cdn.tasteatlas.com//images/dishes/55877ad7fe964bcc8c9e4d8e34ffbf15.jpg?mw=660,50,Bread,https://www.tasteatlas.com/Breads,Walliser Roggenbrot,,,,"Walliser roggenbrot is a Swiss rye bread produced in the Valais region. The rustic loaf with a dense crumb must contain at least 90% whole rye flour, and it is typically made with a sourdough starter. The bread keeps for a long time, and tradition...",https://www.tasteatlas.com/walliser-roggenbrot/wheretoeat,,,,,,,,,,,,,https://www.tasteatlas.com/canton-of-valais,https://cdn.tasteatlas.com/images/emblems/e729e71beafd4e5b8a7c6a53370b60e0.png,Canton of Valais,n/a
https://www.tasteatlas.com/burebrot,https://cdn.tasteatlas.com//images/dishes/1e477bc871dc47109e9967caaf3a6864.jpg?mw=660,51,Bread,https://www.tasteatlas.com/Breads,Burebrot,,,,"Burebrot is a Swiss bread made with a combination of rye flour, wheat flour, yeast, water, and milk. The round-shaped dough is typically cut with a knife before baking in order to create a rhombus pattern on top. The dough is first baked at a high...",https://www.tasteatlas.com/burebrot/wheretoeat,,,,,,,,,,,,,,,,n/a
