search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,similar-list__item-description,similar-list__item-description 2,similar-list__item-description href,search-results__item-description,search-results__item-description 2,read-more,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,mini-ingredients__link href 5,mini-ingredients__image src 5,mini-ingredients__link href 6,mini-ingredients__image src 6,score-text--na
https://www.tasteatlas.com/cordero-al-palo,https://cdn.tasteatlas.com//images/dishes/de71e275d3fb450a9a0ed107ef814105.jpg?mw=660,11,Lamb/Mutton Dish,https://www.tasteatlas.com/lamb-and-mutton-dishes,Cordero al palo,4.6,Best in   (Puerto Natales),El Asador Patagónico,https://www.tasteatlas.com/el-asador-patagonico,"Cordero al palo is a traditional lamb specialty that involves roasting a whole lamb on a spit, a cooking technique which has long been practiced in Chile, Argentina, and Patagonia. The lamb is slowly cooked for several hours over a wood fire, all ...",,READ MORE,https://www.tasteatlas.com/cordero-al-palo/wheretoeat,https://www.tasteatlas.com/Lamb,https://cdn.tasteatlas.com/images/ingredientgroups/6303dec1aa394f72b07b8bf7e4572177.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,,,,,,,
https://www.tasteatlas.com/cazuela-de-ave,https://cdn.tasteatlas.com//images/dishes/0c86280dc9004c3590ae20cb4bfb81a6.jpg?mw=660,12,Stew,https://www.tasteatlas.com/Stews,Cazuela de ave,4.7,Best in   (Santiago),Divertimento Chileno,https://www.tasteatlas.com/divertimento-chileno,"Tasty, easy to prepare, and quite inexpensive, cazuela de ave is a Chilean chicken stew consisting of chicken pieces, chicken stock, onions, carrots, pumpkin or squash, potatoes, rice, and pieces of corn. The stew is most commonly flavored with ga...",,READ MORE,https://www.tasteatlas.com/cazuela-de-ave/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/chicken-stocks,https://cdn.tasteatlas.com/images/ingredientgroups/26ef22f9ecfa4b85961173e2165f1ab8.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/Pumpkins,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,
https://www.tasteatlas.com/valdiviano,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,13,Meat Soup,https://www.tasteatlas.com/meat-soups,Valdiviano,,,,,"Valdiviano is one of the most famous and oldest Chilean soups. Since it is extremely popular throughout the country, it appears in numerous versions, but it typically consists of thin strips of beef jerky, onions, various spices, and occasionally ...",,READ MORE,https://www.tasteatlas.com/valdiviano/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/empanadas-de-manzana,https://cdn.tasteatlas.com//images/dishes/12687ee17b614afc91d6132555799845.jpg?mw=660,14,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Empanadas de manzana,3.8,,,,"Although  are traditionally associated with savory fillings, in the case of empanada de manzana the filling is a sweet combination of cinnamon-spiced apples. Sliced, preferably tart apples are wrapped inside the buttery dough, sh...",empanadas,READ MORE,https://www.tasteatlas.com/empanadas-de-manzana/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Apples,https://cdn.tasteatlas.com/images/ingredientgroups/3cf0f707ed454ef7910b788cdf8243ef.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/cinnamon,https://cdn.tasteatlas.com/images/ingredientgroups/bf4bc7a768a044549fcdcdadcb09f80b.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/cloves,https://cdn.tasteatlas.com/images/ingredientgroups/59dd76e264aa44b3890bec8a11722eac.png?h=120&w=120,
https://www.tasteatlas.com/pan-de-huevo,https://cdn.tasteatlas.com//images/dishes/73bc2879a6fa484cb2ae96b6626dcaab.jpg?mw=660,15,Bread,https://www.tasteatlas.com/Breads,Pan de huevo,,Best in   (Santiago),El Pan de Cada Día,https://www.tasteatlas.com/el-pan-de-cada-dia,"Pan de huevo is a Chilean egg bread roll that is typically consumed as a snack at local beaches, where it’s traditionally sold by women wearing all-white uniforms. The bread roll is made with a combination of flour, baking powder, sugar, egg...",,READ MORE,https://www.tasteatlas.com/pan-de-huevo/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pan-amasado,https://cdn.tasteatlas.com//images/dishes/eaa6a1155c5e4bf297ce17708cfba525.jpg?mw=660,16,Bread,https://www.tasteatlas.com/Breads,Pan amasado,4.2,Best in   (Talca),Las Viejas Cochinas,https://www.tasteatlas.com/las-viejas-cochinas,"Pan amasado is a small, round, flat loaf of white bread from Chile, traditionally prepared in rural areas in wood-fired clay ovens. It is a staple of most Chilean meals due to its low price. The name pan amasado means, refer...",kneaded bread,READ MORE,https://www.tasteatlas.com/pan-amasado/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/chancho-en-piedra,https://cdn.tasteatlas.com//images/dishes/bc82ff0825914423b2b24ee50342f4d3.jpg?mw=660,17,Salsa,https://www.tasteatlas.com/salsas,Chancho en piedra,4.2,Best in   (Talca),Las Viejas Cochinas,https://www.tasteatlas.com/las-viejas-cochinas,"Chancho en piedra is a Chilean salsa that is essentially a variation of  salsa with added tomatoes. Apart from the tomatoes, it contains garlic, chili peppers, onions, olive oil, salt, pepper, and parsley or coriander. Once prepared,...",pebre,READ MORE,https://www.tasteatlas.com/chancho-en-piedra/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/charquican,https://cdn.tasteatlas.com//images/dishes/71c4cd9ed778410e8018f757c0b3ef56.jpg?mw=660,18,Stew,https://www.tasteatlas.com/Stews,Charquicán,3.9,Best in   (Santiago),El Palacio del Poroto con Rienda,https://www.tasteatlas.com/el-palacio-del-poroto-con-rienda,"Charquicán is a flavorful Chilean stew that was originally made with dried and salted llama meat, pumpkin, onions, sweet corn, and potatoes as its main ingredients. Modern versions often employ ground beef instead of dried llama meat (due t...",,READ MORE,https://www.tasteatlas.com/charquican/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/porotos-granados,https://cdn.tasteatlas.com//Images/Dishes/0f1d39fe3b35490ebfcc3f42d75447ef.jpg?mw=660,19,Stew,https://www.tasteatlas.com/Stews,Porotos granados,3.0,Best in   (Santiago),El Venecia,https://www.tasteatlas.com/el-venecia,"Porotos granados is the national dish of Chile. This hearty stew is made with corn, squash, and cranberry beans – known in Chile as . The dish hails from the Mapuche tribe and reflects the powerful native heritage in Chilean ...",porotos,READ MORE,https://www.tasteatlas.com/porotos-granados/wheretoeat,https://www.tasteatlas.com/Corn,https://cdn.tasteatlas.com/images/ingredientgroups/f1ea3ded990d44b2b6531802d58e7d38.png?h=120&w=120,https://www.tasteatlas.com/Pumpkins,https://cdn.tasteatlas.com/images/ingredientgroups/e9b4f1746e4b409e96acc5ec788b0fda.png?h=120&w=120,https://www.tasteatlas.com/cranberry-beans,https://cdn.tasteatlas.com/images/ingredientgroups/fdd52fb858b24391a525247c88a6af94.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/paprika,https://cdn.tasteatlas.com/images/ingredientgroups/1afb03b20a704f32bbb423a55d0e07cd.png?h=120&w=120,
https://www.tasteatlas.com/machas-a-la-parmesana,https://cdn.tasteatlas.com//images/dishes/81a2249bd4e447f08d393aa835e70d5e.jpg?mw=660,20,Clam Dish,https://www.tasteatlas.com/clam-dishes,Machas a la parmesana,4.9,Best in   (Zapallar),El Chiringuito,https://www.tasteatlas.com/el-chiringuito,"Machas a la parmesana is a typical Chilean dish consisting of razor clams that are topped with salt, white wine, butter, and parmesan cheese. The clams are then broiled until the cheese melts, and it is recommended to serve them immediately, prefe...",,READ MORE,https://www.tasteatlas.com/machas-a-la-parmesana/wheretoeat,https://www.tasteatlas.com/Clams,https://cdn.tasteatlas.com/images/ingredientgroups/bbb8d8d5cd2f4034814913837a014a44.png?h=120&w=120,https://www.tasteatlas.com/parmigiano-reggiano,https://cdn.tasteatlas.com/images/dishes/afbcb4f501e2409181f3c0c9174dff8b.png?h=120&w=120,https://www.tasteatlas.com/Butter,https://cdn.tasteatlas.com/images/ingredientgroups/82d84a396a544682bb2954283d8666e6.png?h=120&w=120,https://www.tasteatlas.com/White-wine,https://cdn.tasteatlas.com/images/ingredientgroups/e7d8bfce6f814fb5a3b7396336f24f5e.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,
https://www.tasteatlas.com/empanadas-chilenas,https://cdn.tasteatlas.com//images/dishes/ec98b16969114c7187fd78de87e4ae11.jpg?mw=660,21,Savory Pastry,https://www.tasteatlas.com/savory-pastry,Empanadas Chilenas,4.2,,,,"Most commonly, Chilean empanadas are made with wheat flour dough that is filled with onions, ground beef, olives, raisins, and hard-boiled eggs. These semicircular pies are typically baked in the oven. Although they are prepared and consumed throu...",,READ MORE,https://www.tasteatlas.com/empanadas-chilenas/wheretoeat,https://www.tasteatlas.com/wheat-flours,https://cdn.tasteatlas.com/images/ingredientgroups/9766be3d2b5d4b57a73472bfa5bb9092.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Olives,https://cdn.tasteatlas.com/images/ingredientgroups/e4396d9c76d04a64b889bcd2afdb0850.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/Raisins,https://cdn.tasteatlas.com/images/ingredientgroups/24b73f40527d4dd0967bba896ecb3696.png?h=120&w=120,
https://www.tasteatlas.com/pan-de-pascua,https://cdn.tasteatlas.com//Images/Dishes/3a8d035ee686495f8166bb24e6be0a5f.jpg?mw=660,22,Cake,https://www.tasteatlas.com/cakes,Pan de Pascua,,Best in   (La Reina),La Farola Panadería Artesanal,https://www.tasteatlas.com/la-farola-panaderia-artesanal,"Unusually, pan de Pascua can be literally translated as , but this cake is traditionally eaten at Christmas time. In line with the Italian  and the German , two holiday breads from which it has...",Easter cake,READ MORE,https://www.tasteatlas.com/pan-de-pascua/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/paila-marina,https://cdn.tasteatlas.com//images/dishes/3520a198fe6d474187e63a273cefe02c.jpg?mw=660,23,Stew,https://www.tasteatlas.com/Stews,Paila marina,,Best in   (Puerto Varas),La Olla,https://www.tasteatlas.com/la-olla,"Paila marina is a traditional Chilean stew consisting of a shellfish stock combined with a variety of seafood, shellfish, herbs, spices, and vegetables such as tomatoes, bell peppers, carrots, and onions. This flavorful stew, which is said to be a...",,READ MORE,https://www.tasteatlas.com/paila-marina/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/porotos-con-rienda,https://cdn.tasteatlas.com//images/dishes/cdbf3eea488f4e5fa1b2c43360bc8f57.jpg?mw=660,24,Stew,https://www.tasteatlas.com/Stews,Porotos con rienda,4.2,Best in   (Santiago),El Palacio del Poroto con Rienda,https://www.tasteatlas.com/el-palacio-del-poroto-con-rienda,"Porotos con rienda is a traditional Chilean dish that is usually prepared during the colder winter months. This hearty stew is made with spaghetti noodles, beans, pumpkin, sausages, garlic, onions, and paprika powder or smoked chili pepper. The na...",,READ MORE,https://www.tasteatlas.com/porotos-con-rienda/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/pollo-arvejado,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,25,Stew,https://www.tasteatlas.com/Stews,Pollo arvejado,4.6,,,,"Pollo arvejado is a typical Chilean stew made with chicken and peas as the main ingredients. The stew is usually flavored with onions, garlic, carrots, green peppers, white wine, chicken stock, cumin, paprika, and bay leaves. In Chile, it is typic...",,READ MORE,https://www.tasteatlas.com/pollo-arvejado/wheretoeat,https://www.tasteatlas.com/Chicken,https://cdn.tasteatlas.com/images/ingredientgroups/cc2384e25f3c4d52be5abe779ef2ad9b.png?h=120&w=120,https://www.tasteatlas.com/Peas,https://cdn.tasteatlas.com/images/ingredientgroups/f49668f69a994008a384f5bdc71b7e8d.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/garlic,https://cdn.tasteatlas.com/images/ingredientgroups/5863714d901146c094f8228eb52c1fcb.png?h=120&w=120,https://www.tasteatlas.com/Carrots,https://cdn.tasteatlas.com/images/ingredientgroups/c497c7c9cd1447ebabf0565c1ef4387e.png?h=120&w=120,https://www.tasteatlas.com/tlaola-serrano-chili-pepper,https://cdn.tasteatlas.com/images/dishes/be2855be2c0e4779b0d5419d02937cc0.png?h=120&w=120,
https://www.tasteatlas.com/caldillo-de-congrio,https://cdn.tasteatlas.com//images/dishes/ef22e52133574c69a617a66dda4b6df9.jpg?mw=660,26,Fish Soup,https://www.tasteatlas.com/fish-soups,Caldillo de congrio,,Best in   (Valparaíso),Tres Peces Valparaíso,https://www.tasteatlas.com/tres-peces-valparaiso,"Caldillo de congrio is a hearty Chilean fish soup made with conger eel as its key ingredient. Chopped and cooked conger eel is usually boiled in water, creating a flavorful broth in the process. The broth and the eels are then combined with saut&e...",,READ MORE,https://www.tasteatlas.com/caldillo-de-congrio/wheretoeat,,,,,,,,,,,,,n/a
https://www.tasteatlas.com/pichanga,https://cdn.tasteatlas.com//images/dishes/712a0f90105741e7b8d665fb8c7241c1.jpg?mw=660,27,Appetizer,https://www.tasteatlas.com/Appetizers,Pichanga,3.6,Best in   (Santiago),El Hoyo,https://www.tasteatlas.com/el-hoyo,"Pichanga is a humble Chilean dish that is usually served in traditional eateries across the country. It consists of diced ham or salami, a variety of pickles, olives, cheese, tomatoes, and avocados. The dish is typically served as an appetizer, so...",,READ MORE,https://www.tasteatlas.com/pichanga/wheretoeat,,,,,,,,,,,,,
https://www.tasteatlas.com/churrasco-italiano,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,28,Sandwich,https://www.tasteatlas.com/sandwiches,Churrasco Italiano,4.3,,,,"Churrasco Italiano is a mouth-watering Chilean sandwich made with thin slices of grilled steak, mayonnaise, tomatoes, and  – a local name for  - all tucked into fresh bread rolls. But why is this sandwic...",palta,READ MORE,https://www.tasteatlas.com/churrasco-italiano/wheretoeat,,,,,,,,,,,,,
