search-results__item-image href,search-results__item-image src,similar-list__item-position,group,group href,h2,score-text,search-results__item-description,search-results__item-description 2,search-results__item-link href 2,mini-ingredients__link href,mini-ingredients__image src,mini-ingredients__link href 2,mini-ingredients__image src 2,mini-ingredients__link href 3,mini-ingredients__image src 3,mini-ingredients__link href 4,mini-ingredients__image src 4,item-location href,item-location,score-text--na
https://www.tasteatlas.com/rieska,https://cdn.tasteatlas.com//images/dishes/2162006ea71040fe9e04ca2eeac6eda9.jpg?mw=660,11,Flatbread,https://www.tasteatlas.com/Flatbreads,Rieska,,"Rieska is a Finnish unleavened flatbread that has been prepared across the country since ancient times. At its simplest, the bread consists of flour, water, and salt, although the ingredients for its preparation vary from one region to another, as...",,https://www.tasteatlas.com/rieska/wheretoeat,,,,,,,,,https://www.tasteatlas.com/northern-finland,Northern Finland,n/a
https://www.tasteatlas.com/kalakeitto,https://cdn.tasteatlas.com//images/dishes/4e2f55e4763a424c9f6f6ea892521c1f.jpg?mw=660,12,Fish Soup,https://www.tasteatlas.com/fish-soups,Kalakeitto,4.4,"Kalakeitto or fish soup has been a staple of traditional Finnish cuisine for a long time. Although there are numerous ways to prepare this classic Finnish specialty, it typically consists of cleaned and filleted fish chunks and diced vegetables th...",,https://www.tasteatlas.com/kalakeitto/wheretoeat,,,,,,,,,,,
https://www.tasteatlas.com/kaalilaatikko,https://cdn.tasteatlas.com//Images/Dishes/b7cd7473dc7742c9bfb0e88186ea187f.jpg?mw=660,13,Casserole,https://www.tasteatlas.com/casserole,Kaalilaatikko,,"Kaalilaatikko is a traditional Finish casserole consisting of ground pork, cabbage, and precooked rice. Usually seasoned with dark molasses syrup and a variety of herbs such as marjoram and thyme, this nutritious casserole is baked in the oven unt...",,https://www.tasteatlas.com/kaalilaatikko/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/karjalanpaisti,https://cdn.tasteatlas.com//Images/Dishes/2fa12506449840d7a3a3ee48e41c7006.jpg?mw=660,14,Stew,https://www.tasteatlas.com/Stews,Karjalanpaisti,,"Karjalanpaisti is a traditional Finnish stew consisting of chunks of pork, beef, and mutton, with the occasional addition of potatoes, carrots, and onions. Generously seasoned with peppercorns, allspice, and bay leaves, the dish is simmered in the...",,https://www.tasteatlas.com/karjalanpaisti/wheretoeat,https://www.tasteatlas.com/Pork,https://cdn.tasteatlas.com/images/ingredientgroups/905dbdf1da5f4687bd091624f5e3180d.png?h=120&w=120,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/sheep,https://cdn.tasteatlas.com/images/ingredientgroups/d8778f33783f49fc9cadb7f213e79551.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/north-karelia,North Karelia,n/a
https://www.tasteatlas.com/kalakukko,https://cdn.tasteatlas.com//images/dishes/42bf91c1e88044e491801c32e97787b7.jpg?mw=660,15,Savory Pie,https://www.tasteatlas.com/savory-pies,Kalakukko,2.8,"Familiar since the Middle Ages, kalakukko is a traditional Finnish dish consisting of a fish and bacon filling that is baked inside a thick rye bread crust. Invented among the working population, it represented a convenient way to transport the wh...",,https://www.tasteatlas.com/kalakukko/wheretoeat,,,,,,,,,https://www.tasteatlas.com/northern-savonia,Northern Savonia,
https://www.tasteatlas.com/mustamakkara,https://cdn.tasteatlas.com//images/dishes/6b9e336bdf3e41fe97c362f222cc213f.jpg?mw=660,16,Blood Sausage,https://www.tasteatlas.com/blood-sausages,Mustamakkara,3.8,"Mustamakkara is a blood sausage consisting of pig’s blood, pork meat and fat, crushed rye, and flour. Characterized by its dark color, juicy center, and a crisp casing, it comes in various sizes. Consumed throughout the country as a late bre...",,https://www.tasteatlas.com/mustamakkara/wheretoeat,,,,,,,,,https://www.tasteatlas.com/tampere,Tampere,
https://www.tasteatlas.com/porilainen,https://cdn.tasteatlas.com//images/dishes/d3cfcb1163c8400e97c05d9c4f80e00d.jpg?mw=660,17,Sandwich,https://www.tasteatlas.com/sandwiches,Porilainen,,"Categorically somewhere between a hamburger and a hot dog, porilainen is a simple Finnish sandwich consisting of slices of white bread filled with sliced pork sausage, vegetables, garlic flavoring, and condiments such as mayonnaise, mustard, or ke...",,https://www.tasteatlas.com/porilainen/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/nakkileipa,https://cdn.tasteatlas.com//images/dishes/cbe2958316ac4d1ba0a5f622bcb87df6.jpg?mw=660,18,Flatbread,https://www.tasteatlas.com/Flatbreads,Näkkileipä,4.4,"Finnish näkkileipä is a crispy, thick flatbread that is usually prepared with rye flour and closely resembles Swedish . It was traditionally round, but today it appears in various forms and can be prepared wi...",knäckebröd,https://www.tasteatlas.com/nakkileipa/wheretoeat,,,,,,,,,,,
https://www.tasteatlas.com/maksalaatikko,https://cdn.tasteatlas.com//Images/Dishes/e7d29c3d60bb4f1aa9eb7b363b7f9df6.jpg?mw=660,19,Casserole,https://www.tasteatlas.com/casserole,Maksalaatikko,,"Initially prepared as a Christmastime dish, this rich Finnish casserole is nowadays enjoyed throughout the year. It consists of rice, ground liver, eggs, sautéed onions, and, occasionally–crisped bacon and raisins, seasoned and baked ...",,https://www.tasteatlas.com/maksalaatikko/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/porkkanalaatikko,https://cdn.tasteatlas.com//images/dishes/8f16bd5ffdcf48c7ab23b18e2613c4f0.jpg?mw=660,20,Casserole,https://www.tasteatlas.com/casserole,Porkkanalaatikko,,"Porkkanalaatikko is a Finnish casserole made with a combination of grated carrots, rice, eggs, cream, butter, and breadcrumbs. The mixture is poured into a casserole dish, topped with breadcrumbs, and it is then baked until the crumbs become golde...",,https://www.tasteatlas.com/porkkanalaatikko/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/lanttulaatikko,https://cdn.tasteatlas.com//Images/Dishes/437e3bdb50ec433f8d93b3f906e3ead3.jpg?mw=660,21,Casserole,https://www.tasteatlas.com/casserole,Lanttulaatikko,,"Traditionally prepared for Christmastime, this Finnish casserole consists of mashed , also known as yellow turnip, blended with eggs, breadcrumbs, butter, or cream. Generously seasoned with a variety of spices such as nutmeg, ging...",rutabaga,https://www.tasteatlas.com/lanttulaatikko/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/pulla,https://cdn.tasteatlas.com//Images/Dishes/8872699d4166466581bbecf3a9b7b590.jpg?mw=660,22,Sweet Bread,https://www.tasteatlas.com/Sweet-breads,Pulla,,"The soft, cardamom-spiced pulla is a popular Finnish sweet bread made with rich yeasted dough that is usually served sprinkled with coarse sugar, almonds, or walnuts. Whether it is shaped into buns, rolls, or braided loaves, pulla is traditionally...",,https://www.tasteatlas.com/pulla/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/nakkikastike,https://cdn.tasteatlas.com//images/dishes/65c8628485514d1e896f353e3222370f.jpg?mw=660,23,Sausage,https://www.tasteatlas.com/Sausages,Nakkikastike,,"Nakkikastike is a common Finish home-cooked dish essentially made of sautéed  sausages, which are then simmered in a thick, brown sauce that is usually seasoned with tomato paste, onions, carrots, and cream. Nakki is a mild Fi...",nakki,https://www.tasteatlas.com/nakkikastike/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/runebergintorttu,https://cdn.tasteatlas.com//Images/Dishes/05ddf2e2ded34b6e810b75f6e18129cd.jpg?mw=660,24,Dessert,https://www.tasteatlas.com/Desserts,Runebergintorttu,,"Named after the acclaimed Finnish poet, the Runeberg cake is a small, cylinder-shaped delicacy prepared with a combination of wheat and almond flour. The cake is characterized by strong ginger and cardamom flavors, and a tender, dense texture. Thi...",,https://www.tasteatlas.com/runebergintorttu/wheretoeat,,,,,,,,,https://www.tasteatlas.com/porvoo,Porvoo,n/a
https://www.tasteatlas.com/mansikkakakku,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,25,Cake,https://www.tasteatlas.com/cakes,Strawberry Meringue Cake (Mansikkakakku),,"Mansikkakakku is a traditional cake originating from Finland. The cake is usually made with a combination of strawberries, almonds, sugar, egg whites, salt, heavy cream, and vanilla. The egg whites are beaten with salt and sugar until stiff peaks ...",,https://www.tasteatlas.com/mansikkakakku/wheretoeat,https://www.tasteatlas.com/Strawberries,https://cdn.tasteatlas.com/images/ingredientgroups/253b91600d4a40f0833c4251fb774fd6.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Almonds,https://cdn.tasteatlas.com/images/ingredientgroups/c6587193e7734331b4f484c821ccbede.png?h=120&w=120,https://www.tasteatlas.com/heavy-creams,https://cdn.tasteatlas.com/images/ingredientgroups/d022e931aba84bc5a866b4bfdd9e88a0.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/vispipuuro,https://cdn.tasteatlas.com//Images/Dishes/09db3391ac9e45e687b305dbfcfeb8e6.jpg?mw=660,26,Porridge,https://www.tasteatlas.com/Porridge,Vispipuuro,,"Vispipuuro is a creamy Finnish semolina porridge that is prepared with fresh fruit such as tart lingonberries, cranberries, or red currants. When cooked, the thick porridge is whipped until it transforms into a unique treat with a frothy and light...",,https://www.tasteatlas.com/vispipuuro/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/limppu,https://cdn.tasteatlas.com//images/dishes/3421667ccff34a64b6f8d631b374acde.jpg?mw=660,27,Bread,https://www.tasteatlas.com/Breads,Limppu,,"Limppu is a traditional Finnish rye bread with a dark appearance, sour flavor, and a heavy, dense texture. It is a specialty of Eastern Finland, where it is usually prepared throughout the year. The name of the bread could be translated to",a l...,https://www.tasteatlas.com/limppu/wheretoeat,,,,,,,,,https://www.tasteatlas.com/eastern-finland,Eastern Finland,n/a
https://www.tasteatlas.com/joulutorttu,https://cdn.tasteatlas.com//Images/Dishes/9f907c8971b94e72a0f45b4e8e3df00d.jpg?mw=660,28,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Joulutorttu,,"Translated as , the Finnish joulutorttu is a traditional, crispy pastry that is usually consumed during the Christmas period. It is prepared with thin puff pastry sheets filled with plum jam, with each corner wrapped to rese...",Christmas tart,https://www.tasteatlas.com/joulutorttu/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/laskiaispulla,https://cdn.tasteatlas.com//images/dishes/cd50d2052519405895afd85f69cbe4cf.jpg?mw=660,29,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Laskiaispulla,,"Closely resembling Swedish , this sweet Finnish pastry is prepared with yeasted, cardamom-spiced dough that is shaped into buns and baked until golden. Each bun is cut in half and filled with strawberry or raspberry jam and whipped c...",semla,https://www.tasteatlas.com/laskiaispulla/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/rosolli,https://cdn.tasteatlas.com//images/dishes/d91e359168f3421a88d8447eb65ac605.jpg?mw=660,30,Salad,https://www.tasteatlas.com/Salads,Rosolli,,"Rosolli is a colorful Finnish salad that is especially popular during the festive Christmas season. It is very easy to prepare rosolli – the ingredients are simply chopped or boiled, then mixed together. Although there are some variations, t...",,https://www.tasteatlas.com/rosolli/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/korppu,https://cdn.tasteatlas.com//images/dishes/be1c0829adcf4530888a03bb9e9759d3.jpg?mw=660,31,Rusk,https://www.tasteatlas.com/rusks,Korppu,,"This traditional Finnish delicacy is best described as a rusk—the crispy, twice-baked bread. It is usually prepared with various types of bread rolls or the sweet, cardamom-spiced  bread. Korppu comes in numerous sweet or savor...",pulla,https://www.tasteatlas.com/korppu/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/imelletty-perunalaatikk,https://cdn.tasteatlas.com//Images/Dishes/d48a6cc5bd214859823a54a037cffa9d.jpg?mw=660,32,Casserole,https://www.tasteatlas.com/casserole,Imelletty perunalaatikko,,"This traditional Finnish casserole is characterized by its long cooking time and a subtle sweetness. It is prepared with a combination of mashed potatoes and wheat flour that is stored in a warm place for hours, allowing the starch to break down a...",,https://www.tasteatlas.com/imelletty-perunalaatikk/wheretoeat,,,,,,,,,https://www.tasteatlas.com/paijanne-tavastia,Päijänne Tavastia,n/a
https://www.tasteatlas.com/rosvopaisti,https://cdn.tasteatlas.com//images/dishes/8ad6666de40b4292a7cc8ceaff3be6aa.jpg?mw=660,33,Technique,https://www.tasteatlas.com/Techniques,Rosvopaisti,,,,https://www.tasteatlas.com/rosvopaisti/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/loimulohi,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,34,Technique,https://www.tasteatlas.com/Techniques,Loimulohi,,"Loimulohi is a traditional Finnish method of preparing salmon or rainbow trout. The fish is smoked on a wooden plank that's placed vertically over an open fire. Before the process, the salmon is usually seasoned with sea salt and drizzled or brush...",,https://www.tasteatlas.com/loimulohi/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/siskonmakkara,https://cdn.tasteatlas.com//Images/Dishes/591ad82f4ad44e21a11507117bf561ff.jpg?mw=660,35,Sausage,https://www.tasteatlas.com/Sausages,Siskonmakkara,,"This soft, finely-textured, fresh Finnish sausage consists of pork meat and various spices. Although it can be cooked with the casing, it is usually crumbled or squeezed out of the casing and subsequently fried, cooked, and incorporated into other...",,https://www.tasteatlas.com/siskonmakkara/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/tippaleipa,https://cdn.tasteatlas.com//Images/Dishes/acb6f17b2be543fdb92dbd87011d10ac.jpg?mw=660,36,Deep-fried Dessert,https://www.tasteatlas.com/deep-fried-desserts,Tippaleipä,,"This traditional Finnish funnel cake is prepared with a thin egg batter that is deep-fried in sizzling oil. Since it is poured through a piping bag in tangled streams, it results in a golden brown, irregularly-shaped treat that is usually served d...",,https://www.tasteatlas.com/tippaleipa/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/ryynimakkara,https://cdn.tasteatlas.com//images/dishes/82d34dc3275a4429b52d94813f96e833.jpg?mw=660,37,Sausage,https://www.tasteatlas.com/Sausages,Ryynimakkara,,"Even though modern day versions often incorporate oats and meat such as pork or lamb, ryynimakkara was originally prepared with cooked barley groats, fat, and various spices. It usually consists of a small percentage of meat and fat, promoting gro...",,https://www.tasteatlas.com/ryynimakkara/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/merimiespata,https://cdn.tasteatlas.com//images/dishes/9519ba9162fd46759508e2704234e034.jpg?mw=660,38,Stew,https://www.tasteatlas.com/Stews,Merimiespata,,"Merimiespata is a hearty Finnish stew prepared with beef, potatoes, onions, and beer. It is typically flavored with black pepper, sugar, bay leaves, and thyme. This stew is traditionally cooked in the oven, and when the vegetables are tender and t...",,https://www.tasteatlas.com/merimiespata/wheretoeat,https://www.tasteatlas.com/Beef,https://cdn.tasteatlas.com/images/ingredientgroups/3db7b6f60a934bc89f41a0c51acd08ac.png?h=120&w=120,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Onions,https://cdn.tasteatlas.com/images/ingredientgroups/bf73aa24e1b745988f43388bbdd27322.png?h=120&w=120,https://www.tasteatlas.com/beer,https://cdn.tasteatlas.com/images/ingredientgroups/c21ad8ee42e84549a509ee396c633f0c.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/perunarieska,https://cdn.tasteatlas.com//Images/Dishes/ada1df4182794bc081612c10c890a7fd.jpg?mw=660,39,Flatbread,https://www.tasteatlas.com/Flatbreads,Perunarieska,,"Prepared with a base of mashed potatoes and various types of flour, this traditional, unleavened Finnish flatbread is characterized by its round shape and a golden, crispy crust. Best served fresh from the oven, it is usually enjoyed as a light sn...",,https://www.tasteatlas.com/perunarieska/wheretoeat,https://www.tasteatlas.com/Potatoes,https://cdn.tasteatlas.com/images/ingredientgroups/282779ae12bd41c8b1470862a313c360.png?h=120&w=120,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/Salt,https://cdn.tasteatlas.com/images/ingredientgroups/812de2786a274b7e85a4c54cc0fb40d2.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/mannapuuro,https://cdn.tasteatlas.com//Images/Dishes/bf614fb8b4a84900893b12ff1557e64b.jpg?mw=660,40,Porridge,https://www.tasteatlas.com/Porridge,Mannapuuro,,"This creamy semolina porridge is a traditional Finnish dish that is usually consumed as a nutritious breakfast, a light snack, or a simple dessert. Prepared with semolina, milk, and just a pinch of salt, the key is to cook it slowly until it achie...",,https://www.tasteatlas.com/mannapuuro/wheretoeat,,,,,,,,,,,n/a
https://www.tasteatlas.com/lortsy,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,41,Sweet Pastry,https://www.tasteatlas.com/sweet-pastry,Lörtsy,,"This large, half-moon shaped Finnish pastry is a specialty of the Savonia region, where it is commonly sold at the local markets. Lörtsy is usually deep-fried and comes in a variety of sweet and savory fillings such as minced meat or various ...",,https://www.tasteatlas.com/lortsy/wheretoeat,,,,,,,,,https://www.tasteatlas.com/southern-savonia,Southern Savonia,n/a
https://www.tasteatlas.com/ohrarieska,https://cdn.tasteatlas.com//images/dishes/572ce654d62c4c79accec0f0a38d9ac3.jpg?mw=660,42,Flatbread,https://www.tasteatlas.com/Flatbreads,Ohrarieska,,"Ohrarieska is a traditional Finnish unleavened barley flatbread that is characterized by its circular form and dense texture. It is usually prepared with a combination of barley flour and water, but it appears in different versions that often empl...",,https://www.tasteatlas.com/ohrarieska/wheretoeat,https://www.tasteatlas.com/Flour,https://cdn.tasteatlas.com/images/ingredientgroups/6980492bc1fb48d292831ababd8816c3.png?h=120&w=120,https://www.tasteatlas.com/Eggs,https://cdn.tasteatlas.com/images/ingredientgroups/68062afe91e64f1ba087f7caf87a7fdb.png?h=120&w=120,https://www.tasteatlas.com/buttermilk,https://cdn.tasteatlas.com/images/ingredientgroups/75eead62c30d4b77a39288a7fd3ba05b.png?h=120&w=120,https://www.tasteatlas.com/Sugar,https://cdn.tasteatlas.com/images/ingredientgroups/ae857e2ec0504a6590b41c0000f6678c.png?h=120&w=120,,,n/a
https://www.tasteatlas.com/ruisreikaleipa,https://cdn.tasteatlas.com//Images/Dishes/91fbeb3fcb0949b08358bdcef139d21d.jpg?mw=660,43,Bread,https://www.tasteatlas.com/Breads,Ruisreikäleipä,,"Usually associated with Western Finland, ruisreikäleipä is one of many rye bread varieties present in traditional Finnish cuisine. This dense, rustic bread is traditionally baked in the form of a flat, round loaf with a hole in the middl...",,https://www.tasteatlas.com/ruisreikaleipa/wheretoeat,,,,,,,,,https://www.tasteatlas.com/western-finland,Western Finland,n/a
https://www.tasteatlas.com/blodpalt,https://cdn.tasteatlas.com//images/dishes/d1614350567c4c11a4ca62d082d3fc14.jpg?mw=660,44,Dumplings,https://www.tasteatlas.com/Dumplings,Blodpalt,,"Traditionally associated with the northern parts of Sweden and the Finnish Lapland, blodpalt are the nutritious, dark-brown dumplings prepared with rye or barley flour and animal’s blood. Although they were traditionally made with reindeer&r...",,https://www.tasteatlas.com/blodpalt/wheretoeat,,,,,,,,,https://www.tasteatlas.com/lapland,Lapland,n/a
https://www.tasteatlas.com/uunijuusto,https://cdn.tasteatlas.com//images/dishes/61fb20e322cd47b28047f993ac73d892.jpg?mw=660,45,Dessert,https://www.tasteatlas.com/Desserts,Oven Cheese (Uunijuusto ),,"This traditional Scandinavian dish is prepared with a combination of cow’s milk and beestings or colostrum – a yellow, rich milk produced by the animal right after it gave birth to a calf. The mixture is baked in the oven and the produ...",,https://www.tasteatlas.com/uunijuusto/wheretoeat,,,,,,,,,,,n/a
