search-results__item-image href,search-results__item-image src,Type,Name,Country
https://www.tasteatlas.com/run-down,https://cdn.tasteatlas.com//Images/Dishes/87dcdc6f4f8e4cde9bd9686e34acfb40.jpg?mw=660,Stew,Run Down,Jamaica
https://www.tasteatlas.com/escovitch-fish,https://cdn.tasteatlas.com//images/dishes/5c4e1e9e9d8940faac129f81869684b6.jpg?mw=660,Saltwater Fish Dish,Escovitch Fish,Jamaica
https://www.tasteatlas.com/brown-stew-fish,https://cdn.tasteatlas.com//images/dishes/4adbc6cd665d454688899705aa03c904.jpg?mw=660,Stew,Brown Stew Fish,Jamaica
https://www.tasteatlas.com/oxtail-with-broad-beans,https://cdn.tasteatlas.com//images/dishes/20f15ce8cc794fccbc0550dbbf8dd465.jpg?mw=660,Stew,Oxtail with Broad Beans,Jamaica
https://www.tasteatlas.com/coco-bread,https://cdn.tasteatlas.com//images/dishes/7bc4de416e87443b8a903984b6a841a6.jpg?mw=660,Sweet Bread,Coco Bread,Jamaica
https://www.tasteatlas.com/steamed-cabbage,https://cdn.tasteatlas.com//Images/Dishes/da4270f76b4a4212b4b3cac85dacce5c.jpg?mw=660,Side Dish,Steamed Cabbage,Jamaica
https://www.tasteatlas.com/tamarind-balls,https://cdn.tasteatlas.com//Images/Dishes/e85784058d8041c9b594d3d917d5aa27.jpg?mw=660,Dessert,Tamarind Balls,Jamaica
https://www.tasteatlas.com/coconut-drop,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Dessert,Coconut Drop,Jamaica
https://www.tasteatlas.com/bulla-cake,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Cake,Bulla Cake,Jamaica
https://www.tasteatlas.com/peanut-drops,https://cdn.tasteatlas.com//images/dishes/fc9d1afb26ec47d0b53e469a7c20fd82.jpg?mw=660,Dessert,Peanut Drops,Jamaica
https://www.tasteatlas.com/jamaican-mackerel-rundown,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Saltwater Fish Dish,Jamaican Mackerel Rundown,Jamaica
https://www.tasteatlas.com/ital-stew,https://cdn.tasteatlas.com//Images/Dishes/0046a8431b074d6dbd941b2231709bba.jpg?mw=660,Stew,Ital Stew,Jamaica
https://www.tasteatlas.com/red-peas-soup,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Stew,Red Peas Soup,Jamaica
https://www.tasteatlas.com/curried-lobster,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Lobster Dish,Curried Lobster,Jamaica
https://www.tasteatlas.com/peppered-shrimps,https://cdn.tasteatlas.com//Images/Dishes/c5e9e201b9ad4ce99fca5fa71b22ce82.jpg?mw=660,Shrimp/Prawn Dish,Peppered Shrimps,Jamaica
https://www.tasteatlas.com/grater-cake,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Dessert,Grater Cake,Jamaica
https://www.tasteatlas.com/mannish-water,https://cdn.tasteatlas.com//images/dishes/c8ebdc1630a7479eb4e2815c225ef611.jpg?mw=660,Soup,Mannish Water,Jamaica
https://www.tasteatlas.com/toto,https://cdn.tasteatlas.com//images/dishes/19a6d04536e541c2819c110dfa669041.jpg?mw=660,Cake,Toto,Jamaica
https://www.tasteatlas.com/duckanoo,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Pudding,Duckanoo,Jamaica
https://www.tasteatlas.com/chicken-foot-soup,https://cdn.tasteatlas.com//images/dishes/02846fc5e22643e8a304a4aa8f329c02.jpg?mw=660,Chicken Soup,Chicken Foot Soup,Jamaica
https://www.tasteatlas.com/spinners,https://cdn.tasteatlas.com//images/dishes/56fb9b237af046a6b69d20b44bc436b3.jpg?mw=660,Dumplings,Spinners,Jamaica
https://www.tasteatlas.com/hard-dough-bread,https://cdn.tasteatlas.com//images/dishes/04ed3fdb102341bb885b717997b8c6a0.jpg?mw=660,Sweet Bread,Hard Dough Bread,Jamaica
https://www.tasteatlas.com/gungo-peas-soup,https://cdn.tasteatlas.com//images/dishes/8e87a8d0724d492d882ff35d8c6db78d.jpg?mw=660,Soup,Gungo Peas Soup,Jamaica
https://www.tasteatlas.com/janga-soup,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Seafood Soup,Janga Soup,Jamaica
https://www.tasteatlas.com/ackee-and-saltfish-pizza,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-1.jpg,Pizza,Ackee and Saltfish Pizza,Jamaica
https://www.tasteatlas.com/solomon-gundy,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Appetizer,Solomon Gundy,Jamaica
https://www.tasteatlas.com/pepperpot-soup,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Soup,Pepperpot Soup,Jamaica
https://www.tasteatlas.com/cocktion,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-4.jpg,Dessert,Cocktion,Jamaica
https://www.tasteatlas.com/saltfish-with-cabbage,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Fish Dish,Saltfish with Cabbage,Jamaica
https://www.tasteatlas.com/bustamante-backbone,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Dessert,Bustamante Backbone,Jamaica
https://www.tasteatlas.com/jamaican-roasted-breadfruit,https://cdn.tasteatlas.com//images/dishes/5f64bee92e4d48b2a6fd025203f56c86.jpg?mw=660,Side Dish,Jamaican Roasted Breadfruit,Jamaica
https://www.tasteatlas.com/jamaican-spiced-bun,https://cdn.tasteatlas.com//images/dishes/69168393d141411ea353bd6ed69f9ccb.jpg?mw=660,Sweet Bread,Jamaican Spiced Bun,Jamaica
https://www.tasteatlas.com/callaloo-salad,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-3.jpg,Salad,Callaloo Salad,Jamaica
https://www.tasteatlas.com/otaheite-apple-galette,https://www.tasteatlas.com/content/layout/images/thumbnail-no-photo-2.jpg,Sweet Pie,Otaheite Apple Galette,Jamaica
https://www.tasteatlas.com/sushi,https://cdn.tasteatlas.com//Images/Dishes/fde953e5aa504e8c83a84691582b0399.jpg?mw=660,Rice Dish,Sushi,Japan
https://www.tasteatlas.com/ramen,https://cdn.tasteatlas.com//images/dishes/b6b9680a32c84a9381a1ea5f5e529698.jpg?mw=660,Noodle Dish,Ramen,Japan
https://www.tasteatlas.com/mochi,https://cdn.tasteatlas.com//images/dishes/7cce87e6040347f5930f6356a6b4ab52.jpg?mw=660,Dessert,Mochi,Japan
https://www.tasteatlas.com/yakiniku,https://cdn.tasteatlas.com//images/dishes/8778f2ab8696489d8b8c16fbd7a685e9.jpg?mw=660,Barbecue,Yakiniku,Japan
https://www.tasteatlas.com/sashimi,https://cdn.tasteatlas.com//Images/Dishes/17f54b4244a94d048fb0ed14098803a9.jpg?mw=660,Seafood,Sashimi,Japan
https://www.tasteatlas.com/yakitori,https://cdn.tasteatlas.com//images/dishes/31197d87b8b747ceb366b8a81f7bace2.jpg?mw=660,Chicken Dish,Yakitori,Japan
https://www.tasteatlas.com/wagashi,https://cdn.tasteatlas.com//Images/Dishes/c2f662d5258347ea834e49059431f30f.jpg?mw=660,Dessert,Wagashi,Japan
https://www.tasteatlas.com/onigiri,https://cdn.tasteatlas.com//Images/Dishes/69f35c5768bc47f386e90a2a145a7230.jpg?mw=660,Rice Dish,Onigiri,Japan
https://www.tasteatlas.com/gyoza,https://cdn.tasteatlas.com//Images/Dishes/3c16ad904018488f8c363413d356cacc.jpg?mw=660,Dumplings,Gyoza,Japan
https://www.tasteatlas.com/shabu-shabu,https://cdn.tasteatlas.com//Images/Dishes/20eb7a41894a457181057348f1314c1b.jpg?mw=660,Meat Dish,Shabu-shabu,Japan
https://www.tasteatlas.com/tonkatsu,https://cdn.tasteatlas.com//images/dishes/bad3bf5847bc4dee9ad59f1d9ca84725.jpg?mw=660,Pork Dish,Tonkatsu,Japan
https://www.tasteatlas.com/dashi,https://cdn.tasteatlas.com//Images/Dishes/b66666ff20a6494b92b7bc365c4c3d73.jpg?mw=660,Soup,Dashi,Japan
https://www.tasteatlas.com/miso-soup,https://cdn.tasteatlas.com//images/dishes/1d294997f74843978bb2d48c0f83c6e6.jpg?mw=660,Soup,Miso Soup,Japan
https://www.tasteatlas.com/nigiri,https://cdn.tasteatlas.com//images/dishes/f3abe602fe794beba2f00deee03dee9e.jpg?mw=660,Rice Dish,Nigiri,Japan
https://www.tasteatlas.com/yakisoba,https://cdn.tasteatlas.com//Images/Dishes/730db49aee6c4842a719feec670e4709.jpg?mw=660,Noodle Dish,Yakisoba,Japan
https://www.tasteatlas.com/kare,https://cdn.tasteatlas.com//Images/Dishes/b7d669c3d75148cf826de81c9d7e9ac9.jpg?mw=660,Stew,KarÄ,Japan
https://www.tasteatlas.com/kushiyaki,https://cdn.tasteatlas.com//images/dishes/5263555be7ba4c1ea3f7ee21a6e5465c.jpg?mw=660,Barbecue,Kushiyaki,Japan
https://www.tasteatlas.com/daifuku,https://cdn.tasteatlas.com//Images/Dishes/ee0231e3bea14f5b9e33f2df4edcda7f.jpg?mw=660,Dessert,Daifuku,Japan
https://www.tasteatlas.com/teppanyaki,https://cdn.tasteatlas.com//Images/Dishes/714f4dddec354c84aad21cadcb442148.jpg?mw=660,Barbecue,Teppanyaki,Japan
https://www.tasteatlas.com/teriyaki,https://cdn.tasteatlas.com//Images/Dishes/2412f557af2d415cb8f177ee2a1cca62.jpg?mw=660,Technique,Teriyaki,Japan
https://www.tasteatlas.com/sukiyaki,https://cdn.tasteatlas.com//Images/Dishes/100700d38f35404195401f13ce82c8aa.jpg?mw=660,Beef Dish,Sukiyaki,Japan
https://www.tasteatlas.com/tonkotsu-ramen,https://cdn.tasteatlas.com//Images/Dishes/5f6a4feb8f0b49198e11fd62fd6e0801.jpg?mw=660,Noodle Dish,Tonkotsu ramen,Japan
https://www.tasteatlas.com/makizushi,https://cdn.tasteatlas.com//images/dishes/e114f0fa78794f34ae0ef60bca144549.jpg?mw=660,Rice Dish,Makizushi,Japan
https://www.tasteatlas.com/nabemono,https://cdn.tasteatlas.com//Images/Dishes/a81c051850a74dd69c60305513cb2b6e.jpg?mw=660,Technique,Nabemono,Japan
https://www.tasteatlas.com/nimono,https://cdn.tasteatlas.com//Images/Dishes/2ae31434ae224692940f1d960ab41b42.jpg?mw=660,Technique,Nimono,Japan
https://www.tasteatlas.com/kaiseki,https://cdn.tasteatlas.com//Images/Dishes/ece9d290038540eeb2b1da8742f01622.jpg?mw=660,Assorted Small Dishes or Ritual,Kaiseki,Japan
https://www.tasteatlas.com/omurice,https://cdn.tasteatlas.com//Images/Dishes/42c11c4545eb4c7f9aa7725db1723143.jpg?mw=660,Egg Dish,Omurice,Japan
https://www.tasteatlas.com/karaage,https://cdn.tasteatlas.com//Images/Dishes/f8bc31930a4d49ada9a8a90e4e81de7c.jpg?mw=660,Technique,Karaage,Japan
https://www.tasteatlas.com/manju,https://cdn.tasteatlas.com//Images/Dishes/fea3e4a030d14a499d5cd83d4016752d.jpg?mw=660,Dessert,ManjÅ«,Japan
https://www.tasteatlas.com/tempura,https://cdn.tasteatlas.com//images/dishes/068491d859714009a1cc1c3393fb0f5d.jpg?mw=660,Technique,Tempura,Japan
https://www.tasteatlas.com/gyudon,https://cdn.tasteatlas.com//Images/Dishes/1ffdb028c9f24c4eb239752128374684.jpg?mw=660,Beef Dish,GyÅ«don,Japan
https://www.tasteatlas.com/chashu,https://cdn.tasteatlas.com//Images/Dishes/1c2e25d672c349f19a99b5afa06146a7.jpg?mw=660,Pork Dish,Chashu,Japan
https://www.tasteatlas.com/negima-yakitori,https://cdn.tasteatlas.com//images/dishes/9473009b6d2a4337a34da391c1c948b8.jpg?mw=660,Chicken Dish,Negima yakitori,Japan
https://www.tasteatlas.com/kayu,https://cdn.tasteatlas.com//Images/Dishes/887a47da35fd40f3bb0a61e57fbd8281.jpg?mw=660,Porridge,Kayu,Japan
https://www.tasteatlas.com/kasutera,https://cdn.tasteatlas.com//images/dishes/e73e7522fb8947089e05fb86799a5544.jpg?mw=660,Cake,Kasutera,Japan
https://www.tasteatlas.com/kare-raisu,https://cdn.tasteatlas.com//Images/Dishes/05c3a00d6da8465f8b05335ebce5bc85.jpg?mw=660,Stew,KarÄ raisu,Japan
https://www.tasteatlas.com/korokke,https://cdn.tasteatlas.com//Images/Dishes/10804f09634648368780bd8698ca13f5.jpg?mw=660,Snack,Korokke,Japan
https://www.tasteatlas.com/agemono,https://cdn.tasteatlas.com//Images/Dishes/b85420f66ac04f11825cf82fd7d363df.jpg?mw=660,Technique,Agemono,Japan
https://www.tasteatlas.com/dango,https://cdn.tasteatlas.com//Images/Dishes/993e6e1c97b443ccb07bb62bbfdfa2d8.jpg?mw=660,Dessert,Dango,Japan
https://www.tasteatlas.com/shoyu-ramen,https://cdn.tasteatlas.com//Images/Dishes/7daec89d7d1a4c7ba37edbee91ff0508.jpg?mw=660,Noodle Dish,Shoyu ramen,Japan
https://www.tasteatlas.com/oyakodon,https://cdn.tasteatlas.com//Images/Dishes/41146bd6ea8e4c15abc691615435220f.jpg?mw=660,Rice Dish,Oyakodon,Japan
https://www.tasteatlas.com/tendon,https://cdn.tasteatlas.com//Images/Dishes/fff2088ca5f342b3a3577703b9809c76.jpg?mw=660,Rice Dish,Tendon,Japan
https://www.tasteatlas.com/tsukemen,https://cdn.tasteatlas.com//images/dishes/c2dbd880ba98473c98e4339ad4a2bfb9.jpg?mw=660,Noodle Dish,Tsukemen,Japan
https://www.tasteatlas.com/tsukemono,https://cdn.tasteatlas.com//Images/Dishes/f4e59c7731574eedac7c4ed2c2d4358e.jpg?mw=660,Side Dish,Tsukemono,Japan
https://www.tasteatlas.com/miso-ramen,https://cdn.tasteatlas.com//Images/Dishes/767dcf42bdce403e96a6e508ad16861c.jpg?mw=660,Noodle Dish,Miso ramen,Japan
https://www.tasteatlas.com/himono,https://cdn.tasteatlas.com//images/dishes/8c5bf4460e57490db0923842ad7e6d8c.jpg?mw=660,Saltwater Fish Dish,Himono,Japan
https://www.tasteatlas.com/shio-ramen,https://cdn.tasteatlas.com//images/dishes/3d163d1d3eb042e3ba04f51022b09f2a.jpg?mw=660,Noodle Dish,Shio ramen,Japan
https://www.tasteatlas.com/hakata-ramen,https://cdn.tasteatlas.com//images/dishes/1f649a5417dd47088719fee86b7b838d.jpg?mw=660,Noodle Dish,Hakata ramen,Japan
https://www.tasteatlas.com/soba-dish,https://cdn.tasteatlas.com//images/dishes/a77a89e8d1aa4b96be1b51e04dd8f844.jpg?mw=660,Noodle Dish,Soba (dish),Japan
https://www.tasteatlas.com/monaka,https://cdn.tasteatlas.com//Images/Dishes/0d6bcb2f09574fcab4445cc84a04d8f3.jpg?mw=660,Dessert,Monaka,Japan
https://www.tasteatlas.com/udon-dish,https://cdn.tasteatlas.com//images/dishes/08b3fac9b0a74bb4af9153a075ecf07d.jpg?mw=660,Noodle Dish,Udon (dish),Japan
https://www.tasteatlas.com/natto,https://cdn.tasteatlas.com//Images/Dishes/00823596c0754440832fe858a8931d63.jpg?mw=660,Pickling,NattÅ,Japan
https://www.tasteatlas.com/okoshi,https://cdn.tasteatlas.com//Images/Dishes/757d7b77212b468c97406797c4d1ffcc.jpg?mw=660,Dessert,Okoshi,Japan
https://www.tasteatlas.com/ebi-furai,https://cdn.tasteatlas.com//Images/Dishes/f7f6418849a9427b89c0d0d3397135b7.jpg?mw=660,Shrimp/Prawn Dish,Ebi furai,Japan
https://www.tasteatlas.com/kare-udon,https://cdn.tasteatlas.com//Images/Dishes/b38dd9e0a136425db77ad5b124bec90f.jpg?mw=660,Stew,KarÄ udon,Japan
https://www.tasteatlas.com/kaisendon,https://cdn.tasteatlas.com//Images/Dishes/a67f8c7b21d341cba2e7537b6de0e7e8.jpg?mw=660,Rice Dish,Kaisendon,Japan
https://www.tasteatlas.com/tamagoyaki,https://cdn.tasteatlas.com//images/dishes/5314cd22e3d645299879b119698a9e97.jpg?mw=660,Egg Dish,Tamagoyaki,Japan
https://www.tasteatlas.com/tataki,https://cdn.tasteatlas.com//Images/Dishes/fe213798b3b14e9abece63ba7f9e323d.jpg?mw=660,Technique,Tataki,Japan
https://www.tasteatlas.com/nikuman,https://cdn.tasteatlas.com//Images/Dishes/992ba2e2b5cf4847a2336f9dc60db1ce.jpg?mw=660,Dumplings,Nikuman,Japan
https://www.tasteatlas.com/katsudon,https://cdn.tasteatlas.com//Images/Dishes/15c022c3864e4ea6ab92c6f0a017f39d.jpg?mw=660,Rice Dish,Katsudon,Japan
https://www.tasteatlas.com/temaki,https://cdn.tasteatlas.com//Images/Dishes/fd7725e87c304776984c3631db77e704.jpg?mw=660,Rice Dish,Temaki,Japan
https://www.tasteatlas.com/okonomiyaki,https://cdn.tasteatlas.com//images/dishes/65b39a002153498e9828e9af620ca174.jpg?mw=660,Pancake,Okonomiyaki,Japan
https://www.tasteatlas.com/chawanmushi,https://cdn.tasteatlas.com//Images/Dishes/6d45d3340a464fcfa472a303c8c43e9b.jpg?mw=660,Appetizer,Chawanmushi,Japan
https://www.tasteatlas.com/senbei,https://cdn.tasteatlas.com//Images/Dishes/079b0cba7bed491dacb958b93f8dac2e.jpg?mw=660,Snack,Senbei,Japan
https://www.tasteatlas.com/champon,https://cdn.tasteatlas.com//Images/Dishes/4cb29e5cf7bb4f23a71b15c6204a1d5f.jpg?mw=660,Noodle Soup,Champon,Japan
https://www.tasteatlas.com/taiyaki,https://cdn.tasteatlas.com//Images/Dishes/87bb69432adb49d0aa6e0a028d40942d.jpg?mw=660,Dessert,Taiyaki,Japan
https://www.tasteatlas.com/tori-katsu,https://cdn.tasteatlas.com//images/dishes/513620adb44b453c83cf0234ab5e46f4.jpg?mw=660,Fried Chicken Dish,Tori katsu,Japan
https://www.tasteatlas.com/kamameshi,https://cdn.tasteatlas.com//Images/Dishes/dcefcdb6a2174012b781fd784fe282a8.jpg?mw=660,Rice Dish,Kamameshi,Japan
https://www.tasteatlas.com/jingisukan,https://cdn.tasteatlas.com//images/dishes/fe57f72d1d5740429a8e5ecdd4ffdf6b.jpg?mw=660,Lamb/Mutton Dish,Jingisukan,Japan
https://www.tasteatlas.com/futomaki,https://cdn.tasteatlas.com//Images/Dishes/0017d901983544418a28c17272eb0127.jpg?mw=660,Rice Dish,Futomaki,Japan
https://www.tasteatlas.com/monjayaki,https://cdn.tasteatlas.com//images/dishes/a614f321aaf844d6a1635f14c6eb5607.jpg?mw=660,Pancake,Monjayaki,Japan
https://www.tasteatlas.com/tsukune-yakitori,https://cdn.tasteatlas.com//images/dishes/a3228690c30f4b2cbb48073cbc2e36cd.jpg?mw=660,Chicken Dish,Tsukune yakitori,Japan
https://www.tasteatlas.com/yakimono,https://cdn.tasteatlas.com//Images/Dishes/76caa42f6fb7408e83adb5c8e581fe79.jpg?mw=660,Barbecue,Yakimono,Japan
https://www.tasteatlas.com/nankotsu-yakitori,https://cdn.tasteatlas.com//images/dishes/453d9154df95465b88b3eb096140faae.jpg?mw=660,Offal Dish,Nankotsu yakitori,Japan
https://www.tasteatlas.com/takuan,https://cdn.tasteatlas.com//images/dishes/19b7880a6f914d8a835499b02b110dd0.jpg?mw=660,Pickling,Takuan,Japan
